stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
27722,"","","Main & Sierra","",38.16032,-121.696609,198,,0,,
1528,"","","Gateway & Solano Mall by Sears Auto Center (Solano Mall)","",38.2629,-122.0542,199,,0,,
1527,"","","Riverboat Marina - Brannan Island","Riverboat Marina is located at 106 W Brannan Island Road",38.0983,-121.5705,199,,0,,
1564,"","","S Church St & W Kettleman Ln","",38.1156826414324,-121.276303231716,199,,0,,
27721,"","","Hillside Terrace & SR-12","",38.161339,-121.696236,198,,0,,
27717,"","","Poppy House & California Vegetable Specialties","",38.168941,-121.688347,198,,0,,
27697,"","","St. Francis across from Linda Vista Way","",38.16214,-121.692184,198,,0,,
27703,"","","Viera and Rubier","",38.174358,-121.694679,198,,0,,
27732,"","","Summerset Dr. Across from Inverness","",38.180008,-121.714142,198,,0,,
2793,"","","CA-12 & Drouin Dr","",38.1627581574772,-121.699322462082,198,,0,,
2798,"","","S Ham Ln & W Kettleman Ln","",38.115599,-121.288783,199,,0,,
1559,"","","Flag City Park and Ride Lot","This stop is located at Thornton Road and CA-12",38.115347107552,-121.395339667797,199,,0,,
12520,"","","Lone Tree Way & Country Hills Dr","",37.9684360017691,-121.786454021931,199,,0,,
1570,"","","W Kettleman Ln & Tienda Dr","",38.1156636489898,-121.303420364857,199,,0,,
2799,"","","Flag City Park and Ride Lot","",38.115565,-121.395117,199,,0,,
27702,"","","Wallace and Rubier","",38.173527,-121.694443,198,,0,,
27727,"","","Madere Way and Fisher St. (Homecoming Park)","",38.171764,-121.694466,198,,0,,
1568,"","","Sacramento St & N 2nd St","",38.1571313681104,-121.690632104874,198,,0,,
12518,"","","Lone Tree Way & Deer Valley Rd","",37.9663404835969,-121.780942082405,199,,0,,
12521,"","","Lone Tree Way & Mokelumne Dr","",37.9673449018894,-121.784501373768,199,,0,,
27693,"","","Solano County Health & Social Services Building 2201","",38.235992,-122.069679,199,,0,,
27685,"","","Courage Dr. and N. Watney","",38.236919,-122.071442,199,,0,,
2803,"","","Beck Ave & Cadenasso Dr.","This stop is used on one particular express Rt 50 trip.  Its location is identical to the other Beck Ave & Cadenasso Dr.",38.2477103265836,-122.066141366959,199,,0,,
27710,"","","Summerset Dr. & Cypress","",38.177563,-121.708092,198,,0,,
1549,"","","Lodi Station - Lodi & S. Sacramento","",38.1340460216632,-121.27218067646,199,,0,,
1566,"","","S Ham Ln & W Vine St","",38.12192,-121.288377,199,,0,,
12511,"","","Kentucky & Webster","",38.2515397527257,-122.043833434582,199,,0,,
27701,"","","Madere and Deflores","",38.170551,-121.69342,198,,0,,
1567,"","","S Hutchins St & W Kettleman Ln","",38.1152901299475,-121.278658211231,199,,0,,
12515,"","","Kentucky st & Great Jones st","",38.2513996810123,-122.048387825489,199,,0,,
2800,"","","CA-12 & Glasscock Rd","",38.115508,-121.486061,199,,0,,
27715,"","","Fisher across DeFlores Circle (Homecoming Park)","",38.171787,-121.693962,198,,0,,
27737,"","","Summerset Dr. & Diamond Hills","",38.1786554973824,-121.704346239567,198,,0,,
1531,"","","Pittsburg/Bay Point BART Station","",38.017556,-121.945216,199,,0,,
1569,"","","W Banner St & N Star St","",38.1149756971824,-121.392402648926,199,,0,,
27689,"","","Gateway & Gateway Ct.","",38.259911,-122.057442,199,,0,,
1572,"","","W Vine St & S Fairmont Ave","",38.1228002390703,-121.28554880619,199,,0,,
1550,"","","Gateway Blvd & Gateway Ct","",38.259741,-122.057308,199,,0,,
27713,"","","Summerset Dr. & Summerset Rd.","",38.183376,-121.719742,198,,0,,
1565,"","","S Ham Ln & W Kettleman Ln","",38.1166596904295,-121.288019120693,199,,0,,
27704,"","","Auto Mall Parkway and Serrano Dr.","",38.247162,-122.073288,198,,0,,
27706,"","","Trilogy Vista Clubhouse ","",38.183304,-121.718102,198,,0,,
27712,"","","Wallace & Rubier","",38.173584,-121.694565,198,,0,,
27730,"","","SR-12 & SR-12 on ramp","",38.160587,-121.688698,198,,0,,
27692,"","","Solano County Health and Social Services Building 1","",38.236012,-122.067535,199,,0,,
27736,"","","Summerset Dr. Across from Delta Clubhouse","",38.1850374966702,-121.719675064087,198,,0,,
