ORIG_TAZ_N,DEST_TAZ_N,EA_ES_DA,EA_ES_S2,EA_ES_S3,EA_PK_DA,EA_PK_S2,EA_PK_S3,EA_RN_DA,EA_RN_S2,EA_RN_S3,EA_TX_DA,EA_TX_S2,EA_TX_S3,EA_LI_DA,EA_LI_S2,EA_LI_S3,EA_VN_S3,EA_HT_S3,EA_CH_S3,AM_ES_DA,AM_ES_S2,AM_ES_S3,AM_PK_DA,AM_PK_S2,AM_PK_S3,AM_RN_DA,AM_RN_S2,AM_RN_S3,AM_TX_DA,AM_TX_S2,AM_TX_S3,AM_LI_DA,AM_LI_S2,AM_LI_S3,AM_VN_S3,AM_HT_S3,AM_CH_S3,MD_ES_DA,MD_ES_S2,MD_ES_S3,MD_PK_DA,MD_PK_S2,MD_PK_S3,MD_RN_DA,MD_RN_S2,MD_RN_S3,MD_TX_DA,MD_TX_S2,MD_TX_S3,MD_LI_DA,MD_LI_S2,MD_LI_S3,MD_VN_S3,MD_HT_S3,MD_CH_S3,PM_ES_DA,PM_ES_S2,PM_ES_S3,PM_PK_DA,PM_PK_S2,PM_PK_S3,PM_RN_DA,PM_RN_S2,PM_RN_S3,PM_TX_DA,PM_TX_S2,PM_TX_S3,PM_LI_DA,PM_LI_S2,PM_LI_S3,PM_VN_S3,PM_HT_S3,PM_CH_S3,EV_ES_DA,EV_ES_S2,EV_ES_S3,EV_PK_DA,EV_PK_S2,EV_PK_S3,EV_RN_DA,EV_RN_S2,EV_RN_S3,EV_TX_DA,EV_TX_S2,EV_TX_S3,EV_LI_DA,EV_LI_S2,EV_LI_S3,EV_VN_S3,EV_HT_S3,EV_CH_S3
200203,200879,0.0,0.527894888276,0.102280824215,0.174366589711,0.0636482984342,0.00826095741171,0.0757880121787,0.0224653337412,0.0,0.0,0.0974499703159,0.0585233999263,0.0,0.0,0.0,0.00827988526728,0.00565226057659,0.0,0.641182808967,1.39287025089,0.500264201429,0.473235425787,0.138357293548,0.0359779463673,0.190847575679,0.0645633683101,0.0196714048366,0.0167263105008,0.203322181502,0.0640804373749,0.0055100053064,0.0138598817323,0.00836144724599,0.0165882016228,0.00565172688402,0.00560286591059,1.81018877611,1.64717604707,0.55275780974,0.409625681936,0.11623468753,0.0248888640394,0.190848680594,0.0842050767444,0.0140430444031,0.0306228616082,0.233940407585,0.0389751513867,0.047157209232,0.0388818024017,0.00551582892432,0.0193435480893,0.00282788412597,0.00560478915583,1.29343091959,1.28794535257,0.580364172409,0.309981916186,0.124503087762,0.055348273259,0.148745433939,0.0308769964289,0.0280680093207,0.0167369618123,0.116970931204,0.0835569868011,0.0277520305634,0.0221632385648,0.0166085325923,0.00550962583598,0.00282744675462,0.00276354346364,2.89360168676,0.920315107171,0.232156478527,0.185404948711,0.0498419297917,0.0193610877507,0.0364869714241,0.0112364049536,0.00561820247681,0.047412981342,0.12531621246,0.083567517089,0.0526840794156,0.0138459276039,0.0138459276039,0.0110475316605,0.00282730397231,0.0
200204,200879,0.0,1.0492361145,0.20602219505,0.412547761411,0.154682698593,0.0192398605483,0.235348150403,0.0719427624263,0.0,0.0,0.233446681269,0.14279219558,0.0,0.0,0.0,0.0192839437318,0.026328353932,0.00636318304592,1.27447291952,2.7741435691,0.997755398267,1.12150682921,0.328680369485,0.0837930322629,0.594826986741,0.202670983141,0.065449882758,0.0389557608743,0.486513281468,0.149244042491,0.0128328628792,0.0258238534306,0.0194739024761,0.0321950864837,0.0329073349753,0.0130491362463,3.60447594453,3.28273232209,1.10070905376,0.966914911278,0.270711863952,0.0579664377212,0.594830430499,0.261486064835,0.0457889665243,0.0713209810399,0.557822392592,0.0907735556735,0.0969085219986,0.0840878488006,0.00642321307465,0.0386154308272,0.0197585195706,0.0130536155056,2.57471352006,2.56192332897,1.152141625,0.734843274845,0.28996905891,0.128906736353,0.464085136027,0.0980629961298,0.0849819126004,0.0454773292118,0.278912930783,0.201091978031,0.0581713056037,0.0451661227965,0.0386814548318,0.0128319790884,0.013170309095,0.00643632308093,5.76085095458,1.8344619761,0.463452847236,0.438255089783,0.116082401937,0.0450921860291,0.111125805584,0.0327121381938,0.0130848552775,0.110425354319,0.298348676047,0.201117320693,0.10978582072,0.03224731747,0.03224731747,0.0257298225807,0.0197544660178,0.0
200205,200879,0.0,0.367587666171,0.0705598652662,0.11898284507,0.0446120165545,0.00739862083346,0.0716476581738,0.0226352755148,0.0,0.0,0.0785497140586,0.0449265579929,0.0,0.0,0.0,0.00741557286694,0.00379667853016,0.0,0.445540079308,0.969018973224,0.349028066799,0.319735777761,0.0929359428474,0.022307757512,0.177209597693,0.0603378697567,0.0188763919925,0.0112352258192,0.160894798081,0.0486578180972,0.0037011242784,0.0111717812066,0.00748862083521,0.014856608986,0.00759264008731,0.00376349965149,1.26233066303,1.1472653703,0.386144521716,0.275149563778,0.0780759727238,0.0185756584483,0.17721062365,0.0791859192872,0.0150925597179,0.0224396450925,0.183330061057,0.0299199875821,0.037265831943,0.029848326527,0.00370503605933,0.0148494283674,0.00379903466989,0.00376479151406,0.90222593295,0.894829326879,0.404687177877,0.20821787495,0.0817714947021,0.0371779747088,0.139502228174,0.0301678247339,0.026394977673,0.0149898405454,0.0935363271151,0.0673512511039,0.022369571363,0.0186090792519,0.0148748176666,0.00370086938442,0.00379844709668,0.0,2.01606042104,0.642317963017,0.163367568358,0.126397092231,0.0334793101234,0.0148628930092,0.033935059935,0.00754760274505,0.00377380137252,0.0374679550249,0.0972701849022,0.0673597390604,0.0447011491356,0.0111605334577,0.0111605334577,0.0111311020692,0.00379825528014,0.0
200206,200879,0.0,0.0970903832704,0.0202308152333,0.0283577421054,0.0121515338452,0.0,0.0123256233181,0.00411030237673,0.0,0.0,0.0163013864255,0.0122372094373,0.0,0.0,0.0,0.0,0.0,0.0,0.117312088659,0.250797209615,0.0890009037179,0.0810143622475,0.0243015619664,0.00405082892238,0.0287558797746,0.00821749074711,0.00411327949529,0.00408037228068,0.0366906406036,0.0122340364587,0.0,0.00405733067537,0.0,0.00404668071208,0.0,0.0,0.327656260982,0.299348001177,0.101133674011,0.0688692364103,0.0202538388772,0.00404774784489,0.0287560462571,0.0123250633554,0.00411094956888,0.00407477817077,0.0407640044704,0.00814968185324,0.00812044920803,0.00813016263389,0.0,0.00404472483704,0.0,0.0,0.234626068512,0.234633704548,0.105173307516,0.0526638460577,0.0202482967633,0.00810130458759,0.0205394430064,0.00410859418159,0.00410830328184,0.00408297066101,0.0203821289863,0.0163069369199,0.00406205359771,0.00405503043926,0.00405164043853,0.0,0.0,0.0,0.521834348278,0.165854423365,0.0404531556827,0.0324031618869,0.00810593699978,0.0040483923702,0.00410814107135,0.0,0.0,0.00816449304484,0.0244566450977,0.0163089920053,0.0121758120029,0.00405324575501,0.00405324575501,0.00404255696034,0.0,0.0
200207,200879,0.0,0.0739671625125,0.0154126077961,0.0216040111094,0.00925750263236,0.0,0.00939013064247,0.00313138535079,0.0,0.0,0.0124190188389,0.00932277357096,0.0,0.0,0.0,0.0,0.0,0.0,0.0893728300813,0.191066893923,0.0678042879975,0.0617198356455,0.0185138581467,0.00308607620157,0.0219073275935,0.00626039833259,0.00313365343342,0.00310858346038,0.027952331475,0.00932035627463,0.0,0.00309102948534,0.0,0.00308291593652,0.0,0.0,0.24962105502,0.228054741418,0.0770474958392,0.0524672148784,0.0154301480875,0.00308372891905,0.0219074544262,0.00938970404149,0.00313187840649,0.00310432165377,0.031055575658,0.00620873892716,0.00618646838144,0.00619386844029,0.0,0.0030814258762,0.0,0.0,0.178747100946,0.17875291837,0.080125042944,0.0401213295146,0.0154259258934,0.00617188327833,0.0156477322223,0.00313008398248,0.00312986236394,0.00311056300577,0.0155278843929,0.0124232474176,0.00309462758798,0.00308927707761,0.00308669444557,0.0,0.0,0.0,0.397553338894,0.12635423482,0.0308187591782,0.0246859664209,0.00617541242688,0.00308421994305,0.0031297387858,0.0,0.0,0.00622002265866,0.0186320063998,0.0124248130601,0.00927599866029,0.00308791743698,0.00308791743698,0.00307977430492,0.0,0.0
200208,200879,0.0,0.0728730086119,0.0150059753466,0.0300486145948,0.0107300725816,0.00213541762094,0.00870703794281,0.00217769263025,0.0,0.0,0.0172733808016,0.0108057260204,0.0,0.0,0.0,0.00214031038025,0.0,0.0,0.0900154110236,0.192884055763,0.0685874289342,0.0836988398196,0.0236046971333,0.00643854841964,0.0239411007109,0.00870747083738,0.00217926994708,0.002161835269,0.0345585551483,0.0108029242102,0.0,0.00214962752138,0.00216139375811,0.0021439850298,0.00219141618375,0.0,0.250750682124,0.229324908957,0.0771580220585,0.0729756669146,0.0193153536908,0.00428910082178,0.0239412393182,0.0108833029691,0.00217803552122,0.00431774287098,0.038875156901,0.00647671405312,0.0064534822893,0.00646120174178,0.0,0.0021429487813,0.0,0.0,0.180032273189,0.17789482134,0.0814401546684,0.0558040060943,0.0214556315302,0.00858435690554,0.0195877240204,0.00435357521167,0.0043532669666,0.00216321192531,0.0194376993285,0.0129594466894,0.00430425957636,0.00429681765166,0.00214661275855,0.0,0.0,0.0,0.400781224071,0.128592980256,0.032148926378,0.0321892955053,0.00858926553218,0.00428978377787,0.00435309508407,0.00217841733756,0.0,0.00865131306839,0.0215957574035,0.0129610799066,0.0086012085846,0.00214746327648,0.00214746327648,0.00214180021151,0.0,0.0
200209,200879,0.0,0.0214874244614,0.00477584534573,0.00717251958855,0.00239048886929,0.0,0.00969894524405,0.00242577575955,0.0,0.0,0.00481029184882,0.00240734324767,0.0,0.0,0.0,0.0,0.00244129321225,0.0,0.0262611859075,0.0572953177291,0.02148775902,0.0167342765412,0.00478068152771,0.00239067633116,0.026668475135,0.00969942745404,0.0024275327646,0.0,0.0120298349557,0.00481343809818,0.0,0.0,0.0,0.0,0.00244106270269,0.0,0.0740068681072,0.0692340154235,0.0238744104354,0.0143451296094,0.00478128048819,0.0,0.0266686295324,0.0121231307667,0.00242615771272,0.00240481045096,0.0144346072152,0.00240484748756,0.00239622137741,0.00239908766203,0.0,0.0,0.0,0.0,0.0549101949532,0.0525245045563,0.0238731135477,0.0119540785252,0.00477997217318,0.00239057209033,0.0218191610026,0.00484953526919,0.00484919190878,0.0,0.00721734849039,0.00481192971553,0.00239730079399,0.00239315593895,0.0,0.0,0.0,0.0,0.119368527259,0.0381979507446,0.00954969006736,0.00717126114761,0.0023919390449,0.0,0.00484900044537,0.00242658302564,0.0,0.00240921804552,0.00721678497107,0.00481253614005,0.00239526494666,0.0,0.0,0.0,0.0,0.0
200210,200879,0.0,0.0158865017808,0.00226991001689,0.00227268303749,0.0,0.0,0.0414882774295,0.0138353542798,0.0,0.0,0.011431410422,0.00686511244362,0.0,0.0,0.0,0.0,0.00464128590059,0.0,0.0181551573901,0.0408478100375,0.0136172135427,0.00454493084577,0.00227220860428,0.0,0.101402008586,0.0345752834454,0.0115378127636,0.00228910150326,0.0228706257349,0.00686333239276,0.0,0.00227617509123,0.0,0.0,0.00696127149802,0.0,0.0544640528944,0.0476572742782,0.0158861653299,0.00454539472933,0.0,0.0,0.101402595654,0.0460959917607,0.00922502182709,0.00228596319026,0.025155606215,0.00457199679297,0.00455559718835,0.00456104645038,0.0,0.0,0.00464416618609,0.0,0.0385800204265,0.0385812760348,0.0181546312841,0.00227266007356,0.0,0.0,0.0806588385559,0.0161345385404,0.0161333961707,0.00229055920269,0.0114344375691,0.00914824218218,0.00227882466531,0.00227488465164,0.00227298285072,0.0,0.00232172395081,0.0,0.0862366366765,0.0272326378085,0.00680830373667,0.00227228428816,0.0,0.0,0.0184374390476,0.00461331950092,0.00230665975046,0.00458030591739,0.0137202537433,0.00914939509144,0.00455377886169,0.00227388343824,0.00227388343824,0.0,0.00464321341365,0.0
200211,200879,0.0,0.095320976667,0.0197251421476,0.0263323189832,0.00987316994906,0.0,0.0367202672595,0.010018911462,0.0,0.0,0.0231786481535,0.0132570422814,0.0,0.0,0.0,0.0032823089759,0.00336100048958,0.0,0.118323983407,0.253073835823,0.0920354794046,0.0724069434092,0.0230359692399,0.00658262946798,0.0934570702487,0.0300453487442,0.0100261682243,0.00331531883101,0.0463731217225,0.0132536048709,0.0,0.00329659743435,0.00331464174455,0.0032879442965,0.00336068314027,0.0,0.328669166913,0.299096648781,0.101892679156,0.0625396518375,0.0164563252593,0.00328881134618,0.0934576113195,0.0400566534862,0.00668032600044,0.00662154718857,0.0529934672041,0.00993247375101,0.00989684628892,0.00990868458509,0.0,0.00328635514019,0.00336308625657,0.0,0.23664987432,0.233370665441,0.10517382629,0.0493725992117,0.0197421867234,0.00987351366768,0.0734288709391,0.016691246193,0.0133520515256,0.00331743002545,0.0264968983793,0.0198741774015,0.00660086965536,0.00658945696659,0.00329197409411,0.0,0.00336256610882,0.0,0.525882169721,0.167625038238,0.0427288564519,0.0296186612576,0.00658610629858,0.00328933502558,0.0166894054236,0.00334074854109,0.00334074854109,0.00995052497981,0.0298066832357,0.0198766820491,0.0131905280661,0.00329327842019,0.00329327842019,0.00328459373168,0.00336239630369,0.0
200212,200879,0.0,0.0802300290416,0.0164136507387,0.0273895039448,0.0109541931825,0.00181668366851,0.00740741926857,0.00185264867987,0.0,0.0,0.0165320366641,0.00919285567147,0.0,0.0,0.0,0.00182084613109,0.0,0.0,0.0966362209256,0.211498990631,0.0765844019381,0.0748574756547,0.0219070290062,0.00547752610457,0.0203676349961,0.00740778754898,0.00185399056527,0.00183915819964,0.0330753607143,0.0110285664738,0.0,0.00182877258911,0.00183878258897,0.00364794459966,0.0,0.0,0.275314888976,0.249795441764,0.0838750721652,0.0639092454243,0.0182581447392,0.00364890658347,0.0203677529148,0.00925885342964,0.00185294039069,0.00550991025007,0.0385847272309,0.00550999510847,0.00915038489038,0.00732906423432,0.0,0.00364618144503,0.0,0.0,0.196920678968,0.1951036889,0.0875170601391,0.0493006089463,0.0200784635838,0.00912881211268,0.0148124856941,0.00370375748009,0.00370349524389,0.0036806587505,0.0183737938956,0.0128626288724,0.00549270409735,0.00365547159384,0.00365241562384,0.00181744925745,0.0,0.0,0.43941946737,0.140395512424,0.0346437827063,0.0292103449289,0.00730722565168,0.00364948760105,0.00370334901667,0.00185326521685,0.0,0.00736001192853,0.0202095952283,0.0147019998721,0.00914673259451,0.00182693138094,0.00182693138094,0.00182211358908,0.0,0.0
200213,200879,0.0,0.0979123748282,0.0195860106179,0.0308156164464,0.0112040336285,0.00278717718985,0.0113645486988,0.0028423551281,0.0,0.0,0.0169090951425,0.0112830287766,0.0,0.0,0.0,0.0027935632883,0.0,0.0,0.120286750033,0.260146822372,0.09231881936,0.0812333916033,0.0252075138074,0.0056024561238,0.0284075111231,0.00852383528913,0.00284441386428,0.00282165787661,0.0366488797035,0.0112801032068,0.0,0.00280572415228,0.00282108161036,0.0027983594927,0.0,0.0,0.335675206238,0.307710201222,0.103505175554,0.070035933433,0.0196083004431,0.00559819487214,0.0284076755887,0.0113640323984,0.00284280267423,0.00563557887864,0.0422836691301,0.00563566567246,0.00842317608295,0.00843325162118,0.0,0.00279700696654,0.0,0.0,0.240575439214,0.240583268876,0.109094123458,0.0532264360394,0.022403354251,0.00840331775925,0.0227254876383,0.00568234775497,0.00284097271457,0.00282345470784,0.0225514304442,0.0140957104642,0.00561798029236,0.00560826698731,0.00280178924132,0.0,0.0,0.0,0.537092077836,0.170638727272,0.0447586475014,0.0308102097503,0.00840812286579,0.00279954313803,0.00568172108565,0.00284330102631,0.0,0.00846886185518,0.0225496696636,0.0140974868792,0.0112264187281,0.00280289934931,0.00280289934931,0.00279550783707,0.0,0.0
200214,200879,0.0,0.0556842644706,0.00968596841184,0.0193956024225,0.00727228312495,0.0,0.00491764653487,0.00245987732854,0.0,0.0,0.0121947873953,0.00732355707692,0.0,0.0,0.0,0.00241765109883,0.0,0.0,0.0677863856821,0.145251939054,0.0532640388003,0.0509085812791,0.0145436651249,0.0048485689444,0.0147509349302,0.00491789102932,0.00246165903358,0.00244196517562,0.0243979008836,0.00732165815623,0.0,0.00242817555206,0.0,0.00242180190826,0.0,0.0,0.191249461557,0.171886856523,0.0581040888693,0.0436403805614,0.0121212393891,0.00242244055125,0.0147510203309,0.00491742312233,0.0,0.00243861728953,0.0268354698387,0.00487730969358,0.00485981494147,0.0048656280992,0.0,0.00242063138302,0.0,0.0,0.135573864151,0.135578276478,0.0605218047736,0.0339419612754,0.014541507145,0.0048483575319,0.0098337310614,0.00245885503136,0.00245868093768,0.0024435202186,0.0121980166921,0.00975915169997,0.00243100206176,0.00242679893833,0.00242477013724,0.0,0.0,0.0,0.305037458895,0.0968373443667,0.0242098491574,0.0193921994036,0.00485112987434,0.0024228262779,0.00245858386017,0.0,0.0,0.00488617369216,0.0146364771479,0.00976038159925,0.00728681278344,0.00242573086501,0.00242573086501,0.00241933398194,0.0,0.0
200215,200879,0.0,0.413243395408,0.0791460013924,0.114461662731,0.0440172534169,0.00875997975381,0.348253374249,0.107200820096,0.0,0.0,0.141718851262,0.0886552028378,0.0,0.0,0.0,0.00878005099052,0.0449527389017,0.0,0.501144207008,1.09017391278,0.395664730464,0.299332607231,0.0880290525567,0.0264124231471,0.883907671781,0.303620600346,0.0983385941471,0.0266050532718,0.301255366144,0.0886322154838,0.00876427498447,0.017636544141,0.00886653991022,0.0175902505153,0.0539381932985,0.00891198008186,1.4154756989,1.2924241577,0.430819096488,0.264143963784,0.0704320652099,0.0175948891647,0.883912789175,0.383954224911,0.0714784663454,0.0442809637809,0.336669308292,0.053137974905,0.070596494277,0.0618458221346,0.00877353809512,0.0175817486505,0.0269883813819,0.00891503921687,1.01108856748,1.01112147392,0.457170940419,0.193702395062,0.0792143917751,0.0352150286458,0.687467976094,0.151804713919,0.133935852113,0.026621995365,0.168335700982,0.124046217244,0.0441426847544,0.0352530907915,0.0264177144364,0.00876367139466,0.0179894715039,0.0,2.26832744335,0.72094169608,0.184635322844,0.114441580075,0.0352351649739,0.00879884540473,0.160716676617,0.044681872963,0.0268091237778,0.070979396798,0.186040721549,0.124061850196,0.0793893558438,0.017618787669,0.017618787669,0.0175723252497,0.0359771261188,0.0
200216,200879,0.0,0.111276612097,0.0202357642358,0.0810419404947,0.0303862660944,0.0,0.0205477308294,0.0102782696686,0.0,0.0,0.0407634354596,0.0204003383141,0.0,0.0,0.0,0.0,0.0,0.0,0.141618190431,0.303457937142,0.111278344671,0.212714723926,0.0607687669581,0.0202590993214,0.0513623468529,0.0205487524169,0.0102857142857,0.0102034261242,0.0713603646833,0.0203950487227,0.0,0.0,0.0,0.0,0.0103430420712,0.0,0.39449753601,0.354045373032,0.121390096839,0.182345515627,0.0506469837798,0.0101218450827,0.0513626442158,0.0205467973299,0.0,0.0101894374282,0.0815479528884,0.0101895943563,0.0101530446109,0.0101651893634,0.0,0.0,0.0,0.0,0.283238663895,0.283247882055,0.121383502777,0.141821962836,0.0607597501266,0.0202582159624,0.0410889350152,0.0102739981361,0.0102732707088,0.0102099236641,0.0407742300085,0.0305829863177,0.0101576182137,0.0101400560224,0.0,0.0,0.0,0.0,0.627163647039,0.20231097052,0.0505788145182,0.0810277214334,0.0202697998259,0.0101234567901,0.0102728650834,0.0,0.0,0.0204162257496,0.0407710464201,0.0305868405453,0.0101489921122,0.0,0.0,0.0,0.0,0.0
200217,200879,0.0,0.169812938612,0.0339687197307,0.102030652179,0.0396727618388,0.0056395514341,0.172462008727,0.0517607821906,0.0,0.0,0.0798320232088,0.0456599755119,0.0,0.0,0.0,0.00565247301325,0.0289399393908,0.0,0.203766046384,0.441479114098,0.158494543755,0.277723513502,0.0793406077362,0.0226719274128,0.425348482691,0.143725485962,0.0460429092084,0.011418638745,0.165422786413,0.05135415341,0.0,0.00567707920555,0.0057081533601,0.00566217761385,0.0347246482204,0.00573740710182,0.577322087014,0.520735300308,0.175469653652,0.238073022574,0.0680147555458,0.0169910122872,0.425350945251,0.189699591008,0.0345126214941,0.022805968033,0.182520381506,0.028507899086,0.0227245137393,0.0170637720657,0.0,0.00565944092354,0.0173747393492,0.0057393765298,0.413195591267,0.407548641155,0.181120125854,0.181385993295,0.0736624898534,0.0340064082707,0.333373596517,0.0747345025489,0.063232409427,0.0114259101321,0.0912607582796,0.0684507474752,0.0113673751816,0.0113477213599,0.0113382346781,0.0,0.0115813680704,0.0,0.916943371041,0.294327671501,0.0735834772884,0.107680125615,0.0283548779141,0.0113291451842,0.0804744344544,0.0230124477753,0.0115062238877,0.0399835928817,0.0969569848307,0.0684593739959,0.0283943043112,0.00567136352244,0.00567136352244,0.00565640759726,0.01737117484,0.0
200219,200879,0.0,0.0706496202711,0.0132491955359,0.0353743502086,0.0132634338689,0.00219965663344,0.020180179538,0.00672961016067,0.0,0.0,0.020017136028,0.0111307908518,0.0,0.0,0.0,0.0022046965799,0.0022575529418,0.0,0.0861002190047,0.187648378626,0.0684428852748,0.0950594631528,0.0287356595887,0.00663223699295,0.0515645622284,0.0179388292015,0.00448965630718,0.00222686899426,0.0422728244186,0.0133534857069,0.0,0.00221429400529,0.00222641420155,0.00220848177263,0.0045146795624,0.0,0.242840443385,0.220769728064,0.075063631776,0.0818037005512,0.0221071229329,0.00441812832376,0.0515648607621,0.0224214030407,0.00448711318586,0.00667144800239,0.0467187285681,0.00667155074968,0.0088634934839,0.00665557178696,0.0,0.00220741435103,0.0022589539322,0.00223859251983,0.174409541753,0.174415218009,0.0772671881737,0.0619044873558,0.0243111810697,0.0110532463451,0.0403539491789,0.00896908454781,0.006726337134,0.00445657412808,0.0244718671484,0.0177990681833,0.00443374309379,0.0044260772963,0.00221118855041,0.0,0.00225860455376,0.0,0.390760896953,0.123630637543,0.0309083144083,0.0375786526478,0.00884765336718,0.00441883182497,0.00896809540558,0.00224394989532,0.00224394989532,0.00891156745747,0.0244699564231,0.0178013113148,0.00885995569823,0.00221206465418,0.00221206465418,0.00220623122923,0.00225849049722,0.0
200220,200879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200221,200879,0.0,0.092291881747,0.0160536600379,0.0321465437716,0.012053184155,0.0,0.00815057641121,0.00407703522128,0.0,0.0,0.0202118118452,0.0121381663229,0.0,0.0,0.0,0.0040070488753,0.0,0.0,0.112350107358,0.240742603141,0.0882805657408,0.0843765973744,0.0241048747727,0.00803608624291,0.0244484066582,0.00815098163974,0.00407998824423,0.00404734736754,0.0404374234738,0.0121350190251,0.0,0.00402449225184,0.0,0.00401392848513,0.0,0.0,0.31697954275,0.284887689312,0.09630253268,0.0723301794584,0.0200899123471,0.00401498698098,0.0244485482025,0.00815020612414,0.0,0.00404179853413,0.0444774844838,0.00808372156413,0.00805472551634,0.0080643603256,0.0,0.00401198844016,0.0,0.0,0.224702025917,0.22470933897,0.100309688965,0.0562558831669,0.0241012981065,0.00803573584487,0.0162985639279,0.00407534085159,0.00407505230627,0.00404992471762,0.020217164127,0.0161749550471,0.00402917694872,0.00402221063292,0.00401884806951,0.0,0.0,0.0,0.505573367134,0.160499574161,0.0401257439025,0.0321409035602,0.00804033076415,0.00401562628976,0.00407489140865,0.0,0.0,0.00809841287983,0.0242587027228,0.0161769934995,0.012077265815,0.0040204403932,0.0040204403932,0.00400983810939,0.0,0.0
200222,200879,0.0,0.323713780647,0.0607072927073,0.101302425618,0.0405150214592,0.0100787401575,0.123286384977,0.0411130786744,0.0,0.0,0.0815268709191,0.0510008457852,0.0,0.0,0.0,0.0101018329939,0.0103440187647,0.0,0.394507816201,0.859797488568,0.31360260771,0.273490359334,0.0810250226108,0.0202590993214,0.297901611747,0.102743762085,0.0308571428571,0.0102034261242,0.16310940499,0.0509876218067,0.0,0.0101458080194,0.0102013422819,0.010119176598,0.0206860841424,0.0,1.12280067941,1.02167379075,0.343938607711,0.232997047745,0.0607763805358,0.0101218450827,0.297903336452,0.133554182645,0.0205597760896,0.0203788748565,0.19367638811,0.0305687830688,0.0406121784435,0.0304955680902,0.0,0.0101142857143,0.0103504380476,0.0,0.799137658846,0.799163667227,0.354035216434,0.172212383444,0.0708863751477,0.0303873239437,0.236261376337,0.0513699906803,0.0410930828352,0.0102099236641,0.0917420175191,0.0713603014079,0.0203152364273,0.0202801120448,0.0101315789474,0.0,0.0103488372093,0.0,1.79045105687,0.566470717455,0.141620680651,0.101284651792,0.0304046997389,0.0101234567901,0.0513643254169,0.0205633802817,0.0102816901408,0.0408324514991,0.10192761605,0.0713692946058,0.0405959684487,0.0101355932203,0.0101355932203,0.0101088646967,0.0103483146067,0.0
200223,200879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200224,200879,0.0,0.190008474764,0.0367309577008,0.0559632193111,0.0207832870079,0.00318164005238,0.0972971061425,0.0308239583906,0.0,0.0,0.0514725360131,0.0305897393055,0.0,0.0,0.0,0.00478339494127,0.0114288396779,0.0,0.229915525043,0.501327692992,0.180431024795,0.151885621913,0.044761229382,0.0111918782936,0.243209712788,0.0827066520075,0.0259758184276,0.00805250178122,0.106198347059,0.0321913765373,0.00159160004385,0.00640562384861,0.00322034288858,0.00798601240293,0.0146928349985,0.00323684683884,0.649813751901,0.592351631698,0.199584507024,0.131114654652,0.0367727593031,0.00798811835999,0.241589713381,0.107021954445,0.019470828512,0.0144746315282,0.120669952162,0.0192998059369,0.0224356745168,0.0176491160724,0.00159328223289,0.00798215253765,0.00816852298432,0.00323795792205,0.464624701944,0.46304312299,0.207556611958,0.0991338439463,0.0399594533383,0.017586470461,0.189699224796,0.0405409846084,0.035673540492,0.00966915553549,0.05953087994,0.0434447398198,0.0128261605877,0.0112034865018,0.00799580028582,0.00159149043141,0.00490035576563,0.00159653417858,1.03940541924,0.330502374538,0.0830265106257,0.0591507375548,0.0159968423563,0.00639151225028,0.0454008952386,0.0129828278722,0.00649141393609,0.0241686016363,0.0643526830937,0.0434502149528,0.0256305365876,0.00639917466678,0.00639917466678,0.00478672457579,0.00816684717359,0.0
