1	140831	9231	9048	9704
2	123840	8521	8187	9418
3	107354	7866	7408	9139
4	93063	7261	6703	8869
5	80675	6703	6065	8607
6	69935	6188	5488	8353
7	60625	5712	4966	8106
8	52555	5273	4493	7866
9	45559	4868	4066	7634
10	39494	4493	3679	7408
11	34236	4148	3329	7189
12	29679	3829	3012	6977
13	25728	3535	2725	6771
14	22303	3263	2466	6570
15	19334	3012	2231	6376
16	16760	2780	2019	6188
17	14529	2567	1827	6005
18	12595	2369	1653	5827
19	10919	2187	1496	5655
20	9465	2019	1353	5488
21	8205	1864	1225	5326
22	7113	1720	1108	5169
23	6166	1588	1003	5016
24	5345	1466	907	4868
25	4634	1353	821	4724
26	4017	1249	743	4584
27	3482	1153	672	4449
28	3019	1065	608	4317
29	2617	983	550	4190
30	2269	907	498	4066
31	1967	837	450	3946
32	1705	773	408	3829
33	1478	714	369	3716
34	1281	659	334	3606
35	1111	608	302	3499
36	963	561	273	3396
37	835	518	247	3296
38	724	478	224	3198
39	628	442	202	3104
40	544	408	183	3012
41	472	376	166	2923
42	409	347	150	2837
43	355	321	136	2753
44	307	296	123	2671
45	267	273	111	2592
46	231	252	101	2516
47	200	233	91	2441
48	174	215	82	2369
49	151	198	74	2299
50	131	183	67	2231
51	113	169	61	2165
52	98	156	55	2101
53	85	144	50	2039
54	74	133	45	1979
55	64	123	41	1920
56	56	113	37	1864
57	48	105	33	1809
58	42	97	30	1755
59	37	89	27	1703
60	32	82	25	1653
61	28	76	22	1604
62	24	70	20	1557
63	21	65	18	1511
64	18	60	17	1466
65	16	55	15	1423
66	14	51	14	1381
67	12	47	12	1340
68	10	43	11	1300
69	9	40	10	1262
70	8	37	9	1225
71	7	34	8	1188
72	6	32	7	1153
73	5	29	7	1119
74	5	27	6	1086
75	4	25	6	1054
76	4	23	5	1023
77	3	21	5	993
78	3	19	4	963
79	3	18	4	935
80	2	17	3	907
81	2	15	3	880
82	2	14	3	854
83	2	13	2	829
84	2	12	2	805
85	1	11	2	781
86	1	10	2	758
87	1	9	2	735
88	1	9	2	714
89	1	8	1	693
90	1	7	1	672
91	1	7	1	652
92	1	6	1	633
93	1	6	1	614
94	1	5	1	596
95	1	5	1	578
96	1	5	1	561
97	1	4	1	545
98	1	4	1	529
99	1	4	1	513
100	1	3	0	498
101	0	3	0	483
102	0	3	0	469
103	0	3	0	455
104	0	2	0	442
105	0	2	0	429
106	0	2	0	416
107	0	2	0	404
108	0	2	0	392
109	0	2	0	380
110	0	2	0	369
111	0	1	0	358
112	0	1	0	347
113	0	1	0	337
114	0	1	0	327
115	0	1	0	317
116	0	1	0	308
117	0	1	0	299
118	0	1	0	290
119	0	1	0	282
120	0	1	0	273
121	0	1	0	265
122	0	1	0	257
123	0	1	0	250
124	0	0	0	242
125	0	0	0	235
126	0	0	0	228
127	0	0	0	221
128	0	0	0	215
129	0	0	0	209
130	0	0	0	202
131	0	0	0	196
132	0	0	0	191
133	0	0	0	185
134	0	0	0	180
135	0	0	0	174
136	0	0	0	169
137	0	0	0	164
138	0	0	0	159
139	0	0	0	155
140	0	0	0	150
141	0	0	0	146
142	0	0	0	141
143	0	0	0	137
144	0	0	0	133
145	0	0	0	129
146	0	0	0	125
147	0	0	0	122
148	0	0	0	118
149	0	0	0	114
150	0	0	0	111
151	0	0	0	108
152	0	0	0	105
153	0	0	0	102
154	0	0	0	99
155	0	0	0	96
156	0	0	0	93
157	0	0	0	90
158	0	0	0	87
159	0	0	0	85
160	0	0	0	82
161	0	0	0	80
162	0	0	0	78
163	0	0	0	75
164	0	0	0	73
165	0	0	0	71
166	0	0	0	69
167	0	0	0	67
168	0	0	0	65
169	0	0	0	63
170	0	0	0	61
171	0	0	0	59
172	0	0	0	57
173	0	0	0	56
174	0	0	0	54
175	0	0	0	52
176	0	0	0	51
177	0	0	0	49
178	0	0	0	48
179	0	0	0	47
180	0	0	0	45
181	0	0	0	44
182	0	0	0	43
183	0	0	0	41
184	0	0	0	40
185	0	0	0	39
186	0	0	0	38
187	0	0	0	37
188	0	0	0	36
189	0	0	0	34
190	0	0	0	33
191	0	0	0	32
192	0	0	0	32
193	0	0	0	31
194	0	0	0	30
195	0	0	0	29
196	0	0	0	28
197	0	0	0	27
198	0	0	0	26
199	0	0	0	26
200	0	0	0	25
