trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint,start_service_area_id,end_service_area_id,start_service_area_radius,end_service_area_radius,continuous_pickup,continuous_drop_off,pickup_area_id,drop_off_area_id,pickup_service_area_radius,drop_off_service_area_radius
t_1051397_b_25910_tn_1,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051397_b_25910_tn_1,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051397_b_25910_tn_1,15:25:00,15:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051397_b_25910_tn_1,15:28:00,15:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:00:00,16:00:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:06:00,16:06:00,2454977,2,,0,0,5434.24437102119,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:08:00,16:08:00,2455111,3,,0,0,6076.41554626392,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2455114,4,,0,0,6295.6952335707,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2455112,5,,0,0,6647.08691702361,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2455113,6,,0,0,7011.48611195179,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:12:00,16:12:00,2454978,7,,0,0,7447.41425873232,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2454918,8,,0,0,9171.02442303816,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2454979,9,,0,0,9544.18445378712,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:18:00,16:18:00,2455126,10,,0,0,10211.9956989,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:20:00,16:20:00,2455127,11,,2,3,10982.4308209279,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:25:00,16:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051397_b_25910_tn_2,16:28:00,16:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:00:00,17:00:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:06:00,17:06:00,2454977,2,,0,0,5434.24437102119,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:08:00,17:08:00,2455111,3,,0,0,6076.41554626392,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2455114,4,,0,0,6295.6952335707,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2455112,5,,0,0,6647.08691702361,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2455113,6,,0,0,7011.48611195179,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:12:00,17:12:00,2454978,7,,0,0,7447.41425873232,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2454918,8,,0,0,9171.02442303816,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2454979,9,,0,0,9544.18445378712,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:18:00,17:18:00,2455126,10,,0,0,10211.9956989,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:20:00,17:20:00,2455127,11,,2,3,10982.4308209279,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:25:00,17:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051397_b_25910_tn_3,17:28:00,17:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:00:00,08:00:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:06:00,08:06:00,2454977,2,,0,0,5434.24437102119,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:08:00,08:08:00,2455111,3,,0,0,6076.41554626392,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2455114,4,,0,0,6295.6952335707,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2455112,5,,0,0,6647.08691702361,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2455113,6,,0,0,7011.48611195179,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:12:00,08:12:00,2454978,7,,0,0,7447.41425873232,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2454918,8,,0,0,9171.02442303816,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2454979,9,,0,0,9544.18445378712,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:18:00,08:18:00,2455126,10,,0,0,10211.9956989,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:20:00,08:20:00,2455127,11,,2,3,10982.4308209279,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:25:00,08:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051398_b_25910_tn_1,08:28:00,08:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:00:00,09:00:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:06:00,09:06:00,2454977,2,,0,0,5434.24437102119,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:08:00,09:08:00,2455111,3,,0,0,6076.41554626392,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2455114,4,,0,0,6295.6952335707,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2455112,5,,0,0,6647.08691702361,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2455113,6,,0,0,7011.48611195179,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:12:00,09:12:00,2454978,7,,0,0,7447.41425873232,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2454918,8,,0,0,9171.02442303816,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2454979,9,,0,0,9544.18445378712,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:18:00,09:18:00,2455126,10,,0,0,10211.9956989,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:20:00,09:20:00,2455127,11,,2,3,10982.4308209279,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:25:00,09:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051398_b_25910_tn_2,09:28:00,09:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:00:00,10:00:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:06:00,10:06:00,2454977,2,,0,0,5434.24437102119,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:08:00,10:08:00,2455111,3,,0,0,6076.41554626392,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2455114,4,,0,0,6295.6952335707,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2455112,5,,0,0,6647.08691702361,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2455113,6,,0,0,7011.48611195179,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:12:00,10:12:00,2454978,7,,0,0,7447.41425873232,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2454918,8,,0,0,9171.02442303816,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2454979,9,,0,0,9544.18445378712,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:18:00,10:18:00,2455126,10,,0,0,10211.9956989,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:20:00,10:20:00,2455127,11,,2,3,10982.4308209279,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2454981,12,,0,0,12067.8417971467,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,,,2455123,13,,0,0,12486.735897808,0,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:25:00,10:25:00,2454980,14,,0,0,13474.0730823556,1,,,,,1,1,,,,
t_1051398_b_25910_tn_3,10:28:00,10:28:00,2455129,15,,0,0,14641.52508599,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:15:00,08:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:19:00,08:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:26:00,08:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:31:00,08:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454997,20,,0,0,8280.20588659979,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454998,21,,0,0,8713.27863665354,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2454999,22,,0,0,9027.00835287718,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455000,23,,0,0,9281.5433123842,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455001,24,,0,0,9528.99021058156,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455002,25,,0,0,9844.6092254768,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:36:00,08:36:00,2455003,26,,0,0,10137.9785108763,1,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455004,27,,0,0,10361.0305683506,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455005,28,,0,0,11027.246108498,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455006,29,,0,0,11515.8354561688,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455007,30,,0,0,11752.8992872837,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,,,2455008,31,,0,0,12312.4251720898,0,,,,,1,1,,,,
t_1051399_b_25910_tn_1,08:45:00,08:45:00,2455128,32,,0,0,12649.92158432,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:15:00,09:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:19:00,09:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:26:00,09:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:31:00,09:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454997,20,,0,0,8280.20588659979,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454998,21,,0,0,8713.27863665354,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2454999,22,,0,0,9027.00835287718,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455000,23,,0,0,9281.5433123842,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455001,24,,0,0,9528.99021058156,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455002,25,,0,0,9844.6092254768,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:36:00,09:36:00,2455003,26,,0,0,10137.9785108763,1,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455004,27,,0,0,10361.0305683506,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455005,28,,0,0,11027.246108498,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455006,29,,0,0,11515.8354561688,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455007,30,,0,0,11752.8992872837,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,,,2455008,31,,0,0,12312.4251720898,0,,,,,1,1,,,,
t_1051399_b_25910_tn_2,09:45:00,09:45:00,2455128,32,,0,0,12649.92158432,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:15:00,10:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:19:00,10:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:26:00,10:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:31:00,10:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454997,20,,0,0,8280.20588659979,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454998,21,,0,0,8713.27863665354,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2454999,22,,0,0,9027.00835287718,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455000,23,,0,0,9281.5433123842,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455001,24,,0,0,9528.99021058156,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455002,25,,0,0,9844.6092254768,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:36:00,10:36:00,2455003,26,,0,0,10137.9785108763,1,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455004,27,,0,0,10361.0305683506,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455005,28,,0,0,11027.246108498,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455006,29,,0,0,11515.8354561688,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455007,30,,0,0,11752.8992872837,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,,,2455008,31,,0,0,12312.4251720898,0,,,,,1,1,,,,
t_1051399_b_25910_tn_3,10:45:00,10:45:00,2455128,32,,0,0,12649.92158432,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:15:00,15:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:19:00,15:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:26:00,15:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:31:00,15:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454997,20,,0,0,8280.20588659979,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454998,21,,0,0,8713.27863665354,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2454999,22,,0,0,9027.00835287718,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455000,23,,0,0,9281.5433123842,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455001,24,,0,0,9528.99021058156,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455002,25,,0,0,9844.6092254768,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:36:00,15:36:00,2455003,26,,0,0,10137.9785108763,1,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455004,27,,0,0,10361.0305683506,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455005,28,,0,0,11027.246108498,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455006,29,,0,0,11515.8354561688,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455007,30,,0,0,11752.8992872837,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,,,2455008,31,,0,0,12312.4251720898,0,,,,,1,1,,,,
t_1051401_b_25910_tn_1,15:45:00,15:45:00,2455128,32,,0,0,12649.92158432,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:15:00,16:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:19:00,16:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:26:00,16:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:31:00,16:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454997,20,,0,0,8280.20588659979,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454998,21,,0,0,8713.27863665354,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2454999,22,,0,0,9027.00835287718,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455000,23,,0,0,9281.5433123842,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455001,24,,0,0,9528.99021058156,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455002,25,,0,0,9844.6092254768,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:36:00,16:36:00,2455003,26,,0,0,10137.9785108763,1,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455004,27,,0,0,10361.0305683506,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455005,28,,0,0,11027.246108498,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455006,29,,0,0,11515.8354561688,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455007,30,,0,0,11752.8992872837,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,,,2455008,31,,0,0,12312.4251720898,0,,,,,1,1,,,,
t_1051401_b_25910_tn_2,16:45:00,16:45:00,2455128,32,,0,0,12649.92158432,1,,,,,1,1,,,,
t_1051401_b_25910_tn_3,17:15:00,17:15:00,2455129,1,,0,0,0,1,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454982,2,,0,0,1147.87136169957,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454983,3,,0,0,1933.18417248342,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,17:19:00,17:19:00,2454984,4,,0,0,2157.85904014451,1,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454905,5,,0,0,2480.95040625547,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454907,6,,0,0,2628.64260327568,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454909,7,,0,0,2833.69045093172,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454985,8,,0,0,3243.03698245588,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454986,9,,0,0,3860.19976684534,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454987,10,,0,0,4043.6597948122,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454988,11,,0,0,4402.57968914803,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454989,12,,0,0,4871.03178021241,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,17:26:00,17:26:00,2454990,13,,0,0,5161.13980222021,1,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454991,14,,0,0,5553.10653030428,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454992,15,,0,0,6212.03944149243,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454993,16,,0,0,6450.01007756919,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454994,17,,0,0,6660.54769039862,0,,,,,1,1,,,,
t_1051401_b_25910_tn_3,17:31:00,17:31:00,2454995,18,,0,0,7661.29271059005,1,,,,,1,1,,,,
t_1051401_b_25910_tn_3,,,2454996,19,,0,0,7882.68560361571,0,,,,,1,1,,,,
