stop_id,stop_city
2454899,Vacaville
2454900,Vacaville
2454901,Vacaville
2454902,Vacaville
2454903,Vacaville
2454904,Vacaville
2454905,Vacaville
2454907,Vacaville
2454909,Vacaville
2454910,Vacaville
2454911,Vacaville
2454912,Vacaville
2454913,Vacaville
2454914,Vacaville
2454915,Vacaville
2454916,Vacaville
2454917,Vacaville
2454918,Vacaville
2454919,Vacaville
2454920,Vacaville
2454921,Vacaville
2454922,Vacaville
2454923,Vacaville
2454924,Vacaville
2454925,Vacaville
2454926,Vacaville
2454927,Vacaville
2454928,Vacaville
2454929,Vacaville
2454930,Vacaville
2454931,Vacaville
2454932,Vacaville
2454935,Vacaville
2454936,Vacaville
2454937,Vacaville
2454938,Vacaville
2454939,Vacaville
2454940,Vacaville
2454941,Vacaville
2454942,Vacaville
2454943,Vacaville
2454944,Vacaville
2454945,Vacaville
2454946,Vacaville
2454947,Vacaville
2454948,Vacaville
2454949,Vacaville
2454950,Vacaville
2454953,Vacaville
2454954,Vacaville
2454956,Vacaville
2454957,Vacaville
2454958,Vacaville
2454960,Vacaville
2454961,Vacaville
2454962,Vacaville
2454963,Vacaville
2454964,Vacaville
2454965,Vacaville
2454966,Vacaville
2454967,Vacaville
2454968,Vacaville
2454969,Vacaville
2454970,Vacaville
2454971,Vacaville
2454972,Vacaville
2454973,Vacaville
2454974,Vacaville
2454975,Vacaville
2454976,Vacaville
2454977,Vacaville
2454978,Vacaville
2454979,Vacaville
2454980,Vacaville
2454981,Vacaville
2454982,Vacaville
2454983,Vacaville
2454984,Vacaville
2454985,Vacaville
2454986,Vacaville
2454987,Vacaville
2454988,Vacaville
2454989,Vacaville
2454990,Vacaville
2454991,Vacaville
2454992,Vacaville
2454993,Vacaville
2454994,Vacaville
2454995,Vacaville
2454996,Vacaville
2454997,Vacaville
2454998,Vacaville
2454999,Vacaville
2455000,Vacaville
2455001,Vacaville
2455002,Vacaville
2455003,Vacaville
2455004,Vacaville
2455005,Vacaville
2455006,Vacaville
2455007,Vacaville
2455008,Vacaville
2455009,Vacaville
2455010,Vacaville
2455011,Vacaville
2455012,Vacaville
2455013,Vacaville
2455014,Vacaville
2455015,Vacaville
2455016,Vacaville
2455017,Vacaville
2455018,Vacaville
2455019,Vacaville
2455020,Vacaville
2455021,Vacaville
2455022,Vacaville
2455023,Vacaville
2455024,Vacaville
2455025,Vacaville
2455026,Vacaville
2455027,Vacaville
2455028,Vacaville
2455029,Vacaville
2455030,Vacaville
2455031,Vacaville
2455032,Vacaville
2455033,Vacaville
2455034,Vacaville
2455036,Vacaville
2455037,Vacaville
2455040,Vacaville
2455042,Vacaville
2455044,Vacaville
2455045,Vacaville
2455047,Vacaville
2455048,Vacaville
2455049,Vacaville
2455050,Vacaville
2455051,Vacaville
2455052,Vacaville
2455053,Vacaville
2455054,Vacaville
2455055,Vacaville
2455057,Vacaville
2455058,Vacaville
2455059,Vacaville
2455060,Vacaville
2455061,Vacaville
2455062,Vacaville
2455063,Vacaville
2455064,Vacaville
2455065,Vacaville
2455066,Vacaville
2455067,Vacaville
2455068,Vacaville
2455069,Vacaville
2455070,Vacaville
2455071,Vacaville
2455072,Vacaville
2455073,Vacaville
2455074,Vacaville
2455075,Vacaville
2455076,Vacaville
2455077,Vacaville
2455078,Vacaville
2455079,Vacaville
2455080,Vacaville
2455081,Vacaville
2455082,Vacaville
2455083,Vacaville
2455084,Vacaville
2455085,Vacaville
2455086,Vacaville
2455087,Vacaville
2455088,Vacaville
2455089,Vacaville
2455090,Vacaville
2455091,Vacaville
2455092,Vacaville
2455093,Vacaville
2455094,Vacaville
2455095,Vacaville
2455096,Vacaville
2455097,Vacaville
2455098,Vacaville
2455099,Vacaville
2455100,Vacaville
2455101,Vacaville
2455102,Vacaville
2455103,Vacaville
2455104,Vacaville
2455105,Vacaville
2455106,Vacaville
2455107,Vacaville
2455108,Vacaville
2455109,Vacaville
2455110,Vacaville
2455111,Vacaville
2455112,Vacaville
2455113,Vacaville
2455114,Vacaville
2455115,Vacaville
2455116,Vacaville
2455117,Vacaville
2455118,Vacaville
2455119,Vacaville
2455120,Vacaville
2455121,Vacaville
2455122,Vacaville
2455123,Vacaville
2455124,Vacaville
2455126,Vacaville
2455127,Vacaville
2455128,Vacaville
2455129,Vacaville
