route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
1644,1308A2330,72722A1308B2330,,Eastbound,1,,0,0
1644,1308A2330,72764A1308B2330,,Westbound,0,,1,0
1650,2935A4387,138044A2935B4387,,Westbound,0,,2,0
1650,1306A2330,72929A1306B2330,,Eastbound,1,,3,0
1642,1421A2567,89292A1421B2567,,Northbound,0,,4,0
1641,1420A2567,89198A1420B2567,,Southbound,1,,5,0
1644,1420A2567,89231A1420B2567,,Westbound,0,,6,0
1650,2935A4387,137992A2935B4387,,Eastbound,1,,3,0
1650,1307A2330,72942A1307B2330,,Eastbound,1,,3,0
1644,1307A2330,72792A1307B2330,,Westbound,0,,1,0
1650,1307A2330,72937A1307B2330,,Eastbound,1,,3,0
1650,2935A4387,138046A2935B4387,,Westbound,0,,2,0
1647,1306A2330,73057A1306B2330,,Northbound,0,,7,0
1650,1306A2330,72828A1306B2330,,Westbound,0,,2,0
1650,1306A2330,72864A1306B2330,,Westbound,0,,2,0
1650,1306A2330,72848A1306B2330,,Westbound,0,,2,0
1650,1306A2330,72825A1306B2330,,Westbound,0,,2,0
1650,2935A4387,138018A2935B4387,,Westbound,0,,2,0
1649,1420A2567,137975A1420B2567,,Northbound,0,,8,0
1650,1307A2330,72944A1307B2330,,Eastbound,1,,3,0
1650,1306A2330,72924A1306B2330,,Eastbound,1,,3,0
1650,1307A2330,72975A1307B2330,,Eastbound,1,,3,0
1650,1306A2330,72868A1306B2330,,Westbound,0,,2,0
1640,1307A2330,73116A1307B2330,,Clockwise,1,,9,0
1650,1306A2330,72865A1306B2330,,Westbound,0,,2,0
1644,1307A2330,72729A1307B2330,,Eastbound,1,,10,0
1638,1307A2330,72631A1307B2330,,Southbound,1,,11,0
1650,1306A2330,72964A1306B2330,,Eastbound,1,,12,0
1650,2935A4387,138000A2935B4387,,Eastbound,1,,3,0
1650,1306A2330,72869A1306B2330,,Westbound,0,,2,0
1650,1306A2330,72818A1306B2330,,Westbound,0,,13,0
1650,1307A2330,72817A1307B2330,,Westbound,0,,13,0
1650,2935A4387,137984A2935B4387,,Eastbound,1,,3,0
1650,1306A2330,72962A1306B2330,,Eastbound,1,,3,0
1650,2935A4387,138030A2935B4387,,Westbound,0,,2,0
1650,1307A2330,72890A1307B2330,,Westbound,0,,2,0
1650,2935A4387,137998A2935B4387,,Eastbound,1,,3,0
1650,2935A4387,137993A2935B4387,,Eastbound,1,,3,0
1650,2935A4387,138011A2935B4387,,Eastbound,1,,12,0
1638,1420A2567,88472A1420B2567,,Northbound,0,,14,0
1650,1306A2330,72827A1306B2330,,Westbound,0,,2,0
1641,1420A2567,89191A1420B2567,,Northbound,0,,15,0
1640,1307A2330,73117A1307B2330,,Clockwise,1,,9,0
1650,1306A2330,72931A1306B2330,,Eastbound,1,,3,0
1650,1306A2330,72850A1306B2330,,Westbound,0,,2,0
1649,1420A2567,137976A1420B2567,,Northbound,0,,8,0
1650,1306A2330,72968A1306B2330,,Eastbound,1,,3,0
1644,1420A2567,89235A1420B2567,,Eastbound,1,,16,0
1643,1421A2567,129225A1421B2567,,Westbound,0,,17,0
1644,1307A2330,72793A1307B2330,,Westbound,0,,18,0
1644,1307A2330,72738A1307B2330,,Eastbound,1,,10,0
