agency_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,min_headway_minutes
247,1638,,1,,3,http://www.soltransride.com/routes/route-mapsschedules/route-1/,E21836,FFFFFF,0,30
247,1646,,15,,3,http://www.soltransride.com/routes/route-mapsschedules/routes-6-7-12-14-15-17-limited-service-schedules/,58585B,FFFFFF,0,
247,1647,,17,,3,http://www.soltransride.com/routes/route-mapsschedules/routes-6-7-12-14-15-17-limited-service-schedules/,58585B,FFFFFF,0,
247,1639,,2,,3,http://www.soltransride.com/routes/route-mapsschedules/route-2/,C01489,FFFFFF,0,30
247,1875,,20,,3,,,,0,60
247,1640,,3,,3,http://www.soltransride.com/routes/route-mapsschedules/route-3/,49A942,FFFFFF,0,30
247,1641,,4,,3,http://www.soltransride.com/routes/route-mapsschedules/route-4/,009EC2,FFFFFF,0,30
247,1642,,5,,3,http://www.soltransride.com/routes/route-mapsschedules/route-5/,F68E1E,FFFFFF,0,30
247,1643,,6,,3,http://www.soltransride.com/routes/route-mapsschedules/route-6/,995007,FFFFFF,0,60
247,1644,,7,,3,http://www.soltransride.com/routes/route-mapsschedules/route-7/,005CAB,FFFFFF,0,30
247,1649,,78,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-78/,6D2587,FFFFFF,0,40
247,1861,,8,,3,,00784D,FFFFFF,0,60
247,1650,,80,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-80/,A30046,FFFFFF,0,
247,1651,,85,,3,http://www.soltransride.com/routes/multizone-mapschedule/route-85/,00ABA1,FFFFFF,0,60
