service_id,date,exception_type
1421A2567,20160530,2
1420A2567,20160118,2
1310A2330,20160215,2
1309A2330,20160118,2
1306A2330,20160215,2
1310A2330,20160118,2
1483A2726,20160327,2
1420A2567,20160215,2
1306A2330,20160118,2
1309A2330,20160215,2
1420A2567,20160530,2
1309A2330,20160530,2
1483A2726,20151225,2
1310A2330,20160530,2
1307A2330,20160704,2
1306A2330,20160530,2
1483A2726,20161124,2
1307A2330,20161124,2
1483A2726,20161125,2
1483A2726,20160704,2
1307A2330,20151225,2
1308A2330,20160530,2
1308A2330,20160215,2
1421A2567,20161111,1
1308A2330,20160118,2
1311A2330,20161125,2
1311A2330,20160704,2
2935A4387,20151225,2
1310A2330,20160101,2
1312A2330,20161124,2
1306A2330,20160101,2
2935A4387,20161124,2
1420A2567,20160101,2
1421A2567,20160905,2
1309A2330,20160101,2
1312A2330,20151225,2
1421A2567,20160215,1
1307A2330,20161125,1
1306A2330,20160905,2
1312A2330,20160327,2
1310A2330,20160905,2
1309A2330,20160905,2
1308A2330,20161111,2
1421A2567,20160101,2
1421A2567,20160118,1
1420A2567,20160905,2
2935A4387,20160327,2
1420A2567,20161111,2
1308A2330,20160905,2
1309A2330,20161111,2
1310A2330,20161111,2
1306A2330,20161111,2
1311A2330,20160327,2
1308A2330,20160101,2
1311A2330,20151225,2
2935A4387,20161125,2
2935A4387,20160704,2
1309A2330,20161125,2
1309A2330,20160704,2
1420A2567,20161125,2
1420A2567,20160704,2
1308A2330,20161124,2
1306A2330,20161125,2
1311A2330,20161124,2
1306A2330,20160704,2
1311A2330,20160101,2
1308A2330,20151225,2
1307A2330,20160530,2
1310A2330,20161125,2
1312A2330,20161125,2
1310A2330,20160704,2
1312A2330,20160704,2
1307A2330,20160327,1
1421A2567,20160327,1
1312A2330,20160215,2
2935A4387,20160118,2
1312A2330,20160118,2
1483A2726,20160905,2
2935A4387,20160215,2
2935A4387,20160530,2
1312A2330,20160530,2
1483A2726,20160101,2
1307A2330,20160101,2
1311A2330,20160530,2
1307A2330,20160118,1
1421A2567,20161125,1
1307A2330,20160215,1
1307A2330,20160905,2
1483A2726,20161111,2
1311A2330,20160118,2
1311A2330,20160215,2
1306A2330,20161124,2
1483A2726,20160530,2
1312A2330,20160101,2
1309A2330,20151225,2
1310A2330,20161124,2
1307A2330,20161111,1
1420A2567,20151225,2
1309A2330,20161124,2
1306A2330,20151225,2
1420A2567,20161124,2
1308A2330,20161125,2
1308A2330,20160704,2
2935A4387,20160101,2
1310A2330,20151225,2
1310A2330,20160327,2
1483A2726,20160118,2
1312A2330,20160905,2
1311A2330,20161111,2
1306A2330,20160327,2
1421A2567,20151225,2
1420A2567,20160327,2
2935A4387,20160905,2
1483A2726,20160215,2
1421A2567,20161124,2
1309A2330,20160327,2
1308A2330,20160327,2
1421A2567,20160704,2
2935A4387,20161111,2
1311A2330,20160905,2
1312A2330,20161111,2
