stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
777942,6020,,Solano & Larkin,,38.0757,-122.16769,,,0,,
781618,1123,,Santa Clara & Georgia (City Hall & JFK Library),,38.102025,-122.259892,,,0,,
777773,1094,,Florida & Wolfe,,38.10477,-122.238828,,,0,,
777679,4009,,Ascot & Redwood (Jesse Bethel High School),,38.11884,-122.2066,,,0,,
777738,1101,,Curtola Parkway & Napa,,38.097175,-122.252,,,0,,
777935,3123,,Sereno & San Marino,,38.128893,-122.242079,,,0,,
781615,3141,,Tuolumne St & Mitchell Court,,38.135594,-122.243814,,,0,,
777712,3022,,Broadway & Tennessee,,38.109981,-122.248775,,,0,,
777843,6005,,Military West & 1st (Benicia City Park),,38.05405,-122.156418,,,0,,
777934,3057,,Sereno & Mesa Verde,,38.12866,-122.24348,,,0,,
777836,1070,,Mare Island Way & Harbor,,38.10751,-122.26562,,,0,,
777964,2077,,Springs & Hilton,,38.106025,-122.226864,,,0,,
777713,3001,,Broadway & Tennessee,,38.11024,-122.24856,,,0,,
777781,1051,,Georgia & Alameda,,38.10108,-122.24816,,,0,,
777971,2079,,Springs & Thelma,,38.10595,-122.21958,,,0,,
777756,3114,,Fairgrounds Dr. & Sereno,,38.128987,-122.229408,,,0,,
781662,9015,,Auto Mall Parkway (Fairfield Transportation Center),,38.2486820201982,-122.068573915344,,,0,,
777859,5039,,Mini & Stanford,,38.14639,-122.24638,,,0,,
777920,1105,,Sacramento & York(VTC),,38.10016,-122.259355,,,0,,
777841,5009,,Meadows & Severus,,38.15059,-122.27335,,,0,,
777884,3072,,Redwood & Sacramento,,38.122479,-122.261308,,,0,,
778230,3049,,Hospital Drive & Tuolumne,,38.13102,-122.2392,,,0,,
777810,2031,,Glen Cove & S. Regatta,,38.07271,-122.2078,,,0,,
781648,2092,,Rollingwood Dr & Baywood Dr,,38.098444,-122.209419,,,0,,
777697,3011,,Broadway & Commercial,,38.13821,-122.25244,,,0,,
778035,7002,,Ygnacio Valley & N California (Walnut Creek BART),,37.905142,-122.067557,,,0,,
777818,6025,,Hastings & Rose,,38.0846076644651,-122.16800679266,,,0,,
777757,3113,,Fairgrounds Dr. & Sereno,,38.128802,-122.229282,,,0,,
777709,3019,,Broadway & Oregon,,38.117981,-122.248544,,,0,,
777848,6003,,Military West & West 7th,,38.058753,-122.166132,,,0,,
777705,5018,,Broadway & Mini,,38.15354,-122.25297,,,0,,
777731,5025,,Corcoran & Rainier,,38.15112,-122.24469,,,0,,
777906,3023,,Sacramento & Indiana,,38.1113,-122.25801,,,0,,
781664,9014,,Suisun Valley Rd & Westamerica Dr,,38.229611,-122.129083,,,0,,
782078,6039,,East H Street and East 3rd Street (Rancho Benicia) ,,38.0485783699492,-122.153687787697,,,0,,
777798,2020,,Glen Cove & Antigua,,38.071,-122.21028,,,0,,
778030,3118,,Wilson & B,,38.114487,-122.268123,,,0,,
777671,1010,,Alameda & Virginia,,38.101621,-122.248332,,,0,,
781637,4048,,Tennessee St & Maple Ave,,38.109583,-122.221375,,,0,,
777849,6004,,Military West & West 7th,,38.058525,-122.166252,,,0,,
777783,1049,,Georgia & Amador,,38.10097,-122.24378,,,0,,
777797,2052,,Georgia & Southport,,38.10266,-122.19382,,,0,,
777812,2024,,Glen Cove & Sea Lion,,38.07106,-122.22174,,,0,,
777793,1003,,Georgia & Napa,,38.100972,-122.25136,,,0,,
778023,3017,,Valle Vista & Sonoma,,38.11974,-122.25397,,,0,,
777736,1017,,Curtola Parkway & Lemon (Curtola Park and Ride),,38.093477,-122.237989,,,0,,
777698,3013,,Broadway & Garibaldi,,38.132507,-122.252444,,,0,,
777857,5007,,Mini & Severus,,38.15435,-122.26921,,,0,,
777780,1052,,Georgia & Alameda,,38.10091,-122.24801,,,0,,
777980,3084,,Tennessee & Fern Place,,38.11005,-122.25034,,,0,,
777683,4024,,Ascot & Redwood,,38.1226329144854,-122.208175348549,,,0,,
777930,3121,,Sereno & Emerald,,38.129073,-122.232314,,,0,,
781668,,,Admiral Callahan Ln & Henry St,,38.111783,-122.229097,,,0,,
777968,2057,,Springs & Oakwood,,38.10611,-122.21857,,,0,,
777786,2041,,Georgia & Corkwood,,38.10024,-122.20639,,,0,,
777858,5003,,Mini & Sonoma,,38.153958,-122.25507,,,0,,
777870,1026,,Porter & Magazine,,38.08163,-122.23985,,,0,,
781656,1120,,Benicia Rd & Rice St,,38.098086,-122.242428,,,0,,
777846,6001,,Military West & West 14th,,38.06738,-122.1813,,,0,,
777735,1097,,Country Lane & Maritime Academy (Cal Maritime Academy),,38.073642,-122.231354,,,0,,
777730,5027,,Corcoran & Erin,,38.15471,-122.23724,,,0,,
777864,6031,,Panorama & Essex,,38.075044,-122.162091,,,0,,
777922,1114,,Sacramento & York(VTC),,38.100144,-122.258867,,,0,,
777998,3046,,Tuolumne & Del Mar,,38.12569,-122.2382,,,0,,
777803,2021,,Glen Cove & Glen Cove Marina,,38.07141,-122.21301,,,0,,
777834,1068,,Mare Island Way & Georgia (Ferry),,38.10062,-122.26241,,,0,,
777852,5024,,Mini & Corcoran,,38.1503,-122.24597,,,0,,
777889,2089,,Rollingwood & Cottonwood,,38.102482,-122.209213,,,0,,
788385,4050,,Columbus and Ascot,,38.1123030813986,-122.198398416763,,,0,,
777878,4035,,Redwood & Headwater,,38.127895,-122.203957,,,0,,
778009,1056,,Tuolumne & Ohio,,38.10696,-122.23809,,,0,,
781630,3133,,Tennessee St & Monterey St,,38.109808,-122.245981,,,0,,
777746,6027,,East 3rd & Viewmont (Robert Semple Elementary),,38.05817,-122.14719,,,0,,
777999,3058,,Tuolumne & Del Mar,,38.126,-122.23855,,,0,,
781632,3135,,Tennessee St & Tuolumne St,,38.109675,-122.237628,,,0,,
777830,9008,,Green Valley Rd & Business Center Drive,,38.218969,-122.142397,,,0,,
777924,1024,,Sandy Beach & Seaport,,38.077739,-122.236561,,,0,,
777795,2005,,Georgia & Rosewood (Hogan Middle School),,38.1003,-122.215626677246,,,0,,
777813,2026,,Glen Cove & Sea Lion,,38.07117,-122.22157,,,0,,
781653,2097,,Benicia Rd & Cedar St,,38.093933,-122.225986,,,0,,
777882,4037,,Redwood & Oakwood,,38.120649,-122.210023,,,0,,
782079,6038,,East I Street and East 4th Street (Casa De Vilerressa),,38.0490638570555,-122.15217590881,,,0,,
777840,5011,,Meadows & Sandpiper,,38.14809,-122.26842,,,0,,
777727,7001,,Contra Costa & Viking  (Sunvalley Mall ),this stop is used for weekday PM Outbound and weekend PM inbound trips,37.9675038179341,-122.063040727509,,,0,,
777982,3077,,Tennessee & Mariposa,,38.109747,-122.231732,,,0,,
777993,5014,,Tobin & Donnor Pass,,38.14482,-122.26063,,,0,,
777718,3030,,BW Williams & Tuolumne,,38.13652,-122.24928,,,0,,
777811,2018,,Glen Cove & Saybrook,,38.07781,-122.21109,,,0,,
777928,6023,,Seaview & Goldenhill Drive,,38.06291,-122.15084,,,0,,
781628,3131,,Tennessee St & Sutter St,,38.109914,-122.2529903,,,0,,
777779,9012,,Gateway & Pennsylvania (Solano Mall),,38.262946,-122.05406,,,0,,
777938,3122,,Sereno & Tuolumne,,38.129283,-122.239222,,,0,,
777753,5015,,Elliot & Meadows,,38.14763,-122.25777,,,0,,
777854,5004,,Mini & Elliot,,38.15286,-122.25774,,,0,,
777996,1058,,Tuolumne & Capitol(Solano County Court House),,38.103333,-122.238275,,,0,,
777815,2017,,Glen Cove & Wellfleet,,38.07917,-122.21145,,,0,,
777941,,,Solano & Highway 37,,38.13576,-122.25605,,,0,,
777965,2060,,Springs & Humboldt,,38.10618,-122.22784,,,0,,
781620,1125,,Florida St. & Sonoma St.,,38.104972,-122.255186,,,0,,
