trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
72722A1308B2330,08:30:00,08:30:00,777915,1,,0,0,0
72722A1308B2330,,,777945,2,,0,0,0.6250192
72722A1308B2330,,,777947,3,,0,0,0.74340402
72722A1308B2330,,,777767,4,,0,0,0.93223465
72722A1308B2330,,,777766,5,,0,0,1.06538707
72722A1308B2330,,,777760,6,,0,0,1.16269947
72722A1308B2330,,,777763,7,,0,0,1.368022
72722A1308B2330,,,777773,8,,0,0,1.65388079
72722A1308B2330,,,777765,9,,0,0,1.79163204
72722A1308B2330,,,777769,10,,0,0,1.91486309
72722A1308B2330,,,777964,11,,0,0,2.32372605
72722A1308B2330,,,777973,12,,0,0,2.47138686
72722A1308B2330,,,777971,13,,0,0,2.71985167
72722A1308B2330,08:45:00,08:45:00,777969,14,,0,0,2.93014766
72722A1308B2330,,,777962,15,,0,0,3.17573896
72722A1308B2330,,,777970,16,,0,0,3.38559856
72722A1308B2330,,,777685,17,,0,0,3.68848946
72722A1308B2330,08:53:00,08:53:00,777725,18,,0,0,4.14500489
72722A1308B2330,,,777681,19,,0,0,4.72416156
72722A1308B2330,,,781642,20,,0,0,4.93061123
72722A1308B2330,,,777882,21,,0,0,5.32273036
72722A1308B2330,,,777877,22,,0,0,5.82470735
72722A1308B2330,,,781643,23,,0,0,6.58546017
72722A1308B2330,09:08:00,09:08:00,777667,24,,0,0,7.038827
72764A1308B2330,17:45:00,17:45:00,777667,1,,0,0,0
72764A1308B2330,,,777865,2,,0,0,0.52968977
72764A1308B2330,,,777866,3,,0,0,0.67810469
72764A1308B2330,,,777872,4,,0,0,1.95003557
72764A1308B2330,,,777876,5,,0,0,2.41942883
72764A1308B2330,,,777881,6,,0,0,2.93607493
72764A1308B2330,,,777682,7,,0,0,3.51947566
72764A1308B2330,,,777677,8,,0,0,3.78307058
72764A1308B2330,17:57:00,17:57:00,788385,9,,0,0,4.02093826
72764A1308B2330,,,777684,10,,0,0,4.51647407
72764A1308B2330,,,777961,11,,0,0,4.84501604
72764A1308B2330,,,777963,12,,0,0,5.0196461
72764A1308B2330,,,777967,13,,0,0,5.20668235
72764A1308B2330,18:05:00,18:05:00,777968,14,,0,0,5.42610834
72764A1308B2330,,,777966,15,,0,0,5.56257518
72764A1308B2330,,,777972,16,,0,0,5.76917724
72764A1308B2330,,,777965,17,,0,0,5.92973579
72764A1308B2330,,,777770,18,,0,0,6.27226618
72764A1308B2330,,,777772,19,,0,0,6.5037624
72764A1308B2330,,,777774,20,,0,0,6.61941705
72764A1308B2330,,,777762,21,,0,0,6.83126168
72764A1308B2330,,,777761,22,,0,0,7.0822608
72764A1308B2330,,,777771,23,,0,0,7.37771333
72764A1308B2330,,,777955,24,,0,0,7.60692304
72764A1308B2330,18:20:00,18:20:00,777915,25,,0,0,8.10606214
138044A2935B4387,09:05:00,09:05:00,777920,1,,0,0,0
138044A2935B4387,,,777737,2,,0,0,0.67977674
138044A2935B4387,09:08:00,09:08:00,777736,3,,0,0,1.94551268
138044A2935B4387,09:27:00,09:27:00,777750,4,,0,0,17.13051396
72929A1306B2330,19:00:00,19:00:00,777750,1,,0,0,0
72929A1306B2330,19:20:00,19:20:00,777736,2,,0,0,14.98358792
72929A1306B2330,,,777738,3,,0,0,16.29540608
72929A1306B2330,19:25:00,19:25:00,777920,4,,0,0,16.89741081
89292A1421B2567,06:45:00,06:45:00,777936,1,,0,0,0
89292A1421B2567,06:47:00,06:47:00,777932,2,,0,0,0.31305525
89292A1421B2567,,,777934,3,,0,0,0.62335943
89292A1421B2567,,,781624,4,,0,0,0.88994248
89292A1421B2567,06:51:00,06:51:00,777887,5,,0,0,1.38595312
89292A1421B2567,,,777757,6,,0,0,2.16974291
89292A1421B2567,,,777755,7,,0,0,2.72885608
89292A1421B2567,,,777923,8,,0,0,3.33643934
89292A1421B2567,,,781669,9,,0,0,3.522072
89292A1421B2567,06:58:00,06:58:00,777777,10,,0,0,3.79988108
89198A1420B2567,17:30:00,17:30:00,777937,1,,0,0,0
89198A1420B2567,17:33:00,17:33:00,777696,2,,0,0,0.5688602
89198A1420B2567,,,781621,3,,0,0,0.81849266
89198A1420B2567,,,781616,4,,0,0,0.95170074
89198A1420B2567,,,781615,5,,0,0,1.20052552
89198A1420B2567,,,781622,6,,0,0,1.30011817
89198A1420B2567,17:37:00,17:37:00,802613,7,,0,0,1.58705633
89198A1420B2567,,,777999,8,,0,0,1.95676482
89198A1420B2567,,,778005,9,,0,0,2.2867225
89198A1420B2567,,,778018,10,,0,0,2.4165177
89198A1420B2567,,,777995,11,,0,0,2.54656366
89198A1420B2567,,,778004,12,,0,0,2.70975308
89198A1420B2567,,,778007,13,,0,0,2.82558038
89198A1420B2567,,,778016,14,,0,0,3.07939685
89198A1420B2567,,,778015,15,,0,0,3.37242196
89198A1420B2567,17:44:00,17:44:00,777996,16,,0,0,3.55035634
89198A1420B2567,,,777784,17,,0,0,3.8629829
89198A1420B2567,,,777783,18,,0,0,3.97437308
89198A1420B2567,,,777791,19,,0,0,4.11820998
89198A1420B2567,,,777781,20,,0,0,4.21305354
89198A1420B2567,,,777787,21,,0,0,4.329195
89198A1420B2567,,,777792,22,,0,0,4.41462832
89198A1420B2567,,,777945,23,,0,0,4.70120289
89198A1420B2567,,,777947,24,,0,0,4.82095336
89198A1420B2567,,,777768,25,,0,0,5.11989872
89198A1420B2567,,,777715,26,,0,0,5.35829284
89198A1420B2567,17:53:00,17:53:00,777714,27,,0,0,5.39386445
89198A1420B2567,,,777720,28,,0,0,5.4648133
89198A1420B2567,,,777925,29,,0,0,5.6814343
89198A1420B2567,17:55:00,17:55:00,777914,30,,0,0,5.9104157
89231A1420B2567,6:50:00,6:50:00,777667,1,,0,0,0
89231A1420B2567,,,777865,2,,0,0,0.52968977
89231A1420B2567,,,777866,3,,0,0,0.67810469
89231A1420B2567,,,777872,4,,0,0,1.95003557
89231A1420B2567,,,777876,5,,0,0,2.41942883
89231A1420B2567,,,777881,6,,0,0,2.93607493
89231A1420B2567,,,777679,7,,0,0,3.27440884
89231A1420B2567,,,777682,8,,0,0,3.51947671
89231A1420B2567,,,777677,9,,0,0,3.78307163
