fare_id,rider_category_id,price
777,6,0.6
777,4,0.6
777,2,0.6
777,15,0.6
777,5,0.6
777,6,0.6
777,2,0.6
777,15,0.6
777,2,0.6
777,6,0.6
777,4,0.6
777,6,1.05
777,4,1.05
777,2,1.05
777,15,1.05
777,5,1.05
777,6,1.05
777,2,1.05
777,15,1.05
777,2,1.05
777,6,1.05
777,4,1.05
777,6,0.6
777,4,0.6
777,2,0.6
777,15,0.6
777,5,0.6
777,6,0.6
777,2,0.6
777,15,0.6
777,2,0.6
777,6,0.6
777,4,0.6
777,6,0.6
777,4,0.6
777,2,0.6
777,15,0.6
777,5,0.6
777,6,0.6
777,2,0.6
777,15,0.6
777,2,0.6
777,6,0.6
777,4,0.6
778,6,0.9
778,4,0.9
778,2,0.9
778,15,0.9
778,5,0.9
778,6,0.9
778,2,0.9
778,15,0.9
778,2,0.9
778,6,0.9
778,4,0.9
778,6,1.6
778,4,1.6
778,2,1.6
778,15,1.6
778,5,1.6
778,6,1.6
778,2,1.6
778,15,1.6
778,2,1.6
778,6,1.6
778,4,1.6
778,6,0.9
778,4,0.9
778,2,0.9
778,15,0.9
778,5,0.9
778,6,0.9
778,2,0.9
778,15,0.9
778,2,0.9
778,6,0.9
778,4,0.9
778,6,0.9
778,4,0.9
778,2,0.9
778,15,0.9
778,5,0.9
778,6,0.9
778,2,0.9
778,15,0.9
778,2,0.9
778,6,0.9
778,4,0.9
779,6,1.2
779,4,1.2
779,2,1.2
779,15,1.2
779,5,1.2
779,6,1.2
779,2,1.2
779,15,1.2
779,2,1.2
779,6,1.2
779,4,1.2
779,6,2.15
779,4,2.15
779,2,2.15
779,15,2.15
779,5,2.15
779,6,2.15
779,2,2.15
779,15,2.15
779,2,2.15
779,6,2.15
779,4,2.15
779,6,1.2
779,4,1.2
779,2,1.2
779,15,1.2
779,5,1.2
779,6,1.2
779,2,1.2
779,15,1.2
779,2,1.2
779,6,1.2
779,4,1.2
779,6,1.2
779,4,1.2
779,2,1.2
779,15,1.2
779,5,1.2
779,6,1.2
779,2,1.2
779,15,1.2
779,2,1.2
779,6,1.2
779,4,1.2
780,6,1.5
780,4,1.5
780,2,1.5
780,15,1.5
780,5,1.5
780,6,1.5
780,2,1.5
780,15,1.5
780,2,1.5
780,6,1.5
780,4,1.5
780,6,2.7
780,4,2.7
780,2,2.7
780,15,2.7
780,5,2.7
780,6,2.7
780,2,2.7
780,15,2.7
780,2,2.7
780,6,2.7
780,4,2.7
780,6,1.5
780,4,1.5
780,2,1.5
780,15,1.5
780,5,1.5
780,6,1.5
780,2,1.5
780,15,1.5
780,2,1.5
780,6,1.5
780,4,1.5
780,6,1.5
780,4,1.5
780,2,1.5
780,15,1.5
780,5,1.5
780,6,1.5
780,2,1.5
780,15,1.5
780,2,1.5
780,6,1.5
780,4,1.5
781,6,1.8
781,4,1.8
781,2,1.8
781,15,1.8
781,5,1.8
781,6,1.8
781,2,1.8
781,15,1.8
781,2,1.8
781,6,1.8
781,4,1.8
781,6,3.25
781,4,3.25
781,2,3.25
781,15,3.25
781,5,3.25
781,6,3.25
781,2,3.25
781,15,3.25
781,2,3.25
781,6,3.25
781,4,3.25
781,6,1.8
781,4,1.8
781,2,1.8
781,15,1.8
781,5,1.8
781,6,1.8
781,2,1.8
781,15,1.8
781,2,1.8
781,6,1.8
781,4,1.8
781,6,1.8
781,4,1.8
781,2,1.8
781,15,1.8
781,5,1.8
781,6,1.8
781,2,1.8
781,15,1.8
781,2,1.8
781,6,1.8
781,4,1.8
784,6,2.1
784,4,2.1
784,2,2.1
784,15,2.1
784,5,2.1
784,6,2.1
784,2,2.1
784,15,2.1
784,2,2.1
784,6,2.1
784,4,2.1
784,6,2.4
784,4,2.4
784,2,2.4
784,15,2.4
784,5,2.4
784,6,2.4
784,2,2.4
784,15,2.4
784,2,2.4
784,6,2.4
784,4,2.4
784,6,2.1
784,4,2.1
784,2,2.1
784,15,2.1
784,5,2.1
784,6,2.1
784,2,2.1
784,15,2.1
784,2,2.1
784,6,2.1
784,4,2.1
784,6,2.1
784,4,2.1
784,2,2.1
784,15,2.1
784,5,2.1
784,6,2.1
784,2,2.1
784,15,2.1
784,2,2.1
784,6,2.1
784,4,2.1
785,6,2.4
785,4,2.4
785,2,2.4
785,15,2.4
785,5,2.4
785,6,2.4
785,2,2.4
785,15,2.4
785,2,2.4
785,6,2.4
785,4,2.4
785,6,4.35
785,4,4.35
785,2,4.35
785,15,4.35
785,5,4.35
785,6,4.35
785,2,4.35
785,15,4.35
785,2,4.35
785,6,4.35
785,4,4.35
785,6,2.4
785,4,2.4
785,2,2.4
785,15,2.4
785,5,2.4
785,6,2.4
785,2,2.4
785,15,2.4
785,2,2.4
785,6,2.4
785,4,2.4
785,6,2.4
785,4,2.4
785,2,2.4
785,15,2.4
785,5,2.4
785,6,2.4
785,2,2.4
785,15,2.4
785,2,2.4
785,6,2.4
785,4,2.4
786,6,2.7
786,4,2.7
786,2,2.7
786,15,2.7
786,5,2.7
786,6,2.7
786,2,2.7
786,15,2.7
786,2,2.7
786,6,2.7
786,4,2.7
786,6,4.9
786,4,4.9
786,2,4.9
786,15,4.9
786,5,4.9
786,6,4.9
786,2,4.9
786,15,4.9
786,2,4.9
786,6,4.9
786,4,4.9
786,6,2.7
786,4,2.7
786,2,2.7
786,15,2.7
786,5,2.7
786,6,2.7
786,2,2.7
786,15,2.7
786,2,2.7
786,6,2.7
786,4,2.7
786,6,2.7
786,4,2.7
786,2,2.7
786,15,2.7
786,5,2.7
786,6,2.7
786,2,2.7
786,15,2.7
786,2,2.7
786,6,2.7
786,4,2.7
784_6086,15,2.1
786_7447,15,4.9
780_6059,2,1.5
784_6107,5,2.4
777_6037,4,1.05
780_6059,4,1.5
777_6037,2,1.05
779_6052,15,2.15
779_6061,6,2.15
781_5973,6,3.25
786_5988,6,4.9
777_6154,6,1.05
784_5972,2,2.1
779_6081,4,1.2
784_5972,4,2.1
779_6081,2,1.2
780_6083,5,2.7
781_6028,6,3.25
780_6048,15,2.7
777_6014,4,1.05
780_6024,15,2.7
781_6008,6,3.25
784_5976,6,2.1
779_6141,6,1.2
777_6014,2,1.05
781_6084,5,3.25
779_5965,6,2.15
784_5975,6,2.1
777_7564,5,0.6
779_6041,2,2.15
784_7459,15,2.4
779_6041,4,2.15
781_5974,15,1.8
781_6056,5,1.8
780_6075,6,2.7
780_6082,5,2.7
779_6044,6,1.2
780_6132,5,2.7
780_6144,15,1.5
784_6090,4,2.4
778_7565,5,0.9
779_6074,2,1.2
784_5978,15,2.1
781_6089,6,3.25
784_6090,2,2.4
784_6010,5,2.1
779_6074,4,1.2
777_7473,2,0.6
777_7474,5,0.6
777_7473,4,0.6
784_6010,5,2.4
784_5978,15,2.4
784_6090,2,2.1
780_6048,6,1.5
780_6024,6,1.5
781_6106,5,3.25
778_6072,15,1.6
784_6090,4,2.1
784_7459,15,2.1
784_5975,6,2.4
780_6076,5,2.7
779_6126,6,1.2
778_7561,15,0.9
779_7465,2,2.15
779_7465,4,2.15
784_5972,4,2.4
777_6077,4,1.05
778_7470,2,1.6
780_6019,2,2.7
785_6006,5,2.4
779_6080,5,2.15
784_5972,2,2.4
777_6077,2,1.05
778_7470,4,1.6
780_6019,4,2.7
780_6118,5,1.5
784_5976,6,2.4
779_6040,5,1.2
778_7569,6,1.6
779_5966,15,2.15
780_6144,6,2.7
781_6050,4,3.25
781_7461,6,1.8
778_7467,5,0.9
780_7462,5,1.5
781_6050,2,3.25
784_6107,5,2.1
784_6086,15,2.4
780_6075,15,1.5
778_6266,4,0.9
778_6266,2,0.9
778_7466,5,1.6
779_6045,2,1.2
779_6045,4,1.2
778_6095,6,1.6
781_6001,6,3.25
780_5999,5,2.7
779_6153,5,1.2
780_6130,6,2.7
778_6123,15,1.6
781_6088,15,3.25
780_5994,5,1.5
778_6150,6,1.6
780_5968,15,1.5
779_6053,5,1.2
777_6157,15,1.05
779_6127,2,2.15
785_5985,5,4.35
778_6071,6,1.6
784_6087,6,2.4
779_6127,4,2.15
786_5982,5,2.7
778_9199,15,0.9
778_6156,4,0.9
778_6078,15,0.9
778_6156,2,0.9
780_5998,2,2.7
780_5998,4,2.7
779_6152,2,2.15
781_7452,6,3.25
780_6129,6,2.7
784_5983,4,2.4
784_6004,4,2.4
779_6152,4,2.15
779_6067,5,1.2
784_5983,2,2.4
784_6004,2,2.4
778_5964,4,1.6
779_6021,4,1.2
779_5993,2,1.2
780_7454,2,1.5
778_5964,2,1.6
779_6021,2,1.2
779_5993,4,1.2
780_7454,4,1.5
781_6002,15,3.25
784_5983,2,2.1
784_6004,2,2.1
779_6128,4,2.15
780_5968,6,2.7
784_5983,4,2.1
784_6004,4,2.1
779_6128,2,2.15
785_6013,4,2.4
779_6022,4,2.15
781_6027,4,3.25
779_7468,15,2.15
785_7457,2,4.35
785_6013,2,2.4
779_6022,2,2.15
781_6027,2,3.25
784_6087,6,2.1
785_7457,4,4.35
781_6033,2,1.8
779_6116,2,1.2
780_6130,15,1.5
780_7455,5,1.5
781_6033,4,1.8
778_6039,6,1.6
779_6116,4,1.2
777_6122,5,1.05
781_5997,15,3.25
779_7464,5,2.15
785_7449,15,2.4
785_7448,15,4.35
785_6007,15,2.4
778_6265,6,1.6
780_6129,15,1.5
779_6047,6,2.15
780_6099,5,1.5
781_6003,15,1.8
779_6018,5,2.15
779_6125,15,2.15
777_7564,15,1.05
785_6012,5,4.35
781_6003,5,3.25
778_6039,6,0.9
784_6091,6,2.4
778_5964,2,0.9
779_6067,6,2.15
778_5964,4,0.9
785_6092,15,2.4
784_6108,15,2.4
781_5997,5,1.8
779_6140,15,2.15
779_6153,6,2.15
784_6035,6,2.4
779_6117,15,1.2
781_6002,5,1.8
779_6053,6,2.15
777_7472,6,1.05
778_6265,6,0.9
780_6130,4,1.5
781_6033,15,1.8
779_6116,15,1.2
780_6104,4,2.7
778_6016,6,1.6
780_6130,2,1.5
778_6123,15,0.9
784_5977,5,2.1
780_6104,2,2.7
779_7464,6,1.2
778_6124,5,0.9
778_6150,6,0.9
779_7468,2,2.15
785_7457,15,4.35
780_5967,2,1.5
785_6013,15,2.4
779_6022,15,2.15
781_6027,15,3.25
779_7468,4,2.15
780_5967,4,1.5
781_6002,2,3.25
784_5983,15,2.1
784_6004,15,2.1
778_6095,6,0.9
779_6018,6,1.2
780_6143,4,2.7
784_6035,6,2.1
786_7446,6,2.7
781_6002,4,3.25
777_6133,5,1.05
779_6128,15,2.15
780_6143,2,2.7
781_6114,6,1.8
779_5993,15,1.2
780_7454,15,1.5
778_5964,15,1.6
779_6021,15,1.2
785_7456,15,4.35
779_6047,5,1.2
785_5986,15,2.4
781_6003,2,1.8
777_7474,15,1.05
781_6121,4,1.8
779_6112,5,2.15
779_6125,4,2.15
781_6003,4,1.8
781_6121,2,1.8
779_6125,2,2.15
781_6088,5,1.8
784_6108,15,2.1
781_5970,4,1.8
781_6034,2,1.8
778_6134,5,0.9
778_7572,5,0.9
781_5970,2,1.8
781_6034,4,1.8
786_5981,5,2.7
785_7449,2,2.4
785_7448,2,4.35
785_6007,2,2.4
780_6129,4,1.5
779_6046,5,2.15
778_6071,6,0.9
785_7449,4,2.4
785_7448,4,4.35
779_5992,15,1.2
785_6007,4,2.4
780_6129,2,1.5
778_6156,2,1.6
781_5997,2,3.25
778_6078,15,1.6
780_5998,6,1.5
778_6156,4,1.6
781_5997,4,3.25
784_6091,6,2.1
778_9199,15,1.6
781_6057,6,3.25
778_7571,6,1.6
784_6029,15,2.4
778_6065,5,0.9
784_6005,4,2.1
780_6048,2,2.7
780_6024,2,2.7
784_6005,2,2.1
780_6048,4,2.7
777_6014,15,1.05
780_6024,4,2.7
781_5996,5,1.8
786_5982,4,4.9
784_5972,15,2.1
779_6068,2,1.2
779_5965,5,1.2
786_5982,2,4.9
784_5984,15,2.4
778_7561,15,1.6
779_6068,4,1.2
779_6081,15,1.2
785_6092,6,4.35
779_6052,2,2.15
779_6044,5,2.15
785_5979,5,2.4
784_6036,6,2.1
779_6052,4,2.15
780_7463,15,2.7
784_6086,2,2.1
785_6093,15,2.4
786_7447,2,4.9
780_6059,15,1.5
778_6096,6,0.9
780_6138,4,1.5
778_6072,15,0.9
784_6086,4,2.1
786_7447,4,4.9
778_6151,5,0.9
781_5969,6,3.25
780_6138,2,1.5
777_6037,15,1.05
784_5978,4,2.1
778_6063,5,0.9
781_6115,6,1.8
780_6144,2,1.5
779_6061,5,1.2
777_6142,6,1.05
779_6074,15,1.2
784_5978,2,2.1
780_6144,4,1.5
784_6090,15,2.4
778_7467,5,1.6
781_6101,6,3.25
778_7445,5,0.9
786_5987,6,4.9
778_7466,5,0.9
777_6094,6,1.05
778_6266,2,1.6
779_6097,6,2.15
779_6098,15,1.2
780_6019,6,1.5
778_6266,4,1.6
778_7470,4,0.9
779_7469,2,1.2
781_5974,4,1.8
781_6102,6,1.8
784_7451,2,2.4
781_6106,15,1.8
778_7470,2,0.9
779_7469,4,1.2
781_5974,2,1.8
779_6141,5,2.15
784_7451,4,2.4
780_6049,15,2.7
784_7459,4,2.4
777_5962,4,0.6
781_7460,5,3.25
778_7428,5,0.9
780_6069,2,1.5
780_6070,4,1.5
779_7560,15,1.2
780_5995,4,1.5
779_6041,15,2.15
784_7459,2,2.4
777_6157,5,0.6
778_7569,6,0.9
777_5962,2,0.6
780_6069,4,1.5
780_6070,2,1.5
780_5995,2,1.5
779_6062,6,1.2
778_7561,2,0.9
779_7465,15,2.15
779_6040,6,2.15
784_7451,4,2.1
777_6058,6,1.05
778_7561,4,0.9
784_7451,2,2.1
779_6017,4,2.15
780_6023,4,1.5
779_6080,6,1.2
784_7459,2,2.1
785_7456,6,2.4
779_6017,2,2.15
780_6023,2,1.5
780_7463,6,1.5
784_7459,4,2.1
786_5981,15,4.9
780_6059,6,2.7
781_6056,15,3.25
781_5974,5,3.25
784_5978,2,2.4
778_6072,4,1.6
779_7562,2,1.2
784_6090,15,2.1
780_6139,5,2.7
784_5978,4,2.4
778_6072,2,1.6
779_7562,4,1.2
778_7471,6,0.9
781_7460,4,1.8
785_6013,6,4.35
780_6136,4,1.5
777_7473,15,0.6
781_7460,2,1.8
780_6136,2,1.5
780_6137,5,2.7
785_7457,6,2.4
780_6049,6,1.5
779_6145,4,2.15
780_6020,2,1.5
780_6075,2,1.5
781_6084,15,1.8
784_6036,6,2.4
780_6054,2,1.5
779_6145,2,2.15
780_6020,4,1.5
780_6075,4,1.5
778_6266,15,0.9
780_6054,4,1.5
785_5980,5,4.35
780_6032,5,2.7
781_5996,4,3.25
784_6086,4,2.4
777_6133,4,0.6
781_6120,6,3.25
781_6050,15,3.25
781_5996,2,3.25
784_6086,2,2.4
777_6133,2,0.6
779_6146,5,1.2
778_7565,5,1.6
784_6005,2,2.4
778_6079,6,1.6
779_5966,4,2.15
779_6126,5,2.15
784_6005,4,2.4
785_5986,6,4.35
779_5966,2,2.15
784_6029,15,2.1
778_7470,15,1.6
780_6019,15,2.7
784_5984,15,2.1
780_6026,4,2.7
784_5972,15,2.4
777_6077,15,1.05
777_6122,15,0.6
780_6026,2,2.7
779_5965,5,2.15
784_5975,5,2.1
779_6068,2,2.15
