route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
1036,1162A2143,37910A1162B2143,,,0,3060,0,2
1044,1169A2143,37872A1169B2143,,,0,1238,1,2
1053,1162A2143,37887A1162B2143,,,1,1154,2,2
1052,1162A2143,36105A1162B2143,,,0,1153,3,2
1051,1162A2143,35438A1162B2143,,,0,1171,4,2
1043,1169A2143,36087A1169B2143,,,0,1197,5,2
1033,1165A2143,35736A1165B2143,,,1,1204,6,2
1043,1162A2143,35442A1162B2143,,,1,1161,7,2
1036,1162A2143,37908A1162B2143,,,0,1157,8,2
1033,1162A2143,35456A1162B2143,,,0,1150,9,2
1045,784A2751,37899A784B2751,,,0,,10,2
1042,1162A2143,35707A1162B2143,,,0,1162,11,2
1036,1162A2143,35470A1162B2143,,,0,1184,8,2
1041,1162A2143,35409A1162B2143,,,0,1158,12,2
1036,1165A2143,37816A1165B2143,,,1,1209,13,2
1036,1165A2143,37919A1165B2143,,,0,1209,14,2
1041,1162A2143,35500A1162B2143,,,0,1158,15,2
1033,1162A2143,35679A1162B2143,,,1,1187,6,2
1026,1162A2143,35455A1162B2143,,,1,1169,16,2
1028,1162A2143,129179A1162B2143,,,1,1178,17,2
1029,1162A2143,35753A1162B2143,,,1,1171,18,2
1033,1162A2143,35673A1162B2143,,,0,1172,19,2
1036,1162A2143,37803A1162B2143,,,1,1173,20,2
1044,1162A2143,37858A1162B2143,,,0,1160,1,2
1047,723A3867,35377A723B3867,,,0,1179,21,2
1035,1162A2143,35774A1162B2143,,,0,1155,22,2
1049,1162A2143,35406A1162B2143,,,1,1190,23,2
1045,784A2751,37895A784B2751,,,0,,10,2
1035,1165A2143,35782A1165B2143,,,0,1200,24,2
1026,1162A2143,35427A1162B2143,,,0,1167,25,2
1044,1162A2143,40573A1162B2143,,,0,1186,1,2
1035,1162A2143,35466A1162B2143,,,1,1182,26,2
1033,1162A2143,35713A1162B2143,,,1,1172,6,2
1039,1162A2143,35657A1162B2143,,,0,1180,27,2
1027,1162A2143,35493A1162B2143,,,0,1193,28,2
1038,1162A2143,44197A1162B2143,,,0,1188,29,2
1031,1162A2143,36099A1162B2143,,,0,1181,30,2
1036,1165A2143,37920A1165B2143,,,0,1199,14,2
1033,1162A2143,35634A1162B2143,,,0,1189,31,2
1036,1162A2143,37809A1162B2143,,,1,1185,32,2
1041,1162A2143,35514A1162B2143,,,0,1158,15,2
1048,1172A3867,60598A1172B3867,,,0,,33,2
1033,1165A2143,35737A1165B2143,,,1,1204,6,2
1029,1165A2143,35729A1165B2143,,,0,1201,34,2
1038,1169A2143,35396A1169B2143,,,0,1195,29,2
1026,1162A2143,35463A1162B2143,,,1,1167,16,2
1033,1162A2143,35705A1162B2143,,,1,1172,35,2
1044,1162A2143,37867A1162B2143,,,0,1186,1,2
1028,1162A2143,59558A1162B2143,,,1,1193,36,2
1041,1169A2143,35616A1169B2143,,,0,1196,37,2
1029,1162A2143,38991A1162B2143,,,0,1168,38,2
1048,723A3867,35380A723B3867,,,0,1164,39,2
1033,1162A2143,35457A1162B2143,,,1,1189,40,2
1029,1162A2143,35719A1162B2143,,,0,1151,38,2
