stop_id,stop_city
757644,Petaluma"
757158,Cloverdale"
757313,Guerneville"
757907,Rohnert Park"
757252,Santa Rosa"
757491,Sonoma"
757941,Santa Rosa"
757640,Petaluma"
757344,Graton"
757919,Rohnert Park"
757542,Santa Rosa"
757605,Rohnert Park"
757417,Glen Ellen"
757467,Sonoma"
757538,Santa Rosa"
758067,Cloverdale"
758060,Cloverdale"
757378,Santa Rosa"
758001,Sonoma"
757396,Santa Rosa"
757071,Santa Rosa"
757541,Santa Rosa"
757153,Geyserville"
758022,Windsor"
758064,Cloverdale"
757190,Healdsburg"
757829,Santa Rosa"
757337,Forestville"
757438,Sonoma"
757544,Sebastopol"
757943,Santa Rosa"
757180,Cloverdale"
757194,Healdsburg"
757651,Petaluma"
757263,Fulton"
757188,Geyserville"
757315,Guerneville"
757868,Guerneville"
757392,Santa Rosa"
757798,Rohnert Park"
757766,Rohnert Park"
757137,Healdsburg"
758055,Cloverdale"
757784,Cotati"
757226,Windsor"
757145,Healdsburg"
757930,Cotati"
757855,Forestville"
757708,Santa Rosa"
757547,Sebastopol"
757964,Sonoma"
757358,Sebastopol"
757994,Petaluma"
757262,Fulton"
757271,Santa Rosa"
757795,Cotati"
757918,Rohnert Park"
757871,Monte Rio"
757730,Petaluma"
757993,Petaluma"
757083,Santa Rosa"
758081,Sebastopol"
757856,Forestville"
757687,Rohnert Park"
757834,Santa Rosa"
757233,Santa Rosa"
757546,Sebastopol"
757220,Windsor"
757404,Santa Rosa"
757653,Petaluma"
757384,Santa Rosa"
758041,Windsor"
923,Healdsburg"
757591,Rohnert Park"
757487,Sonoma"
947,Healdsburg"
757132,Windsor"
757210,Windsor"
757496,Sonoma"
757563,Santa Rosa"
758076,Bodega Bay"
758025,Windsor"
757304,Duncans Mills"
757580,Santa Rosa"
757200,Healdsburg"
757340,Graton"
939,Healdsburg"
757381,Santa Rosa"
757414,Kenwood"
757117,Windsor"
757596,Rohnert Park"
757753,Rohnert Park"
757641,Petaluma"
757543,Sebastopol"
757178,Cloverdale"
757773,Sebastopol"
757887,Rohnert Park"
757909,Rohnert Park"
757478,Sonoma"
757851,Forestville"
758078,Sebastopol"
757655,Petaluma"
757748,Rohnert Park"
757763,Santa Rosa"
757757,Rohnert Park"
757630,Rohnert Park"
757257,Santa Rosa"
758050,Windsor"
757965,Sonoma"
943,Healdsburg"
757917,Rohnert Park"
757264,Santa Rosa"
757610,Cotati"
757686,Rohnert Park"
758934,Rohnert Park"
757823,Sebastopol"
757870,Monte Rio"
757905,Rohnert Park"
757754,Rohnert Park"
757553,Graton"
757502,Glen Ellen"
757116,Windsor"
757160,Cloverdale"
757668,Penngrove"
757675,Cotati"
758073,Bodega Bay"
757978,Sonoma"
757933,Rohnert Park"
757234,Santa Rosa"
757419,Glen Ellen"
757222,Windsor"
757480,Sonoma"
757741,Petaluma"
757342,Graton"
757660,Petaluma"
757843,Santa Rosa"
757138,Healdsburg"
757588,Rohnert Park"
757704,Santa Rosa"
757460,Sonoma"
758015,Windsor"
757253,Santa Rosa"
757494,Sonoma"
757367,Santa Rosa"
757803,Rohnert Park"
757288,Santa Rosa"
757738,Petaluma"
757284,Santa Rosa"
757074,Santa Rosa"
757086,Santa Rosa"
757587,Rohnert Park"
757836,Santa Rosa"
757258,Santa Rosa"
759021,Rohnert Park"
757785,Cotati"
757951,Santa Rosa"
758057,Cloverdale"
757297,Occidental"
757128,Windsor"
757948,Santa Rosa"
757674,Cotati"
757205,Windsor"
757242,Santa Rosa"
757946,Santa Rosa"
757565,Santa Rosa"
757878,Rohnert Park"
757847,Santa Rosa"
757665,Petaluma"
757424,Glen Ellen"
757423,Glen Ellen"
757628,Rohnert Park"
757706,Santa Rosa"
757266,Santa Rosa"
757894,Rohnert Park"
757402,Santa Rosa"
944,Healdsburg"
757718,Petaluma"
757474,Sonoma"
757319,Guerneville"
757606,Cotati"
759011,Rohnert Park"
757070,Santa Rosa"
933,Healdsburg"
757126,Windsor"
757910,Rohnert Park"
757593,Rohnert Park"
757490,Sonoma"
757954,Sonoma"
758039,Windsor"
758009,Sonoma"
757189,Geyserville"
758019,Windsor"
757967,Sonoma"
757555,Graton"
757362,Sebastopol"
757790,Rohnert Park"
757809,Sebastopol"
757073,Santa Rosa"
757512,Santa Rosa"
758075,Bodega Bay"
757348,Sebastopol"
757620,Petaluma"
757915,Rohnert Park"
757296,Occidental"
757892,Rohnert Park"
757791,Cotati"
757679,Cotati"
758007,Sonoma"
757536,Santa Rosa"
757079,Santa Rosa"
757166,Cloverdale"
757873,Occidental"
757208,Windsor"
757255,Santa Rosa"
757896,Rohnert Park"
757146,Healdsburg"
757141,Healdsburg"
757846,Santa Rosa"
757295,Santa Rosa"
757822,Sebastopol"
757455,Sonoma"
757960,Sonoma"
757891,Rohnert Park"
757461,Sonoma"
757586,Rohnert Park"
757201,Healdsburg"
757702,Santa Rosa"
758005,Sonoma"
757269,Santa Rosa"
757734,Petaluma"
758725,Rohnert Park"
757179,Asti"
757778,Sebastopol"
757368,Santa Rosa"
757135,Healdsburg"
930,Healdsburg"
757974,Sonoma"
757451,Sonoma"
758002,Sonoma"
757663,Petaluma"
757449,Sonoma"
757389,Santa Rosa"
757733,Petaluma"
757736,Petaluma"
757345,Sebastopol"
757671,Penngrove"
757119,Windsor"
757535,Santa Rosa"
757912,Windsor"
757678,Cotati"
758014,Windsor"
757927,Rohnert Park"
757130,Windsor"
757488,Sonoma"
757401,Santa Rosa"
757398,Santa Rosa"
757217,Windsor"
757658,Petaluma"
757123,Windsor"
757693,Rohnert Park"
758063,Cloverdale"
757174,Cloverdale"
757645,Petaluma"
757150,Geyserville"
758024,Windsor"
770316,Healdsburg"
757680,Cotati"
757407,Santa Rosa"
757633,Penngrove"
757571,Santa Rosa"
757979,Sonoma"
758053,Windsor"
757932,Rohnert Park"
937,Healdsburg"
757983,Sonoma"
757432,Sonoma"
757413,Kenwood"
757722,Petaluma"
757682,Rohnert Park"
757087,Santa Rosa"
758026,Windsor"
757533,Santa Rosa"
757167,Cloverdale"
757949,Santa Rosa"
758047,Windsor"
757278,Santa Rosa"
757622,Petaluma"
758012,Windsor"
757280,Santa Rosa"
757482,Sonoma"
757816,Sebastopol"
757769,Rohnert Park"
757906,Rohnert Park"
757893,Rohnert Park"
757725,Petaluma"
757995,Petaluma"
757984,Petaluma"
757956,Sonoma"
757261,Fulton"
757860,Guerneville"
757379,Santa Rosa"
757254,Santa Rosa"
758065,Cloverdale"
757105,Santa Rosa"
940,Healdsburg"
759009,Rohnert Park"
757987,Petaluma"
757144,Healdsburg"
757470,Sonoma"
757789,Rohnert Park"
757852,Forestville"
757562,Santa Rosa"
757177,Cloverdale"
757713,Santa Rosa"
757114,Windsor"
757290,Santa Rosa"
757731,Petaluma"
757131,Windsor"
757072,Santa Rosa"
757765,Rohnert Park"
757997,Petaluma"
757082,Santa Rosa"
757335,Forestville"
757955,Sonoma"
758032,Windsor"
757310,Guerneville"
758013,Windsor"
757508,Kenwood"
757236,Santa Rosa"
757991,Petaluma"
757343,Graton"
757243,Santa Rosa"
757750,Rohnert Park"
757329,Forestville"
757104,Santa Rosa"
757099,Fulton"
757159,Asti"
757363,Sebastopol"
757314,Guerneville"
757669,Penngrove"
757564,Santa Rosa"
757103,Santa Rosa"
757833,Santa Rosa"
757294,Santa Rosa"
757705,Santa Rosa"
757531,Santa Rosa"
757133,Windsor"
757714,Santa Rosa"
757155,Geyserville"
757445,Sonoma"
757615,Penngrove"
757231,Santa Rosa"
757629,Rohnert Park"
757532,Santa Rosa"
757431,Sonoma"
757181,Cloverdale"
757884,Rohnert Park"
757323,Guerneville"
757443,Sonoma"
757173,Cloverdale"
757863,Guerneville"
757084,Santa Rosa"
757197,Healdsburg"
757992,Petaluma"
757089,Santa Rosa"
757108,Santa Rosa"
758051,Windsor"
757094,Santa Rosa"
757452,Sonoma"
757998,Petaluma"
757387,Santa Rosa"
757397,Santa Rosa"
757241,Santa Rosa"
757821,Sebastopol"
757812,Sebastopol"
757464,Sonoma"
758062,Cloverdale"
757840,Santa Rosa"
757136,Healdsburg"
757650,Petaluma"
757782,Sebastopol"
758052,Windsor"
757260,Santa Rosa"
758744,Sonoma"
757696,Rohnert Park"
757471,Sonoma"
757990,Petaluma"
757469,Sonoma"
757723,Petaluma"
757324,Guerneville"
758080,Sebastopol"
758020,Windsor"
757849,Forestville"
757305,Monte Rio"
757724,Petaluma"
758082,Bodega"
757745,Penngrove"
771429,Sebastopol"
757259,Santa Rosa"
757436,Sonoma"
757904,Rohnert Park"
757497,Sonoma"
757274,Santa Rosa"
757283,Santa Rosa"
758034,Windsor"
757637,Petaluma"
757872,Monte Rio"
757739,Petaluma"
757584,Rohnert Park"
757814,Sebastopol"
758011,Windsor"
757472,Sonoma"
757639,Petaluma"
757835,Santa Rosa"
757699,Rohnert Park"
757935,Rohnert Park"
758933,Rohnert Park"
757477,Sonoma"
757966,Sonoma"
757078,Santa Rosa"
758017,Windsor"
757265,Santa Rosa"
758018,Windsor"
757212,Windsor"
757885,Rohnert Park"
757709,Santa Rosa"
757958,Sonoma"
757097,Fulton"
757931,Cotati"
757277,Santa Rosa"
758931,Rohnert Park"
757382,Santa Rosa"
757235,Santa Rosa"
757597,Rohnert Park"
757751,Rohnert Park"
758743,Sonoma"
757519,Santa Rosa"
757524,Santa Rosa"
757859,Rio Nido"
757621,Petaluma"
757701,Santa Rosa"
757238,Santa Rosa"
757182,Geyserville"
757211,Windsor"
757614,Penngrove"
757797,Rohnert Park"
757409,Santa Rosa"
757550,Sebastopol"
758069,Jenner"
757747,Rohnert Park"
757148,Healdsburg"
757611,Penngrove"
757418,Glen Ellen"
757239,Santa Rosa"
758028,Windsor"
757353,Sebastopol"
757826,Santa Rosa"
757756,Rohnert Park"
758048,Windsor"
757509,Kenwood"
757520,Santa Rosa"
757817,Sebastopol"
761115,Rohnert Park"
757866,Guerneville"
757248,Windsor"
757172,Cloverdale"
757561,Santa Rosa"
758088,Monte Rio"
946,Healdsburg"
757595,Rohnert Park"
757712,Santa Rosa"
758000,Sonoma"
757688,Rohnert Park"
757841,Santa Rosa"
757434,Sonoma"
757972,Sonoma"
757441,Sonoma"
757808,Sebastopol"
757607,Cotati"
757355,Sebastopol"
757118,Windsor"
757085,Santa Rosa"
758008,Sonoma"
757689,Rohnert Park"
757273,Santa Rosa"
757218,Windsor"
757801,Rohnert Park"
757861,Guerneville"
757186,Geyserville"
757341,Graton"
757576,Santa Rosa"
757760,Rohnert Park"
757272,Santa Rosa"
757540,Santa Rosa"
757691,Rohnert Park"
757120,Windsor"
757356,Sebastopol"
757101,Forestville"
757376,Santa Rosa"
757326,Forestville"
757299,Monte Rio"
757977,Sonoma"
757187,Geyserville"
757925,Rohnert Park"
757957,Sonoma"
761168,Petaluma"
757198,Healdsburg"
757426,Sonoma"
757764,Santa Rosa"
757107,Santa Rosa"
759019,Rohnert Park"
758086,Monte Rio"
757936,Rohnert Park"
757125,Windsor"
948,Healdsburg"
757608,Cotati"
757813,Sebastopol"
757492,Sonoma"
757147,Healdsburg"
757625,Petaluma"
757453,Sonoma"
757819,Sebastopol"
757435,Sonoma"
757162,Cloverdale"
758046,Windsor"
757612,Penngrove"
757199,Healdsburg"
757498,Glen Ellen"
757514,Santa Rosa"
758071,Jenner"
757582,Rohnert Park"
757758,Rohnert Park"
757462,Sonoma"
757996,Petaluma"
758033,Windsor"
757333,Forestville"
757796,Rohnert Park"
757303,Duncans Mills"
757100,Windsor"
757429,Sonoma"
757156,Geyserville"
757882,Rohnert Park"
757583,Rohnert Park"
757322,Guerneville"
757667,Penngrove"
757140,Healdsburg"
757953,San Rafael"
757149,Geyserville"
757626,Petaluma"
757732,Petaluma"
757448,Sonoma"
757465,Sonoma"
757517,Santa Rosa"
757386,Santa Rosa"
757549,Sebastopol"
757666,Penngrove"
757251,Santa Rosa"
757928,Cotati"
757250,Windsor"
758035,Windsor"
757643,Petaluma"
757743,Penngrove"
757985,Petaluma"
757113,Windsor"
758056,Cloverdale"
757862,Guerneville"
757076,Santa Rosa"
757962,Sonoma"
758031,Windsor"
757485,Sonoma"
757115,Windsor"
757422,Eldridge"
759020,Rohnert Park"
757377,Santa Rosa"
757759,Rohnert Park"
757165,Cloverdale"
757676,Cotati"
757416,Glen Ellen"
757631,Cotati"
757963,Sonoma"
757780,Sebastopol"
757938,Rohnert Park"
757395,Santa Rosa"
757447,Sonoma"
757632,Penngrove"
758932,Rohnert Park"
757169,Cloverdale"
757352,Sebastopol"
757767,Cotati"
757308,Monte Rio"
757717,Petaluma"
757761,Santa Rosa"
757980,Sonoma"
757366,Santa Rosa"
757112,Windsor"
757670,Penngrove"
757842,Santa Rosa"
757372,Santa Rosa"
757684,Rohnert Park"
757102,Santa Rosa"
757383,Santa Rosa"
928,Healdsburg"
757900,Rohnert Park"
757282,Santa Rosa"
757468,Sonoma"
941,Healdsburg"
757170,Cloverdale"
757081,Santa Rosa"
757406,Santa Rosa"
757772,Sebastopol"
757920,Rohnert Park"
758083,Bodega Bay"
757786,Cotati"
757193,Healdsburg"
757142,Healdsburg"
757331,Forestville"
757124,Windsor"
757635,Penngrove"
758049,Windsor"
757774,Sebastopol"
757755,Rohnert Park"
757971,Sonoma"
758077,Bodega"
757223,Windsor"
757613,Penngrove"
757850,Forestville"
757339,Forestville"
757867,Guerneville"
757721,Petaluma"
757380,Santa Rosa"
757567,Santa Rosa"
757359,Sebastopol"
758066,Cloverdale"
757908,Rohnert Park"
757325,Forestville"
757518,Santa Rosa"
757493,Sonoma"
757869,Guerneville"
757456,Sonoma"
758045,Windsor"
757228,Windsor"
757664,Petaluma"
757505,Glen Ellen"
757139,Healdsburg"
757832,Santa Rosa"
757685,Rohnert Park"
926,Healdsburg"
757950,Santa Rosa"
757483,Sonoma"
757556,Forestville"
757947,Santa Rosa"
757574,Santa Rosa"
758023,Windsor"
757929,Cotati"
757903,Rohnert Park"
757788,Rohnert Park"
757495,Sonoma"
757969,Sonoma"
757216,Windsor"
757088,Santa Rosa"
757970,Sonoma"
757662,Petaluma"
757568,Santa Rosa"
757815,Sebastopol"
757923,Rohnert Park"
757986,Petaluma"
757122,Windsor"
757527,Santa Rosa"
757522,Santa Rosa"
758010,Windsor"
757617,Penngrove"
757825,Santa Rosa"
757230,Santa Rosa"
759016,Rohnert Park"
758043,Windsor"
757213,Windsor"
757374,Santa Rosa"
758030,Windsor"
757267,Santa Rosa"
757268,Santa Rosa"
757729,Petaluma"
757237,Santa Rosa"
757845,Santa Rosa"
757560,Santa Rosa"
757697,Rohnert Park"
757752,Rohnert Park"
757202,Healdsburg"
757390,Santa Rosa"
757312,Guerneville"
757163,Cloverdale"
757528,Santa Rosa"
757692,Rohnert Park"
757516,Santa Rosa"
757659,Petaluma"
757475,Sonoma"
757075,Santa Rosa"
757804,Rohnert Park"
757749,Rohnert Park"
757336,Forestville"
757225,Windsor"
924,Healdsburg"
757824,Sebastopol"
757844,Santa Rosa"
757346,Sebastopol"
757244,Santa Rosa"
757476,Sonoma"
757939,Rohnert Park"
757371,Santa Rosa"
758058,Cloverdale"
757281,Santa Rosa"
757737,Petaluma"
757204,Windsor"
757500,Glen Ellen"
929,Healdsburg"
757848,Santa Rosa"
757828,Santa Rosa"
757289,Santa Rosa"
757888,Rohnert Park"
757183,Geyserville"
757638,Petaluma"
757320,Guerneville"
757777,Sebastopol"
757744,Penngrove"
757799,Rohnert Park"
757511,Santa Rosa"
757499,Glen Ellen"
757624,Petaluma"
757526,Santa Rosa"
757111,Windsor"
757206,Windsor"
757656,Petaluma"
757898,Rohnert Park"
757800,Rohnert Park"
757292,Santa Rosa"
757831,Santa Rosa"
758074,Bodega Bay"
757742,Penngrove"
757783,Sebastopol"
757707,Santa Rosa"
757590,Rohnert Park"
757405,Santa Rosa"
757646,Petaluma"
757364,Sebastopol"
757439,Sonoma"
757652,Petaluma"
757394,Santa Rosa"
757551,Graton"
757385,Santa Rosa"
757837,Santa Rosa"
