service_id,date,exception_type
723A3867,20151230,2
1165A2143,20151224,1
1169A2143,20151224,1
723A3867,20151231,2
784A2751,20151126,2
723A3867,20151111,2
1171A3867,20150907,2
1162A2143,20160118,2
723A3867,20151123,2
1171A3867,20151126,2
1171A3867,20160327,2
723A3867,20160323,2
750A3227,20150907,2
784A2751,20150525,2
1169A2143,20151127,1
1165A2143,20151127,1
723A3867,20151124,2
1172A3867,20160327,2
1164A2143,20151127,1
1172A3867,20151126,2
1171A3867,20160101,2
723A3867,20160324,2
1172A3867,20151225,2
784A2751,20150907,2
1171A3867,20151225,2
1172A3867,20160101,2
1162A2143,20151126,2
1164A2143,20151231,1
1165A2143,20151231,1
1169A2143,20151231,1
723A3867,20151224,2
1164A2143,20151126,2
723A3867,20151126,2
723A3867,20160327,2
1165A2143,20151126,2
1169A2143,20151126,2
1162A2143,20151224,2
1162A2143,20160101,2
1165A2143,20151225,2
1169A2143,20151225,2
784A2751,20150405,2
1164A2143,20151225,2
723A3867,20151225,2
1164A2143,20160101,2
1164A2143,20160118,1
723A3867,20151223,2
723A3867,20160101,2
1165A2143,20160101,2
1165A2143,20160118,1
1162A2143,20151225,2
723A3867,20151222,2
723A3867,20151110,2
1169A2143,20160101,2
1169A2143,20160118,1
723A3867,20151229,2
723A3867,20160322,2
723A3867,20160321,2
723A3867,20151125,2
723A3867,20151127,2
1172A3867,20160530,2
1171A3867,20160530,2
1162A2143,20151127,2
1164A2143,20150907,2
723A3867,20150907,2
1165A2143,20150907,2
1169A2143,20150907,2
1162A2143,20150907,2
723A3867,20160325,2
1162A2143,20151231,2
723A3867,20160530,2
723A3867,20151228,2
1164A2143,20151224,1
723A3867,20160208,2
784A2751,20151225,2
723A3867,20160118,2
1172A3867,20150907,2
723A3867,20160215,2
