trip_id,block_id,route_id,service_id,direction_id,shape_id
656,306,b88e084,3,0,393a_eb1
657,306,b88e084,3,1,393a_wb1
658,307,61f23b4,3,0,394a_eb1
659,307,a3c2d22,3,1,392a_wb1
660,307,a3c2d22,3,0,392a_eb1
661,307,a857d03,3,0,395a_lp1
662,307,b88e084,3,0,393a_eb1
663,307,b88e084,3,1,393a_wb1
664,307,61f23b4,3,1,394a_wb1
665,307,61f23b4,3,0,394a_eb1
666,307,a3c2d22,3,1,392a_wb1
667,307,a3c2d22,3,0,392a_eb1
668,307,2ad98d8,3,0,396a_eb2
669,308,a3c2d22,3,0,392a_eb1
670,308,a857d03,3,0,395a_lp1
671,308,b88e084,3,0,393a_eb1
672,308,b88e084,3,1,393a_wb1
673,308,61f23b4,3,1,394a_wb1
