service_id,trip_headsign,direction_id,block_id,wheelchair_accessible,bikes_allowed,agency_raw_name,trip_short_name,original_trip_id,trip_bikes_allowed,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message,route_id,trip_id,shape_id
72777,San Jose,0.0,,,,ACE_2017_3_20,ACE 1,,,,,,,,,,,1,1,1
72777,San Jose,0.0,,,,ACE_2017_3_20,ACE 5,,,,,,,,,,,1,5,1
72777,Stockton,1.0,,,,ACE_2017_3_20,ACE 4,,,,,,,,,,,1,4,2
2_merged_381003124,BART Concord Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,50002035,,,,,,,,,,188,7810,472
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,40002065,,,,,,,,,,187,7773,470
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,361002053,,,,,,,,,,184,7683,465
2_merged_381003124,Clockwise,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,178,7482,453
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,360002041,,,,,,,,,,184,7649,464
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,310002002,,,,,,,,,,179,7534,455
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,341002017,,,,,,,,,,182,7619,461
2_merged_381003124,BART Dublin Via Windemere Pkwy,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,172,7213,441
2_merged_381003124,Hillcrest Park and Ride,0.0,,,,CCTA_2015_8_11,,340002005,,,,,,,,,,182,7608,460
2_merged_381003124,Diablo Valley College via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,311002017,,,,,,,,,,179,7571,456
2_merged_381003124,BART Concord Via Downtown Pleasant Hill,1.0,,,,CCTA_2015_8_11,,61002035,,,,,,,,,,189,7862,475
2_merged_381003124,Rossmoor via BART Walnut Creek,0.0,,,,CCTA_2015_8_11,,10002011,,,,,,,,,,163,6895,424
2_merged_381003124,BART Concord via John Muir Medical Center,1.0,,,,CCTA_2015_8_11,,71002032,,,,,,,,,,190,7901,477
2_merged_381003124,San Ramon Via Bollinger Canyon,1.0,,,,CCTA_2015_8_11,,251002008,,,,,,,,,,172,7224,442
2_merged_381003124,BART North Concord Via VA Clinic/Diablo Valley College,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7088,436
2_merged_381003124,BART Lafayette via Saint Mary's College,0.0,,,,CCTA_2015_8_11,,290002050,,,,,,,,,,176,7438,449
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,281002047,,,,,,,,,,175,7413,448
2_merged_381003124,BART Concord Via Downtown Pleasant Hill,1.0,,,,CCTA_2015_8_11,,61002014,,,,,,,,,,189,7855,475
2_merged_381003124,John Muir Med Ctr,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,164,6888,426
2_merged_381003124,BART Concord Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,50002002,,,,,,,,,,188,7799,472
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,21002065,,,,,,,,,,171,7181,440
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,21002062,,,,,,,,,,171,7180,440
2_merged_381003124,Clockwise,0.0,,,,CCTA_2015_8_11,,300002014,,,,,,,,,,178,7466,453
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,30002026,,,,,,,,,,177,7500,451
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,30002011,,,,,,,,,,177,7495,451
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,271002011,,,,,,,,,,174,7324,446
2_merged_381003124,San Ramon Transit Center Via Danville Park and Ride,0.0,,,,CCTA_2015_8_11,,350002011,,,,,,,,,,183,7623,462
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7328,446
2_merged_381003124,Broadway Plaza,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7277,445
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,361002008,,,,,,,,,,184,7668,465
2_merged_381003124,Clayton,0.0,,,,CCTA_2015_8_11,,20002005,,,,,,,,,,171,7122,439
2_merged_381003124,BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,31002035,,,,,,,,,,177,7564,452
2_merged_381003124,Clayton,0.0,,,,CCTA_2015_8_11,,20002053,,,,,,,,,,171,7138,439
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,281002020,,,,,,,,,,175,7404,448
2_merged_381003124,Trotter Way,0.0,,,,CCTA_2015_8_11,,110002011,,,,,,,,,,165,6918,428
2_merged_381003124,BART Dublin Via Windemere Pkwy,0.0,,,,CCTA_2015_8_11,,250002035,,,,,,,,,,172,7212,441
2_merged_381003124,San Ramon Via Bollinger Canyon,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,172,7229,442
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,40002008,,,,,,,,,,187,7754,470
2_merged_381003124,BART Dublin Via Bollinger Canyon,0.0,,,,CCTA_2015_8_11,,250002017,,,,,,,,,,172,7206,441
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,21002107,,,,,,,,,,171,7195,440
2_merged_381003124,BART Concord Via Downtown Pleasant Hill,1.0,,,,CCTA_2015_8_11,,61002056,,,,,,,,,,189,7869,475
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,80002035,,,,,,,,,,191,7916,478
2_merged_381003124,BART Walnut Creek,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7733,468
2_merged_381003124,Diablo Valley College via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,179,7582,456
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,111002002,,,,,,,,,,165,6933,429
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,81002017,,,,,,,,,,191,7922,479
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,120002014,,,,,,,,,,166,6941,430
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,41002062,,,,,,,,,,187,7795,471
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,281002071,,,,,,,,,,175,7421,448
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,179,7546,455
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,21002026,,,,,,,,,,171,7168,440
2_merged_381003124,Broadway Plaza,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7291,445
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,41002011,,,,,,,,,,187,7778,471
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,30002020,,,,,,,,,,177,7498,451
2_merged_381003124,Kirker Pass via Clayton Rd and Ayers,0.0,,,,CCTA_2015_8_11,,20002110,,,,,,,,,,171,7157,439
2_merged_381003124,BART Walnut Creek Via Marchbanks,1.0,,,,CCTA_2015_8_11,,101002011,,,,,,,,,,164,6909,427
2_merged_381003124,AMTRAK Via Downtown Pleasant Hill,0.0,,,,CCTA_2015_8_11,,60002017,,,,,,,,,,189,7833,474
2_merged_381003124,ACE Train Station,0.0,,,,CCTA_2015_8_11,,330002011,,,,,,,,,,181,7598,458
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7365,446
2_merged_381003124,Shadelands Via BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,11002038,,,,,,,,,,163,6931,425
2_merged_381003124,BART Lafayette via Saint Mary's College,0.0,,,,CCTA_2015_8_11,,290002011,,,,,,,,,,176,7429,449
2_merged_381003124,John Muir Med Ctr,0.0,,,,CCTA_2015_8_11,,100002002,,,,,,,,,,164,6883,426
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,80002017,,,,,,,,,,191,7910,478
2_merged_381003124,Clayton,0.0,,,,CCTA_2015_8_11,,20002077,,,,,,,,,,171,7146,439
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,41002032,,,,,,,,,,187,7785,471
2_merged_381003124,BART Concord Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,50002008,,,,,,,,,,188,7801,472
2_merged_381003124,AMTRAK Via Downtown Pleasant Hill,0.0,,,,CCTA_2015_8_11,,60002032,,,,,,,,,,189,7838,474
2_merged_381003124,San Ramon,1.0,,,,CCTA_2015_8_11,,331002008,,,,,,,,,,181,7603,459
2_merged_381003124,San Ramon,1.0,,,,CCTA_2015_8_11,,331002014,,,,,,,,,,181,7605,459
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,80002008,,,,,,,,,,191,7907,478
2_merged_381003124,BART Lafayette via Mount Diablo Blvd,1.0,,,,CCTA_2015_8_11,,141002008,,,,,,,,,,168,7075,435
2_merged_381003124,San Ramon Transit Center Via San Ramon Valley Blvd,1.0,,,,CCTA_2015_8_11,,261002023,,,,,,,,,,173,7265,444
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,81002032,,,,,,,,,,191,7927,479
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,130002011,,,,,,,,,,167,7017,432
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,80002032,,,,,,,,,,191,7915,478
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,166,6962,430
2_merged_381003124,Martinez Shuttle,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,170,7119,438
2_merged_381003124,Diablo Valley College,1.0,,,,CCTA_2015_8_11,,121002011,,,,,,,,,,166,6980,431
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7358,446
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,130002029,,,,,,,,,,167,7023,432
2_merged_381003124,BART North Concord,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7092,436
2_merged_381003124,Creekside,0.0,,,,CCTA_2015_8_11,,280002020,,,,,,,,,,175,7376,447
2_merged_381003124,BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,31002005,,,,,,,,,,177,7554,452
2_merged_381003124,Rossmoor via BART Walnut Creek,0.0,,,,CCTA_2015_8_11,,10002020,,,,,,,,,,163,6898,424
2_merged_381003124,BART North Concord Via VA Clinic/Diablo Valley College,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7083,436
2_merged_381003124,BART North Concord Via VA Clinic/Diablo Valley College,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7082,436
2_merged_381003124,Creekside,0.0,,,,CCTA_2015_8_11,,280002071,,,,,,,,,,175,7393,447
2_merged_381003124,BART Walnut Creek Via Danville Park and Ride,1.0,,,,CCTA_2015_8_11,,351002011,,,,,,,,,,183,7631,463
2_merged_381003124,BART Concord via John Muir Medical Center,1.0,,,,CCTA_2015_8_11,,71002002,,,,,,,,,,190,7891,477
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,90002014,,,,,,,,,,192,7933,480
2_merged_381003124,Martinez Shuttle,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,170,7115,438
2_merged_381003124,Martinez Shuttle,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,170,7113,438
2_merged_381003124,Rossmoor via BART Walnut Creek,0.0,,,,CCTA_2015_8_11,,10002041,,,,,,,,,,163,6905,424
2_merged_381003124,San Ramon Transit Center,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,185,7706,467
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,21002005,,,,,,,,,,171,7161,440
2_merged_381003124,BART Orinda via Saint Mary's College,1.0,,,,CCTA_2015_8_11,,291002041,,,,,,,,,,176,7453,450
2_merged_381003124,BART North Concord via John Muir Medical Center,0.0,,,,CCTA_2015_8_11,,70002047,,,,,,,,,,190,7890,476
2_merged_381003124,Diablo Valley College via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,179,7575,456
2_merged_381003124,BART Orinda via Saint Mary's College,1.0,,,,CCTA_2015_8_11,,291002017,,,,,,,,,,176,7447,450
2_merged_381003124,BART Dublin,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,185,7703,466
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,361002050,,,,,,,,,,184,7682,465
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,111002011,,,,,,,,,,165,6936,429
2_merged_381003124,BART Concord via John Muir Medical Center,1.0,,,,CCTA_2015_8_11,,71002026,,,,,,,,,,190,7899,477
2_merged_381003124,AMTRAK Via Downtown Pleasant Hill,0.0,,,,CCTA_2015_8_11,,60002050,,,,,,,,,,189,7844,474
2_merged_381003124,Bishop Ranch,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,185,7701,466
2_merged_381003124,Diablo Valley College,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,166,7006,431
2_merged_381003124,Broadway Plaza,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,174,7314,445
2_merged_381003124,BART Dublin via San Ramon Valley Blvd,0.0,,,,CCTA_2015_8_11,,260002002,,,,,,,,,,173,7244,443
2_merged_381003124,Martinez Shuttle,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,170,7106,438
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,81002005,,,,,,,,,,191,7918,479
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,166,6971,430
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,167,7055,433
2_merged_381003124,BART Concord Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,50002014,,,,,,,,,,188,7803,472
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,51002023,,,,,,,,,,188,7819,473
2_merged_381003124,BART North Concord via John Muir Medical Center,0.0,,,,CCTA_2015_8_11,,70002008,,,,,,,,,,190,7877,476
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,120002068,,,,,,,,,,166,6959,430
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,360002053,,,,,,,,,,184,7653,464
2_merged_381003124,Creekside,0.0,,,,CCTA_2015_8_11,,280002035,,,,,,,,,,175,7381,447
2_merged_381003124,Creekside,0.0,,,,CCTA_2015_8_11,,280002002,,,,,,,,,,175,7370,447
2_merged_381003124,Diablo Valley College,1.0,,,,CCTA_2015_8_11,,121002050,,,,,,,,,,166,6993,431
2_merged_381003124,BART North Concord via John Muir Medical Center,0.0,,,,CCTA_2015_8_11,,70002044,,,,,,,,,,190,7889,476
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,40002053,,,,,,,,,,187,7769,470
2_merged_381003124,BART Walnut Creek via Mount Diablo Blvd,0.0,,,,CCTA_2015_8_11,,140002023,,,,,,,,,,168,7070,434
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,11002041,,,,,,,,,,163,6932,425
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,167,7051,433
2_merged_381003124,Airport Plaza,0.0,,,,CCTA_2015_8_11,,320002014,,,,,,,,,,180,7589,457
2_merged_381003124,BART North Concord via John Muir Medical Center,0.0,,,,CCTA_2015_8_11,,70002026,,,,,,,,,,190,7883,476
2_merged_381003124,BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,40002026,,,,,,,,,,187,7760,470
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,310002011,,,,,,,,,,179,7537,455
2_merged_381003124,San Ramon Transit Center Via San Ramon Valley Blvd,1.0,,,,CCTA_2015_8_11,,261002005,,,,,,,,,,173,7259,444
2_merged_381003124,Shadelands Via BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,11002002,,,,,,,,,,163,6919,425
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,91002017,,,,,,,,,,192,7941,481
2_merged_381003124,BART Dublin via San Ramon Valley Blvd,0.0,,,,CCTA_2015_8_11,,260002023,,,,,,,,,,173,7251,443
2_merged_381003124,ACE Train Station,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,180,7592,457
2_merged_381003124,Clayton,0.0,,,,CCTA_2015_8_11,,20002002,,,,,,,,,,171,7121,439
2_merged_381003124,Diablo Valley College,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,166,7011,431
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,51002041,,,,,,,,,,188,7825,473
2_merged_381003124,BART Walnut Creek via Mount Diablo Blvd,0.0,,,,CCTA_2015_8_11,,140002017,,,,,,,,,,168,7068,434
2_merged_381003124,BART Orinda via Saint Mary's College,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,176,7454,450
2_merged_381003124,BART Dublin via San Ramon Valley Blvd,0.0,,,,CCTA_2015_8_11,,260002032,,,,,,,,,,173,7254,443
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,360002047,,,,,,,,,,184,7651,464
2_merged_381003124,BART WC Via BART PH,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,179,7552,455
2_merged_381003124,Counterclockwise,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,178,7518,454
2_merged_381003124,San Ramon Via Bollinger Canyon,1.0,,,,CCTA_2015_8_11,,251002053,,,,,,,,,,172,7239,442
2_merged_381003124,Martinez AMTRAK Via Diablo Valley College/VA Clinic,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7103,437
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,131002011,,,,,,,,,,167,7042,433
2_merged_381003124,Diablo Valley College via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,311002008,,,,,,,,,,179,7568,456
2_merged_381003124,BART Concord,0.0,,,,CCTA_2015_8_11,,90002005,,,,,,,,,,192,7930,480
2_merged_381003124,BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,31002017,,,,,,,,,,177,7558,452
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,0.0,,,,CCTA_2015_8_11,,310002017,,,,,,,,,,179,7539,455
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7742,469
2_merged_381003124,Rossmoor,0.0,,,,CCTA_2015_8_11,,10002002,,,,,,,,,,163,6892,424
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7749,469
2_merged_381003124,Downtown Pleasant Hill,0.0,,,,CCTA_2015_8_11,,60002068,,,,,,,,,,189,7850,474
2_merged_381003124,Martinez AMTRAK Via Diablo Valley College/VA Clinic,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7100,437
2_merged_381003124,BART Walnut Creek Via Marchbanks,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,164,6912,427
2_merged_381003124,BART Walnut Creek Via Marchbanks,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,164,6914,427
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7751,469
2_merged_381003124,BART Concord,1.0,,,,CCTA_2015_8_11,,41002071,,,,,,,,,,187,7798,471
2_merged_381003124,San Ramon Via Bollinger Canyon,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,172,7243,442
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,167,7035,432
2_merged_381003124,San Ramon Transit Center,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,167,7034,432
2_merged_381003124,Martinez AMTRAK Via Diablo Valley College/VA Clinic,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,169,7096,437
2_merged_381003124,BART Lafayette via Saint Mary's College,0.0,,,,CCTA_2015_8_11,,290002026,,,,,,,,,,176,7432,449
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,51002002,,,,,,,,,,188,7812,473
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,91002020,,,,,,,,,,192,7942,481
2_merged_381003124,BART Walnut Creek,0.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7727,468
2_merged_381003124,Martinez AMTRAK,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,186,7738,469
2_merged_381003124,BART Walnut Creek,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,167,7060,433
2_merged_381003124,Counterclockwise,1.0,,,,CCTA_2015_8_11,,,,,,,,,,,,178,7508,454
2_merged_381003124,BART Walnut Creek Via BART Pleasant Hill,1.0,,,,CCTA_2015_8_11,,51002017,,,,,,,,,,188,7817,473
