route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
4820,4046A5368,594839A4046B5368,,Loop,0,7_shelpofat,1,1
4817,4046A5367,595097A4046B5367,,Loop,0,4_holfat,3,1
4817,4047A5369,595186A4047B5369,,Loop,0,4_holeve,3,1
4820,4046A5367,594841A4046B5367,,Loop,0,5_shelpofat,1,1
4817,4047A5372,595173A4047B5372,,Loop,0,3_holeve,3,1
4820,4046A5368,594842A4046B5368,,Loop,0,6_shelpofat,1,1
4817,4047A5372,595183A4047B5372,,Loop,0,4_holeve,3,1
4817,4046A5368,595078A4046B5368,,Loop,0,3_holfat,3,1
4817,4046A5367,595100A4046B5367,,Loop,0,4_holfat,3,1
4817,4047A5371,595172A4047B5371,,Loop,0,2_holeve,3,1
4820,4047A5370,595145A4047B5370,,Loop,0,6_poeve,1,1
4817,4047A5369,595168A4047B5369,,Loop,0,1_holeve,3,1
4821,3903A5279,584762A3903B5279,,South Shell/Powell – The Marina,0,22,7,1
4820,4047A5371,595140A4047B5371,,Loop,0,5_poeve,1,1
4820,4046A5367,594804A4046B5367,,Loop,0,4_shlepofat,1,1
4820,3903A5279,584566A3903B5279,,Loop,0,14,1,1
4820,4046A5368,594798A4046B5368,,Loop,0,2_shelpofat,1,1
4820,4047A5371,595152A4047B5371,,Loop,0,5_poeve,1,1
4817,4047A5370,595177A4047B5370,,Loop,0,4_holeve,3,1
4820,4046A5367,594815A4046B5367,,Loop,0,7_shelpofat,1,1
4820,3903A5279,584599A3903B5279,,Loop,0,18,1,1
4820,4047A5371,595108A4047B5371,,Loop,0,1_poeve,1,1
4818,3903A5279,584521A3903B5279,,Loop,0,5,2,1
4819,3903A5279,584540A3903B5279,,Loop,0,10,8,1
