stop_id,stop_city
791631,Hercules
791607,Martinez
791549,Hercules
791587,Pinole
791577,Pinole
791490,Hercules
791468,Hercules
791585,Pinole
791458,San Pablo
791556,Hercules
791496,Pinole
791574,Pinole
791420,Hercules
791486,Hercules
791446,Pinole
791538,Hercules
791545,Hercules
791494,Pinole
791603,Martinez
791640,Rodeo
791443,Pinole
791537,Hercules
791645,Rodeo
791493,Pinole
791498,San Pablo
791604,Martinez
791560,San Pablo
791470,San Pablo
791637,Hercules
791511,Rodeo
791436,Pinole
791546,Hercules
791611,Martinez
791616,San Pablo
791625,Pinole
791451,Pinole
791590,Pinole
791596,Pinole
791553,Hercules
791595,Pinole
791430,Pinole
791602,Martinez
791563,San Pablo
791562,San Pablo
791578,Rodeo
791581,Rodeo
791543,Hercules
791555,Hercules
791615,San Pablo
791533,Hercules
791593,Pinole
791623,Pinole
791472,Pinole
791608,Martinez
791479,Martinez
791529,Hercules
791619,Hercules
791444,Pinole
791507,Crockett
791419,Hercules
791535,Hercules
791435,Pinole
791485,Hercules
791644,Rodeo
791422,Rodeo
791598,Martinez
791487,Hercules
791467,San Francisco
791482,Hercules
791433,Pinole
791540,Hercules
791463,Rodeo
791638,Rodeo
791544,Hercules
791449,San Pablo
791426,Hercules
791548,Hercules
791534,Hercules
791439,Pinole
791483,Hercules
791582,Pinole
791620,Pinole
791597,Rodeo
791434,Pinole
791570,Pinole
791513,Hercules
791509,Crockett
791559,San Pablo
791542,Hercules
791489,Hercules
791526,Hercules
791648,San Pablo
791601,Rodeo
791440,Pinole
791547,Hercules
791586,Pinole
791525,Hercules
791520,Pinole
791497,Pinole
791478,Martinez
791512,Rodeo
791579,Rodeo
791626,Pinole
791477,Martinez
791469,El Cerrito
791629,Martinez
791614,San Pablo
791462,Pinole
791591,Pinole
791450,Hercules
791566,Pinole
791516,Pinole
791627,San Pablo
791441,Pinole
791438,Pinole
791551,Hercules
791634,Martinez
791517,Pinole
791421,Hercules
791539,Hercules
791550,Hercules
791642,Crockett
791437,Pinole
791452,Pinole
791427,Pinole
791561,San Pablo
791510,Crockett
791583,Pinole
791501,San Pablo
791456,San Pablo
791628,Martinez
791431,Pinole
791567,San Pablo
791514,Pinole
791495,Pinole
791527,Pinole
791459,San Pablo
791564,San Pablo
791624,Pinole
791460,San Pablo
791454,San Pablo
791612,San Pablo
791428,Pinole
791606,Martinez
791500,San Pablo
791506,Crockett
791522,Hercules
791592,Pinole
791568,San Pablo
791530,Hercules
791613,San Pablo
791557,Hercules
791425,Hercules
791519,Pinole
791536,Hercules
791518,San Pablo
791457,San Pablo
791502,Pinole
791641,Crockett
791521,Pinole
791423,Rodeo
791571,Pinole
791580,Rodeo
791453,Pinole
791617,Rodeo
791476,Martinez
791636,Pinole
791600,Pinole
791632,Hercules
791424,Rodeo
791610,Martinez
791647,Crockett
791569,San Pablo
791492,Hercules
791429,Pinole
791599,Rodeo
791565,Pinole
791609,Martinez
791589,Pinole
791508,Crockett
791455,San Pablo
791499,San Pablo
791552,Hercules
791588,Pinole
791643,Rodeo
791635,Pinole
791432,Pinole
791605,Martinez
791515,Pinole
791531,Hercules
791639,Rodeo
791484,Hercules
791532,Hercules
791481,Hercules
791465,Rodeo
791475,San Pablo
791575,Pinole
791473,Hercules
791633,Hercules
791503,Rodeo
791474,Hercules
791554,Hercules
791621,San Pablo
791646,San Pablo
791594,Pinole
791447,Pinole
791541,Hercules
791471,Pinole
791488,Hercules
791442,Pinole
791445,San Pablo
791572,Pinole
791480,Hercules
791461,Pinole
791576,Rodeo
791630,Hercules
791466,Hercules
791622,Hercules
791505,Rodeo
791584,Pinole
791558,Hercules
