stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
40556,40556,"Las Gallinas Av & Nova Albion Way",,  38.008488,-122.549210,3
40557,40557,"Montecillo Rd at Kaiser Hospital",,  38.005371,-122.554482,3
40558,40558,"Nova Albion Way & Arias St",,  38.007107,-122.549721,3
40560,40560,"Nova Albion Way & Montecillo Rd",,  38.003899,-122.552254,3
40561,40561,"Nova Albion Way & Arias St",,  38.007126,-122.549561,3
40562,40562,"Las Gallinas Av & Northgate Dr",,  38.006638,-122.545685,3
40563,40563,"Las Gallinas Av & Northgate Dr",,  38.006756,-122.545753,3
40564,40564,"Las Gallinas Av at Northgate Mall",,  38.004856,-122.541916,3
40565,40565,"Las Gallinas Av & Northgate Mall",,  38.004673,-122.541786,3
40566,40566,"Los Ranchitos Rd & Northgate Dr",,  38.001350,-122.542656,3
40567,40567,"Los Ranchitos Rd & Northgate Dr",,  38.001068,-122.542358,3
40568,40568,"Manuel T Freitas Pkwy & Del Presidio Blvd",,  38.007298,-122.544075,3
40569,40569,"Manuel T Freitas Pkwy & Northgate Dr",,  38.008327,-122.545319,3
40571,40571,"Los Ranchitos Rd & Golden Hinde Blvd",,  37.998405,-122.541710,3
40572,40572,"Los Ranchitos Rd & Golden Hinde Blvd",,  37.998249,-122.541519,3
40573,40573,"Los Ranchitos Rd & Circle Rd",,  37.994781,-122.541023,3
40574,40574,"Los Ranchitos Rd & Circle Rd",,  37.994881,-122.540924,3
40575,40575,"Los Ranchitos Rd & Ranch Rd",,  37.992405,-122.536407,3
40576,40576,"Los Ranchitos Rd & Ranch Rd",,  37.992523,-122.536598,3
40577,40577,"Las Gallinas Av & Nova Albion Way",,  38.008133,-122.548752,3
40578,40578,"N San Pedro Rd & Merrydale Rd",,  37.993748,-122.533798,3
40579,40579,"N San Pedro Rd & Merrydale Rd",,  37.993629,-122.534203,3
40580,40580,"Merrydale Rd & N San Pedro Rd",,  37.994228,-122.533974,3
40581,40581,"Hwy 101 at North San Pedro Rd Bus Pad",,  37.995140,-122.533150,3
40582,40582,"Hwy 101 at North San Pedro Rd Bus Pad",,  37.995491,-122.532692,3
40585,40585,"Civic Center Dr & N San Pedro Rd",,  37.997349,-122.528732,3
40586,40586,"Civic Center Dr & N San Pedro Rd",,  37.997112,-122.528999,3
40587,40587,"Civic Center Dr & Mcinnis Pkwy",,  38.001736,-122.536728,3
40589,40589,"Civic Center Dr & Mcinnis Pkwy",,  38.001614,-122.536781,3
40605,40605,"Marin Civic Center Hall of Justice Arch",,  37.998161,-122.531097,3
40606,40606,"Hwy 101 at Lucas Valley Rd Bus Pad",,  38.020519,-122.539833,3
40607,40607,"Hwy 101 at Lucas Valley Rd-Smith Ranch Rd Bus Pad",,  38.020069,-122.539154,3
40608,40608,"Lucas Valley Rd & Las Gallinas Av",,  38.026428,-122.548531,3
40609,40609,"Lucas Valley Rd & Las Gallinas Av",,  38.025726,-122.547218,3
40610,40610,"Lucas Valley Rd & Mount Muir Ct",,  38.026791,-122.573570,3
40611,40611,"977 Idylberry Rd",,  38.028992,-122.572502,3
40612,40612,"1137 Idylberry Rd",,  38.030369,-122.575996,3
40613,40613,"Mount Mckinley Rd & Idylberry Rd",,  38.033123,-122.581337,3
40614,40614,"Idylberry Rd & Mount Hood Ct",,  38.031555,-122.579216,3
40615,40615,"120  Mount Lassen Ct",,  38.028095,-122.568909,3
40616,40616,"Idylberry Rd & Mount Shasta Dr",,  38.030247,-122.575935,3
40617,40617,"Mount Lassen Dr & Lucas Valley Rd",,  38.025394,-122.568604,3
40618,40618,"Idylberry Rd & Mount Palomar Ct",,  38.028587,-122.572067,3
40619,40619,"3194  Lucas Valley Rd",,  38.026840,-122.573914,3
40620,40620,"Idylberry Rd & Mount Lassen Dr",,  38.028191,-122.569443,3
40622,40622,"Mount Lassen Dr & Lucas Valley Rd",,  38.025288,-122.568840,3
40624,40624,"Huckleberry Rd & Appleberry Dr",,  38.025993,-122.563431,3
40625,40625,"Huckleberry Rd & Appleberry Dr",,  38.025978,-122.563568,3
40626,40626,"Idylberry Rd & Huckleberry Rd",,  38.028275,-122.563683,3
40627,40627,"Huckleberry Rd & Idylberry Rd",,  38.028145,-122.563934,3
40628,40628,"Idylberry Rd & Elderberry Ln",,  38.028198,-122.559814,3
40629,40629,"Idylberry Rd & Newberry Terrace",,  38.028324,-122.560219,3
40630,40630,"Idylberry Rd & Danberry Ln",,  38.028877,-122.557762,3
40631,40631,"Idylberry Rd & Danberry Ln",,  38.029060,-122.557632,3
40632,40632,"Idylberry Rd & Juniperberry Dr",,  38.029705,-122.553391,3
40633,40633,"Idylberry Rd & Juniperberry Dr",,  38.029816,-122.553482,3
40634,40634,"Miller Creek Rd & Quietwood Dr",,  38.030968,-122.551987,3
40635,40635,"Miller Creek Rd & Quietwood Dr",,  38.030899,-122.552338,3
40636,40636,"Miller Creek Rd & Queenstone Dr",,  38.033192,-122.549637,3
40637,40637,"Miller Creek Rd & Queenstone Dr",,  38.033401,-122.549911,3
40638,40638,"Miller Creek Rd & Las Gallinas Av",,  38.032578,-122.544014,3
40639,40639,"Miller Creek Rd & Las Gallinas Av",,  38.032951,-122.544975,3
40640,40640,"Miller Creek Rd & Marinwood Av",,  38.033245,-122.540520,3
40641,40641,"Miller Creek Rd & Marinwood Av",,  38.033512,-122.540741,3
40642,40642,"1204  Idylberry Rd",,  38.031563,-122.578346,3
40649,40649,"Lucas Valley Rd & Miller Creek Rd",,  38.026958,-122.553169,3
40650,40650,"Lucas Valley Rd & Sequeira Rd",,  38.025513,-122.558083,3
40651,40651,"Lucas Valley Rd & Huckleberry Rd",,  38.025494,-122.563530,3
40655,40655,"San Marin Dr & Redwood Blvd",,  38.118595,-122.567184,4
40656,40656,"San Marin Dr & Redwood Blvd",,  38.118328,-122.567245,4
40657,40657,"San Marin Dr & Simmons Ln",,  38.121693,-122.584953,4
40658,40658,"San Marin Dr & Simmons Ln",,  38.121479,-122.584610,4
40659,40659,"San Marin Dr & Sereno Way",,  38.124352,-122.587425,4
40660,40660,"San Marin Dr & Sereno Way",,  38.124134,-122.587494,4
40661,40661,"San Carlos Way & San Marin Dr",,  38.123718,-122.591805,4
40662,40662,"San Carlos Way & San Marin Dr",,  38.123520,-122.591576,4
40663,40663,"San Carlos Way & San Luis Way",,  38.120014,-122.591377,4
40664,40664,"San Carlos Way & San Luis Ct",,  38.119953,-122.591232,4
40665,40665,"San Carlos Way & Corona Ct",,  38.118633,-122.595055,4
40666,40666,"San Carlos Way & Corona Ct",,  38.118610,-122.594795,4
40667,40667,"San Carlos Way & San Andreas Dr",,  38.118427,-122.597984,4
40668,40668,"San Carlos Way & Clemente Ct",,  38.118431,-122.596291,4
40669,40669,"San Marin Dr & San Andreas Dr",,  38.122116,-122.602119,4
40670,40670,"San Marin Dr & San Andreas Dr",,  38.121910,-122.602013,4
40671,40671,"San Marin Dr & San Ramon Way",,  38.121792,-122.604507,4
40672,40672,"San Marin Dr & San Ramon Way",,  38.121635,-122.604050,4
40673,40673,"San Marin High School",,  38.118832,-122.609337,4
40674,40674,"San Marin High School",,  38.118809,-122.609055,4
40675,40675,"Novato Blvd & Eucalyptus Av",,  38.114239,-122.603340,4
40676,40676,"Novato Blvd & Eucalyptus Av",,  38.114510,-122.603600,4
40677,40677,"Novato Blvd & Oliva Dr",,  38.111996,-122.597076,4
40678,40678,"Novato Blvd & Oliva Dr",,  38.112118,-122.597122,4
40679,40679,"Novato Blvd & Wilson Ct",,  38.112076,-122.593193,4
40680,40680,"Novato Blvd & Wilson Ct",,  38.111736,-122.591133,4
40681,40681,"Novato Blvd & Mcclay Rd",,  38.109806,-122.587112,4
40682,40682,"Novato Blvd & McClay Rd",,  38.109940,-122.587128,4
40683,40683,"Novato Blvd & Grant Av",,  38.108204,-122.583549,4
40684,40684,"Novato Blvd & Grant Av",,  38.108337,-122.583565,4
40685,40685,"Novato Blvd & Tamalpais Av",,  38.106491,-122.579666,4
40687,40687,"Novato Blvd & Seventh St",,  38.106583,-122.579605,4
40694,40694,"Redwood Blvd & Olive Av",,  38.111172,-122.569046,4
40695,40695,"Redwood Blvd & Olive Av",,  38.111397,-122.568558,4
40696,40696,"Redwood Blvd & Grant Av",,  38.106590,-122.570694,4
40697,40697,"Redwood Blvd & Grant Av",,  38.106445,-122.570549,4
40698,40698,"DeLong Av & Reichert Av",,  38.105480,-122.566467,4
40699,40699,"DeLong Av & Reichert Av",,  38.105640,-122.566277,4
40700,40700,"Diablo Av & George St",,  38.103893,-122.572510,4
40702,40702,"S Novato Blvd & Diablo Av",,  38.102245,-122.572823,4
40703,40703,"S Novato Blvd & Diablo Av",,  38.102394,-122.572617,4
40704,40704,"S Novato Blvd & Joan Av",,  38.099461,-122.571083,4
40705,40705,"S Novato Blvd & Lauren Av",,  38.097713,-122.569809,4
40706,40706,"S Novato Blvd & Arthur St",,  38.092136,-122.567764,4
40707,40707,"S Novato Blvd & Arthur St",,  38.092518,-122.567635,4
40708,40708,"S Novato Blvd & Rowland Blvd",,  38.087723,-122.565025,4
40709,40709,"S Novato Blvd & Rowland Blvd",,  38.088451,-122.565506,4
40710,40710,"S Novato Blvd & Sunset Pkwy",,  38.085350,-122.562019,4
40711,40711,"S Novato Blvd & Sunset Pkwy",,  38.085476,-122.561996,4
40712,40712,"S Novato Blvd & Midway Blvd",,  38.081497,-122.558670,4
40713,40713,"S Novato Blvd & Midway Blvd",,  38.081394,-122.558372,4
40714,40714,"S Novato Blvd & Stone Dr",,  38.078571,-122.557426,4
40715,40715,"S Novato Blvd & Stone Dr",,  38.078514,-122.557106,4
40716,40716,"S Novato Blvd & Redwood Blvd",,  38.077393,-122.552292,4
40717,40717,"S Novato Blvd & Redwood Blvd",,  38.077576,-122.551933,4
40746,40746,"Hwy 101 at Ignacio Blvd Bus Pad",,  38.066696,-122.536926,4
40766,40766,"Alameda Del Prado at Nave Dr",,  38.048328,-122.533318,4
40767,40767,"Nave Dr & Roblar Dr",,  38.064449,-122.534775,4
40768,40768,"Nave Dr & Roblar Dr",,  38.064445,-122.534424,4
40770,40770,"Hamilton Main Gate Nave Dr & Hamilton Main Gate",,  38.056206,-122.530174,4
40771,40771,"Nave Dr & Bolling Dr",,  38.051102,-122.530838,4
40772,40772,"Nave Dr & Bolling Dr",,  38.051144,-122.530609,4
40773,40773,"Hwy 101 at Alameda Del Prado Bus Pad",,  38.049103,-122.532364,4
40774,40774,"Nave Dr & Hamilton Pkwy",,  38.061543,-122.532578,4
40779,40779,"Rowland Blvd Bus Pad",,  38.091290,-122.560844,4
40780,40780,"Rowland Blvd Bus Pad",,  38.093472,-122.557999,4
40825,40825,"Fourth St & C St",,  38.232414,-122.638748,5
40826,40826,"N Petaluma Blvd & Stony Point Rd",,  38.268391,-122.670776,5
40827,40827,"N Petaluma Blvd & Stony Point Rd",,  38.269115,-122.670540,5
40828,40828,"N Petaluma Blvd & Skillman Ln",,  38.259724,-122.660500,5
40829,40829,"N Petaluma Blvd & Corona Rd",,  38.260090,-122.660713,5
40830,40830,"N Petaluma Blvd & Gossage Av",,  38.256824,-122.654182,5
40831,40831,"N Petaluma Blvd & Gossage Av",,  38.257015,-122.653946,5
40832,40832,"N Petaluma Blvd & Factory Outlet Rd",,  38.255352,-122.651649,5
40833,40833,"N Petaluma Blvd & West St",,  38.242020,-122.643990,5
40834,40834,"N Petaluma Blvd & West St",,  38.242119,-122.643860,5
40835,40835,"N Petaluma Blvd & Mary St",,  38.236309,-122.641624,5
40836,40836,"N Petaluma Blvd & Mary St",,  38.236431,-122.641533,5
40837,40837,"S Petaluma Blvd & F St",,  38.231445,-122.634392,5
40838,40838,"S Petaluma Blvd & G St",,  38.231117,-122.633194,5
40839,40839,"Fourth St & C St",,  38.232239,-122.638596,5
40840,40840,"S Petaluma Blvd & Mountain View Av",,  38.228157,-122.625969,5
40841,40841,"S Petaluma Blvd & Mountain View Av",,  38.228333,-122.626007,5
40844,40844,"N Petaluma Blvd & Sycamore Ln",,  38.246655,-122.645332,5
40845,40845,"N Petaluma Blvd & Sycamore Ln",,  38.246754,-122.645203,5
40848,40848,"Ely Rd & York Way",,  38.272041,-122.646721,5
40849,40849,"Ely Rd North & York Way",,  38.272171,-122.646721,5
40850,40850,"Sonoma Mountain Pkwy & Chehalis Dr",,  38.258831,-122.623337,5
40851,40851,"Sonoma Mountain Pkwy & Turtle Creek Blvd",,  38.259048,-122.623260,5
40852,40852,"Sonoma Mountain Pkwy & E Washington St",,  38.256630,-122.619392,5
40853,40853,"Sonoma Mountain Pkwy & E Washington St",,  38.256760,-122.619392,5
40855,40855,"E Washington St & Maria Dr",,  38.252689,-122.622604,5
40857,40857,"S Mcdowell Blvd & Mcneil Av",,  38.248497,-122.624382,5
40858,40858,"S Mcdowell Blvd & Lindberg Ln",,  38.244453,-122.617546,5
40859,40859,"S Mcdowell Blvd & Weaverly Dr",,  38.244801,-122.617920,5
40860,40860,"S McDowell Blvd & Lombardi Av",,  38.242607,-122.614273,5
40861,40861,"S Mcdowell Blvd & Lombardi Av",,  38.242737,-122.614273,5
40862,40862,"S McDowell Blvd & Baywood Dr",,  38.240376,-122.610275,5
40863,40863,"S Mcdowell Blvd & Baywood Dr",,  38.240505,-122.610275,5
40883,40883,"Sonoma Mountain Pkwy & Clary Av",,  38.260708,-122.626633,5
40884,40884,"Commerce Blvd & Arlen Dr",,  38.340309,-122.712379,5
40885,40885,"Roberts Lake Park & Ride Lot",,  38.363781,-122.710526,5
40886,40886,"Roberts Lake Park & Ride Lot",,  38.363781,-122.710663,5
40889,40889,"Commerce Blvd North & Rohnert Park Expy",,  38.347675,-122.709618,5
40890,40890,"Commerce Blvd North & Rohnert Park Expy",,  38.347679,-122.709480,5
40891,40891,"Commerce Blvd & Enterprise Dr",,  38.344639,-122.712112,5
40892,40892,"Commerce Blvd & Enterprise Dr",,  38.345016,-122.711708,5
40909,40909,"Old Redwood Hwy & William St",,  38.328373,-122.708069,5
40910,40910,"Old Redwood Hwy & George St",,  38.328495,-122.708015,5
40912,40912,"Old Redwood Hwy & E Cotati Av",,  38.326736,-122.706406,5
40913,40913,"Old Redwood Hwy & Saint Joseph Way Park & Ride Lot",,  38.330502,-122.709976,5
40914,40914,"Old Redwood Hwy & Saint Joseph Way Park & Ride Lot",,  38.330624,-122.709915,5
40915,40915,"Cotati Hub  West Sierra & La Plaza",,  38.326157,-122.706924,5
40916,40916,"West Sierra Av & Redwood Hwy",,  38.321373,-122.712509,5
40917,40917,"West Sierra Av & Redwood Hwy",,  38.321266,-122.712509,5
40949,40949,"Piner Rd & Industrial Dr",,  38.471531,-122.740280,6
40950,40950,"Piner Rd & Range Av",,  38.471970,-122.732620,6
40951,40951,"Piner Rd & Opal Way",,  38.472080,-122.733391,6
40952,40952,"Cleveland Av & Terry Ln",,  38.464031,-122.728493,6
40953,40953,"Cleveland Av & Terry Ln",,  38.464363,-122.728355,6
40954,40954,"Cleveland Av & Steele Ln",,  38.461575,-122.728325,6
40955,40955,"Cleveland Av & State Farm Dr",,  38.466057,-122.728493,6
40956,40956,"Steele Ln & Meyers Dr",,  38.460140,-122.722763,6
40957,40957,"Steele Ln & Salem Av",,  38.460594,-122.719261,6
40958,40958,"Steele Ln & Oakview Ct",,  38.460693,-122.719330,6
40959,40959,"Mendocino Av & Clement Av",,  38.459198,-122.717278,6
40960,40960,"SRJC Mendocino Av & McConnell Av",,  38.454594,-122.717453,6
40961,40961,"SRJC Mendocino Av & McConnell Av",,  38.454918,-122.717308,6
40962,40962,"Mendocino Av & Silva Av",,  38.458706,-122.717148,6
40963,40963,"Mendocino Av & Spencer Av",,  38.450531,-122.717606,6
40964,40964,"Mendocino Av & Nason St",,  38.449909,-122.717491,6
40965,40965,"Mendocino Av & Benton St",,  38.447704,-122.717728,6
40966,40966,"Mendocino Av & Benton St",,  38.447777,-122.717590,6
40968,40968,"Mendocino Av & Cherry St",,  38.444561,-122.716965,6
40969,40969,"Santa Rosa Veterans Memorial Maple & Brookwood",,  38.433289,-122.702087,6
40970,40970,"Mendocino Av & Seventh St",,  38.442677,-122.715576,6
40971,40971,"Santa Rosa Av & Sonoma Av",,  38.436737,-122.712387,6
40973,40973,"Santa Rosa Av & Sebastopol Av",,  38.433895,-122.711845,6
40975,40975,"Santa Rosa Av & South A St",,  38.431496,-122.711349,6
40976,40976,"Santa Rosa Av & Mill St",,  38.433983,-122.711723,6
40977,40977,"Santa Rosa Av & Maple St",,  38.431587,-122.711227,6
40978,40978,"Santa Rosa Av & Barham Av",,  38.427326,-122.713203,6
40979,40979,"Santa Rosa Av & Barham Av",,  38.427345,-122.713036,6
40981,40981,"Santa Rosa Av & Colgan Av",,  38.421352,-122.713463,6
40982,40982,"Santa Rosa Av & Commercial Ct",,  38.418163,-122.713623,6
40983,40983,"Santa Rosa Av & Commercial Ct",,  38.418163,-122.713486,6
40984,40984,"Santa Rosa Av & Hearn Av",,  38.415012,-122.713608,6
40985,40985,"Santa Rosa Av & Hearn Av",,  38.415344,-122.713478,6
40986,40986,"Santa Rosa Av & Court St",,  38.406864,-122.713562,6
40987,40987,"Santa Rosa Av & Court St",,  38.406940,-122.713425,6
40988,40988,"Santa Rosa Av & Elsa St",,  38.405441,-122.713554,6
40989,40989,"Santa Rosa Av & Elsa St",,  38.405514,-122.713417,6
40990,40990,"Santa Rosa Av & Castro Ct",,  38.398720,-122.713577,6
40991,40991,"Santa Rosa Av & Castro Ct",,  38.398792,-122.713440,6
40992,40992,"Santa Rosa Av & East Robles Av",,  38.394203,-122.713615,6
40993,40993,"Santa Rosa Av & East Robles Av",,  38.394279,-122.713478,6
40994,40994,"Santa Rosa Av & Todd Rd",,  38.386906,-122.713654,6
40995,40995,"Santa Rosa Av & Todd Rd",,  38.387238,-122.713516,6
40996,40996,"Santa Rosa Av & Mountain View Av",,  38.380409,-122.713570,6
40997,40997,"Santa Rosa Av & Mountain View Av",,  38.381508,-122.713455,6
40998,40998,"Santa Rosa Av & Scenic Av",,  38.376102,-122.713524,6
40999,40999,"Santa Rosa Av & Horn Av",,  38.375778,-122.713379,6
41000,41000,"Hwy 101 Offramp at Alexander Ave",,  37.835697,-122.483749,2
41002,41002,"San Carlos Way & San Luis Way",,  38.119324,-122.592934,4
41003,41003,"San Carlos Way & San Luis Way",,  38.119499,-122.592789,4
41005,41005,"Drake Ave & Pacheco St",,  37.870689,-122.513466,2
41007,41007,"Drake Ave & Pacheco St",,  37.870815,-122.513428,2
41017,41017,"Marin Ave & Spruce St",,  37.878338,-122.536362,2
41036,41036,"Bellam Blvd & Interstate 580 Off Ramp",,  37.959301,-122.506660,3
41037,41037,"Bellam Blvd & Interstate 580 On Ramp",,  37.959278,-122.506500,3
41038,41038,"E Blithedale Ave & Camino Alto",,  37.900578,-122.528893,2
41039,41039,"Nova Albion Way & Montecillo Rd",,  38.003864,-122.552414,3
41042,41042,"Bridgeway & Coloma St",,  37.868576,-122.502480,2
41044,41044,"Hwy 101 at Atherton Ave-Bus Pad",,  38.116837,-122.564270,4
41045,41045,"Hwy 101 at Atherton Ave-Bus Pad",,  38.117290,-122.565750,4
41046,41046,"Redwood Blvd & Escallonia Dr",,  38.115974,-122.567421,4
41047,41047,"Redwood Blvd & Rush Creek Place",,  38.116283,-122.567039,4
41048,41048,"San Marin Dr & East Campus Dr",,  38.120632,-122.569077,4
41049,41049,"San Marin Dr & Santolina Dr",,  38.120613,-122.569817,4
41051,41051,"Golden Gate Place & Railroad Ave",,  38.113605,-122.565414,4
41052,41052,"Geary Blvd & Masonic Ave",,  37.782185,-122.447594,1
41053,41053,"Park Presidio Blvd & California St",,  37.784267,-122.472740,1
41054,41054,"Park Presidio Blvd & California St",,  37.784611,-122.472473,1
41055,41055,"Geary Blvd & 12th Ave",,  37.780598,-122.470833,1
41056,41056,"Geary Blvd & 12th Ave",,  37.780842,-122.470619,1
41057,41057,"Geary Blvd & 6th Ave",,  37.780891,-122.464409,1
41058,41058,"Geary Blvd & 6th Ave",,  37.781132,-122.464195,1
41059,41059,"Geary Blvd & Arguello Blvd",,  37.781155,-122.458679,1
41060,41060,"Geary Blvd & Arguello Blvd",,  37.781384,-122.458786,1
41061,41061,"Geary Blvd & Spruce St",,  37.781590,-122.453285,1
41062,41062,"Geary Blvd & Spruce St",,  37.781841,-122.453102,1
41063,41063,"Geary Blvd & Presidio Ave",,  37.782333,-122.445923,1
41064,41064,"Geary Blvd & Presidio Ave",,  37.782616,-122.446083,1
41065,41065,"Geary Blvd & St Josephs Ave",,  37.782795,-122.442520,1
41066,41066,"Geary Blvd & Baker St",,  37.782967,-122.443100,1
41067,41067,"Geary Blvd & Divisadero St",,  37.783173,-122.439629,1
41068,41068,"Geary & Divisadero St-Kaiser Hospital",,  37.783436,-122.439369,1
41069,41069,"Geary Blvd & Fillmore St",,  37.784126,-122.433006,1
41070,41070,"Geary Blvd & Fillmore St",,  37.784531,-122.433182,1
41072,41072,"Marin General Hospital",,  37.947090,-122.536728,3
41073,41073,"Bon Air Rd & MGH Emergency Entrance Rd",,  37.948875,-122.535622,3
41074,41074,"San Marin Dr & West Campus Dr",,  38.121338,-122.575035,4
41075,41075,"San Marin Dr & Somerset Dr",,  38.120789,-122.579140,4
41078,41078,"2200 Petaluma Blvd N-Petaluma Village Outlets",,  38.255089,-122.651817,5
41089,41089,"Hwy 580 On-Ramp & Main St-San Quentin",,  37.943050,-122.480453,3
41090,41090,"San Quentin Village East Francisco At Main St",,  37.943893,-122.480331,3
41091,41091,"Francisco Blvd & Grange St",,  37.945145,-122.486176,3
41092,41092,"Francisco Blvd & Morphew St",,  37.946781,-122.490608,3
41093,41093,"East Francisco Blvd & Pelican Way",,  37.949162,-122.493462,3
41094,41094,"1525 Francisco Blvd E",,  37.953526,-122.498093,3
41095,41095,"Irene St & Francisco Blvd E",,  37.956749,-122.500305,3
41096,41096,"Sonoma Mountain Pkwy & Colombard Rd",,  38.268829,-122.642853,5
41097,41097,"Ely Rd & Hanford St",,  38.269947,-122.643463,5
41098,41098,"Hwy 101 at De Long Ave-Bus Pad",,  38.104431,-122.561378,4
41099,41099,"Hwy 101at De Long Ave-Bus Pad",,  38.104660,-122.562752,4
41151,41151,"North Point St & Van Ness Av",,  37.805061,-122.425011,1
41152,41152,"Beach St & Hyde St",,  37.806633,-122.420364,1
41153,41153,"Beach St & Taylor St",,  37.807217,-122.415733,1
41154,41154,"Beach St & Stockton St",,  37.807835,-122.410820,1
41186,41186,"Van Ness Av & Turk St",,  37.782131,-122.420517,1
41187,41187,"Lakeville Hwy & Hwy 101 Off-Ramp",,  38.233749,-122.617249,5
41188,41188,"Lakeville Hwy & Hwy 101 Park & Ride Lot",,  38.234291,-122.619507,5
41191,41191,"Mission St & Third St",,  37.786354,-122.401825,1
41202,41202,"Sonoma Mountain Pkwy & Riesling Rd",,  38.268887,-122.640724,5
41203,41203,"East Washington St & Grey Circle",,  38.236343,-122.639259,5
41204,41204,"East Washington St & Petaluma Blvd North",,  38.235744,-122.640953,5
41205,41205,"East Washington St & Vallejo Av",,  38.240898,-122.633606,5
41206,41206,"East Washington St & Lakeville St",,  38.238144,-122.635872,5
41207,41207,"East Washington St & Ellis St",,  38.243645,-122.631081,5
41208,41208,"East Washington St & Johnson St",,  38.243855,-122.630730,5
41209,41209,"Copeland St Transit Mall",,  38.236607,-122.636421,5
41210,41210,"Lakeville Hwy At Marina Av",,  38.233280,-122.610451,5
41211,41211,"Lakeville Hwy & Baywood Dr",,  38.233067,-122.614105,5
41212,41212,"South Mcdowell Blvd & Saint Francis Dr",,  38.236614,-122.603706,5
41213,41213,"Lakeville Hwy & Baywood Dr",,  38.232788,-122.614304,5
41214,41214,"Lakeville Hwy & Marina Dr",,  38.233055,-122.610336,5
41215,41215,"South Mcdowell Blvd & Casa Grande Rd",,  38.236217,-122.602676,5
41217,41217,"Petaluma Blvd South & Crystal Ln",,  38.227016,-122.618813,5
41218,41218,"Petaluma Blvd South & Crystal Ln",,  38.227203,-122.618660,5
41219,41219,"N McDowell Bl & Rand St",,  38.268047,-122.658981,5
41220,41220,"N McDowell Bl & Clegg St",,  38.269180,-122.660355,5
41221,41221,"N McDowell Bl & Redwood Way",,  38.274139,-122.666603,5
41222,41222,"N McDowell Bl & Redwood Way",,  38.273891,-122.666397,5
41223,41223,"Maria Drive & Creekside Drive",,  38.252216,-122.622246,5
41224,41224,"Maria Drive & Park Lane",,  38.249081,-122.620956,5
41301,41301,"Kerner Blvd & Shoreline Pkway",,  37.951229,-122.493668,3
41302,41302,"Morphew St & Francisco Blvd",,  37.946888,-122.490326,3
41314,41314,"Hamilton Pkwy at Marin Airporter",,  38.061848,-122.530304,4
41315,41315,"Hamilton Pkwy & Chapel Hill Rd",,  38.058807,-122.521904,4
41316,41316,"Hamilton Pkwy & Sunny Cove Dr",,  38.058899,-122.521667,4
41317,41317,"Hamilton Theatre Parking Lot",,  38.056469,-122.519104,4
41318,41318,"Hamilton Main Gate Rd & Martin Dr",,  38.056274,-122.529083,4
41330,41330,"Marin Civic Center Hall of Justice Arch",,  37.998219,-122.531242,3
41332,41332,"Shoreline Pkwy at Target",,  37.953232,-122.490639,3
41333,41333,"Larkspur Landing Circle & Lincoln Village Circle",,  37.946812,-122.506561,3
41334,41334,"600 Larkspur Landing Circle",,  37.947529,-122.511452,3
41350,41350,"Kaiser Hospital at Lot A",,  38.003822,-122.552956,3
42002,42002,"Sansome St & California St",,  37.793228,-122.401131,1
42003,42003,"Sansome St & Halleck St",,  37.793674,-122.401192,1
42004,42004,"Sansome St & Sacramento St",,  37.794594,-122.401405,1
42005,42005,"Sansome St & Commercial St",,  37.794773,-122.401436,1
42006,42006,"Sansome St & Vallejo St",,  37.799530,-122.402397,1
42007,42007,"Sansome St & Clay St",,  37.795025,-122.401489,1
42009,42009,"College Av & Kent Av",,  37.951672,-122.549774,3
42010,42010,"Paradise Dr & US 101 Overpass",,  37.926266,-122.514053,3
42011,42011,"Hwy 101 at Alameda Del Prado Bus Pad",,  38.048759,-122.531601,4
42020,42020,"College Av & Kent Av",,  37.950897,-122.549591,3
42027,42027,"Terra Linda Bus Pad Hwy 101 at Freitas Pkwy",,  38.005661,-122.540123,3
42028,42028,"Mount McKinley Rd & Idylberry Rd",,  38.033043,-122.581200,3
42032,42032,"Marinwood Bus Pad Hwy 101 at Saint Vincents Dr",,  38.033791,-122.536720,3
42036,42036,"South Petaluma Blvd & Landing Way",,  38.224869,-122.611839,5
42039,42039,"Hwy 101 at Rohnert Park Expwy Bus Pad",,  38.349335,-122.712006,5
42040,42040,"Sonoma Mountain Pkwy & Campus Circle",,  38.267002,-122.637344,5
42042,42042,"Commerce Blvd & Arlen Dr",,  38.340313,-122.712242,5
42043,42043,"Sonoma Mountain Pkwy & Campus Circle",,  38.266945,-122.637695,5
42054,42054,"Tiburon Blvd & San Rafael Av",,  37.884018,-122.472076,2
42103,42103,"Bridgeway & West Harbor Dr",,  37.866898,-122.501091,2
42112,42112,"Terra Linda Bus Pad Hwy 101 at Freitas Pkwy",,  38.007896,-122.542274,3
42113,42113,"Marinwood Bus Pad Hwy 101 at Miller Creek Rd",,  38.033810,-122.537483,3
42114,42114,"Enfrente Rd & Salvatore Dr",,  38.067455,-122.538750,4
42117,42117,"Mendocino Av & Cherry St",,  38.444443,-122.717033,6
42118,42118,"Santa Rosa Av & Baker Av",,  38.421024,-122.713608,6
42119,42119,"Hwy 101 at Rohnert Park Expwy Bus Pad",,  38.347149,-122.713844,5
42120,42120,"South Petaluma Blvd At Us Hwy 101 On Ramp",,  38.225449,-122.612488,5
42121,42121,"Rohnert Park Expwy at US 101 Overpass",,  38.348232,-122.714607,5
42123,42123,"Sonoma Mountain Pkwy & Cygnus Way",,  38.265663,-122.635414,5
