stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
791608,25136,,Alhambra Ave. At County Hospital - Southbound,,38.00582,-122.13118,0,,0,,
791419,231,,Refugio Valley And Pheasant Dr.,,38.00778,-122.26976,0,,0,,
791599,25125,,Viewpointe Blvd. And Sandpoint Dr.,,38.02373,-122.25692,0,,0,,
791548,25064,,Turquiose Dr. And Obsidan Way,,37.99994,-122.27689,0,,0,,
791441,264,,San Pablo And And Oakridge,,38.00454,-122.29191,0,,0,,
791433,256,,Simas Ave. And Pinole Valley Rd.,,37.98527,-122.27979,0,,0,,
791611,25139,,Alhambra Ave. At Muir Lodge,,37.99539,-122.13218,0,,0,,
791620,25154,,Pinole Valley Shopping Center,,37.9955,-122.28581,0,,0,,
791499,25007,,Hilltop Dr. And Shane Dr.,,37.9781947586797,-122.329921332989,,,0,,
791544,25060,,Turquiose Dr. And Sycamore Ave.,,38.00876,-122.27219,0,,0,,
791633,25211,,Refugio Valley And Redwood,,37.99678,-122.24747,0,,0,,
791463,2119,,Parker Ave. And 6th St. - Northbound,,38.02959,-122.26613,,,0,,
791534,25049,,Bonaire Ave. And Refugio Valley ,,37.99313,-122.2305,0,,0,,
791625,25201,,Marlesta Rd. And Appian Way - Westbound-Rt 16,,38.00179,-122.30095,0,,0,,
791531,25046,,Refugio Valley And Midship Dr.,,37.99451,-122.24141,0,,0,,
791614,25147,,Lakeside Dr. And Research Dr.,,37.98488,-122.33287,0,,0,,
791603,25129,,Alhambra Ave. And K St.,,37.99584,-122.13225,0,,0,,
791502,25011,,Tennant Ave. And Peach St. - Northbound,,38.00295,-122.28891,0,,0,,
791601,25127,,Viewpointe Blvd. And Myrna Way,,38.02691,-122.25014,0,,0,,
791498,25006,,Hilltop Dr. And Robert Miller Dr.,,37.9792639878211,-122.332182608486,,,0,,
791593,25116,,Pinole Valley Rd. And Simas Ave.Eastbound,,37.98496,-122.28077,0,,0,,
791635,25214,,Marlesta Rd. And Appian Way -Eastbound-Rt 16,,38.00168,-122.29914,0,,0,,
791536,25051,,Carson St. And Stanley Ct.,,37.998,-122.23765,0,,0,,
791510,25020,,San Pablo Ave. At School District Offices,,38.0487102856311,-122.248095107465,,,0,,
