route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
2676,2583A3844,128038A2583B3844,,San Fransisco Transbay Terminal,1,,0,0
2689,2555A3810,121656A2555B3810,,Hercules Transit Center,0,1070,1,0
2666,2606A3861,128774A2606B3861,,Simas/Pinole Valley,0,route 16b,2,0
2676,2376A3650,121778A2376B3650,,Victoria Cr. by the bay,0,,3,0
2700,2612A3865,121536A2612B3865,,BART Del Norte Station,1,,4,0
2702,2606A3861,128933A2606B3861,,BART Del Norte Station,1,,5,0
2700,2606A3861,129112A2606B3861,,Hercules Transit Center,0,,6,0
2674,2606A3861,128868A2606B3861,,Contra Costa College,1,route C3,7,0
2659,2376A3650,121315A2376B3650,,Ponoma St.,0,route 11,8,0
2659,2376A3650,121221A2376B3650,,Hercules Transit Center,1,route 11,9,0
2676,2376A3650,121845A2376B3650,,Victoria Cr. by the bay,0,,10,0
2702,2376A3650,121610A2376B3650,,BART Del Norte Station,1,,5,0
2659,2609A3862,121907A2609B3862,,Ponoma St.,0,route 11,8,0
2664,2376A3650,121311A2376B3650,,Viewpointe Blvd.,0,route 15,11,0
2700,2606A3861,129113A2606B3861,,Hercules Transit Center,0,,6,0
2672,2609A3862,121900A2609B3862,,Hercules Transit Center,0,route 19,12,0
2700,2612A3865,121531A2612B3865,,Hercules Transit Center,0,,6,0
2702,2606A3861,128916A2606B3861,,BART Del Norte Station,1,,13,0
2676,2583A3844,128034A2583B3844,,San Fransisco Transbay Terminal,1,,14,0
2664,2606A3861,128730A2606B3861,,Viewpointe Blvd.,0,route 15,11,0
2696,2607A3810,121952A2607B3810,,Hercules Transit Center,0,8009,15,0
2664,2376A3650,121342A2376B3650,,Hercules Transit Center,1,route 15,16,0
2696,2555A3810,121694A2555B3810,,Hercules Transit Center,0,1079,17,0
2676,2376A3650,121770A2376B3650,,Victoria Cr. by the bay,0,,3,0
2664,2606A3861,128719A2606B3861,,Viewpointe Blvd.,0,route 15,11,0
2664,2376A3650,121248A2376B3650,,Viewpointe Blvd.,0,route 15,11,0
2664,2606A3861,128733A2606B3861,,Hercules Transit Center,1,route 15,16,0
2661,2404A3694,121338A2404B3694,,Hercules Transit Center,1,,18,0
2670,2376A3650,121451A2376B3650,,Richmond Parkway Transit Center,1,route 18,19,0
2689,2555A3810,121712A2555B3810,,Hercules Transit Center,0,1081,1,0
2676,2376A3650,121793A2376B3650,,Willow Ave. at I-80,0,,20,0
2661,2606A3861,128699A2606B3861,,Hercules Transit Center,1,route 12,21,0
2668,2376A3650,121433A2376B3650,,Richmond Parkway Transit Center,1,route 17,22,0
2659,2606A3861,128645A2606B3861,,Ponoma St.,0,route 11,8,0
2689,2608A3810,121957A2608B3810,,BART Del Norte Station,1,9001,23,0
2689,2608A3810,121959A2608B3810,,BART Del Norte Station,1,9001,23,0
2702,2376A3650,121636A2376B3650,,BART Del Norte Station,1,,13,0
2661,2606A3861,128711A2606B3861,,Hercules Transit Center,1,route 12,21,0
2666,2606A3861,128810A2606B3861,,Richmond Parkway Transit Center,1,route16a,24,0
2666,2376A3650,121420A2376B3650,,Richmond Parkway Transit Center,1,route 16b,24,0
2696,2607A3810,121934A2607B3810,,Hercules Transit Center,0,8007,15,0
2696,2555A3810,121699A2555B3810,,BART Del Norte Station,1,1080,25,0
2661,2376A3650,125545A2376B3650,,Hercules Transit Center,1,route 12,21,0
2700,2606A3861,129062A2606B3861,,BART Del Norte Station,1,,4,0
2702,2376A3650,121583A2376B3650,,BART Del Norte Station,1,,13,0
2676,2376A3650,121811A2376B3650,,San Fransisco Transbay Terminal,1,,26,0
2666,2606A3861,128803A2606B3861,,Richmond Parkway Transit Center,1,route16a,24,0
2655,2376A3650,121216A2376B3650,,Loop Route,0,route 10,27,0
2702,2606A3861,128976A2606B3861,,Hercules Transit Center,0,,28,0
2702,2606A3861,128958A2606B3861,,Hercules Transit Center,0,,29,0
2666,2376A3650,121419A2376B3650,,Simas/Pinole Valley,0,route 16b,2,0
2661,2376A3650,125543A2376B3650,,Hercules Transit Center,1,route 12,21,0
2666,2376A3650,121390A2376B3650,,Richmond Parkway Transit Center,1,route16a,24,0
2696,2555A3810,121753A2555B3810,,BART Del Norte Station,1,1089,30,0
2666,2606A3861,128798A2606B3861,,Richmond Parkway Transit Center,1,route 16b,24,0
2666,2376A3650,125555A2376B3650,,Richmond Parkway Transit Center,1,route 16b,24,0
2706,2376A3650,121573A2376B3650,,Amtrak Station,0,route 30zb,31,0
2696,2555A3810,121751A2555B3810,,BART Del Norte Station,1,1089,30,0
2702,2376A3650,121623A2376B3650,,Hercules Transit Center,0,,28,0
2676,2583A3844,128028A2583B3844,,San Fransisco Transbay Terminal,1,,14,0
2676,2376A3650,121818A2376B3650,,Hercules Transit Center,0,,32,0
2696,2555A3810,121659A2555B3810,,BART Del Norte Station,1,1071,25,0
2674,2376A3650,121466A2376B3650,,Contra Costa College,1,route C3,7,0
2666,2376A3650,121384A2376B3650,,Richmond Parkway Transit Center,1,route16a,24,0
2689,2405A4032,121679A2405B4032,,Hercules Transit Center,0,1076,33,0
2659,2376A3650,121316A2376B3650,,Hercules Transit Center,1,route 11,9,0
2655,2376A3650,121274A2376B3650,,Loop Route,0,route 10,27,0
2659,2606A3861,128644A2606B3861,,Ponoma St.,0,route 11,8,0
2676,2583A3844,128039A2583B3844,,San Fransisco Transbay Terminal,1,,26,0
2670,2376A3650,121434A2376B3650,,San Pablo Ave. and Tara Hills Dr.,0,route 18,34,0
2702,2376A3650,121569A2376B3650,,BART Del Norte Station,1,,5,0
2666,2376A3650,125551A2376B3650,,Simas/Pinole Valley,0,route16a,35,0
2666,2606A3861,128796A2606B3861,,Richmond Parkway Transit Center,1,route16a,24,0
2661,2606A3861,128691A2606B3861,,Carson St.,0,route 12,36,0
2700,2612A3865,121530A2612B3865,,BART Del Norte Station,1,,4,0
2672,2609A3862,121888A2609B3862,,Hercules Transit Center,0,route 19,12,0
2661,2376A3650,121336A2376B3650,,Carson St.,0,route 12,36,0
2664,2606A3861,128743A2606B3861,,Hercules Transit Center,1,route 15,16,0
2666,2606A3861,128809A2606B3861,,Richmond Parkway Transit Center,1,route 16b,24,0
2659,2376A3650,121314A2376B3650,,Hercules Transit Center,1,route 11,9,0
2659,2376A3650,121225A2376B3650,,Hercules Transit Center,1,route 11,9,0
2696,2555A3810,121732A2555B3810,,BART Del Norte Station,1,1086,25,0
2676,2583A3844,128048A2583B3844,,Victoria Cr. by the bay,0,,3,0
2661,2606A3861,128684A2606B3861,,Carson St.,0,route 12,36,0
2676,2376A3650,121773A2376B3650,,San Fransisco Transbay Terminal,1,,14,0
2659,2376A3650,121304A2376B3650,,Hercules Transit Center,1,route 11b,9,0
2676,2376A3650,121829A2376B3650,,San Fransisco Transbay Terminal,1,,14,0
2696,2608A3810,121990A2608B3810,,Hercules Transit Center,0,9004,15,0
2674,2376A3650,121483A2376B3650,,Hercules Transit Center,0,route C3,37,0
2702,2376A3650,121579A2376B3650,,BART Del Norte Station,1,,5,0
2661,2606A3861,128673A2606B3861,,Carson St.,0,route 12,36,0
2661,2606A3861,128677A2606B3861,,Carson St.,0,route 12,36,0
2702,2606A3861,128902A2606B3861,,BART Del Norte Station,1,,13,0
2702,2376A3650,121628A2376B3650,,BART Del Norte Station,1,,13,0
2676,2376A3650,121764A2376B3650,,Willow Ave. at I-80,0,,20,0
2666,2606A3861,128770A2606B3861,,Simas/Pinole Valley,0,route 16b,35,0
2700,2606A3861,129066A2606B3861,,BART Del Norte Station,1,,4,0
2689,2608A3810,121977A2608B3810,,BART Del Norte Station,1,9003,38,0
2676,2376A3650,121841A2376B3650,,Willow Ave. at I-80,0,,20,0
2666,2376A3650,121412A2376B3650,,Richmond Parkway Transit Center,1,route16a,24,0
2696,2555A3810,121744A2555B3810,,Hercules Transit Center,0,1088,17,0
2702,2376A3650,121614A2376B3650,,BART Del Norte Station,1,,13,0
2661,2606A3861,128696A2606B3861,,Hercules Transit Center,1,route 12,21,0
2659,2606A3861,128634A2606B3861,,Ponoma St.,0,route 11,8,0
