route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
2034,1695A3010,108172A1695B3010,,(loop),0,1/24,0,0
2034,3610A5037,160704A3610B5037,,(loop),0,1/24,1,0
2052,1702A3018,120534A1702B3018,,(loop),0,,2,0
2039,3610A5037,160716A3610B5037,,Eastside Transit Center,0,11/33,3,0
2035,1702A3018,108378A1702B3018,,(loop),0,,4,1
2035,2598A3857,128461A2598B3857,,(loop),0,,5,1
2034,3610A5037,160701A3610B5037,,(loop),0,1/24,1,0
2035,2598A3857,128464A2598B3857,,(loop),0,,4,1
2040,1693A3010,108334A1693B3010,,(loop),0,1/24,6,0
2034,3610A5037,160698A3610B5037,,(loop),0,1/24,1,0
2051,1702A3018,120535A1702B3018,,(loop),0,,7,0
2038,3610A5037,160708A3610B5037,,(loop),0,3/33,8,0
2040,1692A3010,108310A1692B3010,,(loop),0,1/24,9,0
2039,3610A5037,160712A3610B5037,,Downtown Petaluma,1,11/33,10,0
2034,1695A3010,108173A1695B3010,,(loop),0,1/24,1,0
2038,3610A5037,160707A3610B5037,,(loop),0,11/33,8,0
2048,1703A3018,120538A1703B3018,,Eastside Transit Center,0,,11,0
2035,1701A3018,122813A1701B3018,,Petaluma Jr HS - Petaluma HS,0,,12,1
2051,1703A3018,120533A1703B3018,,Kenilworth JHS - Casa Grande HS,0,,13,0
2034,3610A5037,160697A3610B5037,,(loop),0,1/24,1,0
2034,3610A5037,160703A3610B5037,,(loop),0,1/24,1,0
2035,1701A3018,122815A1701B3018,,,0,,14,1
2052,1701A3018,108258A1701B3018,,(loop),0,,2,0
2034,3610A5037,160702A3610B5037,,(loop),0,1/24,1,0
2034,1695A3010,108170A1695B3010,,(loop),0,1/24,1,0
2034,1695A3010,108166A1695B3010,,(loop),0,1/24,1,0
2034,1695A3010,108167A1695B3010,,(loop),0,1/24,1,0
2035,2598A3857,128463A2598B3857,,(loop),0,,12,1
2049,1702A3018,108184A1702B3018,,(loop),0,,15,0
2040,1693A3010,124110A1693B3010,,(loop),0,1/24,16,0
2038,1692A3010,108216A1692B3010,,(loop),0,3/33,8,0
2035,1702A3018,108383A1702B3018,,(loop),0,,14,1
2035,2598A3857,128465A2598B3857,,(loop),0,,14,1
2035,2598A3857,128460A2598B3857,,(loop),0,,17,1
2035,1703A3018,122812A1703B3018,,(loop),0,,18,1
2048,1701A3018,108183A1701B3018,,(loop),0,,19,0
2034,1695A3010,108169A1695B3010,,(loop),0,1/24,1,0
2034,3610A5037,160700A3610B5037,,(loop),0,1/24,1,0
2035,1703A3018,122811A1703B3018,,Petaluma Jr HS - Petaluma HS,0,,5,1
2038,1692A3010,108252A1692B3010,,(loop),0,3/33,20,0
2035,1701A3018,122814A1701B3018,,(loop),0,,4,1
2034,1695A3010,108171A1695B3010,,(loop),0,1/24,1,0
2035,2598A3857,128462A2598B3857,,(loop),0,,18,1
2048,1702A3018,120539A1702B3018,,(loop),0,,19,0
2040,1692A3010,108312A1692B3010,,(loop),0,1/24,9,0
2034,3610A5037,160699A3610B5037,,(loop),0,1/24,1,0
2035,1702A3018,108381A1702B3018,,(loop),0,,12,1
2034,1695A3010,108168A1695B3010,,(loop),0,1/24,1,0
2035,1703A3018,122810A1703B3018,,Petaluma Jr HS - Petaluma HS,0,,17,1
2049,1701A3018,120536A1701B3018,,4th Street west of C St.,0,,15,0
2051,1701A3018,108257A1701B3018,,(loop),0,,7,0
2040,1692A3010,108623A1692B3010,,(loop),0,1/24,9,0
2040,1693A3010,108321A1693B3010,,(loop),0,1/24,16,0
2036,1694A3010,i0-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i1-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i2-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i3-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i4-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i5-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i6-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i7-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1694A3010,i8-frequency_id13048-108614A1694B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i0-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i1-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i2-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i3-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i4-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i5-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i6-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i7-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i8-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i9-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i10-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i11-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i12-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i13-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i14-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1692A3010,i15-frequency_id12953-114741A1692B3010,,N. McDowell - Old Redwood Hwy,0,2/11,21,1
2036,1693A3010,i0-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i1-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i2-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i3-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i4-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i5-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i6-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i7-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i8-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i9-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i10-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i11-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i12-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i13-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1693A3010,i14-frequency_id13047-108615A1693B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i0-frequency_id13045-128484A1692B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i1-frequency_id13045-128484A1692B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i2-frequency_id13045-128484A1692B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i3-frequency_id13045-128484A1692B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
2036,1692A3010,i4-frequency_id13045-128484A1692B3010,,N. McDowell - Old Redwood Hwy,0,11/2,21,1
