service_id,date,exception_type
1694A3010,20160216,1
1693A3010,20160101,2
1697A3010,20160530,2
1693A3010,20160216,2
1692A3010,20151127,2
1693A3010,20160905,2
1697A3010,20160118,2
1693A3010,20151126,2
1692A3010,20161111,2
1692A3010,20150907,2
1694A3010,20160905,1
1692A3010,20151126,2
1694A3010,20161111,1
1695A3010,20151111,2
1694A3010,20150907,1
1701A3018,20160530,2
2598A3857,20160716,2
1692A3010,20160905,2
1696A3010,20151111,2
1693A3010,20161111,2
1693A3010,20150907,2
1692A3010,20160101,2
1694A3010,20151127,1
1696A3010,20160716,2
1692A3010,20160216,2
1695A3010,20160716,2
1693A3010,20151127,2
1695A3010,20161225,2
1694A3010,20160118,1
1694A3010,20160101,2
1697A3010,20160905,2
1694A3010,20151225,2
1696A3010,20161225,2
1693A3010,20151111,2
2598A3857,20160704,2
1693A3010,20160118,2
1697A3010,20151126,2
1695A3010,20160704,2
1693A3010,20160716,2
1695A3010,20161125,2
1695A3010,20151127,2
1697A3010,20151225,2
1697A3010,20160216,2
1694A3010,20151126,2
1694A3010,20160530,1
1697A3010,20161124,2
1696A3010,20160704,2
1696A3010,20161125,2
1696A3010,20151127,2
1697A3010,20160101,2
1693A3010,20160530,2
1696A3010,20160101,2
1695A3010,20151225,2
1697A3010,20160704,2
1697A3010,20161125,2
1697A3010,20151127,2
1695A3010,20160216,2
1692A3010,20160716,2
1696A3010,20161124,2
1696A3010,20160216,2
1703A3018,20160530,2
1692A3010,20160530,2
1694A3010,20161225,2
1695A3010,20161124,2
1695A3010,20160101,2
1696A3010,20151225,2
1696A3010,20151126,2
1697A3010,20161225,2
1696A3010,20160905,2
1697A3010,20161111,2
1697A3010,20150907,2
1692A3010,20151111,2
1702A3018,20160530,2
1695A3010,20160905,2
1694A3010,20160704,2
1692A3010,20160118,2
1695A3010,20151126,2
1693A3010,20161124,2
1693A3010,20151225,2
1697A3010,20160716,2
1692A3010,20160704,2
1692A3010,20161125,2
1694A3010,20160716,2
1697A3010,20151111,2
1692A3010,20161225,2
1695A3010,20160118,2
1693A3010,20161225,2
1696A3010,20160118,2
1694A3010,20161125,1
1695A3010,20160530,2
1692A3010,20161124,2
1693A3010,20160704,2
1693A3010,20161125,2
1696A3010,20160530,2
1692A3010,20151225,2
1694A3010,20161124,2
1695A3010,20161111,2
1694A3010,20151111,1
1695A3010,20150907,2
1696A3010,20161111,2
1696A3010,20150907,2
