fare_id,route_id, origin_id, destination_id, contains_id
134377,,4337,4330,
134378,,4328,4330,
134379,,4331,4330,
134380,,4337,4327,
134381,,4328,4327,
134382,,4331,4327,
134383,,4337,4325,
134384,,4328,4325,
134385,,4331,4325,
134386,,4337,4326,
134387,,4337,4324,
134388,,4328,4326,
134389,,4331,4326,
134390,,4337,4336,
134391,,4328,4336,
134394,,4329,4337,
134395,,4330,4337,
134396,,4327,4337,
134404,,4329,4328,
134405,,4330,4328,
134406,,4328,4324,
134407,,4327,4328,
134408,,4325,4328,
134409,,4326,4328,
134410,,4336,4328,
134411,,4337,4328,
134417,,4327,4331,
134418,,4325,4331,
134419,,4326,4331,
134425,,4328,4322,
134427,,4329,4324,
134428,,4330,4324,
134429,,4327,4324,
134430,,4325,4324,
134435,,4330,4329,
134436,,4327,4329,
134438,,4326,4329,
134450,,4330,4327,
134451,,4322,4327,
134452,,4324,4325,
134453,,4329,4325,
134454,,4330,4325,
134455,,4322,4325,
134459,,4322,4326,
134460,,4324,4336,
134461,,4329,4336,
134462,,4330,4336,
134466,,4330,4322,
134472,,4326,4327,
134473,,4336,4327,
134474,,4327,4325,
134476,,4336,4325,
134478,,4325,4326,
134480,,4327,4336,
134481,,4325,4336,
134486,,53029,4326,
134487,,4327,53029,
134492,,4337,53029,
134493,,53029,4331,
134496,,53029,4322,
134499,,4336,53029,
134500,,53029,4336,
134503,,4328,53029,
134504,,53029,4328,
134479,,4336,4326,
134373,,4331,4324,
134374,,4337,4329,
134375,,4328,4329,
134376,,4331,4329,
134392,,4331,4336,
134393,,4324,4337,
134397,,4325,4337,
134398,,4326,4337,
134399,,4336,4337,
134400,,4328,4337,
134401,,4331,4337,
134402,,4322,4337,
134403,,4324,4328,
134412,,4331,4328,
134413,,4322,4328,
134414,,4324,4331,
134415,,4329,4331,
134416,,4330,4331,
134420,,4336,4331,
134421,,4337,4331,
134422,,4328,4331,
134423,,4322,4331,
134424,,4337,4322,
134426,,4331,4322,
134431,,4326,4324,
134432,,4336,4324,
134433,,4322,4324,
134434,,4324,4329,
134437,,4325,4329,
134439,,4336,4329,
134440,,4322,4329,
134441,,4324,4330,
134442,,4329,4330,
134443,,4327,4330,
134444,,4325,4330,
134445,,4326,4330,
134446,,4336,4330,
134447,,4322,4330,
134448,,4324,4327,
134449,,4329,4327,
134456,,4324,4326,
134457,,4329,4326,
134458,,4330,4326,
134463,,4322,4336,
134464,,4324,4322,
134465,,4329,4322,
134467,,4327,4322,
134468,,4325,4322,
134469,,4326,4322,
134470,,4336,4322,
134471,,4325,4327,
134475,,4326,4325,
134477,,4327,4326,
134482,,4326,4336,
134483,,53029,4324,
134484,,4326,53029,
134485,,4324,53029,
134488,,53029,4327,
134489,,4330,53029,
134490,,53029,4330,
134491,,53029,4337,
134494,,4331,53029,
134495,,4322,53029,
134497,,4325,53029,
134498,,53029,4325,
134501,,4329,53029,
134502,,53029,4329,
