service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
6518,1,1,1,1,1,0,0,20130114,20190519
7081,0,0,0,0,0,1,0,20160206,20160206
7082,0,0,0,0,0,0,1,20130114,20190519
6519,0,0,0,0,0,1,1,20130114,20190519
7083,0,0,0,0,0,0,1,20160207,20160207
7084,1,1,1,1,1,1,1,20130114,20190519
7085,1,1,0,1,1,0,1,20130114,20190519
7086,0,1,0,1,0,1,0,20130114,20190519
7087,1,0,1,0,1,0,1,20130114,20190519
