0,default,EA,1000,500,500,500,500,500,607,1177
0,default,AM,2000,500,500,250,500,500,607,1177
0,default,MD,3000,500,500,500,500,500,607,1177
0,default,PM,4000,500,500,250,500,500,607,1177
0,default,EV,5000,500,500,500,500,500,607,1177
4,GoldenGate,EA,1004,,,,,,759,1391
4,GoldenGate,AM,2004,,,300,,,759,1391
4,GoldenGate,MD,3004,,,,,,759,1391
4,GoldenGate,PM,4004,,,300,,,759,1391
4,GoldenGate,EV,5004,,,,,,759,1391
5,BayBridge,EA,1005,400,400,400,400,400,,
5,BayBridge,AM,2005,600,600,250,600,600,,
5,BayBridge,MD,3005,400,400,400,400,400,,
5,BayBridge,PM,4005,600,600,250,600,600,,
5,BayBridge,EV,5005,400,400,400,400,400,,
6,SanMateo,AM,2006,,250,,,,,
6,SanMateo,PM,4006,,250,,,,,
7,Dumbarton,AM,2007,,250,,,,,
7,Dumbarton,PM,4007,,250,,,,,
