fare_id,route_id,origin_id,destination_id,contains_id
203,,SFIA,CAST,
225,,SFIA,DUBL,
233,,SFIA,PITT,
223,,SFIA,NCON,
154,,SFIA,COLM,
219,,SFIA,CONC,
211,,SFIA,PHIL,
208,,SFIA,WCRK,
201,,SFIA,LAFY,
194,,SFIA,ORIN,
183,,SFIA,ROCK,
177,,SFIA,WOAK,
173,,SFIA,EMBR,
173,,SFIA,MONT,
173,,SFIA,POWL,
173,,SFIA,CIVC,
172,,SFIA,16TH,
170,,SFIA,24TH,
165,,SFIA,GLEN,
162,,SFIA,BALB,
158,,SFIA,DALY,
308,,SFIA,OAKL,
62,,MLBR,SSAN,
62,,MLBR,SBRN,
85,,MLBR,SFIA,
111,,MLBR,MLBR,
139,,MLBR,WDUB,
114,,MLBR,RICH,
110,,MLBR,DELN,
107,,MLBR,PLZA,
103,,MLBR,NBRK,
102,,MLBR,DBRK,
100,,MLBR,ASHB,
98,,MLBR,MCAR,
96,,MLBR,19TH,
96,,MLBR,12TH,
96,,MLBR,LAKE,
101,,MLBR,FTVL,
105,,MLBR,COLS,
111,,MLBR,SANL,
115,,MLBR,BAYF,
121,,MLBR,HAYW,
126,,MLBR,SHAY,
136,,MLBR,UCTY,
142,,MLBR,FRMT,
121,,MLBR,CAST,
142,,MLBR,DUBL,
150,,MLBR,PITT,
140,,MLBR,NCON,
72,,MLBR,COLM,
136,,MLBR,CONC,
128,,MLBR,PHIL,
125,,MLBR,WCRK,
118,,MLBR,LAFY,
111,,MLBR,ORIN,
100,,MLBR,ROCK,
94,,MLBR,WOAK,
90,,MLBR,EMBR,
90,,MLBR,MONT,
90,,MLBR,POWL,
90,,MLBR,CIVC,
89,,MLBR,16TH,
88,,MLBR,24TH,
83,,MLBR,GLEN,
81,,MLBR,BALB,
76,,MLBR,DALY,
225,,MLBR,OAKL,
127,,WDUB,SSAN,
132,,WDUB,SBRN,
222,,WDUB,SFIA,
139,,WDUB,MLBR,
111,,WDUB,WDUB,
100,,WDUB,RICH,
96,,WDUB,DELN,
93,,WDUB,PLZA,
89,,WDUB,NBRK,
88,,WDUB,DBRK,
86,,WDUB,ASHB,
84,,WDUB,MCAR,
82,,WDUB,19TH,
82,,WDUB,12TH,
82,,WDUB,LAKE,
77,,WDUB,FTVL,
73,,WDUB,COLS,
68,,WDUB,SANL,
37,,WDUB,BAYF,
69,,WDUB,HAYW,
74,,WDUB,SHAY,
84,,WDUB,UCTY,
90,,WDUB,FRMT,
37,,WDUB,CAST,
37,,WDUB,DUBL,
133,,WDUB,PITT,
123,,WDUB,NCON,
124,,WDUB,COLM,
119,,WDUB,CONC,
111,,WDUB,PHIL,
108,,WDUB,WCRK,
101,,WDUB,LAFY,
94,,WDUB,ORIN,
84,,WDUB,ROCK,
84,,WDUB,WOAK,
115,,WDUB,EMBR,
115,,WDUB,MONT,
115,,WDUB,POWL,
115,,WDUB,CIVC,
117,,WDUB,16TH,
118,,WDUB,24TH,
121,,WDUB,GLEN,
122,,WDUB,BALB,
124,,WDUB,DALY,
193,,WDUB,OAKL,
103,,RICH,SSAN,
108,,RICH,SBRN,
197,,RICH,SFIA,
114,,RICH,MLBR,
100,,RICH,WDUB,
111,,RICH,RICH,
37,,RICH,DELN,
37,,RICH,PLZA,
37,,RICH,NBRK,
37,,RICH,DBRK,
37,,RICH,ASHB,
52,,RICH,MCAR,
56,,RICH,19TH,
56,,RICH,12TH,
56,,RICH,LAKE,
62,,RICH,FTVL,
66,,RICH,COLS,
72,,RICH,SANL,
76,,RICH,BAYF,
82,,RICH,HAYW,
87,,RICH,SHAY,
97,,RICH,UCTY,
103,,RICH,FRMT,
82,,RICH,CAST,
103,,RICH,DUBL,
104,,RICH,PITT,
94,,RICH,NCON,
99,,RICH,COLM,
90,,RICH,CONC,
83,,RICH,PHIL,
79,,RICH,WCRK,
73,,RICH,LAFY,
65,,RICH,ORIN,
53,,RICH,ROCK,
59,,RICH,WOAK,
90,,RICH,EMBR,
90,,RICH,MONT,
90,,RICH,POWL,
90,,RICH,CIVC,
92,,RICH,16TH,
93,,RICH,24TH,
96,,RICH,GLEN,
97,,RICH,BALB,
100,,RICH,DALY,
186,,RICH,OAKL,
98,,DELN,SSAN,
103,,DELN,SBRN,
193,,DELN,SFIA,
110,,DELN,MLBR,
96,,DELN,WDUB,
37,,DELN,RICH,
111,,DELN,DELN,
37,,DELN,PLZA,
37,,DELN,NBRK,
37,,DELN,DBRK,
37,,DELN,ASHB,
45,,DELN,MCAR,
49,,DELN,19TH,
49,,DELN,12TH,
49,,DELN,LAKE,
58,,DELN,FTVL,
62,,DELN,COLS,
68,,DELN,SANL,
72,,DELN,BAYF,
78,,DELN,HAYW,
84,,DELN,SHAY,
93,,DELN,UCTY,
100,,DELN,FRMT,
78,,DELN,CAST,
99,,DELN,DUBL,
100,,DELN,PITT,
90,,DELN,NCON,
95,,DELN,COLM,
86,,DELN,CONC,
78,,DELN,PHIL,
76,,DELN,WCRK,
69,,DELN,LAFY,
62,,DELN,ORIN,
46,,DELN,ROCK,
52,,DELN,WOAK,
86,,DELN,EMBR,
86,,DELN,MONT,
86,,DELN,POWL,
86,,DELN,CIVC,
88,,DELN,16TH,
89,,DELN,24TH,
92,,DELN,GLEN,
93,,DELN,BALB,
95,,DELN,DALY,
182,,DELN,OAKL,
95,,PLZA,SSAN,
100,,PLZA,SBRN,
189,,PLZA,SFIA,
107,,PLZA,MLBR,
93,,PLZA,WDUB,
37,,PLZA,RICH,
37,,PLZA,DELN,
111,,PLZA,PLZA,
37,,PLZA,NBRK,
37,,PLZA,DBRK,
37,,PLZA,ASHB,
40,,PLZA,MCAR,
44,,PLZA,19TH,
44,,PLZA,12TH,
44,,PLZA,LAKE,
53,,PLZA,FTVL,
59,,PLZA,COLS,
64,,PLZA,SANL,
69,,PLZA,BAYF,
75,,PLZA,HAYW,
80,,PLZA,SHAY,
90,,PLZA,UCTY,
96,,PLZA,FRMT,
74,,PLZA,CAST,
96,,PLZA,DUBL,
97,,PLZA,PITT,
87,,PLZA,NCON,
92,,PLZA,COLM,
83,,PLZA,CONC,
75,,PLZA,PHIL,
72,,PLZA,WCRK,
66,,PLZA,LAFY,
57,,PLZA,ORIN,
41,,PLZA,ROCK,
47,,PLZA,WOAK,
83,,PLZA,EMBR,
83,,PLZA,MONT,
83,,PLZA,POWL,
83,,PLZA,CIVC,
85,,PLZA,16TH,
86,,PLZA,24TH,
89,,PLZA,GLEN,
90,,PLZA,BALB,
92,,PLZA,DALY,
179,,PLZA,OAKL,
92,,NBRK,SSAN,
97,,NBRK,SBRN,
186,,NBRK,SFIA,
103,,NBRK,MLBR,
89,,NBRK,WDUB,
37,,NBRK,RICH,
37,,NBRK,DELN,
37,,NBRK,PLZA,
111,,NBRK,NBRK,
37,,NBRK,DBRK,
37,,NBRK,ASHB,
37,,NBRK,MCAR,
38,,NBRK,19TH,
38,,NBRK,12TH,
38,,NBRK,LAKE,
47,,NBRK,FTVL,
53,,NBRK,COLS,
61,,NBRK,SANL,
65,,NBRK,BAYF,
71,,NBRK,HAYW,
77,,NBRK,SHAY,
86,,NBRK,UCTY,
92,,NBRK,FRMT,
71,,NBRK,CAST,
92,,NBRK,DUBL,
93,,NBRK,PITT,
84,,NBRK,NCON,
88,,NBRK,COLM,
80,,NBRK,CONC,
72,,NBRK,PHIL,
69,,NBRK,WCRK,
62,,NBRK,LAFY,
51,,NBRK,ORIN,
37,,NBRK,ROCK,
41,,NBRK,WOAK,
80,,NBRK,EMBR,
80,,NBRK,MONT,
80,,NBRK,POWL,
80,,NBRK,CIVC,
81,,NBRK,16TH,
82,,NBRK,24TH,
85,,NBRK,GLEN,
86,,NBRK,BALB,
89,,NBRK,DALY,
173,,NBRK,OAKL,
91,,DBRK,SSAN,
95,,DBRK,SBRN,
185,,DBRK,SFIA,
102,,DBRK,MLBR,
88,,DBRK,WDUB,
37,,DBRK,RICH,
37,,DBRK,DELN,
37,,DBRK,PLZA,
37,,DBRK,NBRK,
111,,DBRK,DBRK,
37,,DBRK,ASHB,
37,,DBRK,MCAR,
37,,DBRK,19TH,
37,,DBRK,12TH,
37,,DBRK,LAKE,
44,,DBRK,FTVL,
50,,DBRK,COLS,
60,,DBRK,SANL,
65,,DBRK,BAYF,
70,,DBRK,HAYW,
76,,DBRK,SHAY,
85,,DBRK,UCTY,
92,,DBRK,FRMT,
70,,DBRK,CAST,
91,,DBRK,DUBL,
92,,DBRK,PITT,
82,,DBRK,NCON,
87,,DBRK,COLM,
78,,DBRK,CONC,
71,,DBRK,PHIL,
68,,DBRK,WCRK,
60,,DBRK,LAFY,
48,,DBRK,ORIN,
37,,DBRK,ROCK,
39,,DBRK,WOAK,
78,,DBRK,EMBR,
78,,DBRK,MONT,
78,,DBRK,POWL,
78,,DBRK,CIVC,
80,,DBRK,16TH,
81,,DBRK,24TH,
84,,DBRK,GLEN,
85,,DBRK,BALB,
88,,DBRK,DALY,
170,,DBRK,OAKL,
89,,ASHB,SSAN,
94,,ASHB,SBRN,
183,,ASHB,SFIA,
100,,ASHB,MLBR,
86,,ASHB,WDUB,
37,,ASHB,RICH,
37,,ASHB,DELN,
37,,ASHB,PLZA,
37,,ASHB,NBRK,
37,,ASHB,DBRK,
111,,ASHB,ASHB,
37,,ASHB,MCAR,
37,,ASHB,19TH,
37,,ASHB,12TH,
37,,ASHB,LAKE,
41,,ASHB,FTVL,
47,,ASHB,COLS,
57,,ASHB,SANL,
63,,ASHB,BAYF,
68,,ASHB,HAYW,
74,,ASHB,SHAY,
83,,ASHB,UCTY,
90,,ASHB,FRMT,
68,,ASHB,CAST,
90,,ASHB,DUBL,
92,,ASHB,PITT,
82,,ASHB,NCON,
85,,ASHB,COLM,
78,,ASHB,CONC,
70,,ASHB,PHIL,
66,,ASHB,WCRK,
57,,ASHB,LAFY,
45,,ASHB,ORIN,
37,,ASHB,ROCK,
37,,ASHB,WOAK,
75,,ASHB,EMBR,
75,,ASHB,MONT,
75,,ASHB,POWL,
75,,ASHB,CIVC,
78,,ASHB,16TH,
79,,ASHB,24TH,
82,,ASHB,GLEN,
84,,ASHB,BALB,
86,,ASHB,DALY,
167,,ASHB,OAKL,
87,,MCAR,SSAN,
92,,MCAR,SBRN,
181,,MCAR,SFIA,
98,,MCAR,MLBR,
84,,MCAR,WDUB,
52,,MCAR,RICH,
45,,MCAR,DELN,
40,,MCAR,PLZA,
37,,MCAR,NBRK,
37,,MCAR,DBRK,
37,,MCAR,ASHB,
111,,MCAR,MCAR,
37,,MCAR,19TH,
37,,MCAR,12TH,
37,,MCAR,LAKE,
37,,MCAR,FTVL,
43,,MCAR,COLS,
52,,MCAR,SANL,
59,,MCAR,BAYF,
66,,MCAR,HAYW,
71,,MCAR,SHAY,
81,,MCAR,UCTY,
87,,MCAR,FRMT,
66,,MCAR,CAST,
87,,MCAR,DUBL,
92,,MCAR,PITT,
82,,MCAR,NCON,
83,,MCAR,COLM,
78,,MCAR,CONC,
70,,MCAR,PHIL,
66,,MCAR,WCRK,
56,,MCAR,LAFY,
37,,MCAR,ORIN,
37,,MCAR,ROCK,
37,,MCAR,WOAK,
70,,MCAR,EMBR,
70,,MCAR,MONT,
70,,MCAR,POWL,
70,,MCAR,CIVC,
74,,MCAR,16TH,
76,,MCAR,24TH,
80,,MCAR,GLEN,
81,,MCAR,BALB,
84,,MCAR,DALY,
163,,MCAR,OAKL,
85,,19TH,SSAN,
90,,19TH,SBRN,
179,,19TH,SFIA,
96,,19TH,MLBR,
82,,19TH,WDUB,
56,,19TH,RICH,
49,,19TH,DELN,
44,,19TH,PLZA,
38,,19TH,NBRK,
37,,19TH,DBRK,
37,,19TH,ASHB,
37,,19TH,MCAR,
111,,19TH,19TH,
37,,19TH,12TH,
37,,19TH,LAKE,
37,,19TH,FTVL,
37,,19TH,COLS,
48,,19TH,SANL,
55,,19TH,BAYF,
64,,19TH,HAYW,
70,,19TH,SHAY,
79,,19TH,UCTY,
86,,19TH,FRMT,
64,,19TH,CAST,
85,,19TH,DUBL,
92,,19TH,PITT,
82,,19TH,NCON,
81,,19TH,COLM,
78,,19TH,CONC,
71,,19TH,PHIL,
68,,19TH,WCRK,
59,,19TH,LAFY,
47,,19TH,ORIN,
37,,19TH,ROCK,
37,,19TH,WOAK,
66,,19TH,EMBR,
66,,19TH,MONT,
66,,19TH,POWL,
66,,19TH,CIVC,
70,,19TH,16TH,
72,,19TH,24TH,
77,,19TH,GLEN,
79,,19TH,BALB,
82,,19TH,DALY,
157,,19TH,OAKL,
85,,12TH,SSAN,
90,,12TH,SBRN,
179,,12TH,SFIA,
96,,12TH,MLBR,
82,,12TH,WDUB,
56,,12TH,RICH,
49,,12TH,DELN,
44,,12TH,PLZA,
38,,12TH,NBRK,
37,,12TH,DBRK,
37,,12TH,ASHB,
37,,12TH,MCAR,
37,,12TH,19TH,
111,,12TH,12TH,
37,,12TH,LAKE,
37,,12TH,FTVL,
37,,12TH,COLS,
48,,12TH,SANL,
55,,12TH,BAYF,
64,,12TH,HAYW,
70,,12TH,SHAY,
79,,12TH,UCTY,
86,,12TH,FRMT,
64,,12TH,CAST,
85,,12TH,DUBL,
92,,12TH,PITT,
82,,12TH,NCON,
81,,12TH,COLM,
78,,12TH,CONC,
71,,12TH,PHIL,
68,,12TH,WCRK,
59,,12TH,LAFY,
47,,12TH,ORIN,
37,,12TH,ROCK,
37,,12TH,WOAK,
66,,12TH,EMBR,
66,,12TH,MONT,
66,,12TH,POWL,
66,,12TH,CIVC,
70,,12TH,16TH,
72,,12TH,24TH,
77,,12TH,GLEN,
79,,12TH,BALB,
82,,12TH,DALY,
157,,12TH,OAKL,
85,,LAKE,SSAN,
90,,LAKE,SBRN,
179,,LAKE,SFIA,
96,,LAKE,MLBR,
82,,LAKE,WDUB,
56,,LAKE,RICH,
49,,LAKE,DELN,
44,,LAKE,PLZA,
38,,LAKE,NBRK,
37,,LAKE,DBRK,
37,,LAKE,ASHB,
37,,LAKE,MCAR,
37,,LAKE,19TH,
37,,LAKE,12TH,
111,,LAKE,LAKE,
37,,LAKE,FTVL,
37,,LAKE,COLS,
48,,LAKE,SANL,
55,,LAKE,BAYF,
64,,LAKE,HAYW,
70,,LAKE,SHAY,
79,,LAKE,UCTY,
86,,LAKE,FRMT,
64,,LAKE,CAST,
85,,LAKE,DUBL,
92,,LAKE,PITT,
82,,LAKE,NCON,
81,,LAKE,COLM,
78,,LAKE,CONC,
71,,LAKE,PHIL,
68,,LAKE,WCRK,
59,,LAKE,LAFY,
47,,LAKE,ORIN,
37,,LAKE,ROCK,
37,,LAKE,WOAK,
66,,LAKE,EMBR,
66,,LAKE,MONT,
66,,LAKE,POWL,
66,,LAKE,CIVC,
70,,LAKE,16TH,
72,,LAKE,24TH,
77,,LAKE,GLEN,
79,,LAKE,BALB,
82,,LAKE,DALY,
157,,LAKE,OAKL,
90,,FTVL,SSAN,
95,,FTVL,SBRN,
184,,FTVL,SFIA,
101,,FTVL,MLBR,
77,,FTVL,WDUB,
62,,FTVL,RICH,
58,,FTVL,DELN,
53,,FTVL,PLZA,
47,,FTVL,NBRK,
44,,FTVL,DBRK,
41,,FTVL,ASHB,
37,,FTVL,MCAR,
37,,FTVL,19TH,
37,,FTVL,12TH,
37,,FTVL,LAKE,
111,,FTVL,FTVL,
37,,FTVL,COLS,
37,,FTVL,SANL,
47,,FTVL,BAYF,
55,,FTVL,HAYW,
64,,FTVL,SHAY,
74,,FTVL,UCTY,
81,,FTVL,FRMT,
55,,FTVL,CAST,
80,,FTVL,DUBL,
95,,FTVL,PITT,
85,,FTVL,NCON,
86,,FTVL,COLM,
81,,FTVL,CONC,
73,,FTVL,PHIL,
71,,FTVL,WCRK,
64,,FTVL,LAFY,
53,,FTVL,ORIN,
38,,FTVL,ROCK,
37,,FTVL,WOAK,
75,,FTVL,EMBR,
75,,FTVL,MONT,
75,,FTVL,POWL,
75,,FTVL,CIVC,
78,,FTVL,16TH,
80,,FTVL,24TH,
83,,FTVL,GLEN,
85,,FTVL,BALB,
87,,FTVL,DALY,
157,,FTVL,OAKL,
94,,COLS,SSAN,
99,,COLS,SBRN,
188,,COLS,SFIA,
105,,COLS,MLBR,
73,,COLS,WDUB,
66,,COLS,RICH,
62,,COLS,DELN,
59,,COLS,PLZA,
53,,COLS,NBRK,
50,,COLS,DBRK,
47,,COLS,ASHB,
43,,COLS,MCAR,
37,,COLS,19TH,
37,,COLS,12TH,
37,,COLS,LAKE,
37,,COLS,FTVL,
111,,COLS,COLS,
37,,COLS,SANL,
37,,COLS,BAYF,
49,,COLS,HAYW,
58,,COLS,SHAY,
70,,COLS,UCTY,
77,,COLS,FRMT,
49,,COLS,CAST,
76,,COLS,DUBL,
99,,COLS,PITT,
89,,COLS,NCON,
90,,COLS,COLM,
85,,COLS,CONC,
77,,COLS,PHIL,
74,,COLS,WCRK,
67,,COLS,LAFY,
60,,COLS,ORIN,
44,,COLS,ROCK,
42,,COLS,WOAK,
81,,COLS,EMBR,
81,,COLS,MONT,
81,,COLS,POWL,
81,,COLS,CIVC,
83,,COLS,16TH,
84,,COLS,24TH,
87,,COLS,GLEN,
88,,COLS,BALB,
91,,COLS,DALY,
120,,COLS,OAKL,
99,,SANL,SSAN,
104,,SANL,SBRN,
193,,SANL,SFIA,
111,,SANL,MLBR,
68,,SANL,WDUB,
72,,SANL,RICH,
68,,SANL,DELN,
64,,SANL,PLZA,
61,,SANL,NBRK,
60,,SANL,DBRK,
57,,SANL,ASHB,
52,,SANL,MCAR,
48,,SANL,19TH,
48,,SANL,12TH,
48,,SANL,LAKE,
37,,SANL,FTVL,
37,,SANL,COLS,
111,,SANL,SANL,
37,,SANL,BAYF,
37,,SANL,HAYW,
49,,SANL,SHAY,
63,,SANL,UCTY,
71,,SANL,FRMT,
37,,SANL,CAST,
71,,SANL,DUBL,
104,,SANL,PITT,
95,,SANL,NCON,
96,,SANL,COLM,
91,,SANL,CONC,
83,,SANL,PHIL,
80,,SANL,WCRK,
73,,SANL,LAFY,
66,,SANL,ORIN,
53,,SANL,ROCK,
51,,SANL,WOAK,
87,,SANL,EMBR,
87,,SANL,MONT,
87,,SANL,POWL,
87,,SANL,CIVC,
89,,SANL,16TH,
90,,SANL,24TH,
93,,SANL,GLEN,
94,,SANL,BALB,
96,,SANL,DALY,
157,,SANL,OAKL,
104,,BAYF,SSAN,
109,,BAYF,SBRN,
198,,BAYF,SFIA,
115,,BAYF,MLBR,
37,,BAYF,WDUB,
76,,BAYF,RICH,
72,,BAYF,DELN,
69,,BAYF,PLZA,
65,,BAYF,NBRK,
65,,BAYF,DBRK,
63,,BAYF,ASHB,
59,,BAYF,MCAR,
55,,BAYF,19TH,
55,,BAYF,12TH,
55,,BAYF,LAKE,
47,,BAYF,FTVL,
37,,BAYF,COLS,
37,,BAYF,SANL,
111,,BAYF,BAYF,
37,,BAYF,HAYW,
37,,BAYF,SHAY,
37,,BAYF,UCTY,
37,,BAYF,FRMT,
37,,BAYF,CAST,
37,,BAYF,DUBL,
109,,BAYF,PITT,
99,,BAYF,NCON,
100,,BAYF,COLM,
95,,BAYF,CONC,
87,,BAYF,PHIL,
84,,BAYF,WCRK,
78,,BAYF,LAFY,
70,,BAYF,ORIN,
60,,BAYF,ROCK,
59,,BAYF,WOAK,
92,,BAYF,EMBR,
92,,BAYF,MONT,
92,,BAYF,POWL,
92,,BAYF,CIVC,
93,,BAYF,16TH,
94,,BAYF,24TH,
97,,BAYF,GLEN,
98,,BAYF,BALB,
101,,BAYF,DALY,
157,,BAYF,OAKL,
109,,HAYW,SSAN,
114,,HAYW,SBRN,
204,,HAYW,SFIA,
121,,HAYW,MLBR,
69,,HAYW,WDUB,
82,,HAYW,RICH,
78,,HAYW,DELN,
75,,HAYW,PLZA,
71,,HAYW,NBRK,
70,,HAYW,DBRK,
68,,HAYW,ASHB,
66,,HAYW,MCAR,
64,,HAYW,19TH,
64,,HAYW,12TH,
64,,HAYW,LAKE,
55,,HAYW,FTVL,
49,,HAYW,COLS,
37,,HAYW,SANL,
37,,HAYW,BAYF,
111,,HAYW,HAYW,
37,,HAYW,SHAY,
37,,HAYW,UCTY,
37,,HAYW,FRMT,
37,,HAYW,CAST,
72,,HAYW,DUBL,
114,,HAYW,PITT,
104,,HAYW,NCON,
106,,HAYW,COLM,
101,,HAYW,CONC,
93,,HAYW,PHIL,
90,,HAYW,WCRK,
83,,HAYW,LAFY,
75,,HAYW,ORIN,
66,,HAYW,ROCK,
66,,HAYW,WOAK,
97,,HAYW,EMBR,
97,,HAYW,MONT,
97,,HAYW,POWL,
97,,HAYW,CIVC,
99,,HAYW,16TH,
100,,HAYW,24TH,
102,,HAYW,GLEN,
104,,HAYW,BALB,
106,,HAYW,DALY,
169,,HAYW,OAKL,
115,,SHAY,SSAN,
120,,SHAY,SBRN,
209,,SHAY,SFIA,
126,,SHAY,MLBR,
74,,SHAY,WDUB,
87,,SHAY,RICH,
84,,SHAY,DELN,
80,,SHAY,PLZA,
77,,SHAY,NBRK,
76,,SHAY,DBRK,
74,,SHAY,ASHB,
71,,SHAY,MCAR,
70,,SHAY,19TH,
70,,SHAY,12TH,
70,,SHAY,LAKE,
64,,SHAY,FTVL,
58,,SHAY,COLS,
49,,SHAY,SANL,
37,,SHAY,BAYF,
37,,SHAY,HAYW,
111,,SHAY,SHAY,
37,,SHAY,UCTY,
37,,SHAY,FRMT,
51,,SHAY,CAST,
77,,SHAY,DUBL,
120,,SHAY,PITT,
110,,SHAY,NCON,
111,,SHAY,COLM,
106,,SHAY,CONC,
98,,SHAY,PHIL,
96,,SHAY,WCRK,
89,,SHAY,LAFY,
81,,SHAY,ORIN,
71,,SHAY,ROCK,
72,,SHAY,WOAK,
103,,SHAY,EMBR,
103,,SHAY,MONT,
103,,SHAY,POWL,
103,,SHAY,CIVC,
104,,SHAY,16TH,
105,,SHAY,24TH,
108,,SHAY,GLEN,
110,,SHAY,BALB,
112,,SHAY,DALY,
178,,SHAY,OAKL,
124,,UCTY,SSAN,
129,,UCTY,SBRN,
219,,UCTY,SFIA,
136,,UCTY,MLBR,
84,,UCTY,WDUB,
97,,UCTY,RICH,
93,,UCTY,DELN,
90,,UCTY,PLZA,
86,,UCTY,NBRK,
85,,UCTY,DBRK,
83,,UCTY,ASHB,
81,,UCTY,MCAR,
79,,UCTY,19TH,
79,,UCTY,12TH,
79,,UCTY,LAKE,
74,,UCTY,FTVL,
70,,UCTY,COLS,
63,,UCTY,SANL,
37,,UCTY,BAYF,
37,,UCTY,HAYW,
37,,UCTY,SHAY,
111,,UCTY,UCTY,
37,,UCTY,FRMT,
64,,UCTY,CAST,
87,,UCTY,DUBL,
130,,UCTY,PITT,
120,,UCTY,NCON,
121,,UCTY,COLM,
116,,UCTY,CONC,
108,,UCTY,PHIL,
105,,UCTY,WCRK,
98,,UCTY,LAFY,
91,,UCTY,ORIN,
81,,UCTY,ROCK,
81,,UCTY,WOAK,
112,,UCTY,EMBR,
112,,UCTY,MONT,
112,,UCTY,POWL,
112,,UCTY,CIVC,
114,,UCTY,16TH,
115,,UCTY,24TH,
118,,UCTY,GLEN,
119,,UCTY,BALB,
121,,UCTY,DALY,
190,,UCTY,OAKL,
131,,FRMT,SSAN,
136,,FRMT,SBRN,
225,,FRMT,SFIA,
142,,FRMT,MLBR,
90,,FRMT,WDUB,
103,,FRMT,RICH,
100,,FRMT,DELN,
96,,FRMT,PLZA,
92,,FRMT,NBRK,
92,,FRMT,DBRK,
90,,FRMT,ASHB,
87,,FRMT,MCAR,
86,,FRMT,19TH,
86,,FRMT,12TH,
86,,FRMT,LAKE,
81,,FRMT,FTVL,
77,,FRMT,COLS,
71,,FRMT,SANL,
37,,FRMT,BAYF,
37,,FRMT,HAYW,
37,,FRMT,SHAY,
37,,FRMT,UCTY,
111,,FRMT,FRMT,
72,,FRMT,CAST,
93,,FRMT,DUBL,
136,,FRMT,PITT,
126,,FRMT,NCON,
127,,FRMT,COLM,
122,,FRMT,CONC,
114,,FRMT,PHIL,
112,,FRMT,WCRK,
105,,FRMT,LAFY,
97,,FRMT,ORIN,
87,,FRMT,ROCK,
88,,FRMT,WOAK,
119,,FRMT,EMBR,
119,,FRMT,MONT,
119,,FRMT,POWL,
119,,FRMT,CIVC,
120,,FRMT,16TH,
121,,FRMT,24TH,
124,,FRMT,GLEN,
126,,FRMT,BALB,
128,,FRMT,DALY,
197,,FRMT,OAKL,
109,,CAST,SSAN,
114,,CAST,SBRN,
203,,CAST,SFIA,
121,,CAST,MLBR,
37,,CAST,WDUB,
82,,CAST,RICH,
78,,CAST,DELN,
74,,CAST,PLZA,
71,,CAST,NBRK,
