route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
398-137,118-C-Saturday-50,8606431-118-C-Saturday-50,"San Bruno BART",3986022,0,,3980015
398-137,118-C-Saturday-50,8606432-118-C-Saturday-50,"San Bruno BART",3986028,0,,3980015
398-137,118-C-Saturday-50,8606433-118-C-Saturday-50,"San Bruno BART",3986032,0,,3980015
297-137,118-C-Saturday-50,8606434-118-C-Saturday-50,"Redwood City Transit Center",2976022,0,,2970063
297-137,118-C-Saturday-50,8606435-118-C-Saturday-50,"Redwood City Transit Center",2976020,0,,2970063
297-137,118-C-Saturday-50,8606436-118-C-Saturday-50,"Redwood City Transit Center",2976018,0,,2970063
397-137,118-C-Saturday-50,8606437-118-C-Saturday-50,"San Francisco",3976002,0,,3970278
397-137,118-C-Saturday-50,8606438-118-C-Saturday-50,"San Francisco",3976004,0,,3970278
397-137,118-C-Saturday-50,8606439-118-C-Saturday-50,"San Francisco",3976006,0,,3970278
297-137,118-C-Saturday-50,8606440-118-C-Saturday-50,"Redwood City Transit Center",2976002,0,,2970063
297-137,118-C-Saturday-50,8606441-118-C-Saturday-50,"Redwood City Transit Center",2976004,0,,2970063
297-137,118-C-Saturday-50,8606442-118-C-Saturday-50,"Redwood City Transit Center",2976006,0,,2970063
297-137,118-C-Saturday-50,8606443-118-C-Saturday-50,"Redwood City Transit Center",2976008,0,,2970063
297-137,118-C-Saturday-50,8606444-118-C-Saturday-50,"Redwood City Transit Center",2976010,0,,2970063
297-137,118-C-Saturday-50,8606445-118-C-Saturday-50,"Redwood City Transit Center",2976012,0,,2970063
297-137,118-C-Saturday-50,8606446-118-C-Saturday-50,"Redwood City Transit Center",2976014,0,,2970063
297-137,118-C-Saturday-50,8606447-118-C-Saturday-50,"Redwood City Transit Center",2976016,0,,2970063
397-137,118-C-Saturday-50,8606448-118-C-Saturday-50,"Palo Alto Transit Center",3976001,1,,3970258
397-137,118-C-Saturday-50,8606449-118-C-Saturday-50,"Palo Alto Transit Center",3976003,1,,3970258
397-137,118-C-Saturday-50,8606450-118-C-Saturday-50,"Palo Alto Transit Center",3976005,1,,3970258
397-137,118-C-Saturday-50,8606451-118-C-Saturday-50,"Palo Alto Transit Center",3976007,1,,3970258
398-137,118-C-Saturday-50,8606452-118-C-Saturday-50,"Redwood City Transit Center",3986003,1,,3980048
398-137,118-C-Saturday-50,8606453-118-C-Saturday-50,"Redwood City Transit Center",3986009,1,,3980048
398-137,118-C-Saturday-50,8606454-118-C-Saturday-50,"Redwood City Transit Center",3986015,1,,3980048
398-137,118-C-Saturday-50,8606455-118-C-Saturday-50,"Redwood City Transit Center",3986021,1,,3980048
398-137,118-C-Saturday-50,8606456-118-C-Saturday-50,"Redwood City Transit Center",3986027,1,,3980048
398-137,118-C-Saturday-50,8606457-118-C-Saturday-50,"Redwood City Transit Center",3986017,1,,3980048
398-137,118-C-Saturday-50,8606458-118-C-Saturday-50,"Redwood City Transit Center",3986011,1,,3980048
398-137,118-C-Saturday-50,8606459-118-C-Saturday-50,"Redwood City Transit Center",3986013,1,,3980048
398-137,118-C-Saturday-50,8606460-118-C-Saturday-50,"Redwood City Transit Center",3986019,1,,3980048
398-137,118-C-Saturday-50,8606461-118-C-Saturday-50,"Redwood City Transit Center",3986007,1,,3980048
398-137,118-C-Saturday-50,8606462-118-C-Saturday-50,"Redwood City Transit Center",3986025,1,,3980048
398-137,118-C-Saturday-50,8606463-118-C-Saturday-50,"Redwood City Transit Center",3986031,1,,3980048
398-137,118-C-Saturday-50,8606464-118-C-Saturday-50,"Redwood City Transit Center",3986005,1,,3980048
398-137,118-C-Saturday-50,8606465-118-C-Saturday-50,"Redwood City Transit Center",3986023,1,,3980048
398-137,118-C-Saturday-50,8606466-118-C-Saturday-50,"Redwood City Transit Center",3986029,1,,3980048
398-137,118-C-Saturday-50,8606467-118-C-Saturday-50,"Redwood City Transit Center",3986033,1,,3980048
294-137,118-C-Saturday-50,8606468-118-C-Saturday-50,"Main/Poplar",2946005,1,,2940075
294-137,118-C-Saturday-50,8606469-118-C-Saturday-50,"Main/Poplar",2946001,1,,2940075
294-137,118-C-Saturday-50,8606470-118-C-Saturday-50,"Main/Poplar",2946007,1,,2940075
294-137,118-C-Saturday-50,8606471-118-C-Saturday-50,"Main/Poplar",2946009,1,,2940075
294-137,118-C-Saturday-50,8606472-118-C-Saturday-50,"Main/Poplar",2946011,1,,2940075
294-137,118-C-Saturday-50,8606473-118-C-Saturday-50,"Main/Poplar",2946013,1,,2940075
294-137,118-C-Saturday-50,8606474-118-C-Saturday-50,"Main/Poplar",2946015,1,,2940075
294-137,118-C-Saturday-50,8606475-118-C-Saturday-50,"Main/Poplar",2946017,1,,2940075
294-137,118-C-Saturday-50,8606476-118-C-Saturday-50,"San Mateo Medical Center",2946004,0,,2940064
294-137,118-C-Saturday-50,8606477-118-C-Saturday-50,"San Mateo Medical Center",2946006,0,,2940064
294-137,118-C-Saturday-50,8606478-118-C-Saturday-50,"San Mateo Medical Center",2946008,0,,2940064
294-137,118-C-Saturday-50,8606479-118-C-Saturday-50,"San Mateo Medical Center",2946010,0,,2940064
294-137,118-C-Saturday-50,8606480-118-C-Saturday-50,"San Mateo Medical Center",2946012,0,,2940064
294-137,118-C-Saturday-50,8606481-118-C-Saturday-50,"San Mateo Medical Center",2946014,0,,2940064
294-137,118-C-Saturday-50,8606482-118-C-Saturday-50,"San Mateo Medical Center",2946016,0,,2940064
294-137,118-C-Saturday-50,8606483-118-C-Saturday-50,"San Mateo Medical Center",2946018,0,,2940064
294-137,118-C-Saturday-50,8606484-118-C-Saturday-50,"Main/Poplar",2946003,1,,2940075
294-137,118-C-Saturday-50,8606485-118-C-Saturday-50,"San Mateo Medical Center",2946002,0,,2940064
ECR-137,118-C-Saturday-50,8606486-118-C-Saturday-50,"El Camino/Burlingame",4006019,1,,ECR0214
ECR-137,118-C-Saturday-50,8606487-118-C-Saturday-50,"Palo Alto Transit Center",4006003,1,,ECR0207
ECR-137,118-C-Saturday-50,8606488-118-C-Saturday-50,"Palo Alto Transit Center",4006005,1,,ECR0207
ECR-137,118-C-Saturday-50,8606489-118-C-Saturday-50,"Palo Alto Transit Center",4006007,1,,ECR0207
ECR-137,118-C-Saturday-50,8606490-118-C-Saturday-50,"Palo Alto Transit Center",4006009,1,,ECR0207
ECR-137,118-C-Saturday-50,8606491-118-C-Saturday-50,"Palo Alto Transit Center",4006011,1,,ECR0207
ECR-137,118-C-Saturday-50,8606492-118-C-Saturday-50,"Palo Alto Transit Center",4006013,1,,ECR0207
ECR-137,118-C-Saturday-50,8606493-118-C-Saturday-50,"Palo Alto Transit Center",4006015,1,,ECR0207
ECR-137,118-C-Saturday-50,8606494-118-C-Saturday-50,"Palo Alto Transit Center",4006017,1,,ECR0207
ECR-137,118-C-Saturday-50,8606495-118-C-Saturday-50,"Daly City BART",4006002,0,,ECR0490
ECR-137,118-C-Saturday-50,8606496-118-C-Saturday-50,"Daly City BART",4006004,0,,ECR0496
ECR-137,118-C-Saturday-50,8606497-118-C-Saturday-50,"Daly City BART",4006008,0,,ECR0492
ECR-137,118-C-Saturday-50,8606498-118-C-Saturday-50,"Daly City BART",4006006,0,,ECR0489
ECR-137,118-C-Saturday-50,8606499-118-C-Saturday-50,"Daly City BART",4006014,0,,ECR0495
ECR-137,118-C-Saturday-50,8606500-118-C-Saturday-50,"Daly City BART",4006012,0,,ECR0488
ECR-137,118-C-Saturday-50,8606501-118-C-Saturday-50,"Daly City BART",4006020,0,,ECR0491
ECR-137,118-C-Saturday-50,8606502-118-C-Saturday-50,"Daly City BART",4006018,0,,ECR0494
ECR-137,118-C-Saturday-50,8606503-118-C-Saturday-50,"Daly City BART",4006016,0,,ECR0493
278-137,118-C-Saturday-50,8606504-118-C-Saturday-50,"Redwood City Transit Center",2786012,0,,2780051
278-137,118-C-Saturday-50,8606505-118-C-Saturday-50,"Redwood City Transit Center",2786016,0,,2780051
278-137,118-C-Saturday-50,8606506-118-C-Saturday-50,"Redwood City Transit Center",2786018,0,,2780051
278-137,118-C-Saturday-50,8606507-118-C-Saturday-50,"Redwood City Transit Center",2786002,0,,2780053
278-137,118-C-Saturday-50,8606508-118-C-Saturday-50,"Redwood City Transit Center",2786004,0,,2780053
278-137,118-C-Saturday-50,8606509-118-C-Saturday-50,"Redwood City Transit Center",2786022,0,,2780051
278-137,118-C-Saturday-50,8606510-118-C-Saturday-50,"Redwood City Transit Center",2786010,0,,2780053
278-137,118-C-Saturday-50,8606511-118-C-Saturday-50,"Redwood City Transit Center",2786024,0,,2780051
278-137,118-C-Saturday-50,8606512-118-C-Saturday-50,"Redwood City Transit Center",2786020,0,,2780051
278-137,118-C-Saturday-50,8606513-118-C-Saturday-50,"Redwood City Transit Center",2786006,0,,2780053
278-137,118-C-Saturday-50,8606514-118-C-Saturday-50,"Redwood City Transit Center",2786008,0,,2780053
278-137,118-C-Saturday-50,8606515-118-C-Saturday-50,"Redwood City Transit Center",2786014,0,,2780051
278-137,118-C-Saturday-50,8606516-118-C-Saturday-50,"Cañada College",2786005,1,,2780052
278-137,118-C-Saturday-50,8606517-118-C-Saturday-50,"Cañada College",2786003,1,,2780052
278-137,118-C-Saturday-50,8606518-118-C-Saturday-50,"Cañada College",2786013,1,,2780050
278-137,118-C-Saturday-50,8606519-118-C-Saturday-50,"Cañada College",2786017,1,,2780050
278-137,118-C-Saturday-50,8606520-118-C-Saturday-50,"Cañada College",2786001,1,,2780052
278-137,118-C-Saturday-50,8606521-118-C-Saturday-50,"Cañada College",2786019,1,,2780050
278-137,118-C-Saturday-50,8606522-118-C-Saturday-50,"Cañada College",2786021,1,,2780050
278-137,118-C-Saturday-50,8606523-118-C-Saturday-50,"Cañada College",2786023,1,,2780050
278-137,118-C-Saturday-50,8606524-118-C-Saturday-50,"Cañada College",2786007,1,,2780052
278-137,118-C-Saturday-50,8606525-118-C-Saturday-50,"Cañada College",2786011,1,,2780050
278-137,118-C-Saturday-50,8606526-118-C-Saturday-50,"Cañada College",2786015,1,,2780050
278-137,118-C-Saturday-50,8606527-118-C-Saturday-50,"Cañada College",2786009,1,,2780052
270-137,118-C-Saturday-50,8606528-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706002,0,,2700093
270-137,118-C-Saturday-50,8606529-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706004,0,,2700093
270-137,118-C-Saturday-50,8606530-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706006,0,,2700093
270-137,118-C-Saturday-50,8606531-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706008,0,,2700093
270-137,118-C-Saturday-50,8606532-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706010,0,,2700093
270-137,118-C-Saturday-50,8606533-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706012,0,,2700093
270-137,118-C-Saturday-50,8606534-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706014,0,,2700093
270-137,118-C-Saturday-50,8606535-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706016,0,,2700093
270-137,118-C-Saturday-50,8606536-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706018,0,,2700093
270-137,118-C-Saturday-50,8606537-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706020,0,,2700093
270-137,118-C-Saturday-50,8606538-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706022,0,,2700093
270-137,118-C-Saturday-50,8606539-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706024,0,,2700093
270-137,118-C-Saturday-50,8606540-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706001,1,,2700062
270-137,118-C-Saturday-50,8606541-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706003,1,,2700062
270-137,118-C-Saturday-50,8606542-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706005,1,,2700062
270-137,118-C-Saturday-50,8606543-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706007,1,,2700062
270-137,118-C-Saturday-50,8606544-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706009,1,,2700062
270-137,118-C-Saturday-50,8606545-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706011,1,,2700062
270-137,118-C-Saturday-50,8606546-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706013,1,,2700062
270-137,118-C-Saturday-50,8606547-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706015,1,,2700062
270-137,118-C-Saturday-50,8606548-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706017,1,,2700062
270-137,118-C-Saturday-50,8606549-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706019,1,,2700062
270-137,118-C-Saturday-50,8606550-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706021,1,,2700062
270-137,118-C-Saturday-50,8606551-118-C-Saturday-50,"Redwood City Transit Center - Loop",2706023,1,,2700062
112-137,118-C-Saturday-50,8606552-118-C-Saturday-50,"Linda Mar Park & Ride",1126021,1,,1120080
ECR-137,118-C-Saturday-50,8606553-118-C-Saturday-50,"Daly City BART",4006010,0,,ECR0487
ECR-137,118-C-Saturday-50,8606554-118-C-Saturday-50,"Palo Alto Transit Center",4006001,1,,ECR0086
398-137,118-C-Saturday-50,8606555-118-C-Saturday-50,"Redwood City Transit Center",3986001,1,,3980048
398-137,118-C-Saturday-50,8606556-118-C-Saturday-50,"San Bruno BART",3986034,0,,3980015
292-137,118-C-Saturday-50,8606557-118-C-Saturday-50,"San Francisco",2926008,0,,2920949
292-137,118-C-Saturday-50,8606558-118-C-Saturday-50,"San Francisco",2926010,0,,2920949
292-137,118-C-Saturday-50,8606559-118-C-Saturday-50,"Hillsdale Mall",2926005,1,,2920188
292-137,118-C-Saturday-50,8606560-118-C-Saturday-50,"Hillsdale Mall",2926003,1,,2920188
292-137,118-C-Saturday-50,8606561-118-C-Saturday-50,"Hillsdale Mall",2926001,1,,2920188
292-137,118-C-Saturday-50,8606562-118-C-Saturday-50,"Hillsdale Mall",2926051,1,,2920188
292-137,118-C-Saturday-50,8606563-118-C-Saturday-50,"Hillsdale Mall",2926049,1,,2920188
292-137,118-C-Saturday-50,8606564-118-C-Saturday-50,"Hillsdale Mall",2926047,1,,2920188
292-137,118-C-Saturday-50,8606565-118-C-Saturday-50,"Hillsdale Mall",2926045,1,,2920188
292-137,118-C-Saturday-50,8606566-118-C-Saturday-50,"Hillsdale Mall",2926043,1,,2920188
292-137,118-C-Saturday-50,8606567-118-C-Saturday-50,"Hillsdale Mall",2926041,1,,2920188
292-137,118-C-Saturday-50,8606568-118-C-Saturday-50,"Hillsdale Mall",2926039,1,,2920188
292-137,118-C-Saturday-50,8606569-118-C-Saturday-50,"Hillsdale Mall",2926037,1,,2920188
292-137,118-C-Saturday-50,8606570-118-C-Saturday-50,"Hillsdale Mall",2926035,1,,2920188
292-137,118-C-Saturday-50,8606571-118-C-Saturday-50,"Hillsdale Mall",2926033,1,,2920188
292-137,118-C-Saturday-50,8606572-118-C-Saturday-50,"Hillsdale Mall",2926031,1,,2920188
292-137,118-C-Saturday-50,8606573-118-C-Saturday-50,"Hillsdale Mall",2926029,1,,2920188
292-137,118-C-Saturday-50,8606574-118-C-Saturday-50,"Hillsdale Mall",2926027,1,,2920188
292-137,118-C-Saturday-50,8606575-118-C-Saturday-50,"Hillsdale Mall",2926025,1,,2920188
292-137,118-C-Saturday-50,8606576-118-C-Saturday-50,"Hillsdale Mall",2926023,1,,2920188
292-137,118-C-Saturday-50,8606577-118-C-Saturday-50,"Hillsdale Mall",2926021,1,,2920188
292-137,118-C-Saturday-50,8606578-118-C-Saturday-50,"Hillsdale Mall",2926019,1,,2920188
292-137,118-C-Saturday-50,8606579-118-C-Saturday-50,"Hillsdale Mall",2926017,1,,2920188
292-137,118-C-Saturday-50,8606580-118-C-Saturday-50,"Hillsdale Mall",2926015,1,,2920188
292-137,118-C-Saturday-50,8606581-118-C-Saturday-50,"Hillsdale Mall",2926013,1,,2920188
292-137,118-C-Saturday-50,8606582-118-C-Saturday-50,"Hillsdale Mall",2926011,1,,2920188
292-137,118-C-Saturday-50,8606583-118-C-Saturday-50,"Hillsdale Mall",2926009,1,,2920188
292-137,118-C-Saturday-50,8606584-118-C-Saturday-50,"Hillsdale Mall",2926007,1,,2920188
292-137,118-C-Saturday-50,8606585-118-C-Saturday-50,"Hillsdale Mall",2926053,1,,2920188
292-137,118-C-Saturday-50,8606586-118-C-Saturday-50,"Hillsdale Mall",2926065,1,,2920188
292-137,118-C-Saturday-50,8606587-118-C-Saturday-50,"Hillsdale Mall",2926063,1,,2920188
292-137,118-C-Saturday-50,8606588-118-C-Saturday-50,"Hillsdale Mall",2926061,1,,2920188
292-137,118-C-Saturday-50,8606589-118-C-Saturday-50,"Hillsdale Mall",2926059,1,,2920188
292-137,118-C-Saturday-50,8606590-118-C-Saturday-50,"Hillsdale Mall",2926057,1,,2920188
292-137,118-C-Saturday-50,8606591-118-C-Saturday-50,"Hillsdale Mall",2926055,1,,2920188
292-137,118-C-Saturday-50,8606592-118-C-Saturday-50,"San Francisco",2926006,0,,2920949
292-137,118-C-Saturday-50,8606593-118-C-Saturday-50,"San Francisco",2926004,0,,2920949
292-137,118-C-Saturday-50,8606594-118-C-Saturday-50,"San Francisco",2926002,0,,2920949
292-137,118-C-Saturday-50,8606595-118-C-Saturday-50,"San Francisco",2926012,0,,2920949
292-137,118-C-Saturday-50,8606596-118-C-Saturday-50,"San Francisco",2926052,0,,2920949
292-137,118-C-Saturday-50,8606597-118-C-Saturday-50,"San Francisco",2926050,0,,2920949
292-137,118-C-Saturday-50,8606598-118-C-Saturday-50,"San Francisco",2926048,0,,2920949
292-137,118-C-Saturday-50,8606599-118-C-Saturday-50,"San Francisco",2926046,0,,2920949
292-137,118-C-Saturday-50,8606600-118-C-Saturday-50,"San Francisco",2926044,0,,2920949
292-137,118-C-Saturday-50,8606601-118-C-Saturday-50,"San Francisco",2926042,0,,2920949
292-137,118-C-Saturday-50,8606602-118-C-Saturday-50,"San Francisco",2926040,0,,2920949
292-137,118-C-Saturday-50,8606603-118-C-Saturday-50,"San Francisco",2926038,0,,2920949
292-137,118-C-Saturday-50,8606604-118-C-Saturday-50,"San Francisco",2926036,0,,2920949
292-137,118-C-Saturday-50,8606605-118-C-Saturday-50,"San Francisco",2926034,0,,2920949
292-137,118-C-Saturday-50,8606606-118-C-Saturday-50,"San Francisco",2926032,0,,2920949
292-137,118-C-Saturday-50,8606607-118-C-Saturday-50,"San Francisco",2926030,0,,2920949
292-137,118-C-Saturday-50,8606608-118-C-Saturday-50,"San Francisco",2926028,0,,2920949
292-137,118-C-Saturday-50,8606609-118-C-Saturday-50,"San Francisco",2926026,0,,2920949
292-137,118-C-Saturday-50,8606610-118-C-Saturday-50,"San Francisco",2926024,0,,2920949
292-137,118-C-Saturday-50,8606611-118-C-Saturday-50,"San Francisco",2926022,0,,2920949
292-137,118-C-Saturday-50,8606612-118-C-Saturday-50,"San Francisco",2926020,0,,2920949
292-137,118-C-Saturday-50,8606613-118-C-Saturday-50,"San Francisco",2926018,0,,2920949
292-137,118-C-Saturday-50,8606614-118-C-Saturday-50,"San Francisco",2926016,0,,2920949
292-137,118-C-Saturday-50,8606615-118-C-Saturday-50,"San Francisco",2926014,0,,2920949
292-137,118-C-Saturday-50,8606616-118-C-Saturday-50,"San Francisco",2926054,0,,2920949
292-137,118-C-Saturday-50,8606617-118-C-Saturday-50,"San Francisco",2926068,0,,2920949
292-137,118-C-Saturday-50,8606618-118-C-Saturday-50,"San Francisco",2926066,0,,2920949
292-137,118-C-Saturday-50,8606619-118-C-Saturday-50,"San Francisco",2926064,0,,2920949
292-137,118-C-Saturday-50,8606620-118-C-Saturday-50,"San Francisco",2926062,0,,2920949
292-137,118-C-Saturday-50,8606621-118-C-Saturday-50,"San Francisco",2926060,0,,2920949
292-137,118-C-Saturday-50,8606622-118-C-Saturday-50,"San Francisco",2926058,0,,2920949
292-137,118-C-Saturday-50,8606623-118-C-Saturday-50,"San Francisco",2926056,0,,2920949
297-137,118-C-Saturday-50,8606624-118-C-Saturday-50,"",2976005,1,,2970371
297-137,118-C-Saturday-50,8606625-118-C-Saturday-50,"",2976007,1,,2970371
297-137,118-C-Saturday-50,8606626-118-C-Saturday-50,"",2976009,1,,2970371
297-137,118-C-Saturday-50,8606627-118-C-Saturday-50,"",2976011,1,,2970371
297-137,118-C-Saturday-50,8606628-118-C-Saturday-50,"",2976013,1,,2970371
297-137,118-C-Saturday-50,8606629-118-C-Saturday-50,"",2976015,1,,2970371
297-137,118-C-Saturday-50,8606630-118-C-Saturday-50,"",2976017,1,,2970371
297-137,118-C-Saturday-50,8606631-118-C-Saturday-50,"",2976019,1,,2970371
112-137,118-C-Saturday-51,8620908-118-C-Saturday-51,"Linda Mar Park & Ride",1126001,1,,1120080
112-137,118-C-Saturday-51,8620909-118-C-Saturday-51,"Linda Mar Park & Ride",1126003,1,,1120080
112-137,118-C-Saturday-51,8620910-118-C-Saturday-51,"Linda Mar Park & Ride",1126005,1,,1120080
112-137,118-C-Saturday-51,8620911-118-C-Saturday-51,"Linda Mar Park & Ride",1126007,1,,1120080
112-137,118-C-Saturday-51,8620912-118-C-Saturday-51,"Linda Mar Park & Ride",1126009,1,,1120080
112-137,118-C-Saturday-51,8620913-118-C-Saturday-51,"Linda Mar Park & Ride",1126011,1,,1120080
112-137,118-C-Saturday-51,8620914-118-C-Saturday-51,"Linda Mar Park & Ride",1126013,1,,1120080
112-137,118-C-Saturday-51,8620915-118-C-Saturday-51,"Linda Mar Park & Ride",1126015,1,,1120080
112-137,118-C-Saturday-51,8620916-118-C-Saturday-51,"Linda Mar Park & Ride",1126017,1,,1120080
112-137,118-C-Saturday-51,8620917-118-C-Saturday-51,"Linda Mar Park & Ride",1126019,1,,1120080
110-137,118-C-Saturday-51,8620918-118-C-Saturday-51,"Linda Mar Park & Ride",1106021,1,,1100071
110-137,118-C-Saturday-51,8620919-118-C-Saturday-51,"Linda Mar Park & Ride",1106023,1,,1100071
110-137,118-C-Saturday-51,8620920-118-C-Saturday-51,"Linda Mar Park & Ride",1106005,1,,1100071
110-137,118-C-Saturday-51,8620921-118-C-Saturday-51,"Linda Mar Park & Ride",1106017,1,,1100071
110-137,118-C-Saturday-51,8620922-118-C-Saturday-51,"Linda Mar Park & Ride",1106019,1,,1100071
110-137,118-C-Saturday-51,8620923-118-C-Saturday-51,"Linda Mar Park & Ride",1106025,1,,1100071
110-137,118-C-Saturday-51,8620924-118-C-Saturday-51,"Linda Mar Park & Ride",1106029,1,,1100071
110-137,118-C-Saturday-51,8620925-118-C-Saturday-51,"Linda Mar Park & Ride",1106013,1,,1100071
110-137,118-C-Saturday-51,8620926-118-C-Saturday-51,"Linda Mar Park & Ride",1106009,1,,1100071
110-137,118-C-Saturday-51,8620927-118-C-Saturday-51,"Linda Mar Park & Ride",1106015,1,,1100071
110-137,118-C-Saturday-51,8620928-118-C-Saturday-51,"Linda Mar Park & Ride",1106007,1,,1100071
110-137,118-C-Saturday-51,8620929-118-C-Saturday-51,"Linda Mar Park & Ride",1106003,1,,1100071
110-137,118-C-Saturday-51,8620930-118-C-Saturday-51,"Linda Mar Park & Ride",1106027,1,,1100071
110-137,118-C-Saturday-51,8620931-118-C-Saturday-51,"Linda Mar Park & Ride",1106011,1,,1100071
110-137,118-C-Saturday-51,8620932-118-C-Saturday-51,"Linda Mar Park & Ride",1106001,1,,1100071
110-137,118-C-Saturday-51,8620933-118-C-Saturday-51,"Daly City BART",1106030,0,,1100072
110-137,118-C-Saturday-51,8620934-118-C-Saturday-51,"Daly City BART",1106028,0,,1100072
110-137,118-C-Saturday-51,8620935-118-C-Saturday-51,"Daly City BART",1106026,0,,1100072
110-137,118-C-Saturday-51,8620936-118-C-Saturday-51,"Daly City BART",1106024,0,,1100072
110-137,118-C-Saturday-51,8620937-118-C-Saturday-51,"Daly City BART",1106022,0,,1100072
110-137,118-C-Saturday-51,8620938-118-C-Saturday-51,"Daly City BART",1106020,0,,1100072
110-137,118-C-Saturday-51,8620939-118-C-Saturday-51,"Daly City BART",1106018,0,,1100072
110-137,118-C-Saturday-51,8620940-118-C-Saturday-51,"Daly City BART",1106016,0,,1100072
110-137,118-C-Saturday-51,8620941-118-C-Saturday-51,"Daly City BART",1106014,0,,1100072
110-137,118-C-Saturday-51,8620942-118-C-Saturday-51,"Daly City BART",1106012,0,,1100072
110-137,118-C-Saturday-51,8620943-118-C-Saturday-51,"Daly City BART",1106010,0,,1100072
110-137,118-C-Saturday-51,8620944-118-C-Saturday-51,"Daly City BART",1106008,0,,1100072
110-137,118-C-Saturday-51,8620945-118-C-Saturday-51,"Daly City BART",1106006,0,,1100072
110-137,118-C-Saturday-51,8620946-118-C-Saturday-51,"Daly City BART",1106004,0,,1100072
110-137,118-C-Saturday-51,8620947-118-C-Saturday-51,"Daly City BART",1106002,0,,1100072
112-137,118-C-Saturday-51,8620948-118-C-Saturday-51,"Colma BART",1126002,0,,1120081
112-137,118-C-Saturday-51,8620949-118-C-Saturday-51,"Colma BART",1126004,0,,1120081
112-137,118-C-Saturday-51,8620950-118-C-Saturday-51,"Colma BART",1126006,0,,1120081
112-137,118-C-Saturday-51,8620951-118-C-Saturday-51,"Colma BART",1126008,0,,1120081
112-137,118-C-Saturday-51,8620952-118-C-Saturday-51,"Colma BART",1126010,0,,1120081
112-137,118-C-Saturday-51,8620953-118-C-Saturday-51,"Colma BART",1126012,0,,1120081
112-137,118-C-Saturday-51,8620954-118-C-Saturday-51,"Colma BART",1126014,0,,1120081
112-137,118-C-Saturday-51,8620955-118-C-Saturday-51,"Colma BART",1126016,0,,1120081
112-137,118-C-Saturday-51,8620956-118-C-Saturday-51,"Colma BART",1126018,0,,1120081
112-137,118-C-Saturday-51,8620957-118-C-Saturday-51,"Colma BART",1126020,0,,1120081
297-137,118-C-Saturday-51,8620958-118-C-Saturday-51,"Palo Alto Transit Center",2976003,1,,2970371
297-137,118-C-Saturday-51,8620959-118-C-Saturday-51,"Palo Alto Transit Center",2976001,1,,2970371
398-137,118-C-Saturday-51,8620960-118-C-Saturday-51,"San Bruno BART",3986002,0,,3980015
398-137,118-C-Saturday-51,8620961-118-C-Saturday-51,"San Bruno BART",3986008,0,,3980015
398-137,118-C-Saturday-51,8620962-118-C-Saturday-51,"San Bruno BART",3986014,0,,3980015
398-137,118-C-Saturday-51,8620963-118-C-Saturday-51,"San Bruno BART",3986020,0,,3980015
398-137,118-C-Saturday-51,8620964-118-C-Saturday-51,"San Bruno BART",3986026,0,,3980015
398-137,118-C-Saturday-51,8620965-118-C-Saturday-51,"San Bruno BART",3986016,0,,3980015
398-137,118-C-Saturday-51,8620966-118-C-Saturday-51,"San Bruno BART",3986010,0,,3980015
398-137,118-C-Saturday-51,8620967-118-C-Saturday-51,"San Bruno BART",3986018,0,,3980015
398-137,118-C-Saturday-51,8620968-118-C-Saturday-51,"San Bruno BART",3986024,0,,3980015
398-137,118-C-Saturday-51,8620969-118-C-Saturday-51,"San Bruno BART",3986006,0,,3980015
398-137,118-C-Saturday-51,8620970-118-C-Saturday-51,"San Bruno BART",3986012,0,,3980015
398-137,118-C-Saturday-51,8620971-118-C-Saturday-51,"San Bruno BART",3986030,0,,3980015
398-137,118-C-Saturday-51,8620972-118-C-Saturday-51,"San Bruno BART",3986004,0,,3980015
398-137,118-C-Saturday-51,8620973-118-C-Saturday-51,"San Bruno BART",3986022,0,,3980015
398-137,118-C-Saturday-51,8620974-118-C-Saturday-51,"San Bruno BART",3986028,0,,3980015
398-137,118-C-Saturday-51,8620975-118-C-Saturday-51,"San Bruno BART",3986032,0,,3980015
297-137,118-C-Saturday-51,8620976-118-C-Saturday-51,"Redwood City Transit Center",2976022,0,,2970063
