stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5-031,,DOUGHERTY RD & MARIPOSA CIR,,37.715482,-121.910323,,,,,,
5-032,,DOUGHERTY RD & NORTH APARTMENTS,,37.711663,-121.910303,,,,,,
5-033,,DOUGHERTY RD & SIERRA LN,,37.7068,-121.910317,,,,,,
5-034,,DOUGHERTY RD & DUBLIN BLVD,,37.705435,-121.909906,,,,,,
5-035,,DOUGHERTY RD & FIFTH ST,,37.711127,-121.910303,,,,,,
5-036,,WILDWOOD &  DOUGHERTY,,37.723673,-121.911108,,,,,,
5-037,,WILDWOOD RD & PARKWOOD CIR,,37.722139,-121.912117,,,,,,
5-038,,DOUGHERTY RD  & HOUSTON  PL,,37.708129,-121.910259,,,,,,
5-039,,WILDWOOD RD & COTTONWOOD CIR,,37.720756,-121.913424,,,,,,
5-040,,AMADOR VALLEY BLVD & WILDWOOD RD,,37.718267,-121.913036,,,,,,
5-041,,AMADOR VALLEY BLVD & STAGECOACH RD,,37.717393,-121.914571,,,,,,
5-046,,STAGECOACH RD & TOPAZ CIR,,37.720374,-121.918463,,,,,,
5-047,,STAGECOACH RD & JADE CIR,,37.72381,-121.919023,,,,,,
5-050,,STAGECOACH & AMADOR LAKES,,37.727264,-121.922148,,,,,,
5-051,,STAGECOACH RD & ALCOSTA BLVD,,37.732939,-121.92431,,,,,,
5-052,,VILLAGE & ALCOSTA,,37.731637,-121.928056,,,,,,
5-056,,DAVONA DR & WICKLOW LN,,37.722913,-121.936501,,,,,,
5-057,,DAVONA DR & WICKLOW LN,,37.721057,-121.935139,,,,,,
5-059,,DAVONA DR & LUCIANA ST,,37.721413,-121.931473,,,,,,
5-060,,DUBLIN HIGH SCHOOL AT VILLAGE PARKWAY &  DAVONA,,37.72118,-121.926583,,,,,,
5-061,,DUBLIN HIGH SCHOOL,,37.718316,-121.92679,,,,,,
5-062,,VILLAGE PKWY & TAMARACK DR,,37.7143,-121.927159,,,,,,
5-063,,AMADOR & VILLAGE,,37.709911,-121.928031,,,,,,
5-064,,AMADOR VALLEY PKWY & DONOHUE DR,,37.708671,-121.931959,,,,,,
5-065,,AMADOR VALLEY BLVD & REGIONAL ST,,37.706361,-121.934605,,,,,,
5-067,,REGIONAL ST & DUBLIN BLVD,,37.70347,-121.93401,,,,,,
5-068,,DUBLIN & DONLON,,37.701401,-121.938442,,,,,,
5-069,,SILVERGATE DR & BETLEN DR,,37.700991,-121.944854,,,,,,
5-070,,SILVERGATE DR & HANSEN DR,,37.703918,-121.94585,,,,,,
5-072,,SILVERGATE DR & ROLLING HILLS CIR,,37.706657,-121.946491,,,,,,
5-073,,SILVERGATE DR & AMARILLO RD,,37.709209,-121.944349,,,,,,
5-074,,PEPPERTREE RD & SILVERGATE DR,,37.709726,-121.941761,,,,,,
5-075,,PEPPERTREE RD & SHANNON AVE,,37.713375,-121.942917,,,,,,
5-076,,SHANNON PARK,,37.713777,-121.941084,,,,,,
5-078,,SHANNON PARK,,37.713803,-121.941027,,,,,,
5-079,,PEPPERTREE RD & JUAREZ RD,,37.712849,-121.942905,,,,,,
5-080,,PEPPERTREE RD & SILVERGATE DR,,37.709744,-121.941795,,,,,,
5-081,,SILVERGATE DR & AMARILLO RD,,37.709405,-121.944063,,,,,,
5-082,,SILVERGATE DR & ROLLING HILLS DR,,37.70713,-121.946628,,,,,,
5-083,,SILVERGATE DR & HANSEN DR,,37.703918,-121.946022,,,,,,
5-084,,SILVERGATE DR & BETLEN DR,,37.701259,-121.945221,,,,,,
5-085,,DUBLIN BLVD & REGIONAL ST,,37.702925,-121.933003,,,,,,
5-086,,DUBLIN BLVD & GOLDEN GATE,,37.704102,-121.929384,,,,,,
5-087,,DUBLIN BLVD & VILLAGE PKWY,,37.705678,-121.921622,,,,,,
5-088,,DUBLIN BLVD & CIVIC PLAZA,,37.704089,-121.914853,,,,,,
5-089,,DUBLIN BLVD & DUBLIN CT,,37.703678,-121.912541,,,,,,
5-090,,DUBLIN BLVD & DUBLIN CT,,37.703919,-121.911808,,,,,,
5-091,,DUBLIN BLVD & SIERRA CT,,37.70467,-121.91672,,,,,,
5-092,,DUBLIN BLVD & GOLDEN GATE,,37.704022,-121.930254,,,,,,
5-093,,DUBLIN BLVD & VILLAGE PKWY,,37.705707,-121.924872,,,,,,
5-095,,DUBLIN &  DONLON,,37.701177,-121.93858,,,,,,
5-096,,DUBLIN BLVD & CLARK AVE,,37.705653,-121.920807,,,,,,
5-097,,VILLAGE PKWY & WINEBERRY  WY,,37.724972,-121.92838,,,,,,
5-098,,VILLAGE & ALCOSTA,,37.728524,-121.931471,,,,,,
5-099,,VILLAGE PKWY & TRIANA WY,,37.728051,-121.931276,,,,,,
5-100,,VILLAGE PKWY & WINEBERRY WY,,37.724713,-121.928403,,,,,,
5-102,,DUBLIN BLVD & SCARLETT CT,,37.705532,-121.908165,,,,,,
5-104,,AMADOR VALLEY BLVD & PENN DR,,37.714254,-121.920058,,,,,,
5-105,,ALCOSTA BLVD & VILLAGE PKWY,,37.729479,-121.931803,,,,,,
5-106,,AMADOR VALLEY BLVD & PENN DR,,37.714075,-121.920127,,,,,,
5-109,,DOUGHERTY RD & MARIPOSA LN,,37.715312,-121.910255,,,,,,
5-401,,VOMAC RD & HOLLANDA LN,,37.715088,-121.937282,,,,,,
5-402,,VOMAC RD & DEERVALE RD,,37.717345,-121.938575,,,,,,
5-403,,VOMAC RD & SAN RAMON RD,,37.717123,-121.941152,,,,,,
5-404,,VOMAC RD & PEPPERTREE RD,,37.716008,-121.942424,,,,,,
5-405,,SOUTHWICK DR & SOUTHWICK CT,,37.719648,-121.945653,,,,,,
5-406,,ALCOSTA & SAN RAMON,,37.722566,-121.943843,,,,,,
5-407,,ALCOSTA BLVD & SAN RAMON RD,,37.723021,-121.941747,,,,,,
5-408,,AMADOR VALLEY BLVD & VILLAGE PKWY,,37.710445,-121.925843,,,,,,
5-410,,WELLS MIDDLE SCHOOL,,37.710113,-121.918881,,,,,,
5-411,,ALCOSTA & SAN RAMON,,37.722164,-121.944014,,,,,,
5-412,,SOUTHWICK DR & BECKETT WY,,37.719149,-121.946031,,,,,,
5-413,,VOMAC RD & PEPPERTREE RD,,37.716168,-121.942802,,,,,,
5-414,,VOMAC RD & SAN RAMON RD,,37.717149,-121.941072,,,,,,
5-415,,VOMAC RD & COUNTESS ST,,37.717372,-121.939698,,,,,,
5-416,,VOMAC RD & HOLLANDA LN,,37.715284,-121.937385,,,,,,
5-500,,W. DUBLIN & PLEASANTON BART,,37.70064,-121.927187,,,,,,
6-001,,HACIENDA DR & HAVEN PL,,37.706941,-121.887885,,,,,,
6-002,,HACIENDA DR & SUMMER GLEN DR,,37.710813,-121.88787,,,,,,
6-003,,HACIENDA DR & GLEASON DR,,37.713597,-121.887844,,,,,,
6-004,,MADIGAN AVE & BRODER BLVD,,37.715807,-121.88341,,,,,,
6-005,,SANTA RITA JAIL,,37.715935,-121.887785,,,,,,
6-006,,GLEASON DR & ARNOLD RD,,37.713849,-121.891738,,,,,,
6-007,,GLEASON DR & HACIENDA DR,,37.713812,-121.889493,,,,,,
6-008,,HACIENDA DR & CENTRAL PKWY,,37.709279,-121.888112,,,,,,
6-009,,DUBLIN BLVD & TASSAJARA RD,,37.7057,-121.873424,,,,,,
6-010,,DUBLIN BLVD & MYRTLE DR,,37.706206,-121.882286,,,,,,
6-011,,DUBLIN BLVD & HYBERNIA,,37.706306,-121.885618,,,,,,
6-012,,DUBLIN BLVD & HIBERNIA DR,,37.706091,-121.884599,,,,,,
6-013,,DUBLIN BLVD & MYRTLE DR,,37.705902,-121.881519,,,,,,
6-014,,DUBLIN BLVD & JOHN MONEGO CT,,37.705524,-121.87631,,,,,,
6-015,,DUBLIN BLVD & HACIENDA DR,,37.706128,-121.886981,,,,,,
6-016,,DUBLIN BLVD & HACIENDA DR,,37.70637,-121.888721,,,,,,
6-017,,CENTRAL PKWY & HIBERNIA DR,,37.708572,-121.885593,,,,,,
6-018,,CENTRAL PKWY & KILLIAN ST,,37.708585,-121.877898,,,,,,
6-019,,CENTRAL& TASSAJARA,,37.709387,-121.875217,,,,,,
6-021,,CENTRAL PKWY & SYBASE DR,,37.708897,-121.890769,,,,,,
6-023,,CENTRAL & TASSAJARA,,37.709698,-121.874553,,,,,,
6-024,,CENTRAL PKWY & ASPEN ST,,37.708731,-121.882845,,,,,,
6-026,,CENTRAL &  CHANCERY,,37.709434,-121.865999,,,,,,
6-027,,CENTRAL PWKY & KEEGAN ST,,37.708421,-121.860355,,,,,,
6-028,,DUBLIN & KEEGAN,,37.704736,-121.86036,,,,,,
6-029,,DUBLIN &  BRANNIGAN,,37.705257,-121.865271,,,,,,
6-033,,KEEGAN ST & FINNIAN WY,,37.707145,-121.860116,,,,,,
6-038,,CENTRAL PKWY &  HACIENDA DR,,37.708734,-121.887585,,,,,,
6-039,,DUBLIN BLVD & LOCKHART ST,,37.70476,-121.85744,,,,,,
6-040,,DUBLIN BLVD & GRAFTON ST,,37.705097,-121.865409,,,,,,
6-041,,DUBLIN & KEEGAN,,37.704548,-121.859765,,,,,,
6-042,,FALLON & ANTONE,,37.715403,-121.854608,,,,,,
6-045,,FALLON & ANTONE,,37.715411,-121.854253,,,,,,
6-047,,DUBLIN RANCH & SHADOW  HILL,,37.719636,-121.870716,,,,,,
6-049,,DUBLIN BLVD & FALLON,,37.706674,-121.852055,,,,,,
6-050,,DUBLIN BLVD & FALLON,,37.706478,-121.85201,,,,,,
6-051,,FALLON RD & ANTONE WY,,37.719172,-121.859184,,,,,,
6-052,,FALLON RD & SIGNAL HILL DR,,37.726488,-121.858143,,,,,,
6-053,,FALLON & SILVERA RANCH,,37.732195,-121.866051,,,,,,
6-054,,FALLON RD & SIGNAL HILL DR,,37.725747,-121.858465,,,,,,
6-055,,FALLON RD & ANTONE WY,,37.719297,-121.859436,,,,,,
6-056,,FALLON RD & GLEASON DR,,37.716136,-121.856451,,,,,,
6-057,,2605 CENTRAL PKWY,,37.709952,-121.855349,,,,,,
6-058,,GLEASON DR & MADDEN WY,,37.714647,-121.858423,,,,,,
6-059,,FALLON RD & SILVERA RANCH,,37.732454,-121.866154,,,,,,
6-060,,GLEASON DR & GRAFTON ST,,37.713644,-121.864391,,,,,,
6-061,,DUBLIN RANCH DR & SPRINGVALE DR,,37.716718,-121.870605,,,,,,
6-062,,POSITANO & VALENTANO LEAVE,,37.719463,-121.845108,,,,,,
6-063,,POSITANO & VALENTANO,,37.719588,-121.845325,,,,,,
6-067,,POSITANO & VALENTANO ARRIVE,,37.715613,-121.850657,,,,,,
6-093,,DUBLIN & ARNOLD EB,,37.706149,-121.891779,,,,,,
6-118,,FALLON MIDDLE SCHOOL,,37.714903,-121.865557,,,,,,
6-406,,TASSAJARA RD & BRIDGESTONE CIR,,37.723687,-121.87149,,,,,,
6-407,,TASSAJARA RD & QUARRY LANE SCHOOL,,37.727104,-121.871326,,,,,,
6-408,,TASSAJARA & SILVERA RANCH DR,,37.730432,-121.871047,,,,,,
6-411,,TASSAJARA RD & DUBLIN RANCH DR,,37.718146,-121.871703,,,,,,
6-412,,DUBLIN RANCH DR & CEDAR CREST TER,,37.721106,-121.867909,,,,,,
6-413,,DUBLIN RANCH DR & GROVELAND LN,,37.720158,-121.86539,,,,,,
7-000,,STONERIDGE MALL,,37.696393,-121.930418,,,,,,
7-001,,5526   SPRINGDALE AVE,,37.691083,-121.925645,,,,,,
7-003,,FOOTHILL RD & CANYON WY,,37.694681,-121.933544,,,,,,
7-004,,STONERIDGE MALL RD & EMBARCADERO CT,,37.696205,-121.925643,,,,,,
7-005,,STONERIDGE DR & FOOTHILL  RD,,37.689157,-121.929275,,,,,,
7-006,,FOOTHILL RD & DUBLIN CANYON RD,,37.69419,-121.933544,,,,,,
7-007,,7799 STONERIDGE DR,,37.689388,-121.928153,,,,,,
7-008,,SPRINDALE AVE & STONERIDGE MALL  RD,,37.691877,-121.925931,,,,,,
7-009,,JOHNSON & COMMERCE,,37.696292,-121.919701,,,,,,
7-010,,JOHNSON DR & HILTON,,37.701146,-121.918347,,,,,,
7-011,,JOHNSON DR & OWENS DR,,37.696983,-121.906591,,,,,,
7-012,,JOHNSON DR & FRANKLIN DR,,37.695422,-121.906123,,,,,,
7-013,,JOHNSON DR & CLOROX WAY,,37.69411,-121.905986,,,,,,
7-014,,JOHNSON DR & CLOROX CORPORATION,,37.692299,-121.906503,,,,,,
7-015,,7363   JOHNSON DR,,37.692023,-121.908644,,,,,,
7-016,,STONERIDGE & HOPYARD,,37.690854,-121.908553,,,,,,
7-017,,STONERIDGE & HOPYARD,,37.691584,-121.904523,,,,,,
7-018,,JOHNSON DR & FRANKLIN DR,,37.691898,-121.908976,,,,,,
7-019,,JOHNSON DR & BRADLEY DR,,37.692272,-121.906491,,,,,,
7-020,,JOHNSON DR & CLOROX WAY,,37.694137,-121.905952,,,,,,
7-021,,JOHNSON DR & FRANKLIN DR,,37.695716,-121.906077,,,,,,
7-022,,JOHNSON DR & OWENS LOOP,,37.697992,-121.907106,,,,,,
7-023,,JOHNSON DR & OWENS DR,,37.696841,-121.906431,,,,,,
7-024,,JOHNSON DR & HILTON HOTEL,,37.699603,-121.920512,,,,,,
7-025,,JOHNSON & COMMERCE,,37.696266,-121.919724,,,,,,
7-026,,JOHNSON DR & CLOROX,,37.693169,-121.918512,,,,,,
7-028,,JOHNSON DR & FEDEX,,37.691544,-121.916223,,,,,,
7-029,,JOHNSON DR & CLOROX,,37.693151,-121.918478,,,,,,
7-032,,STONERIDGE & MC WILLIAMS,,37.692573,-121.92355,,,,,,
7-033,,MUIRWOOD DR & LAS POSITAS BLVD,,37.677553,-121.916403,,,,,,
7-034,,MUIRWOOD PARK,,37.682818,-121.917533,,,,,,
7-035,,SPRINGDALE DR & CHESTNUT WY,,37.689753,-121.924833,,,,,,
7-036,,STONERIDGE MALL RD & SHERATON HOTEL,,37.698302,-121.928665,,,,,,
7-038,,STONERIDGE DR & FRANKLIN DR,,37.690685,-121.910202,,,,,,
7-043,,VALLEY TRAILS DR & GETTYSBURG CT,,37.677639,-121.907635,,,,,,
7-117,,E. DUBLIN & PLEASANTON BART,,37.700932,-121.896753,,,,,,
7-123,,E. DUBLIN & PLEASANTON BART,,37.702923,-121.899419,,,,,,
7-151,,FOOTHILL HIGH SCHOOL,,37.671032,-121.919748,,,,,,
7-173,,JORGENSEN & LYLEWOOD,,37.657867,-121.908197,,,,,,
7-175,,LYLEWOOD DR & REGENCY DR,,37.657001,-121.90647,,,,,,
7-177,,REGENCY DR & LYLEWOOD DR,,37.661355,-121.907646,,,,,,
7-179,,JORGENSEN & LYLEWOOD,,37.657582,-121.909697,,,,,,
7-180,,LIVERMORE TRANSIT CENTER,,37.685146,-121.766573,,,,,,
7-185,,LIVERMORE TRANSIT CENTER,,37.685191,-121.766572,,,,,,
7-186,,REGENCY DR & TUDOR CT,,37.659865,-121.907395,,,,,,
7-187,,MUIRWOOD DR & PALM CT,,37.676179,-121.915488,,,,,,
7-195,,MUIRWOOD DR & ARROWWOOD CT,,37.670005,-121.915606,,,,,,
7-206,,SPRINGDALE AVE & CHESTNUT WY,,37.688915,-121.92449,,,,,,
7-207,,SPRINGDALE AVE & GLENBROOK CT,,37.687085,-121.922579,,,,,,
7-208,,MUIRWOOD PARK,,37.684702,-121.919478,,,,,,
7-209,,MUIRWOOD DR & SANDALWOOD DR,,37.680266,-121.916481,,,,,,
7-210,,MUIRWOOD DR & LAS POSITAS BLVD,,37.677384,-121.916357,,,,,,
7-212,,LAS POSITAS & DORMAN,,37.680744,-121.905824,,,,,,
7-215,,LAS POSITAS & DORMAN,,37.68177,-121.904988,,,,,,
7-216,,LAS POSITAS BLVD & MUIRWOOD DR,,37.677295,-121.91614,,,,,,
7-229,,STONERIDGE DR & LAS POSITAS BLVD,,37.688933,-121.885544,,,,,,
7-230,,STONERIDGE & LAS POSITAS,,37.688042,-121.886208,,,,,,
7-270,,MUIRWOOD DR & LEMONWOOD WY,,37.671137,-121.913614,,,,,,
7-296,,MUIRWOOD DR & FOOTHILL RD,,37.669452,-121.918536,,,,,,
7-298,,MUIRWOOD DR & PECAN CT,,37.674644,-121.914195,,,,,,
7-299,,MUIRWOOD DR & SUNDROP CT,,37.673109,-121.913544,,,,,,
7-401,,MUIRWOOD DR & OAK HILL PARK,,37.674599,-121.914012,,,,,,
7-405,,MUIRWOOD DR & EASTWOOD WY,,37.670646,-121.913763,,,,,,
7-406,,MUIRWOOD & FOOTHILL,,37.669434,-121.918525,,,,,,
7-410,,REGENCY DR & MILLEFORD CT,,37.664077,-121.908891,,,,,,
7-411,,REGENCY DR & BELVEDERE CT,,37.661357,-121.911674,,,,,,
7-412,,VALLEY TRAILS DR & CARLSBAD WY,,37.678441,-121.903433,,,,,,
7-413,,VALLEY TRAILS DR & PLATT CT,,37.677657,-121.907749,,,,,,
7-414,,VALLEY TRAILS PARK,,37.674696,-121.910063,,,,,,
7-415,,VALLEY TRAILS DR & HOPYARD RD,,37.677288,-121.900527,,,,,,
7-416,,REGENCY DR & MEADOWLARK PARK,,37.664738,-121.909635,,,,,,
7-417,,VALLEY TRAILS DR & NATIONAL PARK  RD,,37.677155,-121.900721,,,,,,
7-418,,VALLEY TRAILS DR & KINGS CANYON CT,,37.674311,-121.906344,,,,,,
7-419,,VALLEY TRAILS PARK,,37.676436,-121.910142,,,,,,
7-420,,VALLEY TRAILS DR & NATIONAL PARK RD,,37.678485,-121.903227,,,,,,
7-500,,W.DUBLIN & PLEASANTON BART,,37.698008,-121.927257,,,,,,
8-001,,ROSEWOOD DR & ROSE PAVILLION,,37.698296,-121.875596,,,,,,
8-002,,ROSEWOOD DR & OLD SANTA RITA RD,,37.701073,-121.879429,,,,,,
8-003,,ROSEWOOD DR & WAL MART DR,,37.698962,-121.884801,,,,,,
8-004,,ROSEWOOD DR & OWENS DR,,37.69658,-121.885983,,,,,,
8-008,,OWENS DR & CHABOT DR,,37.699863,-121.901448,,,,,,
8-009,,OWENS DR & WILLOW RD,,37.699843,-121.897109,,,,,,
8-011,,OWENS DR & CHABOT DR,,37.700024,-121.901448,,,,,,
8-012,,CHABOT DR & GIBRALTAR DR,,37.696812,-121.901336,,,,,,
8-013,,4741 CHABOT DR,,37.695,-121.901326,,,,,,
8-014,,OWENS DR & HACIENDA DR,,37.697001,-121.888398,,,,,,
8-015,,OWENS DR & ROSEWOOD DR,,37.695465,-121.886316,,,,,,
8-016,,OWENS DR & LAS POSITAS BLVD,,37.691751,-121.882564,,,,,,
8-017,,LAS POSITAS BLVD & SANTA RITA RD,,37.691964,-121.880091,,,,,,
8-018,,SANTA RITA RD & STONERIDGE DR,,37.686689,-121.877486,,,,,,
8-019,,SANTA RITA RD & MOHR AVE,,37.681298,-121.875638,,,,,,
8-020,,SANTA RITA & VALLEY,,37.677416,-121.874269,,,,,,
8-021,,SANTA RITA & VALLEY,,37.675595,-121.87363,,,,,,
8-022,,SANTA RITA RD & NEVIS ST,,37.671508,-121.87273,,,,,,
8-023,,AMADOR VALLEY HIGH SCHOOL,,37.67025,-121.872892,,,,,,
8-024,,SANTA RITA RD & DEL VALLE PKWY,,37.667324,-121.873399,,,,,,
8-025,,PETERS AVE & DIVISION ST,,37.661767,-121.876793,,,,,,
8-026,,NEAL & FIRST,,37.65974,-121.873911,,,,,,
8-027,,FIRST & KOTTINGER NB,,37.662307,-121.870784,,,,,,
8-028,,STANLEY BLVD & CALIFORNIA AVE,,37.668966,-121.862295,,,,,,
8-029,,STANLEY BLVD & BERNAL AVE,,37.670336,-121.857383,,,,,,
8-030,,STANLEY BLVD & SHADOW CLIFFS,,37.671328,-121.848191,,,,,,
8-031,,STANLEY BLVD & SHADOW CLIFFS,,37.671515,-121.848145,,,,,,
8-032,,STANLEY BLVD & CALIFORNIA AVE,,37.668967,-121.862799,,,,,,
8-033,,FIRST ST & RAY ST,,37.662601,-121.870509,,,,,,
8-034,,NEAL & FIRST,,37.659713,-121.873945,,,,,,
8-035,,PETERS ST & ST MARY ST,,37.662588,-121.876414,,,,,,
8-036,,MAIN ST & VERVAIS AVE,,37.665512,-121.87371,,,,,,
8-037,,AMADOR VALLEY HIGH SCHOOL,,37.668653,-121.873134,,,,,,
8-038,,SANTA RITA RD & BLACK AVE,,37.672578,-121.872466,,,,,,
8-039,,SANTA RITA RD & FRANCISCO ST,,37.675292,-121.873367,,,,,,
8-040,,SANTA RITA & VALLEY,,37.676987,-121.873903,,,,,,
8-041,,SANTA RITA RD & MOHR AVE,,37.682378,-121.875797,,,,,,
8-042,,SANTA RITA RD & SUTTER GATE AVE,,37.685421,-121.876847,,,,,,
8-043,,SANTA RITA RD & STONERIDGE DR,,37.688625,-121.877851,,,,,,
8-044,,STANLEY BLVD & STANLEY BLVD,,37.666221,-121.866785,,,,,,
8-045,,LAS POSITAS BLVD & SANTA RITA RD,,37.692142,-121.879415,,,,,,
8-046,,OWENS & ANDREWS,,37.693331,-121.883753,,,,,,
8-048,,OWENS & ROSEWOOD,,37.696697,-121.887562,,,,,,
8-049,,OWENS & HACIENDA,,37.698394,-121.889885,,,,,,
8-051,,CALIFORNIA CENTER,,37.697998,-121.884126,,,,,,
8-052,,5057   HOPYARD RD,,37.695224,-121.90373,,,,,,
8-053,,4861   HOPYARD RD,,37.692324,-121.90376,,,,,,
8-054,,4393   HOPYARD RD,,37.687051,-121.903851,,,,,,
8-055,,LAS POSITAS & HOPYARD,,37.682465,-121.904014,,,,,,
8-056,,HOPYARD RD & VALLEY TRAILS DR,,37.677966,-121.90048,,,,,,
8-059,,HARVEST PARK MIDDLE SCHOOL,,37.6766,-121.881733,,,,,,
8-060,,SUNOL & MISSION,,37.652579,-121.880167,,,,,,
8-061,,CASE AVENUE,,37.652554,-121.88416,,,,,,
8-062,,CASE AVE  & BERNAL AVE,,37.6563,-121.88165,,,,,,
8-063,,7052   VALLEY AVE,,37.660512,-121.896946,,,,,,
8-064,,6917   VALLEY AVE,,37.663412,-121.897219,,,,,,
8-065,,6269   VALLEY AVE,,37.667293,-121.897685,,,,,,
8-066,,VALLEY AVE  & HANSEN DR,,37.670042,-121.898941,,,,,,
8-067,,HOPYARD RD & PARKSIDE DR,,37.677618,-121.899428,,,,,,
8-068,,LAS POSITAS & HOPYARD,,37.682429,-121.903739,,,,,,
8-069,,4837   HOPYARD RD,,37.690933,-121.903561,,,,,,
8-070,,HOPYARD RD & STONERIDGE DR,,37.692298,-121.903526,,,,,,
8-071,,HOPYARD RD & GIBRALTAR DR,,37.69683,-121.903477,,,,,,
8-072,,STONERIDGE & LAS POSITAS,,37.688336,-121.885853,,,,,,
8-074,,5753 LAS POSITAS BLVD,,37.686207,-121.891659,,,,,,
8-075,,LAS POSITAS BLVD & HACIENDA DR,,37.685396,-121.893675,,,,,,
8-078,,LAS POSITAS BLVD & TASSAJARA CREEK,,37.686991,-121.889632,,,,,,
8-081,,LAS POSITAS BLVD & HACIENDA DR,,37.684781,-121.895461,,,,,,
8-082,,LAS POSITAS BLVD & WILLOW RD,,37.683542,-121.899137,,,,,,
8-083,,LAS POSITAS BLVD & HOPYARD RD,,37.682009,-121.902629,,,,,,
8-084,,N. PASEO SANTA CRUZ & VALLEY AVE,,37.674477,-121.89856,,,,,,
8-085,,VALLEY AVE & VIA DE LOS CERROS,,37.670009,-121.899128,,,,,,
8-086,,VALLEY AVE & HANSEN DR,,37.669016,-121.898748,,,,,,
8-087,,VALLEY AVE & KOLL CENTER PKWY,,37.660681,-121.897187,,,,,,
8-088,,CASE AVE & BERNAL AVE,,37.656274,-121.881662,,,,,,
8-089,,CASE AVENUE,,37.652563,-121.884183,,,,,,
8-090,,SUNOL BLVD & MISSION DR,,37.653007,-121.879915,,,,,,
8-091,,FIRST & VINEYARD,,37.663081,-121.868059,,,,,,
8-093,,VINEYARD AVE & MAVIS DR,,37.662915,-121.861033,,,,,,
8-094,,BERNAL & PALOMINO,,37.661199,-121.857464,,,,,,
8-095,,KOTTINGER DR & BERNAL AVE,,37.656838,-121.859725,,,,,,
8-096,,KOTTINGER & BERNAL,,37.658311,-121.860478,,,,,,
8-097,,KOTTINGER DR & SHARAB CT,,37.658499,-121.861965,,,,,,
8-098,,KOTTINGER DR & ADAMS WY,,37.659313,-121.864162,,,,,,
8-099,,KOTTINGER DR & AMARAL CIR,,37.660314,-121.866529,,,,,,
8-100,,KOTTINGER & SECOND,,37.661592,-121.869617,,,,,,
8-101,,VALLEY AVE & SANTA RITA RD,,37.676738,-121.874681,,,,,,
8-104,,TAWNY PARK,,37.663284,-121.854028,,,,,,
8-105,,LAS POSITAS BLVD & HOPYARD RD,,37.681724,-121.90263,,,,,,
8-106,,LAS POSITAS BLVD & WILLOW RD,,37.683854,-121.897557,,,,,,
8-107,,LAS POSITAS BLVD & HACIENDA DR,,37.68511,-121.89379,,,,,,
8-108,,LAS POSITAS BLVD & STONERIDGE DR,,37.68904,-121.884536,,,,,,
8-109,,HACIENDA DR & OWENS DR,,37.697056,-121.890516,,,,,,
8-110,,HACIENDA DR & GIBRALTAR DR,,37.694854,-121.894514,,,,,,
8-111,,STONERIDGE & HACIENDA,,37.691445,-121.893761,,,,,,
8-114,,WILLOW & GIBRALTER,,37.685853,-121.898242,,,,,,
8-116,,STONERIDGE DR & CHABOT DR,,37.691279,-121.901237,,,,,,
8-117,,WILLOW RD & STONERIDGE DR,,37.691626,-121.898203,,,,,,
8-118,,WILLOW RD & GIBRALTAR DR,,37.696471,-121.898222,,,,,,
8-119,,WILLOW RD & OWENS DR,,37.698782,-121.898129,,,,,,
8-120,,WILLOW RD & S GIBRALTER DR,,37.686826,-121.898516,,,,,,
8-121,,WILLOW RD & OWENS DR,,37.699246,-121.898323,,,,,,
8-122,,WILLOW & GIBRALTAR,,37.696667,-121.898348,,,,,,
8-124,,STONERIDGE DR & WILLOW RD,,37.691537,-121.899508,,,,,,
8-126,,WILLOW RD & INGLEWOOD DR,,37.688601,-121.89848,,,,,,
8-127,,WILLOW RD & GIBRALTER DR,,37.695213,-121.898349,,,,,,
8-130,,STONERIDGE & HACIENDA,,37.692221,-121.891986,,,,,,
8-131,,HACIENDA DR & STONERIDGE DR,,37.692151,-121.894688,,,,,,
8-132,,HACIENDA DR & GIBRALTAR DR,,37.695995,-121.892864,,,,,,
8-134,,KAISER WY,,37.698315,-121.891717,,,,,,
8-135,,STONERIDGE DR & RIALTO WY,,37.691568,-121.888827,,,,,,
8-136,,STONERIDGE DR & GIBRALTAR DR,,37.692193,-121.891104,,,,,,
8-137,,STONERIDGE DR & COURTHOUSE,,37.691184,-121.888632,,,,,,
8-138,,CHABOT DR & PARK PLAZA,,37.693706,-121.90119,,,,,,
8-141,,STONERIDGE DR & HACIENDA DR,,37.691491,-121.896268,,,,,,
8-142,,FIRST ST & NEAL ST,,37.659383,-121.874014,,,,,,
8-143,,MADEIRA DR & SYLVANER DR,,37.660229,-121.850016,,,,,,
8-144,,CRELLIN & CRESTA BLANCA,,37.658494,-121.845052,,,,,,
8-146,,TAWNY PARK,,37.663258,-121.85436,,,,,,
8-148,,FIRST ST & NEAL ST,,37.659445,-121.873991,,,,,,
8-149,,WILLOW RD & LAS POSITAS BLVD,,37.684488,-121.898564,,,,,,
8-151,,CALIFORNIA CENTER,,37.698087,-121.884149,,,,,,
8-159,,VALLEY & HANSEN,,37.669632,-121.899354,,,,,,
8-161,,HANSEN DR & CALLE REYNOSO,,37.668607,-121.902662,,,,,,
8-162,,HANSEN DR & DEL PRADO PARK,,37.668395,-121.906943,,,,,,
8-168,,BERNAL AVE & PALOMINO DR,,37.660869,-121.857408,,,,,,
