route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,wkdy,Route _1_wkdy_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T04,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T05,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T06,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T07,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T08,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T09,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T10,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T11,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T12,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T13,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T14,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T15,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T16,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T17,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T18,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T19,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T20,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T21,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T22,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T23,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T24,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T25,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T26,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route _1_wkdy_T27,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wkdy,Route_1_wkdy_BART_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
1,wkdy,Route_1_wkdy_BART_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
1,wkdy,Route_1_wkdy_BART_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
1,sat,Route_1_Sat_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T04,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T05,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T06,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T07,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T08,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T09,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T10,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T11,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T12,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T13,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T14,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T15,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T16,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T17,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T18,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T19,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T20,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T21,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T22,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_T23,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sat,Route_1_Sat_BART_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,sat,Route_1_Sat_BART_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,sat,Route_1_Sat_BART_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,sun,Route_1_Sun_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T04,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T05,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T06,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T07,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T08,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T09,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T10,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T11,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T12,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T13,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T14,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T15,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T16,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T17,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T18,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T19,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T20,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T21,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T22,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_T23,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Weekend,,
1,sun,Route_1_Sun_BART_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,sun,Route_1_Sun_BART_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,sun,Route_1_Sun_BART_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Weekend_Short,,
1,wed,Route_1_Wed_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T04,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T05,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T06,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T07,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T08,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T09,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T10,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T11,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T12,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T13,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T14,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T15,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T16,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T17,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T18,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T19,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T20,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T21,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T22,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T23,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T24,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T25,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T26,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_T27,Rose Pavilion - Santa  Rita Jail- East Dublin BART,0,,1_Full,,
1,wed,Route_1_Wed_BART_T01,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
1,wed,Route_1_Wed_BART_T02,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
1,wed,Route_1_Wed_BART_T03,Rose Pavilion - Santa  Rita Jail- East Dublin BART,1,,1_Short,,
10,wkdy,Route_10_wkdy_Mall2TC_T01,Transit Center,1,,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2TC_T02,Transit Center,1,,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2TC_T03,Transit Center,1,,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2TC_T04,Transit Center,1,,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T01,Transit Center,1,1,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T02,Transit Center,1,2,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T03,Transit Center,1,3,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T04,Transit Center,1,4,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T05,Transit Center,1,5,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T06,Transit Center,1,6,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL1_T07,Transit Center,1,7,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T01,LLNL,1,1,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T02,LLNL,1,2,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T03,LLNL,1,3,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T04,LLNL,1,4,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T05,LLNL,1,5,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T06,LLNL,1,6,Mall - LLNL,,
10,wkdy,Route_10_wkdy_Mall2LLNL_T07,LLNL,1,7,Mall - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T01,Transit Center,1,8,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T02,Transit Center,1,9,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T03,Transit Center,1,10,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T04,Transit Center,1,11,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T05,Transit Center,1,12,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T06,Transit Center,1,13,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T07,Transit Center,1,14,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T08,Transit Center,1,15,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T09,Transit Center,1,16,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T10,Transit Center,1,17,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T11,Transit Center,1,18,BART - LLNL,,
10,wkdy,Route_10_wkdy_BART2LLNL1_T12,Transit Center,1,19,BART - LLNL,,
