route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
259,127A2472,3809A127B2472,,FTC,1,,0,2
259,127A2472,3813A127B2472,,FTC,1,,1,2
259,127A2472,3799A127B2472,,El Cerrito Del Norte BART,0,,2,2
259,127A2472,3800A127B2472,,El Cerrito Del Norte BART,0,,2,2
259,127A2472,3807A127B2472,,El Cerrito Del Norte BART,0,,3,2
259,127A2472,3802A127B2472,,El Cerrito Del Norte BART,0,,2,2
190,421A2472,23835A421B2472,,Sacramento/Davis to Fairfield,0,,4,2
259,127A2472,3793A127B2472,,El Cerrito Del Norte BART,0,,2,2
196,127A2472,2684A127B2472,,Westbound to Walnut Creek BART,0,,5,2
259,127A2472,3791A127B2472,,El Cerrito Del Norte BART,0,,2,2
259,127A2472,3810A127B2472,,FTC,1,,6,2
196,127A2472,2692A127B2472,,Eastbound to Vacaville/Fairfield,1,,7,2
259,127A2472,3792A127B2472,,El Cerrito Del Norte BART,0,,3,2
196,127A2472,2675A127B2472,,Westbound to Walnut Creek BART,0,,5,2
259,127A2472,3803A127B2472,,El Cerrito Del Norte BART,0,,2,2
196,127A2472,2691A127B2472,,Eastbound to Vacaville/Fairfield,1,,7,2
196,127A2472,2686A127B2472,,Eastbound to Vacaville/Fairfield,1,,7,2
190,127A2472,2587A127B2472,,Sacramento/Davis to Fairfield,0,,8,2
190,127A2472,2585A127B2472,,Davis to Fairfield,0,,9,2
259,127A2472,3811A127B2472,,FTC,1,,6,2
196,127A2472,2676A127B2472,,Westbound to Walnut Creek BART,0,,5,2
259,127A2472,3806A127B2472,,El Cerrito Del Norte BART,0,,2,2
190,420A2472,2589A420B2472,,Sacramento/Davis to Fairfield,0,,4,2
190,420A2472,2584A420B2472,,Sacramento/Davis to Fairfield,0,,10,2
259,127A2472,3804A127B2472,,El Cerrito Del Norte BART,0,,2,2
190,420A2472,23828A420B2472,,Fairfield to Davis/Sacramento,1,,11,2
259,127A2472,3812A127B2472,,FTC,1,,6,2
259,127A2472,3786A127B2472,,El Cerrito Del Norte BART,0,,3,2
259,127A2472,3815A127B2472,,FTC,1,,1,2
190,127A2472,2577A127B2472,,Fairfield to Davis,1,,12,2
196,127A2472,2681A127B2472,,Westbound to Walnut Creek BART,0,,13,2
259,127A2472,3820A127B2472,,FTC,1,,6,2
