service_id,date,exception_type
2809A4108,20151221,2
420A2472,20150907,2
2809A4108,20160324,2
127A2472,20151126,2
2809A4108,20151012,2
2809A4108,20160323,2
420A2472,20150525,2
420A2472,20141225,2
127A2472,20151225,2
420A2472,20150704,2
127A2472,20150101,2
2809A4108,20160527,2
2809A4108,20151124,2
127A2472,20150525,2
127A2472,20141225,2
127A2472,20150704,2
2809A4108,20151111,2
2809A4108,20160208,2
420A2472,20151225,2
420A2472,20150101,2
2809A4108,20151123,2
127A2472,20150907,2
421A2472,20150101,2
128A2472,20150907,2
2809A4108,20151230,2
2809A4108,20151228,2
2809A4108,20151224,2
2809A4108,20151218,2
2809A4108,20160328,2
420A2472,20151126,2
2809A4108,20160104,2
2809A4108,20151126,2
2809A4108,20160429,2
421A2472,20151225,2
2809A4108,20151231,2
2809A4108,20150907,2
2809A4108,20160325,2
421A2472,20150525,2
421A2472,20141225,2
128A2472,20151126,2
421A2472,20150704,2
2809A4108,20151127,2
2809A4108,20160322,2
128A2472,20151225,2
2809A4108,20151125,2
2809A4108,20160321,2
128A2472,20150101,2
421A2472,20150907,2
128A2472,20150525,2
128A2472,20141225,2
421A2472,20151126,2
128A2472,20150704,2
2809A4108,20151222,2
2809A4108,20151229,2
2809A4108,20151223,2
