trip_id,arrival_time,departure_time,stop_id,stop_sequence
520,5:25:00,5:25:00,OKJ,1
520,5:33:00,5:33:00,EMY,2
520,5:39:00,5:39:00,BKY,3
520,5:47:00,5:47:00,RIC,4
520,6:14:00,6:14:00,MTZ,5
520,6:33:00,6:33:00,SUI,6
520,6:57:00,6:57:00,DAV,7
520,7:23:00,7:23:00,SAC,8
522,6:25:00,6:25:00,OKJ,1
522,6:33:00,6:33:00,EMY,2
522,6:39:00,6:39:00,BKY,3
522,6:47:00,6:47:00,RIC,4
522,7:14:00,7:14:00,MTZ,5
522,7:33:00,7:33:00,SUI,6
522,7:57:00,7:57:00,DAV,7
522,8:23:00,8:23:00,SAC,8
720,8:15:00,8:15:00,OKJ,1
720,8:23:00,8:23:00,EMY,2
720,8:29:00,8:29:00,BKY,3
720,8:37:00,8:37:00,RIC,4
720,9:04:00,9:04:00,MTZ,5
720,9:23:00,9:23:00,SUI,6
720,9:47:00,9:47:00,DAV,7
720,10:13:00,10:13:00,SAC,8
530,12:15:00,12:15:00,OKJ,1
530,12:23:00,12:23:00,EMY,2
530,12:29:00,12:29:00,BKY,3
530,12:37:00,12:37:00,RIC,4
530,13:04:00,13:04:00,MTZ,5
530,13:23:00,13:23:00,SUI,6
530,13:47:00,13:47:00,DAV,7
530,14:13:00,14:13:00,SAC,8
534,14:50:00,14:50:00,OKJ,1
534,14:58:00,14:58:00,EMY,2
534,15:04:00,15:04:00,BKY,3
534,15:12:00,15:12:00,RIC,4
534,15:39:00,15:39:00,MTZ,5
534,15:58:00,15:58:00,SUI,6
534,16:22:00,16:22:00,DAV,7
534,16:48:00,16:48:00,SAC,8
734,15:00:00,15:00:00,OKJ,1
734,15:08:00,15:08:00,EMY,2
734,15:14:00,15:14:00,BKY,3
734,15:22:00,15:22:00,RIC,4
734,15:49:00,15:49:00,MTZ,5
734,16:08:00,16:08:00,SUI,6
734,16:32:00,16:32:00,DAV,7
734,16:58:00,16:58:00,SAC,8
736,16:10:00,16:10:00,OKJ,1
736,16:18:00,16:18:00,EMY,2
736,16:24:00,16:24:00,BKY,3
736,16:32:00,16:32:00,RIC,4
736,16:59:00,16:59:00,MTZ,5
736,17:18:00,17:18:00,SUI,6
736,17:42:00,17:42:00,DAV,7
736,18:08:00,18:08:00,SAC,8
540,16:50:00,16:50:00,OKJ,1
540,16:58:00,16:58:00,EMY,2
540,17:04:00,17:04:00,BKY,3
540,17:12:00,17:12:00,RIC,4
540,17:39:00,17:39:00,MTZ,5
540,17:58:00,17:58:00,SUI,6
540,18:22:00,18:22:00,DAV,7
540,18:48:00,18:48:00,SAC,8
544,18:10:00,18:10:00,OKJ,1
544,18:18:00,18:18:00,EMY,2
544,18:24:00,18:24:00,BKY,3
544,18:32:00,18:32:00,RIC,4
544,18:59:00,18:59:00,MTZ,5
544,19:18:00,19:18:00,SUI,6
544,19:42:00,19:42:00,DAV,7
544,20:13:00,20:13:00,SAC,8
746,20:30:00,20:30:00,OKJ,1
746,20:38:00,20:38:00,EMY,2
746,20:44:00,20:44:00,BKY,3
746,20:52:00,20:52:00,RIC,4
746,21:19:00,21:19:00,MTZ,5
746,21:38:00,21:38:00,SUI,6
746,22:02:00,22:02:00,DAV,7
746,22:28:00,22:28:00,SAC,8
521,4:30:00,4:30:00,SAC,1
521,4:45:00,4:45:00,DAV,2
521,5:09:00,5:09:00,SUI,3
521,5:29:00,5:29:00,MTZ,4
521,5:55:00,5:55:00,RIC,5
521,6:03:00,6:03:00,BKY,6
521,6:08:00,6:08:00,EMY,7
521,6:21:00,6:21:00,OKJ,8
521,6:32:00,6:32:00,OAC,9
521,6:43:00,6:43:00,HAY,10
521,6:59:00,6:59:00,FMT,11
521,7:16:00,7:16:00,GAC,12
521,7:24:00,7:24:00,SCC,13
521,7:38:00,7:38:00,SJC,14
523,5:30:00,5:30:00,SAC,1
523,5:45:00,5:45:00,DAV,2
523,6:09:00,6:09:00,SUI,3
523,6:29:00,6:29:00,MTZ,4
523,6:55:00,6:55:00,RIC,5
523,7:03:00,7:03:00,BKY,6
523,7:08:00,7:08:00,EMY,7
523,7:21:00,7:21:00,OKJ,8
523,7:32:00,7:32:00,OAC,9
523,7:43:00,7:43:00,HAY,10
523,7:59:00,7:59:00,FMT,11
523,8:16:00,8:16:00,GAC,12
523,8:24:00,8:24:00,SCC,13
523,8:38:00,8:38:00,SJC,14
723,6:10:00,6:10:00,SAC,1
723,6:25:00,6:25:00,DAV,2
723,6:49:00,6:49:00,SUI,3
723,7:09:00,7:09:00,MTZ,4
723,7:35:00,7:35:00,RIC,5
723,7:43:00,7:43:00,BKY,6
723,7:48:00,7:48:00,EMY,7
723,8:01:00,8:01:00,OKJ,8
723,8:12:00,8:12:00,OAC,9
723,8:23:00,8:23:00,HAY,10
723,8:39:00,8:39:00,FMT,11
723,8:56:00,8:56:00,GAC,12
723,9:04:00,9:04:00,SCC,13
723,9:18:00,9:18:00,SJC,14
525,6:20:00,6:20:00,SAC,1
525,6:35:00,6:35:00,DAV,2
525,6:59:00,6:59:00,SUI,3
525,7:19:00,7:19:00,MTZ,4
525,7:45:00,7:45:00,RIC,5
525,7:53:00,7:53:00,BKY,6
525,7:58:00,7:58:00,EMY,7
525,8:11:00,8:11:00,OKJ,8
525,8:22:00,8:22:00,OAC,9
