fare_id,route_id, origin_id, destination_id, contains_id
200927,,56132,56140,
200928,,56132,56141,
200929,,56132,56142,
200930,,56132,56143,
200931,,56132,56144,
200932,,56132,56145,
200933,,56132,56146,
200934,,56133,56132,
200935,,56134,56132,
200936,,56135,56132,
200937,,56136,56132,
200938,,56137,56132,
200939,,56138,56132,
200940,,56139,56132,
200941,,56147,56132,
200942,,56140,56132,
200943,,56141,56132,
200944,,56142,56132,
200945,,56143,56132,
200946,,56144,56132,
200947,,56145,56132,
200948,,56146,56132,
200949,,56133,56134,
200950,,56133,56135,
200951,,56133,56136,
200952,,56133,56137,
200953,,56133,56138,
200954,,56133,56139,
200955,,56133,56147,
200956,,56133,56140,
200957,,56133,56141,
200958,,56133,56142,
200959,,56133,56143,
200960,,56133,56144,
200961,,56133,56145,
200962,,56133,56146,
200963,,56134,56133,
200964,,56135,56133,
200965,,56136,56133,
200966,,56137,56133,
200967,,56138,56133,
200968,,56139,56133,
200969,,56147,56133,
200970,,56140,56133,
200971,,56141,56133,
200972,,56142,56133,
200973,,56143,56133,
200974,,56144,56133,
200975,,56145,56133,
200976,,56146,56133,
200977,,56134,56135,
200978,,56134,56136,
200979,,56134,56137,
200980,,56134,56138,
200981,,56134,56139,
200982,,56134,56147,
200983,,56134,56140,
200984,,56134,56141,
200985,,56134,56142,
200986,,56134,56143,
200987,,56134,56144,
200988,,56134,56145,
200989,,56134,56146,
200990,,56135,56134,
200991,,56136,56134,
200992,,56137,56134,
200993,,56138,56134,
200994,,56139,56134,
200995,,56147,56134,
200996,,56140,56134,
200997,,56141,56134,
200998,,56142,56134,
200999,,56143,56134,
201000,,56144,56134,
201001,,56145,56134,
201002,,56146,56134,
201003,,56135,56136,
201004,,56135,56137,
201005,,56135,56138,
201006,,56135,56139,
201007,,56135,56147,
201008,,56135,56140,
201009,,56135,56141,
201010,,56135,56142,
201011,,56135,56143,
201012,,56135,56144,
201013,,56135,56145,
201014,,56135,56146,
201015,,56136,56135,
201016,,56137,56135,
201017,,56138,56135,
201018,,56139,56135,
201019,,56147,56135,
201020,,56140,56135,
201021,,56141,56135,
201022,,56142,56135,
201023,,56143,56135,
201024,,56144,56135,
201025,,56145,56135,
201026,,56146,56135,
201027,,56136,56137,
201028,,56136,56138,
201029,,56136,56139,
201030,,56136,56147,
201031,,56136,56140,
201032,,56136,56141,
201033,,56136,56142,
201034,,56136,56143,
201035,,56136,56144,
201036,,56136,56145,
201037,,56136,56146,
201038,,56137,56136,
201039,,56138,56136,
201040,,56139,56136,
201041,,56147,56136,
201042,,56140,56136,
201043,,56141,56136,
201044,,56142,56136,
201045,,56143,56136,
201046,,56144,56136,
201047,,56145,56136,
201048,,56146,56136,
201049,,56137,56138,
201050,,56137,56139,
201051,,56137,56147,
201052,,56137,56140,
201053,,56137,56141,
201054,,56137,56142,
201055,,56137,56143,
201056,,56137,56144,
201057,,56137,56145,
201058,,56137,56146,
201059,,56138,56137,
201060,,56139,56137,
201061,,56147,56137,
201062,,56140,56137,
201063,,56141,56137,
201064,,56142,56137,
201065,,56143,56137,
201066,,56144,56137,
201067,,56145,56137,
201068,,56146,56137,
201069,,56138,56139,
201070,,56138,56147,
201071,,56138,56140,
201072,,56138,56141,
201073,,56138,56142,
201074,,56138,56143,
201075,,56138,56144,
201076,,56138,56145,
201077,,56138,56146,
201078,,56139,56138,
201079,,56147,56138,
201080,,56140,56138,
201081,,56141,56138,
201082,,56142,56138,
201083,,56143,56138,
201084,,56144,56138,
201085,,56145,56138,
201086,,56146,56138,
201087,,56139,56140,
201088,,56139,56141,
201089,,56139,56142,
201090,,56139,56143,
201091,,56139,56144,
201092,,56139,56145,
201093,,56139,56146,
201094,,56140,56139,
201095,,56141,56139,
201096,,56142,56139,
201097,,56143,56139,
201098,,56144,56139,
201099,,56145,56139,
201100,,56146,56139,
201101,,56140,56141,
201102,,56140,56142,
201103,,56140,56143,
201104,,56140,56144,
201105,,56140,56145,
201106,,56140,56146,
201107,,56141,56140,
201108,,56142,56140,
201109,,56143,56140,
201110,,56144,56140,
201111,,56145,56140,
201112,,56146,56140,
201113,,56141,56142,
201114,,56141,56143,
201115,,56141,56144,
201116,,56141,56145,
201117,,56141,56146,
201118,,56142,56141,
201119,,56143,56141,
201120,,56144,56141,
201121,,56145,56141,
201122,,56146,56141,
201123,,56142,56143,
201124,,56142,56144,
201125,,56142,56145,
201126,,56142,56146,
201127,,56143,56142,
201128,,56144,56142,
201129,,56145,56142,
201130,,56146,56142,
201131,,56143,56144,
201132,,56143,56145,
201133,,56143,56146,
201134,,56144,56143,
201135,,56145,56143,
201136,,56146,56143,
201137,,56144,56145,
201138,,56144,56146,
201139,,56145,56144,
201140,,56146,56144,
201141,,56145,56146,
201142,,56146,56145,
200853,,56130,56131,
200854,,56130,56132,
200855,,56130,56133,
200856,,56130,56134,
200857,,56130,56135,
200858,,56130,56136,
200859,,56130,56137,
200860,,56130,56138,
200861,,56130,56139,
200862,,56130,56147,
200863,,56130,56140,
200864,,56130,56141,
200865,,56130,56142,
200866,,56130,56143,
200867,,56130,56144,
200868,,56130,56145,
200869,,56130,56146,
200870,,56131,56130,
200871,,56132,56130,
200872,,56133,56130,
200873,,56134,56130,
200874,,56135,56130,
200875,,56136,56130,
200876,,56137,56130,
200877,,56138,56130,
200878,,56139,56130,
200879,,56147,56130,
200880,,56140,56130,
200881,,56141,56130,
200882,,56142,56130,
200883,,56143,56130,
200884,,56144,56130,
200885,,56145,56130,
200886,,56146,56130,
200887,,56131,56132,
200888,,56131,56133,
200889,,56131,56134,
200890,,56131,56135,
200891,,56131,56136,
200892,,56131,56137,
200893,,56131,56138,
200894,,56131,56139,
200895,,56131,56147,
200896,,56131,56140,
200897,,56131,56141,
200898,,56131,56142,
200899,,56131,56143,
200900,,56131,56144,
200901,,56131,56145,
200902,,56131,56146,
200903,,56132,56131,
200904,,56133,56131,
200905,,56134,56131,
200906,,56135,56131,
200907,,56136,56131,
200908,,56137,56131,
200909,,56138,56131,
200910,,56139,56131,
200911,,56147,56131,
200912,,56140,56131,
200913,,56141,56131,
200914,,56142,56131,
200915,,56143,56131,
200916,,56144,56131,
200917,,56145,56131,
200918,,56146,56131,
200919,,56132,56133,
200920,,56132,56134,
200921,,56132,56135,
200922,,56132,56136,
200923,,56132,56137,
200924,,56132,56138,
200925,,56132,56139,
200926,,56132,56147,
