route_id,trip_id,service_id,trip_headsign,direction_id,block_id,shape_id
52-118,4152458-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,605877,520061
52-118,4152459-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152460-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,605877,520061
52-118,4152461-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152462-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152463-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,605877,520061
52-118,4152464-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152465-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152466-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152467-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152468-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152469-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152470-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152471-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152472-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152473-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152474-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
7-118,4152475-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601958,70103
7-118,4152476-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601959,70103
7-118,4152477-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601957,70103
7-118,4152478-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601959,70103
7-118,4152479-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601957,70103
7-118,4152480-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601958,70103
7-118,4152481-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601957,70103
7-118,4152482-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601958,70103
7-118,4152483-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601958,70103
7-118,4152484-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601959,70103
7-118,4152485-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601959,70103
7-118,4152486-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601957,70103
7-118,4152487-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 E C DEL NORTE BART,0,601957,70103
7-118,4152488-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601957,70104
7-118,4152489-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601959,70104
7-118,4152490-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601958,70104
7-118,4152491-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601957,70104
7-118,4152492-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601959,70104
7-118,4152493-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601958,70104
7-118,4152494-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601957,70104
7-118,4152495-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601959,70104
7-118,4152496-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601958,70104
7-118,4152497-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601957,70104
7-118,4152498-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601959,70104
7-118,4152499-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601958,70104
7-118,4152500-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601957,70104
7-118,4152501-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601959,70104
7-118,4152502-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,7 BERKELEY BART,1,601958,70104
67-118,4152503-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601958,670087
67-118,4152504-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601957,670087
67-118,4152505-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601959,670087
67-118,4152506-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601958,670087
67-118,4152507-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601957,670087
67-118,4152508-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601959,670087
67-118,4152509-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601958,670087
67-118,4152510-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601957,670087
67-118,4152511-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601959,670087
67-118,4152512-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601958,670087
67-118,4152513-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601957,670087
67-118,4152514-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601959,670087
67-118,4152515-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601958,670087
67-118,4152516-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601957,670087
67-118,4152517-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,0,601959,670087
67-118,4152518-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601958,670094
67-118,4152519-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601957,670094
67-118,4152520-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601959,670094
67-118,4152521-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601958,670094
67-118,4152522-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601957,670094
67-118,4152523-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601959,670094
67-118,4152524-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601958,670094
67-118,4152525-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601957,670094
67-118,4152526-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601959,670094
67-118,4152527-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601958,670094
67-118,4152528-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601957,670094
67-118,4152529-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601959,670094
67-118,4152530-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601958,670094
67-118,4152531-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601957,670094
67-118,4152532-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,67 SPRUCE,1,601959,670094
25-118,4152533-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152534-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601968,250066
25-118,4152535-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152536-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601968,250066
25-118,4152537-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152538-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601968,250066
25-118,4152539-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152540-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601968,250066
25-118,4152541-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152542-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601968,250066
25-118,4152543-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25A EC PLAZA BART,0,601969,250066
25-118,4152544-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
25-118,4152545-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601969,250067
25-118,4152546-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
25-118,4152547-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601969,250067
25-118,4152548-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
25-118,4152549-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601969,250067
25-118,4152550-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
25-118,4152551-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601969,250067
25-118,4152552-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
25-118,4152553-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601969,250067
25-118,4152554-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,25B EC PLAZA BART,1,601968,250067
31-118,4152555-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,31 ALAMEDA POINT,1,602036,310072
31-118,4152556-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,31 ALAMEDA POINT,1,602051,310072
49-118,4152557-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601974,490022
49-118,4152558-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601976,490022
49-118,4152559-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601973,490022
49-118,4152560-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601975,490022
49-118,4152561-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601974,490022
49-118,4152562-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601976,490022
49-118,4152563-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601973,490022
49-118,4152564-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601975,490022
49-118,4152565-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601974,490022
49-118,4152566-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601976,490022
49-118,4152567-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601973,490022
49-118,4152568-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601975,490022
49-118,4152569-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601974,490022
49-118,4152570-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601976,490022
49-118,4152571-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601973,490022
49-118,4152572-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601975,490022
49-118,4152573-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601974,490022
49-118,4152574-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601976,490022
49-118,4152575-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49A ROCKRIDGE BART,0,601973,490022
49-118,4152576-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601973,490021
49-118,4152577-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601975,490021
49-118,4152578-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601974,490021
49-118,4152579-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601976,490021
49-118,4152580-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601973,490021
49-118,4152581-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601975,490021
49-118,4152582-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601974,490021
49-118,4152583-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601976,490021
49-118,4152584-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601973,490021
49-118,4152585-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601975,490021
49-118,4152586-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601974,490021
49-118,4152587-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601976,490021
49-118,4152588-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601973,490021
49-118,4152589-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601975,490021
49-118,4152590-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601974,490021
49-118,4152591-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601976,490021
49-118,4152592-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601973,490021
49-118,4152593-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601975,490021
49-118,4152594-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,49B ROCKRIDGE BART,1,601974,490021
52-118,4152595-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152596-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520063
52-118,4152597-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,601977,520063
52-118,4152598-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520062
52-118,4152599-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152600-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,601977,520061
52-118,4152601-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. VILLAGE,0,605877,520061
52-118,4152602-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,52 U.C. CAMPUS,1,605877,520064
802-118,4152603-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,0,601982,8020049
802-118,4152604-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020047
802-118,4152605-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020047
802-118,4152606-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,0,601982,8020049
802-118,4152607-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020047
802-118,4152608-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020048
802-118,4152609-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,0,601982,8020049
802-118,4152610-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020047
802-118,4152611-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,1,601982,8020047
802-118,4152612-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,0,601982,8020049
802-118,4152613-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,802 SAN PABLO AV,0,601982,8020049
51B-118,4152614-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,51B ROCKRIDGE BART,1,602007,51B0067
BSN-118,4152631-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152632-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152633-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152634-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152635-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152636-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152637-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152638-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152639-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152640-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152641-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152642-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152643-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152644-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152645-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152646-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152647-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152648-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152649-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152650-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152651-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152652-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152653-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152654-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152655-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152656-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152657-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152658-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152659-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152660-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152661-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152662-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152663-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152664-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152665-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152666-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152667-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152668-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152669-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152670-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152671-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152672-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152673-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152674-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152675-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152676-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152677-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152678-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152679-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152680-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152681-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152682-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152683-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152684-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152685-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152686-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152687-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152688-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152689-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152690-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152691-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152692-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
BSN-118,4152693-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602039,BSN0012
BSN-118,4152694-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152695-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152696-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602039,BSN0011
BSN-118,4152697-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602038,BSN0011
BSN-118,4152698-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,0,602037,BSN0011
BSN-118,4152699-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602038,BSN0012
BSN-118,4152700-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,BSN BROADWAY SHUTTLE,1,602037,BSN0012
18-118,4152709-1508FA-D2-Saturday-02,1508FA-D2-Saturday-02,18 MONTCLAIR,1,601964,180117
