stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station
0100050,3rd St:Santa Clara Av,37.773268,-122.288228,58123,,
0100060,8th St:Portola Av,37.768814,-122.272992,52246,,
0100070,8th St:Portola Av,37.768993,-122.272798,57793,,
0100140,Ralph Appezzato Memorial Pkwy:3rd St,37.779826,-122.287530,58868,,
0100180,Atlantic Av:Constitution Way,37.779879,-122.275281,50101,,
0100250,Atlantic Av:Webster St,37.779599,-122.276121,50545,,
0100270,Aughinbaugh Way:Kofman Pkwy,37.741713,-122.250125,56711,,
0100280,Aughinbaugh Way:Mecartney Rd,37.738745,-122.252140,55876,,
0100290,Aughinbaugh Way:Mecartney Rd,37.738463,-122.251960,55852,,
0100300,Aughinbaugh Way:Robert Davey Jr Dr,37.742485,-122.250108,52110,,
0100310,Aughinbaugh Way:Robert Davey Jr Dr,37.742889,-122.249962,55487,,
0100320,Aughinbaugh Way:The Lagoon,37.740936,-122.251036,56504,,
0100330,Aughinbaugh Way:The Lagoon,37.740519,-122.251191,52420,,
0100340,Blanding Av:Broadway,37.768581,-122.233770,55987,,place_BDBL
0100350,Blanding Av:Broadway,37.768741,-122.233731,56668,,place_BDBL
0100460,Broadway:Santa Clara Av,37.763731,-122.238062,52249,,
0100470,Broadway:Tilden Way,37.767460,-122.235163,51545,,
0100860,Central Av:8th St,37.771430,-122.273254,54233,,
0100870,Central Av:8th St,37.771233,-122.273248,54330,,
0100900,Central Av:Bay St,37.771199,-122.264951,58331,,
0100910,Central Av:Bay St,37.771047,-122.264888,57978,,
0100930,Central Av:Weber St,37.771152,-122.269209,59430,,
0100940,Central Av:Weber St,37.771330,-122.269182,59865,,
0100960,Central Av:Webster St,37.771353,-122.276397,53365,,
0100970,Challenger Dr:Atlantic Av,37.781464,-122.270789,58996,,
0101010,Encinal Av:Alameda High School,37.763760,-122.246857,59123,,
0101020,Encinal Av:Benton St,37.770259,-122.261727,56758,,
0101050,Encinal Av:Chestnut St,37.766815,-122.253786,53040,,
0101060,Encinal Av:Chestnut St,37.766745,-122.254144,52664,,
0101070,Encinal Av:Fountain St,37.756696,-122.234717,56340,,
0101080,Encinal Av:Grand St,37.768792,-122.258387,52994,,
0101090,Encinal Av:Grand St,37.768609,-122.258366,51213,,
0101100,Encinal Av:High St,37.756284,-122.234396,56589,,
0101110,Encinal Av:Mound St,37.757911,-122.236708,56810,,
0101120,Encinal Av:Mound St,37.757739,-122.236182,56733,,
0101130,Encinal Av:Park Av,37.761733,-122.242684,53531,,
0101140,Encinal Av:Park Av W,37.761881,-122.243208,51144,,
0101150,Encinal Av:Paru St,37.769350,-122.260037,54130,,
0101170,Encinal Av:Versailles Av,37.759236,-122.238676,59334,,
0101190,Encinal Av:Walnut St (Alameda High School),37.764085,-122.247943,56787,,
0101240,Fernside Blvd:Harvard Dr,37.765249,-122.229066,53004,,
0101250,Fernside Blvd:Harvard Dr,37.765222,-122.228691,56989,,
0101260,Fernside Blvd:High St,37.763479,-122.226523,55879,,
0101270,Fernside Blvd:High St,37.763684,-122.226485,59772,,
0101280,Fernside Blvd:San Jose Av (Lincoln Middle School),37.752975,-122.231885,51566,,
0101290,Fernside Blvd:Versailles Av,37.767139,-122.232216,58336,,
0101300,Fernside Blvd:Versailles Av,37.766939,-122.232229,54110,,
0101370,Grand St:#433 (Opp. Wood Middle School),37.761634,-122.262987,54784,,
0101380,Grand St:#433 (Wood Middle School),37.761641,-122.262755,55410,,
0101390,Grand St:Shoreline Dr,37.759748,-122.263841,59934,,
0101480,Harbor Bay Pkwy:Ferry Terminal,37.736475,-122.256544,58511,,place_HBFT
0101530,Otis Dr:Heather Walk,37.764000,-122.264968,57895,,
0101550,High St:Calhoun St,37.752869,-122.237795,57798,,
0101560,High St:Encinal Av,37.756448,-122.233855,57780,,
0101570,High St:Encinal Av,37.756372,-122.234126,57727,,
0101580,High St:Fairview Av,37.761270,-122.228526,53114,,
0101590,High St:Fairview Av,37.761541,-122.228403,58662,,
0101620,High St:Otis Dr,37.752049,-122.238907,51021,,
0101630,Otis Dr:High St,37.751927,-122.239189,53770,,
0101640,High St:San Jose Av,37.755006,-122.235422,55235,,
0101650,High St:San Jose Av,37.755240,-122.235377,51065,,
0101660,High St:Santa Clara Av,37.758948,-122.231273,51134,,
0101670,High St:Santa Clara Av,37.758946,-122.231100,57720,,
0101680,High St:Sterling Av,37.757632,-122.232547,53304,,
0101690,High St:Van Buren St,37.757684,-122.232666,51334,,
0101720,Island Dr: Park & Ride,37.744998,-122.237082,58663,,
0101730,Island Dr:Clubhouse Memorial Rd,37.739487,-122.237961,53665,,
0101750,Island Dr:Bayfarm Park & Ride Lot,37.745455,-122.236394,58815,,
0101770,Lincoln Av:5th St,37.775230,-122.282041,50557,,
0101780,Lincoln Av:5th St,37.775461,-122.282032,55178,,
0101790,Lincoln Av:6th St,37.775166,-122.279484,53314,,
0101800,Lincoln Av:6th St,37.775357,-122.279193,52165,,
0101820,Lincoln Av:Webster St,37.775303,-122.277159,57737,,
0101830,Main St:Atlantic Av,37.779022,-122.291369,55363,,
0101920,Maitland Dr:Flower Ln,37.735779,-122.235660,58669,,
0101940,Maitland Dr:Island Dr,37.738697,-122.238062,56706,,
0101960,Marina Village Pkwy:#1080,37.785035,-122.271480,57507,,
0101970,Marina Village Pkwy:#1201,37.785994,-122.273287,58321,,
0101980,Marina Village Pkwy:#1250,37.787158,-122.274718,59987,,
0101990,Marina Village Pkwy:#947,37.784792,-122.271599,50116,,
0102000,Challenger Dr:Marina Village Pkwy,37.782344,-122.271734,55430,,
0102010,Marina Village Pkwy:Challenger Dr,37.782751,-122.271361,57656,,
0102030,Marina Village Pkwy:Mariner Square Dr (North Jctn),37.787925,-122.276046,56715,,
0102040,Marina Village Pkwy:Mariner Square Dr (North Jctn),37.788040,-122.275728,58177,,
0102050,Marina Village Pkwy:Mariner Sq Loop,37.788309,-122.277502,56716,,
0102070,Pacific Av:4th St,37.776281,-122.285951,58277,,
0102080,Mecartney Rd:Auburn Dr,37.736177,-122.241388,58377,,
0102100,Mecartney Rd:Aughinbaugh Way,37.738101,-122.251855,58910,,
0102110,Mecartney Rd:Baywalk Rd,37.737566,-122.249034,53488,,
0102160,Mecartney Rd:Camellia Dr,37.735178,-122.237102,59008,,
0102180,Mecartney Rd:Holly St,37.734979,-122.236912,58807,,
0102190,Mecartney Rd:Ironwood Rd,37.737070,-122.245171,50277,,
0102200,Mecartney Rd:Island Dr,37.735710,-122.239410,50377,,
0102230,Mecartney Rd:Melrose Av,37.733814,-122.234449,59949,,
0102240,Mecartney Rd:Sharon Rd,37.737884,-122.254372,57517,,
0102250,Mecartney Rd:Sharon Rd,37.738027,-122.254562,59040,,
0102260,Mecartney Rd:Verdemar Dr,37.736602,-122.244510,51550,,
0102270,Monarch St:Building #21,37.787871,-122.308162,54082,,
0102290,Monarch St:W Redline Av,37.788887,-122.308076,54086,,
0102370,Otis Dr:#2217,37.759356,-122.251237,58817,,
0102380,Otis Dr:Arlington Isle,37.764165,-122.264870,57790,,
0102390,Otis Dr:Broadway,37.755766,-122.245055,50399,,
0102410,Otis Dr:Broadway,37.755348,-122.244517,50119,,
0102420,Otis Dr:Grand St,37.763009,-122.262297,57527,,
0102430,Otis Dr:Grand St,37.763272,-122.262465,56675,,
0102440,Otis Dr:High St,37.751879,-122.238783,55393,,
0102450,Otis Dr:Larchmont Isle,37.764905,-122.267421,56844,,
0102460,Otis Dr:Larchmont Isle,37.764962,-122.267004,53113,,
0102480,Otis Dr:Mound St,37.753353,-122.241165,56725,,
0102490,Otis Dr:Park St,37.757162,-122.247974,50450,,place_PSOT
0102500,Otis Dr:Park St,37.757812,-122.248661,53994,,place_PSOT
0102530,Otis Dr:S Shore Ctr,37.759510,-122.251834,58344,,
0102560,Otis Dr:Westline Dr,37.766071,-122.271104,51531,,
0102570,Otis Dr:Westline Dr,37.766264,-122.271405,55606,,
0102580,Otis Dr:Willow St,37.760666,-122.253614,58522,,
0102590,Otis Dr:Willow St,37.760515,-122.253643,51535,,
0102630,Pacific Av:4th St,37.776512,-122.285647,59770,,
0102640,Pacific Av:Main St,37.776645,-122.290921,54682,,
0102680,Park St:Blanding Av,37.770455,-122.237469,56488,,
0102690,Park St:Buena Vista Av,37.767980,-122.239522,55844,,
0102730,Park St:Clement Av,37.769631,-122.238167,56433,,
0102770,Park St:Encinal Av,37.762363,-122.244273,57500,,
0102810,Park St:Otis Dr,37.757310,-122.248732,57537,,place_PSOT
0102820,Park St:Otis Dr,37.757783,-122.248133,57797,,place_PSOT
0102830,Park St:San Jose Av,37.760801,-122.245837,58895,,
0102840,Park St:San Jose Av,37.760726,-122.245636,57767,,
0102890,Robert Davey Jr Dr:Channing Way,37.743177,-122.248248,51170,,
0102900,Robert Davey Jr Dr:Channing Way,37.742817,-122.247471,58843,,
0102910,Robert Davey Jr Dr:Oyster Pond Rd,37.742661,-122.245268,58827,,
0102920,Robert Davey Jr Dr:Oyster Pond Rd,37.742432,-122.245107,55024,,
0102930,Robert Davey Jr Dr:Packet Landing Rd,37.743631,-122.239174,58837,,
0102940,Robert Davey Jr Dr:Packet Landing Rd,37.744281,-122.239594,55278,,
0102950,Robert Davey Jr Dr:Pudding Stone Rd,37.743973,-122.243537,52270,,
0102960,Robert Davey Jr Dr:Pudding Stone Rd,37.744242,-122.242717,55708,,
0103140,Santa Clara Av:8th St,37.773159,-122.272867,55675,,
0103150,Santa Clara Av:8th St,37.773303,-122.272594,55995,,
0103160,Santa Clara Av:9th St,37.773245,-122.270845,56558,,
0103170,Santa Clara Av:9th St,37.773110,-122.270665,55378,,
0103180,Santa Clara Av:Bay St,37.772879,-122.264772,55944,,
0103190,Santa Clara Av:Bay St,37.773076,-122.264920,55537,,
0103200,Santa Clara Av:Broadway,37.763680,-122.238582,57733,,
0103220,Santa Clara Av:Caroline St,37.773022,-122.268217,51591,,
0103230,Santa Clara Av:Chestnut St,37.769728,-122.251761,55579,,
0103270,Santa Clara Av:Grand St,37.771552,-122.256027,56661,,
0103280,Santa Clara Av:Grand St,37.771537,-122.256317,52533,,
0103330,Santa Clara Av:Oak St,37.766038,-122.243795,53370,,
0103340,Santa Clara Av:Park St,37.765284,-122.241692,55511,,
0103350,Santa Clara Av:Park St,37.765368,-122.242085,59255,,
0103360,Santa Clara Av:Stanton St,37.772773,-122.259788,57373,,
0103370,Santa Clara Av:Stanton St,37.772913,-122.259887,55994,,
0103380,Santa Clara Av:Walnut St,37.767192,-122.246334,58944,,
0103420,Santa Clara Av:Webster St,37.773272,-122.276436,59992,,
0103430,Santa Clara Av:Willow St,37.768483,-122.248904,51119,,
0103450,Shoreline Dr:#2019,37.757415,-122.258368,57367,,
0103470,Shoreline Dr:Grand St,37.759281,-122.263768,52132,,
0103480,Shoreline Dr:Kitty Hawk Rd,37.758150,-122.260725,54387,,
0103490,Shoreline Dr:Kitty Hawk Rd,37.758312,-122.260740,53313,,
0103500,Willow St:Shoreline Dr,37.757082,-122.256641,50510,,
0103590,Alameda South Shore Center:Kohl's,37.758749,-122.253198,55499,,
0103600,Alameda South Shore Center:Kohl's,37.758682,-122.252767,50300,,
0103690,W Midway Av:Lexington St,37.785917,-122.303459,54674,,
0103720,W Midway Av:Monarch St,37.786332,-122.308170,52146,,
0103730,W Midway Av:Pan Am Way,37.785528,-122.298230,55033,,
0103740,W Midway Av:Saratoga St,37.785755,-122.302363,56121,,
0103760,W Redline Av:Lexington St,37.788777,-122.303642,52149,,
0103790,Webster St:Ralph Appezzato Memorial Pkwy,37.779082,-122.276692,57700,,
0103800,Webster St:Buena Vista Av,37.777035,-122.276770,51551,,
0103830,Webster St:Lincoln Av,37.775491,-122.276645,55549,,
0103860,Webster St:Santa Clara Av,37.773067,-122.276890,57750,,
0103900,Whitehall Pl:Willow St,37.759409,-122.254771,52256,,
0103910,Whitehall Pl:Willow St,37.759534,-122.254834,51145,,
0103950,Willow St:Franciscan Way,37.758264,-122.255749,58178,,
0103960,Willow St:Franciscan Way,37.758376,-122.255875,57597,,
0104010,Willow St:Shoreline Dr,37.757074,-122.256420,58278,,
0104020,Willow St:Whitehall Pl,37.759838,-122.255084,51126,,
0104030,Willow St:Whitehall Pl,37.759241,-122.255169,58378,,
0104110,Encinal Av:Broadway,37.760315,-122.240544,55041,,
0104120,Encinal Av:Broadway,37.760372,-122.240334,50650,,
0104170,Park St:Buena Vista Av,37.767968,-122.239830,56658,,
0104200,Ralph Appezzato Memorial Pkwy:Mosley Av,37.780073,-122.288473,51107,,
0104210,Park St:Santa Clara Av,37.765141,-122.242130,52666,,
0104220,Park St:Santa Clara Av,37.765600,-122.241575,55546,,
0104230,Park St:Encinal Av,37.762216,-122.244617,51444,,
0104240,Park St:Encinal Av,37.762793,-122.243930,54877,,
0104270,Webster St:Lincoln Av,37.774893,-122.276819,58899,,
0104280,Webster St:Central Av,37.771734,-122.276806,55975,,
0104300,Mecartney Rd:Melrose Av,37.734077,-122.234656,55476,,
0104310,Webster St:Santa Clara Av,37.773611,-122.276711,55444,,
0104380,Alameda South Shore Center At Park St,37.756778,-122.249165,55523,,
0104390,Alameda South Shore Center At Park St,37.757068,-122.249537,55519,,
0104400,Encinal Av:Versailles,37.759358,-122.238580,53466,,
0104450,Mecartney Rd:Island Dr,37.735499,-122.239517,55049,,
0104460,Broadway:Blanding Av,37.768590,-122.234222,58677,,place_BDBL
0104470,Maitland Dr:Fitchburg Av,37.730989,-122.231695,58754,,
0104480,Maitland Dr:Fitchburg Av,37.730795,-122.231736,50578,,
0104510,Central Av:Pacific Av,37.775694,-122.291150,53545,,
0104520,Central Av:Pacific Av,37.776361,-122.290950,51578,,
0104530,Central Av:3rd St,37.772764,-122.288710,51615,,
0104550,Lexington St:W. Mall Pl,37.786413,-122.303652,56501,,
0104560,Pacific Av:3rd St,37.776547,-122.287403,51229,,
0104570,Pacific Av:3rd St,37.776330,-122.287726,56512,,
0104590,Pacific Av:Central Av,37.776413,-122.290768,52578,,
0104600,Webster St:Atlantic Av,37.780202,-122.276366,59400,,
0104700,Mecartney Rd:Belmont Place,37.735999,-122.241968,55858,,
0104730,W Midway Av:Orion St,37.785058,-122.293855,50243,,
0104740,W Midway Av:Pan Am Way,37.785622,-122.297892,50251,,
0104760,W Ranger Av:#650,37.784721,-122.299974,50257,,
0104770,Saratoga St:W Midway Av,37.785610,-122.302131,50258,,
0104780,W Midway Av:Orion St,37.785000,-122.294399,50259,,
0104790,Webster St:Stargell Av,37.782860,-122.276770,50541,,
0104800,Webster St:Stargell Av,37.783169,-122.276388,50542,,
0104810,Mariner Sq Loop:Stargell Av,37.785082,-122.278177,50612,,
0200010,Bayside Common Condominiums,37.896314,-122.308150,55064,,
0200030,Buchanan St:Jackson St,37.887757,-122.300790,53578,,
0200040,Buchanan St:Jackson St,37.887509,-122.301187,55979,,
0200050,Buchanan St:Pierce St,37.887582,-122.305140,56523,,
0200060,Buchanan St:Polk St,37.887683,-122.302584,55142,,
0200080,Buchanan St:Usda Trucking,37.887105,-122.306245,50622,,
0200120,Jackson St:8th St,37.883455,-122.299981,55448,,
0200130,Jackson St:8th St,37.883508,-122.300069,54096,,
0200200,Ohlone Dr:#956,37.885534,-122.301303,55990,,
0200220,Pierce St:#545,37.895813,-122.308122,52700,,
0200250,Pierce St:Gateview Apts,37.893869,-122.307298,55616,,
0200260,Pierce St:Gateview Apts,37.894086,-122.307189,56411,,
0200270,Pierce St:Solano Av,37.889031,-122.305844,54376,,
0200280,Pierce St:Washington Av,37.889515,-122.305893,55718,,
0200350,San Pablo Av:Brighton Av,37.897137,-122.301025,52117,,
0200360,San Pablo Av:Brighton Av,37.896510,-122.301090,56422,,
0200370,San Pablo Av:Buchanan St,37.888070,-122.298112,56606,,
0200380,San Pablo Av:Buchanan St,37.888096,-122.298404,57957,,
0200390,San Pablo Av:Castro St,37.894286,-122.300376,55728,,
0200400,San Pablo Av:Marin Av,37.886462,-122.297870,51166,,
0200410,San Pablo Av:Marin Av,37.886486,-122.297604,55867,,
0200420,San Pablo Av:Monroe St,37.884827,-122.297068,55978,,
0200430,San Pablo Av:Monroe St,37.884410,-122.297213,54344,,
0200450,San Pablo Av:Solano Av,37.890065,-122.298747,50888,,
0200590,Solano Av:Cornell Av,37.890390,-122.295871,55766,,
0200600,Solano Av:Cornell Av,37.890527,-122.296019,55730,,
0200610,Solano Av:Curtis St,37.890871,-122.287156,51212,,
0200620,Solano Av:Kains Av,37.890379,-122.298320,55395,,
0200630,Solano Av:Masonic Av,37.890503,-122.293296,55133,,
0200640,Solano Av:Masonic Av,37.890693,-122.293479,58977,,
0200650,Solano Av:Peralta Av,37.890955,-122.285239,56615,,
0200670,Solano Av:Ramona Av,37.890748,-122.291328,51915,,
0200680,Solano Av:Ramona Av,37.890640,-122.290928,56568,,
0200700,Solano Av:Santa Fe Av,37.890750,-122.288926,52245,,
0200710,Solano Av:Santa Fe Av,37.890863,-122.289194,55905,,
0200720,Solano Av:Ventura Av,37.891078,-122.283153,57975,,
0200730,San Pablo Av:Solano Av,37.889965,-122.299013,56688,,
0200740,San Pablo Rd:Portland Av,37.893335,-122.299808,52217,,
0200750,Pierce St:Solano Av,37.888728,-122.305791,55958,,
0200760,Ohlone Av:West End Way,37.884731,-122.305012,54440,,
0200770,Red Oak Av:Kinkead Way,37.882933,-122.302906,55115,,
0200780,Jackson St:Ohlone St,37.885444,-122.300150,50529,,
0300030,6th St:Allston Way,37.865080,-122.296821,52231,,
0300040,6th St:Allston Way,37.865489,-122.296808,57589,,
0300070,6th St:Cedar St,37.873867,-122.299697,52236,,
0300080,6th St:Cedar St,37.874332,-122.299663,53227,,
0300090,6th St:Channing Way,37.861640,-122.295555,59338,,
0300100,6th St:Channing Way,37.861816,-122.295785,55790,,
0300110,6th St:Delaware St,37.870827,-122.298505,59757,,
0300120,6th St:Delaware St,37.870833,-122.298685,55149,,
0300130,6th St:Gilman St,37.878893,-122.301284,59668,,
0300140,6th St:Hearst Av,37.869459,-122.298283,56499,,
0300150,6th St:Page St,37.876514,-122.300520,52310,,
0300160,6th St:Page St,37.876349,-122.300284,56465,,
0300170,6th St:University Av,37.868307,-122.297688,55065,,
0300180,6th St:University Av,37.867684,-122.297696,56310,,
0300190,6th St:Virginia St,37.872236,-122.298950,59774,,
0300200,6th St:Virginia St,37.872078,-122.299123,59908,,
0300210,7th St:Anthony St,37.852285,-122.291609,55909,,
0300220,7th St:Anthony St,37.852180,-122.291379,55915,,
0300260,7th St:Grayson St,37.855413,-122.292610,55970,,
0300270,7th St:Grayson St,37.855569,-122.292570,50633,,
0300290,7th St:Heinz Av,37.853334,-122.291766,58667,,
0300300,7th St:Parker St,37.858603,-122.293484,55738,,
0300310,7th St:Parker St,37.858548,-122.293665,55807,,
0300315,Addison St:Oxford St,37.871293,-122.266549,57566,,
0300320,Adeline St:Alcatraz Av,37.849115,-122.271091,52252,,
0300330,Adeline St:Alcatraz Av,37.848450,-122.271748,52525,,
0300340,Adeline St:Ashby Av,37.855424,-122.268619,53327,,
0300350,Adeline St:Ashby BART Station,37.852597,-122.270050,59978,,
0300360,Adeline St:Ashby BART Station,37.852913,-122.269542,59918,,
0300370,Adeline St:Fairview St,37.851003,-122.270477,59928,,
0300380,Adeline St:Fairview St,37.850792,-122.270848,54254,,
0300390,Adeline St:Oregon St,37.857758,-122.267728,57220,,
0300400,Adeline St:Oregon St,37.857080,-122.268495,57330,,
0300410,Adeline St:Russell St,37.855491,-122.269009,56736,,
0300420,Adeline St:Ward St,37.859036,-122.267791,56910,,
0300430,Adeline St:Ward St,37.858940,-122.267328,59578,,
0300440,Alcatraz Av:Adeline St,37.848747,-122.271890,54894,,
0300450,Alcatraz Av:Adeline St,37.848626,-122.271832,56751,,
0300460,Alcatraz Av:California St,37.848146,-122.275523,50701,,
0300470,Alcatraz Av:California St,37.848241,-122.275665,50756,,
0300480,Alcatraz Av:Dover St,37.848972,-122.269193,51701,,
0300490,Alcatraz Av:Dover St,37.849124,-122.269135,51712,,
0300520,Alcatraz Av:King St,37.848533,-122.273522,52723,,
0300530,Alcatraz Av:King St,37.848397,-122.273719,59321,,
0300540,Alcatraz Av:Sacramento St,37.847913,-122.277352,55164,,
0300550,Alcatraz Av:Sacramento St,37.848001,-122.277582,52756,,
0300560,Arlington Av:Boynton Av,37.902060,-122.276604,57990,,
0300570,Arlington Av:Boynton Path,37.901973,-122.276365,54578,,
0300580,Arlington Av:Indian Rock Path,37.892003,-122.273940,55107,,
0300590,Arlington Av:Indian Rock Path,37.891989,-122.274206,56752,,
0300600,Arlington Av:Mendocino Path,37.893107,-122.274635,53723,,
0300610,Arlington Av:Mendocino Av,37.893232,-122.274834,56753,,
0300620,Arlington Av:San Antonio Av,37.899122,-122.277421,57585,,
0300630,Arlington Av:San Fernando Av,37.898824,-122.276559,58768,,
0300640,Arlington Av:San Luis Rd,37.900990,-122.276898,57432,,
0300650,Arlington Av:San Luis Rd,37.900947,-122.277188,59970,,
0300660,Arlington Av:Southampton Av,37.894409,-122.274719,59938,,
0300670,Arlington Av:Thousand Oaks Blvd,37.897379,-122.276286,51880,,
0300680,Arlington Av:Thousand Oaks Blvd,37.897156,-122.275692,56759,,
0300690,Arlington Av:Yosemite Rd,37.894957,-122.275264,52880,,
0300710,Ashby Av:7th St,37.851195,-122.290464,55817,,
0300720,Ashby Av:Acton St,37.853162,-122.280972,50667,,
0300730,Ashby Av:Acton St,37.853218,-122.281718,54954,,
0300740,Ashby Av:Adeline St (Ashby BART Station),37.855121,-122.268470,56858,,
0300750,Ashby Av:Adeline St (Ashby BART Station),37.854812,-122.268676,52239,,
0300760,Ashby Av:California St,37.853585,-122.277210,50177,,
0300770,Ashby Av:California St,37.853531,-122.276672,53880,,
0300780,Ashby Av:Claremont Av,37.858092,-122.245764,50677,,
0300790,Ashby Av:Claremont Av,37.857977,-122.245674,52331,,
0300800,Ashby Av:Colby St,37.856395,-122.257616,56795,,
0300810,Ashby Av:College Av,37.857013,-122.252661,58568,,
0300830,Ashby Av:Deakin St,37.855868,-122.262620,52336,,
0300840,Ashby Av:Deakin St,37.855790,-122.262173,57658,,
0300850,Ashby Av:Domingo Av,37.858143,-122.244115,58820,,
0300860,Ashby Av:Ellis St,37.854060,-122.273505,50699,,
0300870,Ashby Av:Hillegass Av,37.856817,-122.255358,59968,,
0300880,Ashby Av:Hillegass Av,37.856702,-122.255244,59875,,
0300890,Ashby Av:King St,37.853892,-122.273900,51050,,
0300900,Ashby Av:Mabel St,37.852739,-122.283454,50540,,
0300910,Ashby Av:Mabel St,37.852758,-122.283986,54559,,
0300920,Ashby Av:Martin Luther King Jr Way(Ashby BART Sa.),37.854419,-122.270920,55765,,
0300930,Ashby Av:Martin Luther King Jr Way(Ashby BART Sa.),37.854256,-122.270609,51171,,
0300940,Ashby Av:Piedmont Av,37.857621,-122.250896,53756,,
0300950,Ashby Av:Piedmont Av,37.857766,-122.250981,59879,,
0300960,Ashby Av:Pine Av,37.857906,-122.248704,56870,,
0300970,Ashby Av:Pine Av,37.857840,-122.248210,57056,,
0300980,Ashby Av:Regent St,37.856586,-122.257120,51951,,
0300990,Ashby Av:Sacramento St,37.853207,-122.279230,52662,,
0301000,Ashby Av:Sacramento St,37.853377,-122.278810,55919,,
0301010,Ashby Av:San Pablo Av,37.852170,-122.286247,52300,,
0301020,Ashby Av:San Pablo Av,37.852150,-122.287154,52599,,
0301030,Ashby Av:Shattuck Av,37.855265,-122.266193,52339,,
0301040,Ashby Av:Shattuck Av,37.855346,-122.266833,55016,,
0301050,Ashby Av:Telegraph Av,37.856207,-122.260145,59300,,
0301060,Ashby Av:Telegraph Av,37.856160,-122.259359,55217,,
0301070,Ashby Av:Wheeler St,37.855588,-122.264836,56796,,
0301080,Ashby Av:Wheeler St,37.855516,-122.264287,58234,,
0301090,Avenida Dr:Campus Dr,37.882765,-122.252289,55827,,
0301100,Avenida Dr:Queens Rd,37.883547,-122.251761,51138,,
0301120,Bancroft Way:College Av,37.869294,-122.255129,59555,,
0301130,Bancroft Way:Dana St,37.868458,-122.261913,55593,,
0301150,Bancroft Way:Piedmont Av,37.869607,-122.252647,54050,,
0301200,Belrose Av:Garber St,37.860993,-122.245777,55837,,
0301220,Campus Dr:Del Mar Av,37.883805,-122.253042,55194,,
0301230,Campus Dr:Glendale Av,37.885766,-122.254512,57651,,
0301240,Campus Dr:Quail Av,37.886689,-122.254852,57652,,
0301250,Campus Dr:Shasta Rd,37.887638,-122.254486,57653,,
0301260,Cedar St:Acton St,37.876310,-122.285181,58958,,
0301270,Cedar St:Acton St,37.876407,-122.285276,57156,,
0301280,Cedar St:Belvedere Av,37.875841,-122.289620,57659,,
0301290,Cedar St:Belvedere Av,37.875716,-122.289812,54589,,
0301320,Cedar St:Cedar Rose Park,37.876221,-122.287254,58432,,
0301330,Cedar St:Cedar Rose Park,37.876090,-122.287329,55204,,
0301340,Cedar St:Cornell Av,37.875480,-122.291647,50234,,
0301350,Cedar St:Cornell Av,37.875636,-122.291355,54501,,
0301460,Cedar St:Sacramento St,37.876695,-122.283023,55241,,
0301480,Cedar St:San Pablo Av,37.875356,-122.293903,55327,,
0301510,Center St:Milvia St,37.869907,-122.270730,55761,,
0301545,Center St:Shattuck Sq (Berkeley BART Station),37.870456,-122.267498,55700,,place_CSSH
0301550,Central Park Dr:Wildcat Canyon Rd,37.896148,-122.255805,59213,,
0301560,Claremont Av:Ashby Av,37.858197,-122.245345,58830,,
0301570,Claremont Av:Ashby Av,37.858390,-122.244937,57115,,
0301580,Claremont Av:Eton Av,37.852445,-122.249976,57118,,
0301590,Claremont Av:Eton Ct,37.852177,-122.249954,57228,,
0301600,Claremont Av:Hazel Rd,37.856285,-122.246638,50432,,
0301610,Claremont Av:The Uplands,37.854324,-122.248245,50911,,
0301620,Claremont Av:Webster St,37.856225,-122.246924,55762,,
0301630,Claremont Av:Woolsey St,37.854115,-122.248626,55763,,
0301640,Claremont Blvd:Garber St,37.860505,-122.245636,51432,,
0301660,College Av:Ashby Av,37.857287,-122.252988,55955,,
0301670,College Av:Ashby Av,37.856824,-122.253115,55991,,
0301690,College Av:Derby St,37.861896,-122.253597,50600,,
0301700,College Av:Derby St,37.862027,-122.253482,59977,,
0301730,College Av:Haste St,37.866775,-122.254045,52223,,
0301740,College Av:Haste St,37.866707,-122.254200,52244,,
0301760,College Av:Parker St,37.864177,-122.253712,57774,,
0301770,College Av:Russell St,37.858815,-122.253145,51199,,
0301780,College Av:Russell St,37.858591,-122.253268,57655,,
0301790,College Av:Webster St,37.855734,-122.252999,52929,,
0301800,College Av:Webster St,37.856032,-122.252886,52922,,
0301810,College Av:Woolsey St,37.853701,-122.252821,56585,,
0301820,College Av:Woolsey St,37.854163,-122.252703,52323,,
0301840,Colusa Av:Tacoma Av,37.893158,-122.280320,53410,,
0301850,Colusa Av:Thousand Oaks Blvd,37.896677,-122.285409,51277,,
0301860,Colusa Av:Thousand Oaks Blvd,37.896480,-122.285110,57338,,
0301870,Colusa Av:Thousand Oaks School,37.892254,-122.280130,51677,,
0301880,Colusa Av:Vincente Av,37.894565,-122.282379,56410,,
0301890,Colusa Av:Vincente Av,37.894703,-122.282810,52377,,
0301900,Colusa Av:Visalia Av,37.898634,-122.285649,57356,,
0301910,Colusa Av:Visalia Av,37.898196,-122.285657,51167,,
0301930,Dana St:Haste St,37.865815,-122.260993,55138,,
0301950,Derby St:Claremont Blvd,37.862529,-122.247097,51510,,
0301960,Derby St:Claremont Blvd,37.862424,-122.247281,58860,,
0301980,Durant Av:College Av,37.868302,-122.254628,52333,,
0301990,Durant Av:Dana St,37.867422,-122.261416,57555,,
0302000,Durant Av:Ellsworth St,37.867143,-122.263696,55776,,
