trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
1001,04:33:00,04:33:00,1,1,Dyer & UC Blvd,,,,1
1001,,,2,2,Dyer & UC Blvd,,,,
1001,,,3,3,Dyer & UC Blvd,,,,
1001,,,4,4,Dyer & UC Blvd,,,,
1001,,,5,5,Dyer & UC Blvd,,,,
1001,,,6,6,Dyer & UC Blvd,,,,
1001,,,7,7,Dyer & UC Blvd,,,,
1001,04:40:00,04:40:00,8,8,Dyer & UC Blvd,,,,1
1001,,,215,9,Dyer & UC Blvd,,,,
1001,,,9,10,Dyer & UC Blvd,,,,
1001,,,10,11,Dyer & UC Blvd,,,,
1001,,,11,12,Dyer & UC Blvd,,,,
1001,,,12,13,Dyer & UC Blvd,,,,
1001,04:46:00,04:46:00,13,14,Dyer & UC Blvd,,,,1
1001,,,14,15,Dyer & UC Blvd,,,,
1001,,,15,16,Dyer & UC Blvd,,,,
1001,,,16,17,Dyer & UC Blvd,,,,
1001,,,17,18,Dyer & UC Blvd,,,,
1001,,,18,19,Dyer & UC Blvd,,,,
1001,,,19,20,Dyer & UC Blvd,,,,
1001,,,20,21,Dyer & UC Blvd,,,,
1001,,,21,22,Dyer & UC Blvd,,,,
1001,,,22,23,Dyer & UC Blvd,,,,
1001,,,23,24,Dyer & UC Blvd,,,,
1001,,,24,25,Dyer & UC Blvd,,,,
1001,,,25,26,Dyer & UC Blvd,,,,
1001,,,26,27,Dyer & UC Blvd,,,,
1001,,,27,28,Dyer & UC Blvd,,,,
1001,,,28,29,Dyer & UC Blvd,,,,
1001,,,29,30,Dyer & UC Blvd,,,,
1001,,,30,31,Dyer & UC Blvd,,,,
1001,,,214,32,Dyer & UC Blvd,,,,
1001,,,31,33,Dyer & UC Blvd,,,,
1001,,,32,34,Dyer & UC Blvd,,,,
1001,05:00:00,05:00:00,33,35,UC BART,,,,1
1001,,,34,36,UC BART,,,,
1001,,,35,37,UC BART,,,,
1001,,,36,38,UC BART,,,,
1001,,,37,39,UC BART,,,,
1001,,,38,40,UC BART,,,,
1001,,,39,41,UC BART,,,,
1001,,,40,42,UC BART,,,,
1001,,,41,43,UC BART,,,,
1001,05:08:00,05:08:00,13,44,UC BART,,,,1
1001,,,42,45,UC BART,,,,
1001,,,43,46,UC BART,,,,
1001,,,44,47,UC BART,,,,
1001,,,45,48,UC BART,,,,
1001,,,46,49,UC BART,,,,
1001,05:14:00,05:14:00,47,50,UC BART,,,,1
1001,,,48,51,UC BART,,,,
1001,,,49,52,UC BART,,,,
1001,,,50,53,UC BART,,,,
1001,,,51,54,UC BART,,,,
1001,,,52,55,UC BART,,,,
1001,,,53,56,UC BART,,,,
1001,05:20:00,05:20:00,1,57,UC BART,,,,1
1002,05:03:00,05:03:00,1,1,Dyer & UC Blvd,,,,1
1002,,,2,2,Dyer & UC Blvd,,,,
1002,,,3,3,Dyer & UC Blvd,,,,
1002,,,4,4,Dyer & UC Blvd,,,,
1002,,,5,5,Dyer & UC Blvd,,,,
1002,,,6,6,Dyer & UC Blvd,,,,
1002,,,7,7,Dyer & UC Blvd,,,,
1002,05:10:00,05:10:00,8,8,Dyer & UC Blvd,,,,1
1002,,,215,9,Dyer & UC Blvd,,,,
1002,,,9,10,Dyer & UC Blvd,,,,
1002,,,10,11,Dyer & UC Blvd,,,,
1002,,,11,12,Dyer & UC Blvd,,,,
1002,,,12,13,Dyer & UC Blvd,,,,
1002,05:16:00,05:16:00,13,14,Dyer & UC Blvd,,,,1
1002,,,14,15,Dyer & UC Blvd,,,,
1002,,,15,16,Dyer & UC Blvd,,,,
1002,,,16,17,Dyer & UC Blvd,,,,
1002,,,17,18,Dyer & UC Blvd,,,,
1002,,,18,19,Dyer & UC Blvd,,,,
1002,,,19,20,Dyer & UC Blvd,,,,
1002,,,20,21,Dyer & UC Blvd,,,,
1002,,,21,22,Dyer & UC Blvd,,,,
1002,,,22,23,Dyer & UC Blvd,,,,
1002,,,23,24,Dyer & UC Blvd,,,,
1002,,,24,25,Dyer & UC Blvd,,,,
1002,,,25,26,Dyer & UC Blvd,,,,
1002,,,26,27,Dyer & UC Blvd,,,,
1002,,,27,28,Dyer & UC Blvd,,,,
1002,,,28,29,Dyer & UC Blvd,,,,
1002,,,29,30,Dyer & UC Blvd,,,,
1002,,,30,31,Dyer & UC Blvd,,,,
1002,,,214,32,Dyer & UC Blvd,,,,
1002,,,31,33,Dyer & UC Blvd,,,,
1002,,,32,34,Dyer & UC Blvd,,,,
1002,05:30:00,05:30:00,33,35,UC BART,,,,1
1002,,,34,36,UC BART,,,,
1002,,,35,37,UC BART,,,,
1002,,,36,38,UC BART,,,,
1002,,,37,39,UC BART,,,,
1002,,,38,40,UC BART,,,,
1002,,,39,41,UC BART,,,,
1002,,,40,42,UC BART,,,,
1002,,,41,43,UC BART,,,,
1002,05:38:00,05:38:00,13,44,UC BART,,,,1
1002,,,42,45,UC BART,,,,
1002,,,43,46,UC BART,,,,
1002,,,44,47,UC BART,,,,
1002,,,45,48,UC BART,,,,
1002,,,46,49,UC BART,,,,
1002,05:44:00,05:44:00,47,50,UC BART,,,,1
1002,,,48,51,UC BART,,,,
1002,,,49,52,UC BART,,,,
1002,,,50,53,UC BART,,,,
1002,,,51,54,UC BART,,,,
1002,,,52,55,UC BART,,,,
1002,,,53,56,UC BART,,,,
1002,05:50:00,05:50:00,1,57,UC BART,,,,1
1005,05:33:00,05:33:00,1,1,Dyer & UC Blvd,,,,1
1005,,,2,2,Dyer & UC Blvd,,,,
1005,,,3,3,Dyer & UC Blvd,,,,
1005,,,4,4,Dyer & UC Blvd,,,,
1005,,,5,5,Dyer & UC Blvd,,,,
1005,,,6,6,Dyer & UC Blvd,,,,
1005,,,7,7,Dyer & UC Blvd,,,,
1005,05:40:00,05:40:00,8,8,Dyer & UC Blvd,,,,1
1005,,,215,9,Dyer & UC Blvd,,,,
1005,,,9,10,Dyer & UC Blvd,,,,
1005,,,10,11,Dyer & UC Blvd,,,,
1005,,,11,12,Dyer & UC Blvd,,,,
1005,,,12,13,Dyer & UC Blvd,,,,
1005,05:46:00,05:46:00,13,14,Dyer & UC Blvd,,,,1
1005,,,14,15,Dyer & UC Blvd,,,,
1005,,,15,16,Dyer & UC Blvd,,,,
1005,,,16,17,Dyer & UC Blvd,,,,
1005,,,17,18,Dyer & UC Blvd,,,,
1005,,,18,19,Dyer & UC Blvd,,,,
1005,,,19,20,Dyer & UC Blvd,,,,
1005,,,20,21,Dyer & UC Blvd,,,,
1005,,,21,22,Dyer & UC Blvd,,,,
1005,,,22,23,Dyer & UC Blvd,,,,
1005,,,23,24,Dyer & UC Blvd,,,,
1005,,,24,25,Dyer & UC Blvd,,,,
1005,,,25,26,Dyer & UC Blvd,,,,
1005,,,26,27,Dyer & UC Blvd,,,,
1005,,,27,28,Dyer & UC Blvd,,,,
1005,,,28,29,Dyer & UC Blvd,,,,
1005,,,29,30,Dyer & UC Blvd,,,,
1005,,,30,31,Dyer & UC Blvd,,,,
1005,,,214,32,Dyer & UC Blvd,,,,
1005,,,31,33,Dyer & UC Blvd,,,,
1005,,,32,34,Dyer & UC Blvd,,,,
1005,06:00:00,06:00:00,33,35,UC BART,,,,1
1005,,,34,36,UC BART,,,,
1005,,,35,37,UC BART,,,,
1005,,,36,38,UC BART,,,,
1005,,,37,39,UC BART,,,,
1005,,,38,40,UC BART,,,,
1005,,,39,41,UC BART,,,,
1005,,,40,42,UC BART,,,,
1005,,,41,43,UC BART,,,,
1005,06:08:00,06:08:00,13,44,UC BART,,,,1
1005,,,42,45,UC BART,,,,
1005,,,43,46,UC BART,,,,
1005,,,44,47,UC BART,,,,
1005,,,45,48,UC BART,,,,
1005,,,46,49,UC BART,,,,
1005,06:14:00,06:14:00,47,50,UC BART,,,,1
1005,,,48,51,UC BART,,,,
1005,,,49,52,UC BART,,,,
1005,,,50,53,UC BART,,,,
1005,,,51,54,UC BART,,,,
1005,,,52,55,UC BART,,,,
1005,,,53,56,UC BART,,,,
1005,06:20:00,06:20:00,1,57,UC BART,,,,1
1009,06:03:00,06:03:00,1,1,Dyer & UC Blvd,,,,1
1009,,,2,2,Dyer & UC Blvd,,,,
1009,,,3,3,Dyer & UC Blvd,,,,
1009,,,4,4,Dyer & UC Blvd,,,,
1009,,,5,5,Dyer & UC Blvd,,,,
1009,,,6,6,Dyer & UC Blvd,,,,
1009,,,7,7,Dyer & UC Blvd,,,,
1009,06:10:00,06:10:00,8,8,Dyer & UC Blvd,,,,1
1009,,,215,9,Dyer & UC Blvd,,,,
1009,,,9,10,Dyer & UC Blvd,,,,
1009,,,10,11,Dyer & UC Blvd,,,,
1009,,,11,12,Dyer & UC Blvd,,,,
1009,,,12,13,Dyer & UC Blvd,,,,
1009,06:16:00,06:16:00,13,14,Dyer & UC Blvd,,,,1
1009,,,14,15,Dyer & UC Blvd,,,,
1009,,,15,16,Dyer & UC Blvd,,,,
1009,,,16,17,Dyer & UC Blvd,,,,
1009,,,17,18,Dyer & UC Blvd,,,,
1009,,,18,19,Dyer & UC Blvd,,,,
1009,,,19,20,Dyer & UC Blvd,,,,
1009,,,20,21,Dyer & UC Blvd,,,,
1009,,,21,22,Dyer & UC Blvd,,,,
1009,,,22,23,Dyer & UC Blvd,,,,
1009,,,23,24,Dyer & UC Blvd,,,,
1009,,,24,25,Dyer & UC Blvd,,,,
1009,,,25,26,Dyer & UC Blvd,,,,
1009,,,26,27,Dyer & UC Blvd,,,,
1009,,,27,28,Dyer & UC Blvd,,,,
1009,,,28,29,Dyer & UC Blvd,,,,
1009,,,29,30,Dyer & UC Blvd,,,,
1009,,,30,31,Dyer & UC Blvd,,,,
1009,,,214,32,Dyer & UC Blvd,,,,
1009,,,31,33,Dyer & UC Blvd,,,,
1009,,,32,34,Dyer & UC Blvd,,,,
1009,06:30:00,06:30:00,33,35,UC BART,,,,1
1009,,,34,36,UC BART,,,,
1009,,,35,37,UC BART,,,,
1009,,,36,38,UC BART,,,,
1009,,,37,39,UC BART,,,,
1009,,,38,40,UC BART,,,,
1009,,,39,41,UC BART,,,,
1009,,,40,42,UC BART,,,,
1009,,,41,43,UC BART,,,,
1009,06:38:00,06:38:00,13,44,UC BART,,,,1
1009,,,42,45,UC BART,,,,
1009,,,43,46,UC BART,,,,
1009,,,44,47,UC BART,,,,
1009,,,45,48,UC BART,,,,
1009,,,46,49,UC BART,,,,
1009,06:44:00,06:44:00,47,50,UC BART,,,,1
1009,,,48,51,UC BART,,,,
1009,,,49,52,UC BART,,,,
1009,,,50,53,UC BART,,,,
1009,,,51,54,UC BART,,,,
1009,,,52,55,UC BART,,,,
1009,,,53,56,UC BART,,,,
1009,06:50:00,06:50:00,1,57,UC BART,,,,1
1013,06:33:00,06:33:00,1,1,Dyer & UC Blvd,,,,1
1013,,,2,2,Dyer & UC Blvd,,,,
1013,,,3,3,Dyer & UC Blvd,,,,
1013,,,4,4,Dyer & UC Blvd,,,,
1013,,,5,5,Dyer & UC Blvd,,,,
1013,,,6,6,Dyer & UC Blvd,,,,
1013,,,7,7,Dyer & UC Blvd,,,,
1013,06:40:00,06:40:00,8,8,Dyer & UC Blvd,,,,1
1013,,,215,9,Dyer & UC Blvd,,,,
1013,,,9,10,Dyer & UC Blvd,,,,
1013,,,10,11,Dyer & UC Blvd,,,,
1013,,,11,12,Dyer & UC Blvd,,,,
1013,,,12,13,Dyer & UC Blvd,,,,
1013,06:46:00,06:46:00,13,14,Dyer & UC Blvd,,,,1
1013,,,14,15,Dyer & UC Blvd,,,,
1013,,,15,16,Dyer & UC Blvd,,,,
1013,,,16,17,Dyer & UC Blvd,,,,
1013,,,17,18,Dyer & UC Blvd,,,,
1013,,,18,19,Dyer & UC Blvd,,,,
1013,,,19,20,Dyer & UC Blvd,,,,
1013,,,20,21,Dyer & UC Blvd,,,,
1013,,,21,22,Dyer & UC Blvd,,,,
1013,,,22,23,Dyer & UC Blvd,,,,
1013,,,23,24,Dyer & UC Blvd,,,,
1013,,,24,25,Dyer & UC Blvd,,,,
1013,,,25,26,Dyer & UC Blvd,,,,
1013,,,26,27,Dyer & UC Blvd,,,,
1013,,,27,28,Dyer & UC Blvd,,,,
1013,,,28,29,Dyer & UC Blvd,,,,
1013,,,29,30,Dyer & UC Blvd,,,,
1013,,,30,31,Dyer & UC Blvd,,,,
1013,,,214,32,Dyer & UC Blvd,,,,
1013,,,31,33,Dyer & UC Blvd,,,,
1013,,,32,34,Dyer & UC Blvd,,,,
1013,07:00:00,07:00:00,33,35,UC BART,,,,1
1013,,,34,36,UC BART,,,,
1013,,,35,37,UC BART,,,,
1013,,,36,38,UC BART,,,,
1013,,,37,39,UC BART,,,,
1013,,,38,40,UC BART,,,,
1013,,,39,41,UC BART,,,,
1013,,,40,42,UC BART,,,,
1013,,,41,43,UC BART,,,,
1013,07:08:00,07:08:00,13,44,UC BART,,,,1
1013,,,42,45,UC BART,,,,
1013,,,43,46,UC BART,,,,
1013,,,44,47,UC BART,,,,
1013,,,45,48,UC BART,,,,
1013,,,46,49,UC BART,,,,
1013,07:14:00,07:14:00,47,50,UC BART,,,,1
1013,,,48,51,UC BART,,,,
1013,,,49,52,UC BART,,,,
1013,,,50,53,UC BART,,,,
1013,,,51,54,UC BART,,,,
1013,,,52,55,UC BART,,,,
1013,,,53,56,UC BART,,,,
1013,07:20:00,07:20:00,1,57,UC BART,,,,1
1019,07:03:00,07:03:00,1,1,Dyer & UC Blvd,,,,1
1019,,,2,2,Dyer & UC Blvd,,,,
1019,,,3,3,Dyer & UC Blvd,,,,
1019,,,4,4,Dyer & UC Blvd,,,,
1019,,,5,5,Dyer & UC Blvd,,,,
1019,,,6,6,Dyer & UC Blvd,,,,
1019,,,7,7,Dyer & UC Blvd,,,,
1019,07:10:00,07:10:00,8,8,Dyer & UC Blvd,,,,1
1019,,,215,9,Dyer & UC Blvd,,,,
1019,,,9,10,Dyer & UC Blvd,,,,
1019,,,10,11,Dyer & UC Blvd,,,,
1019,,,11,12,Dyer & UC Blvd,,,,
1019,,,12,13,Dyer & UC Blvd,,,,
1019,07:16:00,07:16:00,13,14,Dyer & UC Blvd,,,,1
1019,,,14,15,Dyer & UC Blvd,,,,
1019,,,15,16,Dyer & UC Blvd,,,,
1019,,,16,17,Dyer & UC Blvd,,,,
1019,,,17,18,Dyer & UC Blvd,,,,
1019,,,18,19,Dyer & UC Blvd,,,,
1019,,,19,20,Dyer & UC Blvd,,,,
1019,,,20,21,Dyer & UC Blvd,,,,
1019,,,21,22,Dyer & UC Blvd,,,,
1019,,,22,23,Dyer & UC Blvd,,,,
1019,,,23,24,Dyer & UC Blvd,,,,
1019,,,24,25,Dyer & UC Blvd,,,,
1019,,,25,26,Dyer & UC Blvd,,,,
1019,,,26,27,Dyer & UC Blvd,,,,
1019,,,27,28,Dyer & UC Blvd,,,,
1019,,,28,29,Dyer & UC Blvd,,,,
1019,,,29,30,Dyer & UC Blvd,,,,
1019,,,30,31,Dyer & UC Blvd,,,,
1019,,,214,32,Dyer & UC Blvd,,,,
1019,,,31,33,Dyer & UC Blvd,,,,
1019,,,32,34,Dyer & UC Blvd,,,,
1019,07:30:00,07:30:00,33,35,UC BART,,,,1
1019,,,34,36,UC BART,,,,
1019,,,35,37,UC BART,,,,
1019,,,36,38,UC BART,,,,
1019,,,37,39,UC BART,,,,
1019,,,38,40,UC BART,,,,
1019,,,39,41,UC BART,,,,
1019,,,40,42,UC BART,,,,
1019,,,41,43,UC BART,,,,
1019,07:38:00,07:38:00,13,44,UC BART,,,,1
1019,,,42,45,UC BART,,,,
1019,,,43,46,UC BART,,,,
1019,,,44,47,UC BART,,,,
1019,,,45,48,UC BART,,,,
1019,,,46,49,UC BART,,,,
1019,07:44:00,07:44:00,47,50,UC BART,,,,1
1019,,,48,51,UC BART,,,,
1019,,,49,52,UC BART,,,,
1019,,,50,53,UC BART,,,,
1019,,,51,54,UC BART,,,,
1019,,,52,55,UC BART,,,,
1019,,,53,56,UC BART,,,,
1019,07:50:00,07:50:00,1,57,UC BART,,,,1
1023,07:33:00,07:33:00,1,1,Dyer & UC Blvd,,,,1
1023,,,2,2,Dyer & UC Blvd,,,,
1023,,,3,3,Dyer & UC Blvd,,,,
1023,,,4,4,Dyer & UC Blvd,,,,
1023,,,5,5,Dyer & UC Blvd,,,,
1023,,,6,6,Dyer & UC Blvd,,,,
1023,,,7,7,Dyer & UC Blvd,,,,
1023,07:40:00,07:40:00,8,8,Dyer & UC Blvd,,,,1
1023,,,215,9,Dyer & UC Blvd,,,,
1023,,,9,10,Dyer & UC Blvd,,,,
1023,,,10,11,Dyer & UC Blvd,,,,
1023,,,11,12,Dyer & UC Blvd,,,,
1023,,,12,13,Dyer & UC Blvd,,,,
1023,07:46:00,07:46:00,13,14,Dyer & UC Blvd,,,,1
1023,,,14,15,Dyer & UC Blvd,,,,
1023,,,15,16,Dyer & UC Blvd,,,,
1023,,,16,17,Dyer & UC Blvd,,,,
1023,,,17,18,Dyer & UC Blvd,,,,
1023,,,18,19,Dyer & UC Blvd,,,,
1023,,,19,20,Dyer & UC Blvd,,,,
1023,,,20,21,Dyer & UC Blvd,,,,
1023,,,21,22,Dyer & UC Blvd,,,,
1023,,,22,23,Dyer & UC Blvd,,,,
1023,,,23,24,Dyer & UC Blvd,,,,
1023,,,24,25,Dyer & UC Blvd,,,,
1023,,,25,26,Dyer & UC Blvd,,,,
1023,,,26,27,Dyer & UC Blvd,,,,
1023,,,27,28,Dyer & UC Blvd,,,,
1023,,,28,29,Dyer & UC Blvd,,,,
1023,,,29,30,Dyer & UC Blvd,,,,
1023,,,30,31,Dyer & UC Blvd,,,,
1023,,,214,32,Dyer & UC Blvd,,,,
1023,,,31,33,Dyer & UC Blvd,,,,
1023,,,32,34,Dyer & UC Blvd,,,,
1023,08:00:00,08:00:00,33,35,UC BART,,,,1
1023,,,34,36,UC BART,,,,
1023,,,35,37,UC BART,,,,
1023,,,36,38,UC BART,,,,
1023,,,37,39,UC BART,,,,
1023,,,38,40,UC BART,,,,
1023,,,39,41,UC BART,,,,
1023,,,40,42,UC BART,,,,
1023,,,41,43,UC BART,,,,
1023,08:08:00,08:08:00,13,44,UC BART,,,,1
1023,,,42,45,UC BART,,,,
1023,,,43,46,UC BART,,,,
1023,,,44,47,UC BART,,,,
1023,,,45,48,UC BART,,,,
1023,,,46,49,UC BART,,,,
1023,08:14:00,08:14:00,47,50,UC BART,,,,1
1023,,,48,51,UC BART,,,,
1023,,,49,52,UC BART,,,,
1023,,,50,53,UC BART,,,,
1023,,,51,54,UC BART,,,,
1023,,,52,55,UC BART,,,,
1023,,,53,56,UC BART,,,,
1023,08:20:00,08:20:00,1,57,UC BART,,,,1
1030,08:03:00,08:03:00,1,1,Dyer & UC Blvd,,,,1
1030,,,2,2,Dyer & UC Blvd,,,,
1030,,,3,3,Dyer & UC Blvd,,,,
1030,,,4,4,Dyer & UC Blvd,,,,
1030,,,5,5,Dyer & UC Blvd,,,,
1030,,,6,6,Dyer & UC Blvd,,,,
1030,,,7,7,Dyer & UC Blvd,,,,
1030,08:10:00,08:10:00,8,8,Dyer & UC Blvd,,,,1
1030,,,215,9,Dyer & UC Blvd,,,,
1030,,,9,10,Dyer & UC Blvd,,,,
1030,,,10,11,Dyer & UC Blvd,,,,
1030,,,11,12,Dyer & UC Blvd,,,,
1030,,,12,13,Dyer & UC Blvd,,,,
1030,08:16:00,08:16:00,13,14,Dyer & UC Blvd,,,,1
1030,,,14,15,Dyer & UC Blvd,,,,
1030,,,15,16,Dyer & UC Blvd,,,,
1030,,,16,17,Dyer & UC Blvd,,,,
1030,,,17,18,Dyer & UC Blvd,,,,
1030,,,18,19,Dyer & UC Blvd,,,,
1030,,,19,20,Dyer & UC Blvd,,,,
1030,,,20,21,Dyer & UC Blvd,,,,
1030,,,21,22,Dyer & UC Blvd,,,,
1030,,,22,23,Dyer & UC Blvd,,,,
1030,,,23,24,Dyer & UC Blvd,,,,
