stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
40184,40184,Strawberry Frontage Rd & US 101 NB On-Ramp, ,37.889095,-122.516312, , , , 
40197,40197,Beach Rd & San Rafael Av, ,37.87273,-122.463448, , , , 
40198,40198,Beach Rd & Juanita Ln, ,37.874989,-122.459435, , , , 
40199,40199,Tiburon Blvd & Beach Rd, ,37.875526,-122.459206, , , , 
40200,40200,Tiburon Blvd & Beach Rd, ,37.875145,-122.458939, , , , 
40201,40201,Tiburon Tiburon Blvd & Main St, ,37.873722,-122.455788, , , , 
40202,40202,Tiburon Blvd & Mar West St, ,37.877068,-122.461868, , , , 
40203,40203,Tiburon Blvd & Lyford Dr, ,37.880642,-122.465065, , , , 
40204,40204,Tiburon Blvd & Lyford Dr, ,37.880066,-122.464775, , , , 
40205,40205,Tiburon Blvd & Neds Way, ,37.881897,-122.467224, , , , 
40206,40206,Tiburon Blvd & Neds Way, ,37.881893,-122.467644, , , , 
40207,40207,Tiburon Blvd & San Rafael Av, ,37.884186,-122.472023, , , , 
40208,40208,Tiburon Blvd & Gilmartin Dr, ,37.886276,-122.474342, , , , 
40209,40209,Tiburon Blvd & Gilmartin Dr, ,37.885979,-122.474174, , , , 
40210,40210,Tiburon Blvd & Rock Hill Dr, ,37.888939,-122.477615, , , , 
40211,40211,Tiburon Blvd & Rock Hill Dr, ,37.88847,-122.477425, , , , 
40212,40212,Tiburon Blvd & Avenida Miraflores, ,37.892612,-122.48291, , , , 
40213,40213,Tiburon Blvd & Pine Terrace, ,37.892483,-122.482933, , , , 
40214,40214,Tiburon Blvd & Stewart Dr, ,37.895016,-122.486748, , , , 
40215,40215,Tiburon Blvd & Jefferson Dr, ,37.897667,-122.489182, , , , 
40216,40216,Tiburon Blvd & Reed Ranch Rd, ,37.896069,-122.491669, , , , 
40217,40217,Tiburon Blvd & Cecilia Way, ,37.897354,-122.498482, , , , 
40218,40218,Tiburon Blvd & Cecilia Way, ,37.897156,-122.498459, , , , 
40219,40219,Tiburon Blvd & Blackfield Dr, ,37.898754,-122.501526, , , , 
40220,40220,Tiburon Blvd & Greenwood Beach Rd, ,37.896923,-122.490036, , , , 
40222,40222,St Hilary Elementary School, ,37.888279,-122.47438, , , , 
40223,40223,Tiburon Blvd & Greenwood Cove Rd, ,37.898636,-122.501083, , , , 
40224,40224,Tiburon Blvd & Mar West St, ,37.877007,-122.462074, , , , 
40264,40264,Tiburon Blvd & Stewart Dr, ,37.894936,-122.486725, , , , 
40265,40265,Antilles Way & Martinique Av, ,37.912491,-122.478134, , , , 
40269,40269,Tamal Vista Blvd & Fifer Av, ,37.93782,-122.518784, , , , 
40270,40270,Tamal Vista Blvd & Fifer Av, ,37.937805,-122.518639, , , , 
40271,40271,Tamal Vista Blvd & Sandpiper Circle, ,37.934067,-122.51841, , , , 
40272,40272,Tamal Vista Blvd & Sandpiper Circle, ,37.934109,-122.518295, , , , 
40274,40274,Madera Blvd & Monona Dr, ,37.928059,-122.518608, , , , 
40275,40275,Redwood Av & Montecito Dr, ,37.926411,-122.529488, , , , 
40276,40276,Redwood Av & Montecito Dr, ,37.926468,-122.529465, , , , 
40277,40277,Tamalpais Dr & Eastman Av, ,37.925362,-122.523773, , , , 
40278,40278,Tamalpais Dr & Eastman Av, ,37.925465,-122.523773, , , , 
40279,40279,Tamalpais Dr & Meadowsweet Dr, ,37.925289,-122.521996, , , , 
40280,40280,Tamalpais Dr & Madera Blvd, ,37.925201,-122.518974, , , , 
40281,40281,Tamalpais Dr & Casa Buena Dr, ,37.925072,-122.518318, , , , 
40282,40282,Madera Blvd & Mohawk Av, ,37.926239,-122.518585, , , , 
40283,40283,Paradise Dr & Madera Del Presidio Av, ,37.919998,-122.508621, , , , 
40284,40284,Paradise Dr & Harbor Dr, ,37.920216,-122.508881, , , , 
40285,40285,Paradise Dr & El Camino Dr, ,37.919384,-122.505089, , , , 
40286,40286,Paradise Dr & Seawolf Passage, ,37.919453,-122.505249, , , , 
40287,40287,Paradise Dr & Prince Royal Dr, ,37.919159,-122.502518, , , , 
40288,40288,Paradise Dr & Prince Royal Dr, ,37.919216,-122.502953, , , , 
40289,40289,Paradise Dr & Golden Hinde Passage, ,37.920429,-122.497993, , , , 
40290,40290,Paradise Dr & Golden Hinde Passage, ,37.920532,-122.498085, , , , 
40291,40291,Paradise Dr & Uplands Circle, ,37.919872,-122.490891, , , , 
40292,40292,Paradise Dr & Uplands Circle, ,37.919998,-122.490929, , , , 
40293,40293,Paradise Dr & Robin Dr, ,37.919933,-122.489059, , , , 
40294,40294,Paradise Dr & Robin Dr, ,37.920071,-122.489052, , , , 
40295,40295,Hwy 101 at Paradise Dr-Tamalpais Dr Bus Pad, ,37.926495,-122.515205, , , , 
40296,40296,Hwy 101 at Paradise Dr-Tamalpais Dr Bus Pad, ,37.925331,-122.513794, , , , 
40303,40303,Magnolia Av & Ward St, ,37.935879,-122.535301, , , , 
40304,40304,Magnolia Av & Ward St, ,37.936192,-122.535118, , , , 
40305,40305,Magnolia Av & Madrone Av, ,37.932655,-122.536026, , , , 
40306,40306,Magnolia Av & Madrone Av, ,37.932655,-122.535965, , , , 
40307,40307,Magnolia Av & Park Way, ,37.929344,-122.53389, , , , 
40308,40308,Magnolia Av & Alexander Av, ,37.929466,-122.533928, , , , 
40309,40309,Doherty Dr & Larkspur Plaza Dr, ,37.938156,-122.532867, , , , 
40310,40310,Doherty Dr & Larkspur Plaza Dr, ,37.938232,-122.533646, , , , 
40313,40313,Lucky Dr & Riviera Circle, ,37.937267,-122.521591, , , , 
40314,40314,Lucky Dr & Riviera Circle, ,37.937347,-122.521645, , , , 
40315,40315,Sir Francis Drake Blvd & Mcallister Av, ,37.953327,-122.540054, , , , 
40316,40316,Sir Francis Drake Blvd & Wolfe Grade, ,37.95285,-122.538109, , , , 
40317,40317,Sir Francis Drake Blvd & Wolfe Grade, ,37.953053,-122.538391, , , , 
40318,40318,Sir Francis Drake Blvd & Bon Air Rd, ,37.950298,-122.533501, , , , 
40319,40319,Sir Francis Drake Blvd & Bon Air Rd, ,37.950596,-122.533737, , , , 
40320,40320,Sir Francis Drake Blvd & El Portal Dr, ,37.948387,-122.527763, , , , 
40321,40321,Sir Francis Drake Blvd & El Portal Dr, ,37.948734,-122.528114, , , , 
40322,40322,Sir Francis Drake Blvd & La Cuesta Dr, ,37.94735,-122.525093, , , , 
40323,40323,Sir Francis Drake Blvd & La Cuesta Dr, ,37.947735,-122.525513, , , , 
40324,40324,Sir Francis Drake Blvd & Eliseo Dr, ,37.945423,-122.520126, , , , 
40325,40325,Sir Francis Drake Blvd & Eliseo Dr, ,37.945793,-122.520447, , , , 
40327,40327,Doherty Dr & Hall Middle School, ,37.938225,-122.531624, , , , 
40330,40330,College of Marin College Av & Sir Francis Drake, ,37.954727,-122.548241, , , , 
40332,40332,Sir Francis Drake Blvd Opposite 1111 Sir Francis, ,37.958767,-122.55188, , , , 
40333,40333,1111 Sir Francis Drake Blvd, ,37.958885,-122.551788, , , , 
40334,40334,College of Marin - Sir Francis Drake Blvd & Elm Av, ,37.956699,-122.549034, , , , 
40335,40335,College Of Marin Sir Francis Drake Blvd & Maple, ,37.956276,-122.548271, , , , 
40336,40336,Sir Francis Drake Blvd & Ash Av, ,37.954182,-122.545807, , , , 
40337,40337,Sir Francis Drake Blvd & Ash Av, ,37.954208,-122.545662, , , , 
40338,40338,Sir Francis Drake Blvd & Rosebank Dr, ,37.953709,-122.543205, , , , 
40339,40339,Sir Francis Drake Blvd & Oak Av, ,37.953827,-122.542999, , , , 
40340,40340,Sir Francis Drake Blvd & Laurel Grove, ,37.953606,-122.54081, , , , 
40341,40341,Ross Sir Francis Drake Blvd & Lagunitas Rd, ,37.962559,-122.555847, , , , 
40342,40342,Ross Sir Francis Drake Blvd & Lagunitas Rd, ,37.96294,-122.556046, , , , 
40349,40349,College of Marin College Av & Sir Francis Drake, ,37.954258,-122.54863, , , , 
40390,40390,Lincoln Av & Wilson Ct, ,37.987057,-122.526909, , , , 
40391,40391,Lincoln Av & Wilson Ct, ,37.986656,-122.52636, , , , 
40392,40392,Lincoln Av & Grand Av, ,37.983692,-122.524651, , , , 
40393,40393,Lincoln Av & Grand Av, ,37.984035,-122.524719, , , , 
40394,40394,Lincoln Av & Linden Ln, ,37.980778,-122.522728, , , , 
40395,40395,Lincoln Av & Linden Ln, ,37.981113,-122.522827, , , , 
40396,40396,Lincoln Av & Paloma Av, ,37.978031,-122.522194, , , , 
40398,40398,Lincoln Av & Mission Av, ,37.974194,-122.523468, , , , 
40400,40400,Villa Av & Hacienda Dr, ,37.98732,-122.525719, , , , 
40401,40401,Villa Av & Glen Park Av, ,37.987549,-122.525764, , , , 
40402,40402,Villa Av & Myrtle Av, ,37.985348,-122.523811, , , , 
40403,40403,Villa Av & Myrtle Av, ,37.985397,-122.523705, , , , 
40404,40404,Grand Av & Linden Ln, ,37.982319,-122.520737, , , , 
40405,40405,Grand Av & Linden Ln, ,37.982498,-122.520859, , , , 
40406,40406,Grand Av & Mountain View Av, ,37.981186,-122.516907, , , , 
40407,40407,Grand Av & Mountain View Av, ,37.981342,-122.516937, , , , 
40408,40408,Dominican University Grand Av & Acacia Av, ,37.979515,-122.515854, , , , 
40409,40409,Grand Av & Acacia Way, ,37.979481,-122.515656, , , , 
40410,40410,Grand Av & Jewell St, ,37.977005,-122.516891, , , , 
40411,40411,Grand Av & Jewell St, ,37.977028,-122.516747, , , , 
40412,40412,Grand Av & Belle Av, ,37.975269,-122.518585, , , , 
40413,40413,Grand Av & Belle Av, ,37.974697,-122.518234, , , , 
40416,40416,Fourth St & Ross Valley Dr, ,37.976131,-122.550163, , , , 
40418,40418,Fourth St & Santa Margarita Av, ,37.976303,-122.549858, , , , 
40419,40419,Fourth St & Greenfield Av, ,37.975037,-122.543953, , , , 
40420,40420,Fourth St & Greenfield Av, ,37.974857,-122.544212, , , , 
40421,40421,Fourth St & Ida St, ,37.974136,-122.538017, , , , 
40422,40422,Fourth St & Ida St, ,37.974121,-122.538651, , , , 
40423,40423,Fourth St & E St, ,37.973568,-122.53315, , , , 
40424,40424,Fourth St & E St, ,37.973679,-122.533508, , , , 
40425,40425,Fourth St & C St, ,37.97348,-122.531029, , , , 
40426,40426,Fourth St & C St, ,37.973305,-122.530602, , , , 
40427,40427,Fourth St & Court St, ,37.973129,-122.527641, , , , 
40428,40428,Fourth St & Court St, ,37.972992,-122.526955, , , , 
40429,40429,Third St & Grand Av, ,37.971012,-122.51902, , , , 
40430,40430,San Rafael Transit Center Platform B, ,37.971081,-122.523102, , , , 
40471,40471,E Sir Francis Drake Blvd & Larkspur Landing, ,37.945862,-122.511292, , , , 
40472,40472,Sir Francis Drake Blvd & San Anselmo Av, ,37.986465,-122.57666, , , , 
40473,40473,Sir Francis Drake Blvd & Butterfield Rd, ,37.986778,-122.578613, , , , 
40474,40474,Sir Francis Drake Hs Sir Francis Drake & Ash Av, ,37.985481,-122.574341, , , , 
40475,40475,Sir Francis Drake Blvd & Broadmoor Av, ,37.986073,-122.575241, , , , 
40476,40476,Sir Francis Drake Blvd & Tamal Av, ,37.982365,-122.569054, , , , 
40478,40478,Sir Francis Drake Hs Drake Blvd & Mountain View Av, ,37.984833,-122.573051, , , , 
40479,40479,Sir Francis Drake Blvd & Sais Av, ,37.980801,-122.566505, , , , 
40480,40480,Sir Francis Drake Blvd & San Francisco Blvd, ,37.982361,-122.568954, , , , 
40481,40481,Sir Francis Drake Blvd & Sunnyhills Dr, ,37.981186,-122.566895, , , , 
40482,40482,Sir Francis Drake Blvd & Madrone Av, ,37.978813,-122.564156, , , , 
40483,40483,Sir Francis Drake Blvd & Madrone Av, ,37.978878,-122.564346, , , , 
40484,40484,San Anselmo Hub Center & Sir Francis Drake Blvd, ,37.976643,-122.563225, , , , 
40485,40485,Sir Francis Drake Blvd & Ross Av, ,37.972294,-122.561668, , , , 
40486,40486,Sir Francis Drake Blvd & Barber Av, ,37.972927,-122.561607, , , , 
40487,40487,Sir Francis Drake Blvd & Bolinas Av, ,37.969288,-122.560555, , , , 
40488,40488,Sir Francis Drake Blvd & Bolinas Rd, ,37.969894,-122.560577, , , , 
40489,40489,Red Hill Av & Sequoia Dr, ,37.976421,-122.553391, , , , 
40490,40490,Red Hill Av & Sequoia Dr, ,37.976585,-122.554932, , , , 
40512,40512,Sir Francis Drake Blvd & Olema Rd, ,38.000305,-122.604492, , , , 
40513,40513,Sir Francis Drake Blvd & Glen Dr, ,38.00032,-122.603691, , , , 
40514,40514,Sir Francis Drake Blvd & Alhambra Circle, ,38.000023,-122.602066, , , , 
40515,40515,Sir Francis Drake Blvd & Alhambra Circle, ,38.000011,-122.601738, , , , 
40516,40516,Sir Francis Drake Blvd At Drake Manor Apts, ,37.996944,-122.599007, , , , 
40517,40517,Sir Francis Drake Blvd At Drake Manor Apts, ,37.996906,-122.59861, , , , 
40518,40518,Sir Francis Drake Blvd & Oak Manor Dr, ,37.995461,-122.596298, , , , 
40519,40519,Sir Francis Drake Blvd & Oak Manor Dr, ,37.99548,-122.596146, , , , 
40520,40520,Sir Francis Drake Blvd & Marin Rd, ,37.993725,-122.594421, , , , 
40521,40521,Sir Francis Drake Blvd & Oak Tree Ln, ,37.993797,-122.594337, , , , 
40522,40522,Sir Francis Drake Blvd & Claus Dr, ,37.987343,-122.589386, , , , 
40523,40523,Fairfax Broadway & Bolinas Av, ,37.987095,-122.588768, , , , 
40524,40524,Sir Francis Drake Blvd & Bank St, ,37.990673,-122.592041, , , , 
40525,40525,Sir Francis Drake Blvd & Marinda Dr, ,37.990505,-122.591751, , , , 
40526,40526,Sir Francis Drake Blvd & Kent Av, ,37.986584,-122.582253, , , , 
40527,40527,Sir Francis Drake Blvd & Willow Av, ,37.98671,-122.582375, , , , 
40528,40528,Las Gallinas Av & Cedar Hill Dr, ,38.02528,-122.548416, , , , 
40529,40529,Las Gallinas Av & Santiago Way, ,38.024967,-122.548264, , , , 
40530,40530,Las Gallinas Av & Maple Hill Dr, ,38.022568,-122.550095, , , , 
40531,40531,Las Gallinas Av & Skyview Terrace, ,38.022091,-122.550079, , , , 
40532,40532,Las Gallinas Av & Park Ridge Av, ,38.019032,-122.551727, , , , 
40533,40533,Las Gallinas Av & Montevideo Way, ,38.019085,-122.551308, , , , 
40534,40534,Las Gallinas Av & Las Colindas Rd, ,38.013371,-122.549545, , , , 
40535,40535,Las Gallinas Av & Las Colindas Rd, ,38.013103,-122.549294, , , , 
40536,40536,Las Gallinas Av & Holly Dr, ,38.010403,-122.548988, , , , 
40537,40537,Las Gallinas Av & Oleander Dr, ,38.011272,-122.548714, , , , 
40538,40538,De La Guerra Rd & Del Ganado Rd, ,38.019974,-122.573242, , , , 
40540,40540,Del Ganado Rd & Duran Dr, ,38.018646,-122.570732, , , , 
40541,40541,Duran Dr & Del Ganado Rd, ,38.018562,-122.570686, , , , 
40542,40542,Del Ganado Rd & Las Ovejas Av, ,38.016109,-122.566864, , , , 
40543,40543,Del Ganado Rd & Las Ovejas Av, ,38.016216,-122.56678, , , , 
40544,40544,Del Ganado Rd & Las Raposas Rd, ,38.014542,-122.560753, , , , 
40545,40545,Del Ganado Rd & Las Raposas Rd, ,38.01487,-122.561768, , , , 
40546,40546,Manuel T Freitas Pkwy & Montecillo Rd, ,38.012077,-122.560715, , , , 
40548,40548,Manuel T Freitas Pkwy & Del Ganado Rd, ,38.012733,-122.558372, , , , 
40549,40549,Manuel T Freitas Pkwy & Del Ganado Rd, ,38.012981,-122.559219, , , , 
40550,40550,Del Ganado Rd & Manuel T Freitas Pkwy, ,38.013264,-122.558784, , , , 
40551,40551,Manuel T Freitas Pkwy & Las Pavadas Av, ,38.011379,-122.555412, , , , 
40552,40552,Manuel T Freitas Pkwy & Las Pavadas Av, ,38.011738,-122.555305, , , , 
40553,40553,Manuel T Freitas Pkwy & Las Gallinas Av, ,38.009739,-122.549637, , , , 
40556,40556,Las Gallinas Av & Nova Albion Way, ,38.00824,-122.549103, , , , 
40557,40557,Montecillo Rd At Kaiser Hospital Lot C, ,38.00552,-122.554657, , , , 
40558,40558,Nova Albion Way & Arias St, ,38.006721,-122.550018, , , , 
40560,40560,Nova Albion Way & Montecillo Rd, ,38.004108,-122.5522, , , , 
40561,40561,Nova Albion Way & Arias St, ,38.007034,-122.549606, , , , 
40562,40562,Las Gallinas Av & Northgate Dr, ,38.00663,-122.545815, , , , 
40563,40563,Las Gallinas Av & Northgate Dr, ,38.006901,-122.546242, , , , 
40564,40564,Las Gallinas Av At Northgate Mall, ,38.005169,-122.541962, , , , 
40565,40565,Las Gallinas Av & Northgate Mall, ,38.004684,-122.541771, , , , 
40566,40566,Los Ranchitos Rd & Northgate Dr, ,38.001514,-122.542709, , , , 
40567,40567,Los Ranchitos Rd & Northgate Dr, ,38.001045,-122.542366, , , , 
40570,40570,Terra Linda High School, ,37.999966,-122.552696, , , , 
40571,40571,Los Ranchitos Rd & Golden Hinde Blvd, ,37.998474,-122.541756, , , , 
40572,40572,Los Ranchitos Rd & Golden Hinde Blvd, ,37.998226,-122.541489, , , , 
40573,40573,Los Ranchitos Rd & Circle Rd, ,37.994801,-122.541, , , , 
40574,40574,Los Ranchitos Rd & Circle Rd, ,37.994957,-122.540871, , , , 
40575,40575,Los Ranchitos Rd & Ranch Rd, ,37.992371,-122.536301, , , , 
40576,40576,Los Ranchitos Rd & Ranch Rd, ,37.992573,-122.536636, , , , 
40577,40577,Las Gallinas Av & Nova Albion Way, ,38.008053,-122.548752, , , , 
40579,40579,N San Pedro Rd & Merrydale Rd, ,37.99342,-122.534561, , , , 
40580,40580,Merrydale Rd & N San Pedro Rd, ,37.994446,-122.534103, , , , 
40583,40583,Vendola Dr & Estancia Way, ,38.01273,-122.509499, , , , 
40584,40584,Adrian Way & La Brea Way, ,38.013306,-122.514198, , , , 
40585,40585,Civic Center Dr & N San Pedro Rd, ,37.997513,-122.528801, , , , 
40586,40586,Civic Center Dr & N San Pedro Rd, ,37.997513,-122.52919, , , , 
40587,40587,Civic Center Dr & Mcinnis Pkwy, ,38.001877,-122.536827, , , , 
40588,40588,Adrian Way & Rosal Way, ,38.012482,-122.515984, , , , 
40589,40589,Civic Center Dr & Mcinnis Pkwy, ,38.001259,-122.536469, , , , 
40590,40590,La Pasada Way & N San Pedro Rd, ,38.011005,-122.517761, , , , 
40592,40592,N San Pedro Rd & Mabry Way, ,38.008553,-122.519997, , , , 
40593,40593,N San Pedro Rd & Crestview Dr, ,38.009163,-122.51947, , , , 
40594,40594,N San Pedro Rd & Meadow Dr, ,38.005878,-122.519203, , , , 
40595,40595,N San Pedro Rd & Meadow Dr, ,38.006218,-122.51886, , , , 
40596,40596,N San Pedro Rd & Schmidt Ln, ,38.004326,-122.520599, , , , 
40597,40597,N San Pedro Rd & Schmidt Ln, ,38.004623,-122.520065, , , , 
40598,40598,N San Pedro Rd & Meriam Dr, ,38.001831,-122.522476, , , , 
40599,40599,N San Pedro Rd & Woodoaks Dr, ,38.002151,-122.521965, , , , 
40600,40600,N San Pedro Rd & Roosevelt Av, ,38.000038,-122.524368, , , , 
40601,40601,N San Pedro Rd & Roosevelt Av, ,37.999584,-122.524689, , , , 
40602,40602,N San Pedro Rd & Jefferson Av, ,37.997963,-122.526932, , , , 
40603,40603,N San Pedro Rd & Garden Av, ,37.997311,-122.527489, , , , 
40605,40605,Marin Civic Center Hall of Justice Arch, ,37.998192,-122.531136, , , , 
40610,40610,Lucas Valley Rd & Mount Muir Ct, ,38.026863,-122.573479, , , , 
40611,40611,977 Idylberry Rd, ,38.028957,-122.572327, , , , 
40612,40612,1137 Idylberry Rd, ,38.030354,-122.575729, , , , 
40613,40613,Mount Mckinley Rd & Idylberry Rd, ,38.033237,-122.581268, , , , 
40614,40614,Idylberry Rd & Mount Hood Ct, ,38.031506,-122.578903, , , , 
40615,40615,120  Mount Lassen Ct, ,38.028221,-122.568802, , , , 
40616,40616,Idylberry Rd & Mount Shasta Dr, ,38.030113,-122.575806, , , , 
40617,40617,Mount Lassen Dr & Lucas Valley Rd, ,38.025433,-122.568611, , , , 
40618,40618,Idylberry Rd & Mount Palomar Ct, ,38.028606,-122.572166, , , , 
40619,40619,3194  Lucas Valley Rd, ,38.026875,-122.573883, , , , 
40620,40620,Idylberry Rd & Mount Lassen Dr, ,38.028286,-122.569107, , , , 
40622,40622,Mount Lassen Dr & Lucas Valley Rd, ,38.025448,-122.568855, , , , 
40624,40624,Huckleberry Rd & Appleberry Dr, ,38.026001,-122.563477, , , , 
40625,40625,Huckleberry Rd & Appleberry Dr, ,38.026073,-122.563599, , , , 
40626,40626,Idylberry Rd & Huckleberry Rd, ,38.028316,-122.563484, , , , 
40627,40627,Huckleberry Rd & Idylberry Rd, ,38.028179,-122.563873, , , , 
40628,40628,Idylberry Rd & Elderberry Ln, ,38.02821,-122.559753, , , , 
40629,40629,Idylberry Rd & Newberry Terrace, ,38.028309,-122.560242, , , , 
40630,40630,Idylberry Rd & Danberry Ln, ,38.028885,-122.557785, , , , 
40631,40631,Idylberry Rd & Danberry Ln, ,38.029072,-122.557724, , , , 
40632,40632,Idylberry Rd & Juniperberry Dr, ,38.029697,-122.553314, , , , 
40633,40633,Idylberry Rd & Juniperberry Dr, ,38.029812,-122.553429, , , , 
40634,40634,Miller Creek Rd & Quietwood Dr, ,38.030605,-122.552063, , , , 
40635,40635,Miller Creek Rd & Quietwood Dr, ,38.030987,-122.552223, , , , 
40636,40636,Miller Creek Rd & Queenstone Dr, ,38.033249,-122.549637, , , , 
40637,40637,Miller Creek Rd & Queenstone Dr, ,38.033356,-122.549774, , , , 
40638,40638,Miller Creek Rd & Las Gallinas Av, ,38.032566,-122.544029, , , , 
40639,40639,Miller Creek Rd & Las Gallinas Av, ,38.03286,-122.544662, , , , 
40640,40640,Miller Creek Rd & Marinwood Av, ,38.033234,-122.540764, , , , 
40641,40641,Miller Creek Rd & Marinwood Av, ,38.033508,-122.540749, , , , 
40642,40642,1204  Idylberry Rd, ,38.031651,-122.578293, , , , 
40644,40644,Las Gallinas Av & Elvia Ct, ,38.029091,-122.545921, , , , 
40645,40645,Las Gallinas Av & Elvia Ct, ,38.028706,-122.545929, , , , 
40646,40646,Las Gallinas Av & Ellen Dr, ,38.026943,-122.547318, , , , 
40647,40647,Las Gallinas Av & Ellen Dr, ,38.026684,-122.54731, , , , 
40648,40648,Las Gallinas Av & Miller Creek Rd, ,38.032425,-122.544685, , , , 
40651,40651,Lucas Valley Rd & Huckleberry Rd, ,38.025497,-122.563446, , , , 
