stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
344,354,Hearn Ave @ Victoria Dr,,38.414515999999999,-122.721977,,
201,203,Santa Rosa Ave @ Apple Ln,,38.407542999999997,-122.713303,,
132,130,Hwy 12 @ South Boas Dr,,38.464889999999997,-122.657471,,
464,170,401 Mendocino Ave-Kaiser Hospital,,38.472481000000002,-122.72576100000001,,
438,450,Fresno Ave @ Sebastopol Rd,,38.424979999999998,-122.75968899999999,,
9,6,Parker Hill Rd @ Chanate Rd,,38.471966000000002,-122.70339199999999,,
15,12,4620 Hwy 12,,38.459769999999999,-122.67233299999999,,
181,182,West Third St @ Arboleda Dr,,38.436272000000002,-122.755821,,
109,107,Calistoga Rd @ Parkhurst Dr,,38.477806000000001,-122.65546399999999,,
158,158,Aston Ave @ Miras Ln,,38.424961000000003,-122.70517700000001,,
458,470,Pierce St @ Fourth St,,38.444400999999999,-122.704903,,
89,87,4th St @ Rogers Way,,38.450114999999997,-122.692825,,
338,348,Earle St @ Corby Ave,,38.429310000000001,-122.718529,,
195,196,Stony Point Rd @ Glenbrook Dr,,38.436973999999999,-122.74292,,
244,248,Stony Point Rd @ Giffen Ave,,38.417717000000003,-122.73999000000001,,
301,311,North Dutton Ave @ Guyamas Ct,,38.452300999999999,-122.735184,,
387,398,Stony Point Rd @ West Ninth St,,38.441265000000001,-122.74659699999999,,
3,10012,Coddingtown Mall Transfer Center,,38.457172,-122.73245199999999,,
252,257,Corporate Center Pkwy @ Northpoint Pkwy,,38.416038999999998,-122.75385300000001,,
146,146,South E St @ Tupper St,,38.437449999999998,-122.707115,,
152,152,Petaluma Hill Rd @ Colgan Ave,,38.423060999999997,-122.707855,,
52,50,Sonoma Ave @ Doyle Park Dr,,38.441772,-122.69807400000001,,
295,305,North Dutton Ave @ West Third St,,38.434769000000003,-122.72689099999999,,
444,456,Sebastopol Rd @ Doubles Dr,,38.425322999999999,-122.760262,,
95,93,Montgomery Dr @ Jacqueline Dr,,38.452019,-122.675056,,
427,438,Summerfield Rd @ Horseshoe Dr,,38.432022000000003,-122.660507,,
72,70,West College Ave @ Clover Dr,,38.445312999999999,-122.73967,,
189,190,West College Ave @ Dorrit Dr,,38.445202000000002,-122.763031,,
404,415,Corporate Center Pkwy @ Northpoint Pkwy,,38.416569000000003,-122.754189,,
118,116,Hwy 12 @ Cardinal Wy,,38.461005999999998,-122.67108899999999,,
450,462,1430 Neotomas Ave,,38.433559000000002,-122.686279,,
258,264,Sebastopol Rd @ Hampton Wy,,38.427554999999998,-122.737747,,
264,272,Olive St @ Hazel St,,38.434176999999998,-122.71921500000001,,
335,345,North Dutton Ave @ West Eighth St,,38.439357999999999,-122.728889,,
281,289,Hopper Ave @ Banyan Pl,,38.479618000000002,-122.741478,,
212,214,Montgomery Dr @ Sotoyome St,,38.442988999999997,-122.700508,,
381,392,Stony Point Rd @ Old Stony Point Rd,,38.414177000000002,-122.739998,,
235,239,Montgomery Dr @ Doyle Park Dr,,38.443053999999997,-122.701065,,
358,368,Santa Rosa Ave @ Barham Ave,,38.427399000000001,-122.713234,,
172,173,Steele Ln @ Rowe Dr,,38.460929999999998,-122.718163,,
421,432,College Ave @ E St,,38.445351000000002,-122.71054100000001,,
66,64,West Ninth St @ Agnew Pl,,38.441527999999998,-122.741356,,
78,76,Hoen Ave @ Sierra Creek Ln,,38.441367999999997,-122.666122,,
410,421,Hearn Ave @ Arrowhead Dr,,38.412475999999998,-122.738197,,
218,220,Sonoma Ave @ Yulupa Ave,,38.447422000000003,-122.676834,,
375,386,Dutton Meadow @ Hearn Ave,,38.412426000000004,-122.729378,,
32,30,Sonoma Ave @ Church St,,38.444015999999998,-122.689133,,
229,232,Hahman Dr @ Hoen Ave,,38.439799999999998,-122.685318,,
327,337,1401 Guerneville Rd-Gateway Ctr,,38.457855000000002,-122.734375,,
364,374,South E St @ Wheeler St,,38.435493000000001,-122.705696,,
275,283,Range Ave @ Russell Ave,,38.469658000000003,-122.73252100000001,,
318,328,Marlow Rd @ Piner Rd,,38.466819999999998,-122.75135,,
126,124,Pacific Ave @ Beaver St,,38.453293000000002,-122.712273,,
467,9171,Coddingtown Transfer Station,,38.457172,-122.73245199999999,,
26,24,Santa Rosa Transit Mall,,38.438690000000001,-122.71371499999999,,
272,280,Range Ave @ Katy Ct,,38.463577000000001,-122.73255899999999,,
321,331,West Steele Ln @ Apache St,,38.459839000000002,-122.745262,,
12,9,Hearn Ave @ Dutton Ave,,38.414433000000002,-122.72436500000001,,
178,179,West Third St @ Stony Point Rd,,38.433987000000002,-122.742813,,
35,33,Hahman Dr @ Hoen Ave,,38.438834999999997,-122.685478,,
367,377,Montgomery Dr @ Summerfield Rd,,38.454472000000003,-122.672417,,
129,127,Hwy 12 @ Acacia Ln,,38.462318000000003,-122.668762,,
390,401,West Steele Ln @ Hardies Ln,,38.460056000000002,-122.734619,,
461,17,Mendocino Ave @ Pacific Ave,,38.453887999999999,-122.71756000000001,,
106,104,Montecito Blvd @ Saint Mary Dr,,38.478157000000003,-122.664452,,
155,155,Kawana Springs Rd @ Santa Rosa Ave,,38.416545999999997,-122.71178399999999,,
86,84,Pacific Ave @ North St,,38.453040999999999,-122.70766399999999,,
135,134,Calistoga Rd @ San Luis Ave,,38.475281000000003,-122.65448000000001,,
63,61,West Ninth St @ Kingwood St,,38.441764999999997,-122.731689,,
112,110,Calistoga Rd @ Monte Verde Dr,,38.471828000000002,-122.65432,,
6,3,3325 Chanate Rd-Sutter Hospital,,38.468215999999998,-122.707825,,
255,261,Sebastopol Rd @ Lombardi Ln,,38.426234999999998,-122.747658,,
398,409,Stony Point Rd @ Sebastopol Rd,,38.428756999999997,-122.74173,,
43,41,Yulupa Ave @ Mayette Dr,,38.442169,-122.6735,,
55,53,Sonoma Ave @ Gray Ct,,38.439686000000002,-122.705658,,
292,302,County Center Dr @ Professional Dr,,38.46096,-122.72492200000001,,
304,314,Coffey Ln @ Plata Ct,,38.457123000000003,-122.73709100000001,,
241,245,Sebastopol Rd @ Chestnut St,,38.432022000000003,-122.719604,,
98,96,Mission Blvd @ Hwy 12,,38.459125999999998,-122.674812,,
341,351,Corby Ave @ Baker Ave,,38.421267999999998,-122.717461,,
347,357,West Ave @ South Ave,,38.423225000000002,-122.728043,,
441,453,Colgan Ave @ La Esplanada Ct,,38.421726,-122.711197,,
447,459,Bennett Valley Rd @ Cork Tree Ln,,38.433898999999997,-122.694298,,
49,47,Sonoma Ave @ Farmers Ln,,38.444938999999998,-122.686516,,
298,308,North Dutton Ave @ West College Ave,,38.446784999999998,-122.730431,,
149,149,Brown St @ Mill St,,38.434238000000001,-122.709351,,
198,200,West Third St @ Dutton Ave,,38.433906999999998,-122.726913,,
190,191,West College Ave @ Putney Dr,,38.445213000000003,-122.759125,,
213,215,Montgomery Dr @ Talbot St,,38.443770999999998,-122.69767,,
144,144,Mission Blvd @ Sherbrook Dr,,38.463146000000002,-122.675949,,
167,167,Bennett Valley Rd @ Temple St,,38.431728,-122.70649,,
353,363,Coffey Ln @ Becky Ct,,38.462234000000002,-122.741692,,
359,369,Range Ave @ Russell Ave,,38.468581999999998,-122.73273500000001,,
330,340,North Dutton Ave @ Jennings Ave,,38.451968999999998,-122.73524500000001,,
336,346,North Dutton Ave @ Hewitt St,,38.437125999999999,-122.728737,,
453,465,Guerneville Rd @ Ridley Ave,,38.452576000000001,-122.74597199999999,,
236,240,Montgomery Dr @ Second St,,38.443012000000003,-122.704643,,
307,317,Guerneville Rd @ Gamay St,,38.452705000000002,-122.756508,,
405,416,Northpoint Pkwy @ Mariner Wy,,38.415683999999999,-122.752205,,
259,265,Sebastopol Rd @ Burbank Ave,,38.428417000000003,-122.734009,,
382,393,Stony Point Rd @ Trombetta St,,38.422527000000002,-122.74065400000001,,
113,111,Calistoga Rd @ Dupont Dr,,38.469436999999999,-122.654037,,
184,185,West Third St @ Darla Dr,,38.438118000000003,-122.766487,,
267,275,Mendocino Ave @ Dexter St,,38.457206999999997,-122.717133,,
422,433,College Ave @ Orchard St,,38.445435000000003,-122.713264,,
67,65,West Ninth St @ Stony Point Rd,,38.441063,-122.74427,,
230,233,Hoen Ave @ Franquette Ave,,38.437674999999999,-122.67888600000001,,
313,323,Fulton Rd @ Quail Hollow Dr,,38.463462999999997,-122.76956199999999,,
376,387,Dutton Meadow @ Cass Rd,,38.407702999999998,-122.729485,,
21,19,Mendocino Ave @ Ridgway Ave,,38.450958,-122.717659,,
27,25,Sonoma Ave @ Gray Ct,,38.439231999999997,-122.706566,,
276,284,Piner Rd @ Opal Ave,,38.472102999999997,-122.73358899999999,,
121,119,Piner Rd @ Range Ave,,38.471969999999999,-122.7342,,
127,125,Pacific Ave @ Slater St,,38.453377000000003,-122.71556099999999,,
319,329,Marlow Rd @ Marsh Rd,,38.462139000000001,-122.751328,,
322,332,West Steele Ln @ Coffey Ln,,38.459887999999999,-122.740982,,
173,174,West Third St @ Wilson St,,38.436622999999997,-122.720337,,
370,381,Montgomery Dr @ Franquette Ave,,38.448020999999997,-122.683052,,
468,235,Mcminn Ave @ Sunset Ave,,38.426459999999999,-122.732018,,
107,105,7000 Montecito Blvd,,38.478493,-122.661102,,
273,281,Range Ave @ West Steele Ln,,38.460662999999997,-122.732384,,
250,255,Northpoint Pkwy @ Lombardi Ln,,38.416285999999999,-122.74700199999999,,
58,56,Fifth St @ Morgan St,,38.438960999999999,-122.71946699999999,,
156,156,Bennett Valley Rd @ Rutledge Ave,,38.430660000000003,-122.710312,,
81,79,Mendocino Ave @ College Ave,,38.445937999999998,-122.71756000000001,,
130,128,Hwy 12 @ Middle Rincon Rd,,38.463572999999997,-122.665443,,
413,424,3585 Round Barn Blvd,,38.480755000000002,-122.72711200000001,,
462,131,Calistoga Rd @ Marit Dr,,38.466464999999999,-122.653412,,
436,447,Yulupa Ave @ Tacheva Dr,,38.431465000000003,-122.66817500000001,,
64,62,West Ninth St @ Link Ln,,38.441806999999997,-122.734138,,
38,36,Hoen Ave @ Woodward Dr,,38.438572000000001,-122.67401099999999,,
87,85,Pacific Ave @ Spring St,,38.452908000000001,-122.702744,,
101,99,Mission Blvd @ Yukon Dr,,38.467396000000001,-122.676666,,
350,360,Mcminn Ave @ Hughes Ave,,38.425251000000003,-122.73181200000001,,
207,209,Fourth St @ College Ave,,38.445732,-122.703766,,
256,262,Sebastopol Rd @ Laurel Grove Cir,,38.426434,-122.745003,,
399,410,Sebastopol Rd @ Kenmore Ln,,38.426890999999998,-122.74266799999999,,
44,42,Stony Point Rd @ Giffen Ave,,38.417800999999997,-122.74005099999999,,
193,194,Stony Point Rd @ West College Ave,,38.444842999999999,-122.751862,,
442,454,1993 Santa Rosa Ave,,38.418956999999999,-122.713669,,
293,303,County Center Dr @ Professional Dr,,38.462947999999997,-122.725807,,
299,309,North Dutton Ave @ Tesconi Cir,,38.448559000000003,-122.732117,,
342,352,Corby Ave @ Cottonwood Dr,,38.417293999999998,-122.717575,,
150,150,Brown St @ Oak St,,38.432667000000002,-122.70903800000001,,
393,404,West Steele Ln @ Apache St,,38.459826999999997,-122.74556,,
1,10003,Garage,,38.442753000000003,-122.749786,,
50,48,Sonoma Ave @ Shortt Rd,,38.443717999999997,-122.690941,,
24,22,B St @ Ross St,,38.440865000000002,-122.716667,,
356,366,Bicentennial Wy @ Ventura Ave,,38.470351999999998,-122.72569300000001,,
47,45,Sonoma Ave @ Yulupa Ave,,38.447204999999997,-122.678169,,
379,390,Bellevue Ave @ Stony Point Rd,,38.402355,-122.74131,,
70,68,West College Ave @ Ridley Ave,,38.445141,-122.745903,,
141,141,Mission Blvd @ Vine St,,38.470661,-122.67688800000001,,
239,243,Railroad Ave @ West Third St,,38.435870999999999,-122.72015399999999,,
402,413,Corporate Center Pkwy @ Sebastopol Rd,,38.425423000000002,-122.753479,,
93,91,Montgomery Dr @ Franquette Ave,,38.448020999999997,-122.682373,,
216,218,Montgomery Dr @ Yates Dr,,38.446216999999997,-122.688866,,
425,436,Summerfield Rd @ Shade Tree Ln,,38.440548,-122.661148,,
187,188,Fulton Rd @ Chatham Dr,,38.444054000000001,-122.76945499999999,,
164,164,Santa Rosa Ave @ Flower Ave,,38.424137000000002,-122.713356,,
287,296,Marlow Rd @ Guerneville Rd,,38.453060000000001,-122.751442,,
233,237,Montgomery Dr @ California St,,38.444614000000001,-122.695442,,
310,320,Fulton Rd @ Guerneville Rd,,38.453006999999999,-122.769485,,
210,212,Second St @ E St,,38.440570999999998,-122.709419,,
333,343,North Dutton Ave @ Kingwood St,,38.444172000000002,-122.73067500000001,,
456,468,Patio Ct @ Hahman Dr,,38.442050999999999,-122.685295,,
18,15,Mendocino Ave @ Schurman Dr,,38.462848999999999,-122.718239,,
30,28,Sonoma Ave @ Hoen Ave,,38.442504999999997,-122.694641,,
279,287,1675 Piner Rd,,38.469917000000002,-122.741646,,
362,372,Range Ave @ West Steele Ln,,38.460532999999998,-122.73258199999999,,
373,384,1208 Hendley St-Martin Luther King Park,,38.428398000000001,-122.703644,,
316,326,Piner Rd @ Peterson Ln,,38.467022,-122.762321,,
270,278,Edwards Ave @ Range Ave,,38.454833999999998,-122.730659,,
170,171,Coddingtown Transfer Station,,38.457172,-122.73245199999999,,
176,177,West Third St @ Surrey Dr,,38.433422,-122.735924,,
465,198,West Third St @ Stony Point Rd,,38.433661999999998,-122.741219,,
224,227,Hoen Ave @ Mariposa Dr,,38.440444999999997,-122.669319,,
124,122,Pacific Ave @ Elizabeth Wy,,38.453040999999999,-122.702873,,
419,430,Piner Rd @ Airway Dr,,38.471935000000002,-122.737099,,
439,451,Kawana Springs Rd @ Meadow Wy,,38.416328,-122.70818300000001,,
84,82,Mendocino Ave @ Pacific Ave,,38.453194000000003,-122.717285,,
416,427,Hearn Ave @ Dowd St,,38.414326000000003,-122.720467,,
153,153,South E St @ Stevenson St,,38.433933000000003,-122.704628,,
227,230,Yulupa Ave @ Princeton Dr,,38.443668000000002,-122.674644,,
204,206,Fourth St @ Alderbrook Dr,,38.449612000000002,-122.698166,,
110,108,Calistoga Rd @ San Luis Ave,,38.475143000000003,-122.65471599999999,,
10,7,Parker Hill Rd @ Parker Hill Ct,,38.478729000000001,-122.704773,,
133,132,Calistoga Rd @ Dupont Dr,,38.469616000000002,-122.65381600000001,,
459,471,Yolanda Ave @ Petaluma Hill Rd,,38.413291999999998,-122.70639,,
61,59,Donahue St @ West Ninth St,,38.441628000000001,-122.72528800000001,,
196,197,Steele Ln @ Meyers Dr,,38.460289000000003,-122.72219800000001,,
433,444,Bethards Dr @ Yulupa Ave,,38.426273000000002,-122.666687,,
445,457,Sebastopol Rd @ Mattson Rd,,38.425727999999999,-122.75501300000001,,
41,39,Yulupa Ave @ Douglas Dr,,38.438229,-122.670456,,
90,88,4th St @ Farmers Ln,,38.449429000000002,-122.689156,,
253,259,Sebastopol Rd @ Corporate Center Pkwy,,38.426051999999999,-122.753998,,
290,300,Steele Ln @ Berkeley St,,38.460194000000001,-122.721504,,
339,349,Corby Ave @ Barham Ave,,38.426558999999997,-122.717934,,
104,102,Montecito Blvd @ Middle Rincon Rd,,38.475506000000003,-122.673027,,
4,1,Lewis Road @ Slater St,,38.461329999999997,-122.71590399999999,,
147,147,Tupper St @ Hendley St,,38.436931999999999,-122.70807600000001,,
396,407,Marlow Rd @ Zinfandel Wy,,38.450954000000003,-122.75142700000001,,
247,251,Stony Point Rd @ Sebastopol Rd,,38.426471999999997,-122.741371,,
296,306,North Dutton Ave @ Hewitt St,,38.437964999999998,-122.72854599999999,,
119,117,Hwy 12 @ Mission Blvd,,38.458579999999998,-122.675262,,
451,463,Post Ranch Rd @ Townview Ave,,38.435088999999998,-122.68337200000001,,
96,94,Montgomery Dr @ Summerfield Rd,,38.454341999999997,-122.672218,,
428,439,Santa Rosa Ave @ Maple Ave,,38.432068000000001,-122.711288,,
165,165,Santa Rosa Ave @ Barham Ave,,38.427525000000003,-122.712784,,
142,142,Mission Blvd @ Yukon Dr,,38.467551999999998,-122.676903,,
211,213,Second St @ Montgomery Dr,,38.442664999999998,-122.704689,,
282,290,Coffey Ln @ Dogwood Dr,,38.476802999999997,-122.74696400000001,,
288,298,Santa Rosa Ave @ Sebastopol Ave,,38.433945000000001,-122.711899,,
188,189,West College Ave @ Fulton Rd,,38.445220999999997,-122.76879099999999,,
305,315,Coffey Ln @ Guerneville Rd,,38.456940000000003,-122.737129,,
311,321,Fulton Rd @ Appletree Dr,,38.455181000000003,-122.76950100000001,,
334,344,North Dutton Ave @ West Ninth St,,38.441817999999998,-122.72912599999999,,
234,238,Montgomery Dr @ Talbot St,,38.443942999999997,-122.69795999999999,,
357,367,Guerneville Rd @ Lance Dr,,38.454810999999999,-122.739197,,
125,123,Pacific Ave @ North St,,38.453194000000003,-122.708557,,
374,385,Piner Rd @ Industrial Dr,,38.470317999999999,-122.740875,,
457,469,950 Wright Rd,,38.423285999999997,-122.768845,,
65,63,West Ninth St @ Simpson Pl,,38.441665999999998,-122.73806,,
219,221,Sonoma Ave @ Carley Dr,,38.448661999999999,-122.672318,,
79,77,Mendocino Ave @ Seventh St,,38.442580999999997,-122.715416,,
328,338,Coffey Ln @ Piner Rd,,38.467666999999999,-122.744347,,
411,422,3555 Round Barn Blvd-Hilton Hotel,,38.476795000000003,-122.727287,,
19,16,Mendocino Ave @ Clement St,,38.459324000000002,-122.71736900000001,,
265,273,Finley Ave @ Wright Rd,,38.419899000000001,-122.768501,,
365,375,South E St @ Maple St,,38.433582000000001,-122.704605,,
317,327,Piner Rd @ Waltzer Rd,,38.466965000000002,-122.755959,,
73,71,West College Ave @ Link Ln,,38.445529999999998,-122.734421,,
171,172,Mendocino Ave @ Russell Ave,,38.469783999999997,-122.72260300000001,,
420,431,College Ave @ Mendocino Ave,,38.445534000000002,-122.717018,,
25,23,Santa Rosa Ave @ Burt St,,38.410151999999997,-122.713379,,
271,279,Range Ave @ Edwards Ave,,38.454788000000001,-122.732193,,
36,34,Hoen Ave @ Cypress Wy,,38.437477000000001,-122.68122099999999,,
368,379,Mission Blvd @ Hwy 12,,38.459217000000002,-122.675209,,
391,402,West Steele Ln @ Heidi Pl,,38.460051999999997,-122.736885,,
440,452,Yolanda Ave @ Santa Rosa Ave,,38.413215999999998,-122.712761,,
105,103,Montecito Blvd @ Benjamins Rd,,38.476849000000001,-122.668297,,
179,180,West Third St @ Chadwick Pl,,38.434944000000002,-122.749504,,
228,231,Hoen Ave @ Hoen Frontage Rd,,38.437679000000003,-122.68124400000001,,
205,207,College Ave @ King St,,38.445557000000001,-122.710579,,
460,472,1375 Fountaingrove Pkwy-Nagasawa Park,,38.48151,-122.71723900000001,,
85,83,Pacific Ave @ Beaver St,,38.453147999999999,-122.711617,,
13,10,Fountaingrove Pkwy @ Thomas Lake Harris,,38.479945999999998,-122.720078,,
62,60,West Ninth St @ Dutton Ave,,38.441688999999997,-122.72854599999999,,
136,135,Calistoga Rd @ Piedmont Dr,,38.479523,-122.65640999999999,,
42,40,Yulupa Ave @ Hoen Ave,,38.439880000000002,-122.67171500000001,,
291,301,Steele Ln @ Mendocino Ave,,38.460647999999999,-122.71869700000001,,
385,396,Stony Point Rd @ West Third St,,38.432769999999998,-122.74189800000001,,
397,408,Stony Point Rd @ West Third St,,38.434277000000002,-122.742592,,
434,445,Summerfield Rd @ Horseshoe Dr,,38.435046999999997,-122.65960699999999,,
5,2,Franklin Ave @ Lewis Rd,,38.462845000000002,-122.712509,,
242,246,Sebastopol Rd @ Dutton Ave,,38.430756000000002,-122.72502900000001,,
254,260,Sebastopol Rd @ Corporate Center Pkwy,,38.425975999999999,-122.75118999999999,,
56,54,Sonoma Ave @ E St,,38.438693999999998,-122.70890799999999,,
199,201,West Third St @ Roberts Ave,,38.435035999999997,-122.72286200000001,,
448,460,Farmers Ln @ Neotomas Ave,,38.433796000000001,-122.68821,,
348,358,Delport Ave @ West Ave,,38.424202000000001,-122.72867599999999,,
248,253,Stony Point Rd @ Marble St,,38.420955999999997,-122.740685,,
99,97,Mission Blvd @ Sherbrook Dr,,38.463123000000003,-122.675674,,
148,148,Brown St @ Charles St,,38.435763999999999,-122.709656,,
285,293,Hopper Ave @ Airway Dr,,38.479633,-122.73775500000001,,
262,268,Sebastopol Rd @ Dutton Ave,,38.430602999999998,-122.724846,,
168,168,South E St @ Clark St,,38.437199,-122.70650500000001,,
191,192,West College Ave @ Navarro Dr,,38.445194000000001,-122.754425,,
116,114,Hwy 12 @ Jack London Dr,,38.464733000000003,-122.661598,,
377,388,Dutton Meadow @ Bellevue Ave,,38.402199000000003,-122.72959899999999,,
454,466,1405 Townview Ave-Vista Sonoma Apts,,38.435757000000002,-122.68547100000001,,
139,138,Montecito Blvd @ Swift Ct,,38.47683,-122.66944100000001,,
354,364,Coffey Ln @ Terry Ln,,38.462986000000001,-122.74176799999999,,
162,162,South E St @ Wheeler St,,38.435592999999997,-122.705566,,
331,341,North Dutton Ave @ Tesconi Cir,,38.450546000000003,-122.734505,,
408,419,Stony Point Rd @ Pearblossom Dr,,38.414496999999997,-122.740196,,
185,186,West Third St @ Fulton Rd,,38.438133000000001,-122.769623,,
308,318,Guerneville Rd @ Burgundy Pl,,38.452720999999997,-122.759331,,
431,442,Summerfield Rd @ Hoen Ave,,38.441958999999997,-122.66213999999999,,
231,234,Santa Rosa Ave @ Yolanda Ave,,38.411952999999997,-122.713432,,
268,276,Mendocino Ave @ Silva Ave,,38.458492,-122.717072,,
325,335,West Steele Ln @ Range Ave,,38.459892000000004,-122.73324599999999,,
314,324,Fulton Rd @ Piner Rd,,38.466526000000002,-122.76958500000001,,
122,120,Fourth St @ Rogers Wy,,38.449921000000003,-122.690758,,
128,126,Court St @ Santa Rosa Ave,,38.406703999999998,-122.712791,,
371,382,Petaluma Hill Rd @ Kawana Springs Rd,,38.416984999999997,-122.704201,,
22,20,Mendocino Ave @ Benton St,,38.448051,-122.71775100000001,,
76,74,College Ave @ Glenn St,,38.445625,-122.720642,,
417,428,Sebastopol Rd @ Doubles Dr,,38.425049000000001,-122.764687,,
222,224,Summerfield Rd @ Mayette Ave,,38.444262999999999,-122.66383399999999,,
202,204,College Ave @ Orchard St,,38.445628999999997,-122.71373699999999,,
463,139,Montecito Blvd @ Middle Rincon Rd,,38.475566999999998,-122.673569,,
59,57,Wilson St @ Sixth St,,38.438910999999997,-122.72172500000001,,
108,106,2785 Santa Rosa Ave,,38.411200999999998,-122.71365400000001,,
225,228,Hoen Ave @ Hilliard Ct,,38.439312000000001,-122.672516,,
274,282,Range Ave @ State Farm Dr,,38.466644000000002,-122.732552,,
82,80,Mendocino Ave @ Benton St,,38.447754000000003,-122.717499,,
251,256,Northpoint Pkwy @ Mariner Ln,,38.416119000000002,-122.749657,,
414,425,Round Barn Blvd @ Unocal Pl,,38.479163999999997,-122.723106,,
437,448,Yulupa Ave @ Sacramento Ave,,38.435921,-122.66864,,
33,31,Sonoma Ave @ Farmers Ln,,38.444777999999999,-122.68628699999999,,
39,37,Montgomery Dr @ Shortt Rd,,38.445552999999997,-122.691986,,
16,13,Parker Hill Rd @ Hidden Pine Ct,,38.480834999999999,-122.704742,,
182,183,West Third St @ Valley West Dr,,38.437145000000001,-122.758675,,
88,86,Bryden Lane @ Austin Ct,,38.451073000000001,-122.69818100000001,,
159,159,Kawana Springs Rd @ Petaluma Hill Rd,,38.416598999999998,-122.70504,,
208,210,Fourth St @ Proctor Dr,,38.448447999999999,-122.699623,,
53,51,Sonoma Ave @ Sotoyome St,,38.441260999999997,-122.699913,,
102,100,Mission Blvd @ Montecito Blvd,,38.471896999999998,-122.67678100000001,,
337,347,North Dutton Ave @ West Third St,,38.435535000000002,-122.72801200000001,,
302,312,North Dutton Ave @ Guerneville Rd,,38.455128000000002,-122.737404,,
351,361,Hearn Ave @ Burbank Ave,,38.413490000000003,-122.73318500000001,,
388,399,Marlow Rd @ West College Ave,,38.445923000000001,-122.751175,,
400,411,Sebastopol Rd @ Laurel Grove Cir,,38.426662,-122.745628,,
45,43,Yulupa Ave @ Claremont Dr,,38.446781000000001,-122.677048,,
294,304,Administration Dr @ County Center Dr,,38.464035000000003,-122.725487,,
145,145,South E St @ Sonoma Ave,,38.438460999999997,-122.70832799999999,,
2,10011,Santa Rosa Transit Mall,,38.438690000000001,-122.71371499999999,,
245,249,Sebastopol Rd @ Romani Ct,,38.428576999999997,-122.73429899999999,,
345,355,West Ave @ Valerie Wy,,38.416206000000003,-122.727142,,
394,405,West Steele Ln @ Marlow Rd,,38.459907999999999,-122.750687,,
48,46,Sonoma Ave @ Franquette Ave,,38.446049000000002,-122.68235,,
309,319,Guerneville Rd @ Peterson Ln,,38.452686,-122.763901,,
380,391,Stony Point Rd @ Bellevue Ranch Rd,,38.407516000000001,-122.741219,,
71,69,1400 West College Ave-Monroe Hall,,38.445118000000001,-122.74376700000001,,
286,295,Cleveland Ave @ Hopper Ave,,38.478287000000002,-122.733231,,
403,414,Corporate Center Pkwy @ Circadian Wy,,38.419761999999999,-122.753258,,
94,92,Montgomery Dr @ Yulupa Ave,,38.449351999999998,-122.679512,,
263,270,Sebastopol Rd @ Boyd St,,38.431778000000001,-122.719917,,
