shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Rt1_Mendocino_Ave,38.43828264263236,-122.7146012705437,0
Rt1_Mendocino_Ave,38.43900668623064,-122.7129615811121,1
Rt1_Mendocino_Ave,38.44533670548143,-122.7176145596766,2
Rt1_Mendocino_Ave,38.44556939744241,-122.7176945715961,3
Rt1_Mendocino_Ave,38.45336429663569,-122.7174292228145,4
Rt1_Mendocino_Ave,38.46085449838249,-122.717101574135,5
Rt1_Mendocino_Ave,38.46101899988551,-122.7171517119946,6
Rt1_Mendocino_Ave,38.46202186970571,-122.714235169212,7
Rt1_Mendocino_Ave,38.46266006755825,-122.712380960544,8
Rt1_Mendocino_Ave,38.46449724489661,-122.7143843696228,9
Rt1_Mendocino_Ave,38.46581277582099,-122.714515149089,10
Rt1_Mendocino_Ave,38.46683067152139,-122.7138155197076,11
Rt1_Mendocino_Ave,38.46740976923487,-122.7131710446674,12
Rt1_Mendocino_Ave,38.46813913232117,-122.7119133663324,13
Rt1_Mendocino_Ave,38.46849137215182,-122.71107650583,14
Rt1_Mendocino_Ave,38.46853428447557,-122.7105397017463,15
Rt1_Mendocino_Ave,38.46838986187034,-122.7097527459826,16
Rt1_Mendocino_Ave,38.46820839823985,-122.7088305499538,17
Rt1_Mendocino_Ave,38.46826918853049,-122.7080395542045,18
Rt1_Mendocino_Ave,38.46870929236412,-122.7065005159269,19
Rt1_Mendocino_Ave,38.4687707179188,-122.7050405677593,20
Rt1_Mendocino_Ave,38.46901680602431,-122.704375453033,21
Rt1_Mendocino_Ave,38.46939790272107,-122.7040619071854,22
Rt1_Mendocino_Ave,38.47013646669598,-122.7038222873732,23
Rt1_Mendocino_Ave,38.47100746559019,-122.7036552755083,24
Rt1_Mendocino_Ave,38.4712271366116,-122.7035560966518,25
Rt1_Mendocino_Ave,38.47141629681046,-122.7032957677208,26
Rt1_Mendocino_Ave,38.47169687357138,-122.7034897239948,27
Rt1_Mendocino_Ave,38.47238113767968,-122.7034426529631,28
Rt1_Mendocino_Ave,38.47397956456223,-122.7034970600296,29
Rt1_Mendocino_Ave,38.47551045896094,-122.703498542471,30
Rt1_Mendocino_Ave,38.47651245827074,-122.7034532433366,31
Rt1_Mendocino_Ave,38.47705800007116,-122.7035475879872,32
Rt1_Mendocino_Ave,38.47752886042568,-122.7039050665285,33
Rt1_Mendocino_Ave,38.47826056964927,-122.704723104976,34
Rt1_Mendocino_Ave,38.47848132327891,-122.7048638442817,35
Rt1_Mendocino_Ave,38.48096862624978,-122.7048776072077,36
Rt1_Mendocino_Ave,38.48236235652423,-122.7047879176781,37
Rt1_Mendocino_Ave,38.48270633482019,-122.704727942074,38
Rt1_Mendocino_Ave,38.48292475677303,-122.704828591664,39
Rt1_Mendocino_Ave,38.48326808924056,-122.705268027666,40
Rt1_Mendocino_Ave,38.48348870015276,-122.7058038710825,41
Rt1_Mendocino_Ave,38.48374849511271,-122.7060969876056,42
Rt1_Mendocino_Ave,38.48462488025513,-122.7064342225011,43
Rt1_Mendocino_Ave,38.48573817410468,-122.7070459330556,44
Rt1_Mendocino_Ave,38.48601138407124,-122.7074871270867,45
Rt1_Mendocino_Ave,38.48604488372647,-122.7078273773879,46
Rt1_Mendocino_Ave,38.48606134429324,-122.7104308727814,47
Rt1_Mendocino_Ave,38.48620861038549,-122.7110489581855,48
Rt1_Mendocino_Ave,38.48486009647728,-122.7116975078955,49
Rt1_Mendocino_Ave,38.48372249673397,-122.7123629811382,50
Rt1_Mendocino_Ave,38.48332525173314,-122.7126920290854,51
Rt1_Mendocino_Ave,38.48290601922703,-122.713160071428,52
Rt1_Mendocino_Ave,38.48259552976881,-122.7137177896469,53
Rt1_Mendocino_Ave,38.48238123921615,-122.7145394024436,54
Rt1_Mendocino_Ave,38.48219220382197,-122.7156820174789,55
Rt1_Mendocino_Ave,38.48195038943718,-122.7163089909025,56
Rt1_Mendocino_Ave,38.48149708983323,-122.7169387939132,57
Rt1_Mendocino_Ave,38.48098479600607,-122.7175123296085,58
Rt1_Mendocino_Ave,38.48067441213853,-122.7180164535604,59
Rt1_Mendocino_Ave,38.48018854999873,-122.7196223237274,60
Rt1_Mendocino_Ave,38.47974645175908,-122.7202642542689,61
Rt1_Mendocino_Ave,38.47918176387265,-122.7208569194366,62
Rt1_Mendocino_Ave,38.47861436860123,-122.7211559210546,63
Rt1_Mendocino_Ave,38.47808566530843,-122.721130737711,64
Rt1_Mendocino_Ave,38.47804813268662,-122.7215629898051,65
Rt1_Mendocino_Ave,38.47808790902297,-122.7218565391403,66
Rt1_Mendocino_Ave,38.47836461147185,-122.722319112791,67
Rt1_Mendocino_Ave,38.47908862607685,-122.7232028225589,68
Rt1_Mendocino_Ave,38.47972465989447,-122.7249926253529,69
Rt1_Mendocino_Ave,38.47990979538092,-122.7252796421869,70
Rt1_Mendocino_Ave,38.48046552836027,-122.7258913389482,71
Rt1_Mendocino_Ave,38.48067609295499,-122.7263772142695,72
Rt1_Mendocino_Ave,38.48069112689029,-122.7269356458663,73
Rt1_Mendocino_Ave,38.48027379496085,-122.7282704877895,74
Rt1_Mendocino_Ave,38.48005159580373,-122.728739949933,75
Rt1_Mendocino_Ave,38.47973893433625,-122.7289873367381,76
Rt1_Mendocino_Ave,38.47941190066172,-122.729095035763,77
Rt1_Mendocino_Ave,38.47901224930649,-122.7290392062556,78
Rt1_Mendocino_Ave,38.47853403526965,-122.72862987927,79
Rt1_Mendocino_Ave,38.47788578063,-122.7275997474699,80
Rt1_Mendocino_Ave,38.47755691522465,-122.7273348620213,81
Rt1_Mendocino_Ave,38.4771441010136,-122.7272391062027,82
Rt1_Mendocino_Ave,38.47684508500598,-122.7272090010851,83
Rt1_Mendocino_Ave,38.4765760299176,-122.7270582441585,84
Rt1_Mendocino_Ave,38.4759098742498,-122.7264104127483,85
Rt1_Mendocino_Ave,38.47546035675644,-122.7262593661917,86
Rt1_Mendocino_Ave,38.47473671969385,-122.7287607577167,87
Rt1_Mendocino_Ave,38.47449445501599,-122.7282626959256,88
Rt1_Mendocino_Ave,38.47348967760291,-122.7268281621337,89
Rt1_Mendocino_Ave,38.47081000666334,-122.7232782763151,90
Rt1_Mendocino_Ave,38.46868013418185,-122.7215720622668,91
Rt1_Mendocino_Ave,38.46608396547897,-122.7199255392861,92
Rt1_Mendocino_Ave,38.46389113311753,-122.7186831605754,93
Rt1_Mendocino_Ave,38.46142767062555,-122.7172982840977,94
Rt1_Mendocino_Ave,38.46102371886758,-122.717150908647,95
Rt1_Mendocino_Ave,38.44556537317821,-122.7176927286527,96
Rt1_Mendocino_Ave,38.44284531398454,-122.7179555848414,97
Rt1_Mendocino_Ave,38.43827944203694,-122.7145974564551,98
Rt2_Bennett_Valley,38.4396420145272,-122.7134567488586,0
Rt2_Bennett_Valley,38.43900799273348,-122.7130063700822,1
Rt2_Bennett_Valley,38.43829668921734,-122.7145916088125,2
Rt2_Bennett_Valley,38.4388858264054,-122.715044350614,3
Rt2_Bennett_Valley,38.44038455892152,-122.7117789862384,4
Rt2_Bennett_Valley,38.4411143454831,-122.7101325615597,5
Rt2_Bennett_Valley,38.44052071784117,-122.7097074998052,6
Rt2_Bennett_Valley,38.44211036245777,-122.706203628213,7
Rt2_Bennett_Valley,38.44283064313768,-122.7046183256323,8
Rt2_Bennett_Valley,38.44294174668421,-122.7045118494116,9
Rt2_Bennett_Valley,38.44281918564417,-122.7016533942164,10
Rt2_Bennett_Valley,38.44347641743378,-122.6990817671924,11
Rt2_Bennett_Valley,38.44653387845892,-122.6881096481276,12
Rt2_Bennett_Valley,38.44449702214075,-122.6877883505722,13
Rt2_Bennett_Valley,38.44506727128972,-122.6856906121205,14
Rt2_Bennett_Valley,38.4430827224887,-122.684972643937,15
Rt2_Bennett_Valley,38.44271220914461,-122.6848621937257,16
Rt2_Bennett_Valley,38.44240236631034,-122.6848472551965,17
Rt2_Bennett_Valley,38.44179936368287,-122.685223943793,18
Rt2_Bennett_Valley,38.44133959977903,-122.6853360884679,19
Rt2_Bennett_Valley,38.43852690732714,-122.6853980813829,20
Rt2_Bennett_Valley,38.43857707911524,-122.6844074434257,21
Rt2_Bennett_Valley,38.43852918647296,-122.6835554333401,22
Rt2_Bennett_Valley,38.43840526011372,-122.682940165558,23
Rt2_Bennett_Valley,38.43799118060515,-122.6819189299711,24
Rt2_Bennett_Valley,38.43784911535578,-122.6817994061975,25
Rt2_Bennett_Valley,38.43755935664647,-122.6817544501976,26
Rt2_Bennett_Valley,38.43757562915513,-122.6774374642662,27
Rt2_Bennett_Valley,38.43765881809155,-122.6768402142184,28
Rt2_Bennett_Valley,38.43953454246061,-122.6715824819479,29
Rt2_Bennett_Valley,38.442040721655,-122.6645237350833,30
Rt2_Bennett_Valley,38.44305943973541,-122.6628063770101,31
Rt2_Bennett_Valley,38.44061774257518,-122.6609810607574,32
Rt2_Bennett_Valley,38.43910356648748,-122.659999676726,33
Rt2_Bennett_Valley,38.4380576121247,-122.6594755757889,34
Rt2_Bennett_Valley,38.4375905117197,-122.6594050146351,35
Rt2_Bennett_Valley,38.43568241111108,-122.6594665398575,36
Rt2_Bennett_Valley,38.43411853569494,-122.6596631407144,37
Rt2_Bennett_Valley,38.43174706600367,-122.6605801086956,38
Rt2_Bennett_Valley,38.43120466049938,-122.660598621409,39
Rt2_Bennett_Valley,38.42987251456354,-122.6602569312707,40
Rt2_Bennett_Valley,38.42958593833551,-122.6617379469197,41
Rt2_Bennett_Valley,38.42919808205533,-122.6626574255149,42
Rt2_Bennett_Valley,38.42822038258876,-122.6639824712198,43
Rt2_Bennett_Valley,38.42608733957378,-122.6668394682309,44
Rt2_Bennett_Valley,38.4269301477098,-122.6678791228633,45
Rt2_Bennett_Valley,38.4271885155832,-122.6681111605305,46
Rt2_Bennett_Valley,38.42796067484363,-122.6682855482803,47
Rt2_Bennett_Valley,38.43178006742348,-122.668318760966,48
Rt2_Bennett_Valley,38.43520136420246,-122.6683830929213,49
Rt2_Bennett_Valley,38.43564554488158,-122.6685832845212,50
Rt2_Bennett_Valley,38.43615891269295,-122.6689900779455,51
Rt2_Bennett_Valley,38.43953239379169,-122.671580549097,52
Rt2_Bennett_Valley,38.44294543067551,-122.7045078472556,53
Rt2_Bennett_Valley,38.44300777321821,-122.705955889882,54
Rt2_Bennett_Valley,38.44111031706259,-122.7101294823441,55
Rt3_West_Ninth_Street,38.43900806566486,-122.7129940672691,0
Rt3_West_Ninth_Street,38.43829322876731,-122.7145907378413,1
Rt3_West_Ninth_Street,38.43890911925026,-122.7150570705244,2
Rt3_West_Ninth_Street,38.43764752987151,-122.7178545941303,3
Rt3_West_Ninth_Street,38.43913440051745,-122.7188507687583,4
Rt3_West_Ninth_Street,38.43805244119028,-122.7211976055368,5
Rt3_West_Ninth_Street,38.44019309380716,-122.7227009563556,6
Rt3_West_Ninth_Street,38.43963676438395,-122.7239746010312,7
Rt3_West_Ninth_Street,38.44173378038684,-122.7254971916849,8
Rt3_West_Ninth_Street,38.44155115420903,-122.7263644909194,9
Rt3_West_Ninth_Street,38.44160533286738,-122.7289424395179,10
Rt3_West_Ninth_Street,38.44169637596843,-122.7338892809132,11
Rt3_West_Ninth_Street,38.44159182572837,-122.7376991132672,12
Rt3_West_Ninth_Street,38.44136127928991,-122.7431697525103,13
Rt3_West_Ninth_Street,38.44116496343362,-122.7438215096654,14
Rt3_West_Ninth_Street,38.44095044119823,-122.7441371302271,15
Rt3_West_Ninth_Street,38.44030563361411,-122.7446124293451,16
Rt3_West_Ninth_Street,38.44339577676368,-122.750714530241,17
Rt3_West_Ninth_Street,38.44425292123674,-122.7511384990638,18
Rt3_West_Ninth_Street,38.44521691894475,-122.7512242891075,19
Rt3_West_Ninth_Street,38.44525720671557,-122.7439906811491,20
Rt3_West_Ninth_Street,38.44530714976536,-122.7426539352728,21
Rt3_West_Ninth_Street,38.44557966764922,-122.7358517177689,22
Rt3_West_Ninth_Street,38.44578693796074,-122.7304262051569,23
Rt3_West_Ninth_Street,38.44590047906366,-122.7282057758472,24
Rt3_West_Ninth_Street,38.44585280679438,-122.7251479421361,25
Rt3_West_Ninth_Street,38.44545097013494,-122.7108935558099,26
Rt3_West_Ninth_Street,38.44388063087941,-122.7110152221281,27
Rt3_West_Ninth_Street,38.44365543589662,-122.711212627632,28
Rt3_West_Ninth_Street,38.44346529769592,-122.711430439761,29
Rt3_West_Ninth_Street,38.44310199900055,-122.7114994061986,30
