shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Rt3_West_Ninth_Street,38.44288961293039,-122.7114714123159,31
Rt3_West_Ninth_Street,38.44255609760694,-122.7112478993107,32
Rt3_West_Ninth_Street,38.44110300381784,-122.7101651206506,33
Rt3_West_Ninth_Street,38.43961113936089,-122.7134503383906,34
Rt3_West_Ninth_Street,38.43900806566486,-122.7129940672691,35
Rt4_Roncon_Valley,38.43828190500704,-122.7146070014039,0
Rt4_Roncon_Valley,38.43900676792575,-122.7129646432165,1
Rt4_Roncon_Valley,38.4453092468919,-122.7176201221816,2
Rt4_Roncon_Valley,38.44551782891713,-122.7177018002296,3
Rt4_Roncon_Valley,38.45337136593388,-122.7174555701246,4
Rt4_Roncon_Valley,38.45297705360883,-122.7017517983388,5
Rt4_Roncon_Valley,38.45065697802412,-122.6972605892917,6
Rt4_Roncon_Valley,38.45082593051778,-122.6963217204074,7
Rt4_Roncon_Valley,38.45083905105061,-122.6958641381267,8
Rt4_Roncon_Valley,38.45082348504913,-122.6954088143522,9
Rt4_Roncon_Valley,38.45073259351071,-122.6947342631678,10
Rt4_Roncon_Valley,38.45038268594949,-122.6939077246799,11
Rt4_Roncon_Valley,38.45023289503429,-122.6931869718774,12
Rt4_Roncon_Valley,38.45021251333817,-122.6927044156067,13
Rt4_Roncon_Valley,38.45003491745167,-122.6916969241485,14
Rt4_Roncon_Valley,38.44961626092168,-122.6904413627571,15
Rt4_Roncon_Valley,38.44952814656942,-122.6892181939524,16
Rt4_Roncon_Valley,38.44973001044438,-122.6884993774736,17
Rt4_Roncon_Valley,38.44450042048338,-122.6877839680997,18
Rt4_Roncon_Valley,38.44505836955332,-122.6856755742557,19
Rt4_Roncon_Valley,38.44700253804913,-122.6863888313242,20
Rt4_Roncon_Valley,38.44799907012928,-122.6826902908291,21
Rt4_Roncon_Valley,38.44861261246059,-122.6807240968013,22
Rt4_Roncon_Valley,38.44943934885873,-122.6792497637237,23
Rt4_Roncon_Valley,38.45209221502437,-122.6751561458035,24
Rt4_Roncon_Valley,38.453478448206,-122.6731022975409,25
Rt4_Roncon_Valley,38.45384714487405,-122.6726887210813,26
Rt4_Roncon_Valley,38.45494901343805,-122.6720985871025,27
Rt4_Roncon_Valley,38.45639117566739,-122.6717065199505,28
Rt4_Roncon_Valley,38.45730015517544,-122.6712141915687,29
Rt4_Roncon_Valley,38.45869858584065,-122.6742154188577,30
Rt4_Roncon_Valley,38.45898810945044,-122.6748681811619,31
Rt4_Roncon_Valley,38.46027232784979,-122.6759289589085,32
Rt4_Roncon_Valley,38.4609232084405,-122.676293975061,33
Rt4_Roncon_Valley,38.46148191980706,-122.6762789039522,34
Rt4_Roncon_Valley,38.46235195750744,-122.6758570729574,35
Rt4_Roncon_Valley,38.46319315166254,-122.6757743142112,36
Rt4_Roncon_Valley,38.46434294755061,-122.6757929907441,37
Rt4_Roncon_Valley,38.46552523438633,-122.6761634259464,38
Rt4_Roncon_Valley,38.46637816404348,-122.6767466948763,39
Rt4_Roncon_Valley,38.47175839419863,-122.6768516708532,40
Rt4_Roncon_Valley,38.4720126043101,-122.6770094659436,41
Rt4_Roncon_Valley,38.4722510490205,-122.676400504885,42
Rt4_Roncon_Valley,38.47265045546072,-122.6760372990169,43
Rt4_Roncon_Valley,38.47392081064575,-122.6752880655559,44
Rt4_Roncon_Valley,38.47479310538219,-122.6747394754867,45
Rt4_Roncon_Valley,38.47512489428171,-122.6743459640947,46
Rt4_Roncon_Valley,38.47575925368053,-122.6726234820378,47
Rt4_Roncon_Valley,38.47641199586862,-122.6705604882537,48
Rt4_Roncon_Valley,38.47696714822263,-122.6680153234796,49
Rt4_Roncon_Valley,38.4773113624546,-122.666982067077,50
Rt4_Roncon_Valley,38.47811054810265,-122.6647542706273,51
Rt4_Roncon_Valley,38.47846498079579,-122.6637133173755,52
Rt4_Roncon_Valley,38.4785638801286,-122.6630550748629,53
Rt4_Roncon_Valley,38.47861105326196,-122.6623016598268,54
Rt4_Roncon_Valley,38.47856440281093,-122.6609667871452,55
Rt4_Roncon_Valley,38.47865642460279,-122.6602461371058,56
Rt4_Roncon_Valley,38.47883797989399,-122.6595779552428,57
Rt4_Roncon_Valley,38.47943069807089,-122.6578812929377,58
Rt4_Roncon_Valley,38.47982828537492,-122.6568697526113,59
Rt4_Roncon_Valley,38.47835503727774,-122.655755665326,60
Rt4_Roncon_Valley,38.47790964408764,-122.6554373427596,61
Rt4_Roncon_Valley,38.47713813455927,-122.654982735146,62
Rt4_Roncon_Valley,38.47687924732507,-122.654848544778,63
Rt4_Roncon_Valley,38.47515191813129,-122.6546172322089,64
Rt4_Roncon_Valley,38.46925131214702,-122.6539524690025,65
Rt4_Roncon_Valley,38.46490387876872,-122.653351918921,66
Rt4_Roncon_Valley,38.46508232409034,-122.6578492631587,67
Rt4_Roncon_Valley,38.46506280428392,-122.6596014953899,68
Rt4_Roncon_Valley,38.46477383106338,-122.6612746683436,69
Rt4_Roncon_Valley,38.46348991088519,-122.6664599235475,70
Rt4_Roncon_Valley,38.46287907661726,-122.6681529049655,71
Rt4_Roncon_Valley,38.46228499065903,-122.6690448399103,72
Rt4_Roncon_Valley,38.45899297461156,-122.6737392176251,73
Rt4_Roncon_Valley,38.45854126657411,-122.675124229499,74
Rt4_Roncon_Valley,38.45818858794637,-122.6756948925993,75
Rt4_Roncon_Valley,38.45704774026336,-122.6774415739398,76
Rt4_Roncon_Valley,38.45585905895765,-122.6791481104558,77
Rt4_Roncon_Valley,38.45480470893224,-122.680566000871,78
Rt4_Roncon_Valley,38.45451210541961,-122.6808643133494,79
Rt4_Roncon_Valley,38.45418146740649,-122.6810992562225,80
Rt4_Roncon_Valley,38.45335101763004,-122.6814030505947,81
Rt4_Roncon_Valley,38.45273504514725,-122.6815840172872,82
Rt4_Roncon_Valley,38.45198245537618,-122.6818097663144,83
Rt4_Roncon_Valley,38.4513601494391,-122.6821287451976,84
Rt4_Roncon_Valley,38.45058920597783,-122.6828358642226,85
Rt4_Roncon_Valley,38.4498283299047,-122.6837643186162,86
Rt4_Roncon_Valley,38.44955938037293,-122.6843262968886,87
Rt4_Roncon_Valley,38.44951059368908,-122.6849977833341,88
Rt4_Roncon_Valley,38.44981274183294,-122.6857891049013,89
Rt4_Roncon_Valley,38.45001140072379,-122.6865445463604,90
Rt4_Roncon_Valley,38.44997791065588,-122.6877060520201,91
Rt4_Roncon_Valley,38.44973001044438,-122.6884993774736,92
Rt4_Roncon_Valley,38.44555533526948,-122.717696656157,93
Rt4_Roncon_Valley,38.44285511412442,-122.7179624370424,94
Rt4_Roncon_Valley,38.43829325963679,-122.7145935836402,95
Rt5_Santa_Rosa_Avenue,38.43901092056825,-122.7129643355429,0
Rt5_Santa_Rosa_Avenue,38.43828519208771,-122.7146090323832,1
Rt5_Santa_Rosa_Avenue,38.43775894848527,-122.7142277823009,2
Rt5_Santa_Rosa_Avenue,38.43841718080072,-122.7119325747419,3
Rt5_Santa_Rosa_Avenue,38.43897479909953,-122.7107484553566,4
Rt5_Santa_Rosa_Avenue,38.43801094493288,-122.7099613366502,5
Rt5_Santa_Rosa_Avenue,38.43850585924294,-122.709131696068,6
Rt5_Santa_Rosa_Avenue,38.4387825079497,-122.7084666560443,7
Rt5_Santa_Rosa_Avenue,38.43789375922453,-122.7077201525633,8
Rt5_Santa_Rosa_Avenue,38.43725971534727,-122.7066952708283,9
Rt5_Santa_Rosa_Avenue,38.43699551429702,-122.706459539237,10
Rt5_Santa_Rosa_Avenue,38.43568279672322,-122.7057274484316,11
Rt5_Santa_Rosa_Avenue,38.43342754121758,-122.7044060152503,12
Rt5_Santa_Rosa_Avenue,38.4323038123691,-122.704511704386,13
Rt5_Santa_Rosa_Avenue,38.43209872815545,-122.7045582386925,14
Rt5_Santa_Rosa_Avenue,38.43186908050008,-122.7047517714644,15
Rt5_Santa_Rosa_Avenue,38.4315975626235,-122.7053830054536,16
Rt5_Santa_Rosa_Avenue,38.42700779547536,-122.7027961331974,17
Rt5_Santa_Rosa_Avenue,38.42630841378117,-122.7027083798295,18
Rt5_Santa_Rosa_Avenue,38.42585088594645,-122.7024909399378,19
Rt5_Santa_Rosa_Avenue,38.4238778027289,-122.7081816427348,20
Rt5_Santa_Rosa_Avenue,38.42223017584068,-122.707160939021,21
Rt5_Santa_Rosa_Avenue,38.41980714544961,-122.7048984303533,22
Rt5_Santa_Rosa_Avenue,38.41902341093039,-122.7043202368614,23
Rt5_Santa_Rosa_Avenue,38.41650117981924,-122.7042459848791,24
Rt5_Santa_Rosa_Avenue,38.41646755914778,-122.7135131005254,25
Rt5_Santa_Rosa_Avenue,38.40676249537372,-122.7134980085767,26
Rt5_Santa_Rosa_Avenue,38.40674234974876,-122.7122247579797,27
Rt5_Santa_Rosa_Avenue,38.40641363856313,-122.7116742956488,28
Rt5_Santa_Rosa_Avenue,38.40588541202465,-122.7115615279389,29
Rt5_Santa_Rosa_Avenue,38.40535854665955,-122.711851295778,30
Rt5_Santa_Rosa_Avenue,38.40562441880721,-122.7124590882236,31
Rt5_Santa_Rosa_Avenue,38.40563035879818,-122.7134886926028,32
Rt5_Santa_Rosa_Avenue,38.40676249537372,-122.7134980085767,33
Rt5_Santa_Rosa_Avenue,38.42387791333679,-122.7081827303685,34
Rt5_Santa_Rosa_Avenue,38.4276050312814,-122.7103774689201,35
Rt5_Santa_Rosa_Avenue,38.4282257594341,-122.7106271644984,36
Rt5_Santa_Rosa_Avenue,38.42870505309815,-122.7107069107348,37
Rt5_Santa_Rosa_Avenue,38.42956673423146,-122.7108955947284,38
Rt5_Santa_Rosa_Avenue,38.42975107564767,-122.7112655915286,39
Rt5_Santa_Rosa_Avenue,38.43019410502998,-122.7110299032276,40
Rt5_Santa_Rosa_Avenue,38.43055842146956,-122.7110210292107,41
Rt5_Santa_Rosa_Avenue,38.43202256568207,-122.7056258363863,42
Rt5_Santa_Rosa_Avenue,38.43266235316971,-122.7026467326831,43
Rt5_Santa_Rosa_Avenue,38.43280957731815,-122.7021614036793,44
Rt5_Santa_Rosa_Avenue,38.43296846094219,-122.702055329247,45
Rt5_Santa_Rosa_Avenue,38.43308265137409,-122.7020574085733,46
Rt5_Santa_Rosa_Avenue,38.43324904082837,-122.7021007890759,47
Rt5_Santa_Rosa_Avenue,38.43335946495515,-122.7022426183943,48
Rt5_Santa_Rosa_Avenue,38.4334119248184,-122.7024053211812,49
Rt5_Santa_Rosa_Avenue,38.43309455511449,-122.7044400503773,50
Rt5_Santa_Rosa_Avenue,38.43801174796405,-122.7099447868353,51
Rt5_Santa_Rosa_Avenue,38.4370441248285,-122.7113192396904,52
Rt5_Santa_Rosa_Avenue,38.43678402589941,-122.7117698306992,53
Rt5_Santa_Rosa_Avenue,38.43665511486312,-122.7123059992965,54
Rt5_Santa_Rosa_Avenue,38.43826416851348,-122.7124698461957,55
Rt5_Santa_Rosa_Avenue,38.43900756152515,-122.7129663958071,56
Rt6_WThird_St,38.43891229535311,-122.7150638834402,0
Rt6_WThird_St,38.43828113590912,-122.7145880946668,1
Rt6_WThird_St,38.43901153736316,-122.7129874791273,2
Rt6_WThird_St,38.43962980494835,-122.7134667738678,3
Rt6_WThird_St,38.43768534218545,-122.7177908270705,4
Rt6_WThird_St,38.43655703924136,-122.7200549893125,5
Rt6_WThird_St,38.4360078760839,-122.721408322827,6
Rt6_WThird_St,38.43555163728813,-122.7223671942275,7
Rt6_WThird_St,38.4350444725436,-122.7231004674011,8
Rt6_WThird_St,38.43465688700663,-122.7242068447099,9
Rt6_WThird_St,38.43377367966563,-122.7282752272282,10
Rt6_WThird_St,38.43294720074742,-122.7319130673192,11
Rt6_WThird_St,38.43288740355438,-122.7328014235664,12
Rt6_WThird_St,38.43321009459413,-122.7341286642251,13
Rt6_WThird_St,38.43381644598851,-122.7421968086036,14
Rt6_WThird_St,38.43385604596237,-122.7446948599872,15
Rt6_WThird_St,38.4339578068997,-122.7461238189763,16
Rt6_WThird_St,38.43437411729437,-122.7481273977629,17
Rt6_WThird_St,38.43473162490657,-122.7494224793659,18
Rt6_WThird_St,38.43520744546147,-122.7504257030321,19
Rt6_WThird_St,38.43538872526137,-122.7510556586215,20
Rt6_WThird_St,38.43545618764047,-122.7519223852563,21
Rt6_WThird_St,38.43536172514008,-122.7530464546693,22
Rt6_WThird_St,38.43537934732865,-122.7538819616293,23
Rt6_WThird_St,38.43550585265275,-122.7546139762438,24
Rt6_WThird_St,38.43611281138789,-122.7558055164619,25
Rt6_WThird_St,38.43646819344501,-122.7565743703807,26
Rt6_WThird_St,38.43689319953898,-122.7580201837677,27
Rt6_WThird_St,38.4371241497247,-122.7591513690165,28
Rt6_WThird_St,38.43752285289661,-122.7603277456788,29
Rt6_WThird_St,38.43799326184039,-122.7614724934403,30
Rt6_WThird_St,38.437992540466,-122.7703627972003,31
Rt6_WThird_St,38.43857149963525,-122.770158555853,32
Rt6_WThird_St,38.43964851056083,-122.7697315135856,33
Rt6_WThird_St,38.44529441836623,-122.7696570240527,34
Rt6_WThird_St,38.4452369041429,-122.7511821372275,35
Rt6_WThird_St,38.44423205880196,-122.7511182780918,36
Rt6_WThird_St,38.44341150333313,-122.7507098292911,37
Rt6_WThird_St,38.43985964223953,-122.7437308472857,38
Rt6_WThird_St,38.43908167937992,-122.7431417817178,39
Rt6_WThird_St,38.43824609386558,-122.7429657988268,40
Rt6_WThird_St,38.43385310767182,-122.7424188053879,41
Rt7_Montgomery_Village_Rincon_Valley,38.43828503152137,-122.7146052715581,0
Rt7_Montgomery_Village_Rincon_Valley,38.43899861713011,-122.7129584987821,1
Rt7_Montgomery_Village_Rincon_Valley,38.44536671879035,-122.7176453155308,2
Rt7_Montgomery_Village_Rincon_Valley,38.44562599222183,-122.71768875627,3
Rt7_Montgomery_Village_Rincon_Valley,38.44531763755945,-122.7052802577398,4
Rt7_Montgomery_Village_Rincon_Valley,38.4453849440533,-122.704338836419,5
Rt7_Montgomery_Village_Rincon_Valley,38.44555502653617,-122.7038653170413,6
Rt7_Montgomery_Village_Rincon_Valley,38.44893832296674,-122.6987040350956,7
Rt7_Montgomery_Village_Rincon_Valley,38.44940012525603,-122.6983833404421,8
Rt7_Montgomery_Village_Rincon_Valley,38.44982950909773,-122.698226774425,9
Rt7_Montgomery_Village_Rincon_Valley,38.45007395387756,-122.6980725876909,10
Rt7_Montgomery_Village_Rincon_Valley,38.45054408858849,-122.6975178998166,11
Rt7_Montgomery_Village_Rincon_Valley,38.45066843139631,-122.6972237485407,12
Rt7_Montgomery_Village_Rincon_Valley,38.45083216530257,-122.6962214451302,13
Rt7_Montgomery_Village_Rincon_Valley,38.45080856278274,-122.6953812841421,14
Rt7_Montgomery_Village_Rincon_Valley,38.45072399706118,-122.6946985925213,15
Rt7_Montgomery_Village_Rincon_Valley,38.45039063871355,-122.6939062669068,16
Rt7_Montgomery_Village_Rincon_Valley,38.45021197730316,-122.6927754781554,17
Rt7_Montgomery_Village_Rincon_Valley,38.45000857292445,-122.6916596658298,18
Rt7_Montgomery_Village_Rincon_Valley,38.44960652472674,-122.6903582606955,19
Rt7_Montgomery_Village_Rincon_Valley,38.44953237488956,-122.6895727303973,20
Rt7_Montgomery_Village_Rincon_Valley,38.44952484139826,-122.6890370098823,21
