trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,last_stop_on_trip
t241-sl3-p82-r55,,,253,909,,,,21417,
t241-sl3-p82-r55,,,438,969,,,,23092,
t241-sl3-p82-r55,10:33:00,10:33:00,265,1080,,,,26223,
t241-sl3-p82-r55,,,457,1153,,,,27464,
t241-sl3-p82-r55,,,417,1233,,,,28816,
t241-sl3-p82-r55,,,444,1308,,,,30086,
t241-sl3-p82-r55,,,445,1397,,,,31596,
t241-sl3-p82-r55,,,254,1462,,,,32693,
t241-sl3-p82-r55,,,255,1522,,,,33708,
t241-sl3-p82-r55,,,256,1567,,,,34471,
t241-sl3-p82-r55,,,257,1593,,,,34919,
t241-sl3-p82-r55,,,258,1692,,,,36588,
t241-sl3-p82-r55,,,259,1758,,,,37703,
t241-sl3-p82-r55,,,260,1800,,,,38423,
t241-sl3-p82-r55,,,261,1869,,,,39591,
t241-sl3-p82-r55,10:47:00,10:47:00,262,1920,,,,40443,
t241-sl3-p82-r55,,,263,2059,,,,41917,
t241-sl3-p82-r55,,,264,2143,,,,42816,
t241-sl3-p82-r55,,,200,2231,,,,43744,
t241-sl3-p82-r55,10:55:00,10:55:00,26,2400,,,,45533,1
t242-sl2-p79-r1,10:40:00,10:45:00,26,0,,,,0,
t242-sl2-p79-r1,,,239,97,,,,2110,
t242-sl2-p79-r1,,,240,146,,,,3168,
t242-sl2-p79-r1,,,241,166,,,,3602,
t242-sl2-p79-r1,,,242,241,,,,5222,
t242-sl2-p79-r1,10:50:00,10:50:00,243,300,,,,6494,
t242-sl2-p79-r1,,,245,363,,,,7991,
t242-sl2-p79-r1,,,246,412,,,,9141,
t242-sl2-p79-r1,,,247,456,,,,10161,
t242-sl2-p79-r1,,,248,542,,,,12185,
t242-sl2-p79-r1,,,244,593,,,,13384,
t242-sl2-p79-r1,,,249,621,,,,14045,
t242-sl2-p79-r1,,,250,696,,,,15796,
t242-sl2-p79-r1,,,251,728,,,,16559,
t242-sl2-p79-r1,10:58:00,10:58:00,252,780,,,,17760,
t242-sl2-p79-r1,,,253,909,,,,21417,
t242-sl2-p79-r1,,,438,969,,,,23092,
t242-sl2-p79-r1,11:03:00,11:03:00,265,1080,,,,26223,
t242-sl2-p79-r1,,,457,1153,,,,27464,
t242-sl2-p79-r1,,,417,1233,,,,28816,
t242-sl2-p79-r1,,,444,1308,,,,30086,
t242-sl2-p79-r1,,,445,1397,,,,31596,
t242-sl2-p79-r1,,,254,1462,,,,32693,
t242-sl2-p79-r1,,,255,1522,,,,33708,
t242-sl2-p79-r1,,,256,1567,,,,34471,
t242-sl2-p79-r1,,,257,1593,,,,34919,
t242-sl2-p79-r1,,,258,1692,,,,36588,
t242-sl2-p79-r1,,,259,1758,,,,37703,
t242-sl2-p79-r1,,,260,1800,,,,38423,
t242-sl2-p79-r1,,,261,1869,,,,39591,
t242-sl2-p79-r1,11:17:00,11:17:00,262,1920,,,,40443,
t242-sl2-p79-r1,,,263,2059,,,,41917,
t242-sl2-p79-r1,,,264,2143,,,,42816,
t242-sl2-p79-r1,,,200,2231,,,,43744,
t242-sl2-p79-r1,11:25:00,11:25:00,26,2400,,,,45533,1
t242-sl3-p82-r53,10:40:00,10:45:00,26,0,,,,0,
t242-sl3-p82-r53,,,239,97,,,,2110,
t242-sl3-p82-r53,,,240,146,,,,3168,
t242-sl3-p82-r53,,,241,166,,,,3602,
t242-sl3-p82-r53,,,242,241,,,,5222,
t242-sl3-p82-r53,10:50:00,10:50:00,243,300,,,,6494,
t242-sl3-p82-r53,,,245,363,,,,7991,
t242-sl3-p82-r53,,,246,412,,,,9141,
t242-sl3-p82-r53,,,247,456,,,,10161,
t242-sl3-p82-r53,,,248,542,,,,12185,
t242-sl3-p82-r53,,,244,593,,,,13384,
t242-sl3-p82-r53,,,249,621,,,,14045,
t242-sl3-p82-r53,,,250,696,,,,15796,
t242-sl3-p82-r53,,,251,728,,,,16559,
t242-sl3-p82-r53,10:58:00,10:58:00,252,780,,,,17760,
t242-sl3-p82-r53,,,253,909,,,,21417,
t242-sl3-p82-r53,,,438,969,,,,23092,
t242-sl3-p82-r53,11:03:00,11:03:00,265,1080,,,,26223,
t242-sl3-p82-r53,,,457,1153,,,,27464,
t242-sl3-p82-r53,,,417,1233,,,,28816,
t242-sl3-p82-r53,,,444,1308,,,,30086,
t242-sl3-p82-r53,,,445,1397,,,,31596,
t242-sl3-p82-r53,,,254,1462,,,,32693,
t242-sl3-p82-r53,,,255,1522,,,,33708,
t242-sl3-p82-r53,,,256,1567,,,,34471,
t242-sl3-p82-r53,,,257,1593,,,,34919,
t242-sl3-p82-r53,,,258,1692,,,,36588,
t242-sl3-p82-r53,,,259,1758,,,,37703,
t242-sl3-p82-r53,,,260,1800,,,,38423,
t242-sl3-p82-r53,,,261,1869,,,,39591,
t242-sl3-p82-r53,11:17:00,11:17:00,262,1920,,,,40443,
t242-sl3-p82-r53,,,263,2059,,,,41917,
t242-sl3-p82-r53,,,264,2143,,,,42816,
t242-sl3-p82-r53,,,200,2231,,,,43744,
t242-sl3-p82-r53,11:25:00,11:25:00,26,2400,,,,45533,1
t243-sl2-p79-r29,10:55:00,11:15:00,26,0,,,,0,
t243-sl2-p79-r29,,,239,97,,,,2110,
t243-sl2-p79-r29,,,240,146,,,,3168,
t243-sl2-p79-r29,,,241,166,,,,3602,
t243-sl2-p79-r29,,,242,241,,,,5222,
t243-sl2-p79-r29,11:20:00,11:20:00,243,300,,,,6494,
t243-sl2-p79-r29,,,245,363,,,,7991,
t243-sl2-p79-r29,,,246,412,,,,9141,
t243-sl2-p79-r29,,,247,456,,,,10161,
t243-sl2-p79-r29,,,248,542,,,,12185,
t243-sl2-p79-r29,,,244,593,,,,13384,
t243-sl2-p79-r29,,,249,621,,,,14045,
t243-sl2-p79-r29,,,250,696,,,,15796,
t243-sl2-p79-r29,,,251,728,,,,16559,
t243-sl2-p79-r29,11:28:00,11:28:00,252,780,,,,17760,
t243-sl2-p79-r29,,,253,909,,,,21417,
t243-sl2-p79-r29,,,438,969,,,,23092,
t243-sl2-p79-r29,11:33:00,11:33:00,265,1080,,,,26223,
t243-sl2-p79-r29,,,457,1153,,,,27464,
t243-sl2-p79-r29,,,417,1233,,,,28816,
t243-sl2-p79-r29,,,444,1308,,,,30086,
t243-sl2-p79-r29,,,445,1397,,,,31596,
t243-sl2-p79-r29,,,254,1462,,,,32693,
t243-sl2-p79-r29,,,255,1522,,,,33708,
t243-sl2-p79-r29,,,256,1567,,,,34471,
t243-sl2-p79-r29,,,257,1593,,,,34919,
t243-sl2-p79-r29,,,258,1692,,,,36588,
t243-sl2-p79-r29,,,259,1758,,,,37703,
t243-sl2-p79-r29,,,260,1800,,,,38423,
t243-sl2-p79-r29,,,261,1869,,,,39591,
t243-sl2-p79-r29,11:47:00,11:47:00,262,1920,,,,40443,
t243-sl2-p79-r29,,,263,2059,,,,41917,
t243-sl2-p79-r29,,,264,2143,,,,42816,
t243-sl2-p79-r29,,,200,2231,,,,43744,
t243-sl2-p79-r29,11:55:00,11:55:00,26,2400,,,,45533,1
t243-sl3-p82-r57,11:10:00,11:15:00,26,0,,,,0,
t243-sl3-p82-r57,,,239,97,,,,2110,
t243-sl3-p82-r57,,,240,146,,,,3168,
t243-sl3-p82-r57,,,241,166,,,,3602,
t243-sl3-p82-r57,,,242,241,,,,5222,
t243-sl3-p82-r57,11:20:00,11:20:00,243,300,,,,6494,
t243-sl3-p82-r57,,,245,363,,,,7991,
t243-sl3-p82-r57,,,246,412,,,,9141,
t243-sl3-p82-r57,,,247,456,,,,10161,
t243-sl3-p82-r57,,,248,542,,,,12185,
t243-sl3-p82-r57,,,244,593,,,,13384,
t243-sl3-p82-r57,,,249,621,,,,14045,
t243-sl3-p82-r57,,,250,696,,,,15796,
t243-sl3-p82-r57,,,251,728,,,,16559,
t243-sl3-p82-r57,11:28:00,11:28:00,252,780,,,,17760,
t243-sl3-p82-r57,,,253,909,,,,21417,
t243-sl3-p82-r57,,,438,969,,,,23092,
t243-sl3-p82-r57,11:33:00,11:33:00,265,1080,,,,26223,
t243-sl3-p82-r57,,,457,1153,,,,27464,
t243-sl3-p82-r57,,,417,1233,,,,28816,
t243-sl3-p82-r57,,,444,1308,,,,30086,
t243-sl3-p82-r57,,,445,1397,,,,31596,
t243-sl3-p82-r57,,,254,1462,,,,32693,
t243-sl3-p82-r57,,,255,1522,,,,33708,
t243-sl3-p82-r57,,,256,1567,,,,34471,
t243-sl3-p82-r57,,,257,1593,,,,34919,
t243-sl3-p82-r57,,,258,1692,,,,36588,
t243-sl3-p82-r57,,,259,1758,,,,37703,
t243-sl3-p82-r57,,,260,1800,,,,38423,
t243-sl3-p82-r57,,,261,1869,,,,39591,
t243-sl3-p82-r57,11:47:00,11:47:00,262,1920,,,,40443,
t243-sl3-p82-r57,,,263,2059,,,,41917,
t243-sl3-p82-r57,,,264,2143,,,,42816,
t243-sl3-p82-r57,,,200,2231,,,,43744,
t243-sl3-p82-r57,11:55:00,11:55:00,26,2400,,,,45533,1
t244-sl2-p79-r25,11:40:00,11:45:00,26,0,,,,0,
t244-sl2-p79-r25,,,239,97,,,,2110,
t244-sl2-p79-r25,,,240,146,,,,3168,
t244-sl2-p79-r25,,,241,166,,,,3602,
t244-sl2-p79-r25,,,242,241,,,,5222,
t244-sl2-p79-r25,11:50:00,11:50:00,243,300,,,,6494,
t244-sl2-p79-r25,,,245,363,,,,7991,
t244-sl2-p79-r25,,,246,412,,,,9141,
t244-sl2-p79-r25,,,247,456,,,,10161,
t244-sl2-p79-r25,,,248,542,,,,12185,
t244-sl2-p79-r25,,,244,593,,,,13384,
t244-sl2-p79-r25,,,249,621,,,,14045,
t244-sl2-p79-r25,,,250,696,,,,15796,
t244-sl2-p79-r25,,,251,728,,,,16559,
t244-sl2-p79-r25,11:58:00,11:58:00,252,780,,,,17760,
t244-sl2-p79-r25,,,253,909,,,,21417,
t244-sl2-p79-r25,,,438,969,,,,23092,
t244-sl2-p79-r25,12:03:00,12:03:00,265,1080,,,,26223,
t244-sl2-p79-r25,,,457,1153,,,,27464,
t244-sl2-p79-r25,,,417,1233,,,,28816,
t244-sl2-p79-r25,,,444,1308,,,,30086,
t244-sl2-p79-r25,,,445,1397,,,,31596,
t244-sl2-p79-r25,,,254,1462,,,,32693,
t244-sl2-p79-r25,,,255,1522,,,,33708,
t244-sl2-p79-r25,,,256,1567,,,,34471,
t244-sl2-p79-r25,,,257,1593,,,,34919,
t244-sl2-p79-r25,,,258,1692,,,,36588,
t244-sl2-p79-r25,,,259,1758,,,,37703,
t244-sl2-p79-r25,,,260,1800,,,,38423,
t244-sl2-p79-r25,,,261,1869,,,,39591,
t244-sl2-p79-r25,12:17:00,12:17:00,262,1920,,,,40443,
t244-sl2-p79-r25,,,263,2059,,,,41917,
t244-sl2-p79-r25,,,264,2143,,,,42816,
t244-sl2-p79-r25,,,200,2231,,,,43744,
t244-sl2-p79-r25,12:25:00,12:25:00,26,2400,,,,45533,1
t244-sl3-p82-r56,11:45:00,11:45:00,26,0,,,,0,
t244-sl3-p82-r56,,,239,97,,,,2110,
t244-sl3-p82-r56,,,240,146,,,,3168,
t244-sl3-p82-r56,,,241,166,,,,3602,
t244-sl3-p82-r56,,,242,241,,,,5222,
t244-sl3-p82-r56,11:50:00,11:50:00,243,300,,,,6494,
t244-sl3-p82-r56,,,245,363,,,,7991,
t244-sl3-p82-r56,,,246,412,,,,9141,
t244-sl3-p82-r56,,,247,456,,,,10161,
t244-sl3-p82-r56,,,248,542,,,,12185,
t244-sl3-p82-r56,,,244,593,,,,13384,
t244-sl3-p82-r56,,,249,621,,,,14045,
t244-sl3-p82-r56,,,250,696,,,,15796,
t244-sl3-p82-r56,,,251,728,,,,16559,
t244-sl3-p82-r56,11:58:00,11:58:00,252,780,,,,17760,
t244-sl3-p82-r56,,,253,909,,,,21417,
t244-sl3-p82-r56,,,438,969,,,,23092,
t244-sl3-p82-r56,12:03:00,12:03:00,265,1080,,,,26223,
t244-sl3-p82-r56,,,457,1153,,,,27464,
t244-sl3-p82-r56,,,417,1233,,,,28816,
t244-sl3-p82-r56,,,444,1308,,,,30086,
t244-sl3-p82-r56,,,445,1397,,,,31596,
t244-sl3-p82-r56,,,254,1462,,,,32693,
t244-sl3-p82-r56,,,255,1522,,,,33708,
t244-sl3-p82-r56,,,256,1567,,,,34471,
t244-sl3-p82-r56,,,257,1593,,,,34919,
t244-sl3-p82-r56,,,258,1692,,,,36588,
t244-sl3-p82-r56,,,259,1758,,,,37703,
t244-sl3-p82-r56,,,260,1800,,,,38423,
t244-sl3-p82-r56,,,261,1869,,,,39591,
t244-sl3-p82-r56,12:17:00,12:17:00,262,1920,,,,40443,
t244-sl3-p82-r56,,,263,2059,,,,41917,
t244-sl3-p82-r56,,,264,2143,,,,42816,
t244-sl3-p82-r56,,,200,2231,,,,43744,
t244-sl3-p82-r56,12:25:00,12:25:00,26,2400,,,,45533,1
t245-sl2-p79-r21,11:55:00,12:15:00,26,0,,,,0,
t245-sl2-p79-r21,,,239,97,,,,2110,
t245-sl2-p79-r21,,,240,146,,,,3168,
t245-sl2-p79-r21,,,241,166,,,,3602,
t245-sl2-p79-r21,,,242,241,,,,5222,
t245-sl2-p79-r21,12:20:00,12:20:00,243,300,,,,6494,
t245-sl2-p79-r21,,,245,363,,,,7991,
t245-sl2-p79-r21,,,246,412,,,,9141,
t245-sl2-p79-r21,,,247,456,,,,10161,
t245-sl2-p79-r21,,,248,542,,,,12185,
t245-sl2-p79-r21,,,244,593,,,,13384,
t245-sl2-p79-r21,,,249,621,,,,14045,
t245-sl2-p79-r21,,,250,696,,,,15796,
t245-sl2-p79-r21,,,251,728,,,,16559,
t245-sl2-p79-r21,12:28:00,12:28:00,252,780,,,,17760,
t245-sl2-p79-r21,,,253,909,,,,21417,
t245-sl2-p79-r21,,,438,969,,,,23092,
t245-sl2-p79-r21,12:33:00,12:33:00,265,1080,,,,26223,
t245-sl2-p79-r21,,,457,1153,,,,27464,
t245-sl2-p79-r21,,,417,1233,,,,28816,
t245-sl2-p79-r21,,,444,1308,,,,30086,
t245-sl2-p79-r21,,,445,1397,,,,31596,
t245-sl2-p79-r21,,,254,1462,,,,32693,
t245-sl2-p79-r21,,,255,1522,,,,33708,
t245-sl2-p79-r21,,,256,1567,,,,34471,
t245-sl2-p79-r21,,,257,1593,,,,34919,
t245-sl2-p79-r21,,,258,1692,,,,36588,
t245-sl2-p79-r21,,,259,1758,,,,37703,
t245-sl2-p79-r21,,,260,1800,,,,38423,
t245-sl2-p79-r21,,,261,1869,,,,39591,
t245-sl2-p79-r21,12:47:00,12:47:00,262,1920,,,,40443,
t245-sl2-p79-r21,,,263,2059,,,,41917,
t245-sl2-p79-r21,,,264,2143,,,,42816,
t245-sl2-p79-r21,,,200,2231,,,,43744,
t245-sl2-p79-r21,12:55:00,12:55:00,26,2400,,,,45533,1
t245-sl3-p82-r53,12:10:00,12:15:00,26,0,,,,0,
t245-sl3-p82-r53,,,239,97,,,,2110,
t245-sl3-p82-r53,,,240,146,,,,3168,
t245-sl3-p82-r53,,,241,166,,,,3602,
t245-sl3-p82-r53,,,242,241,,,,5222,
t245-sl3-p82-r53,12:20:00,12:20:00,243,300,,,,6494,
t245-sl3-p82-r53,,,245,363,,,,7991,
t245-sl3-p82-r53,,,246,412,,,,9141,
t245-sl3-p82-r53,,,247,456,,,,10161,
t245-sl3-p82-r53,,,248,542,,,,12185,
t245-sl3-p82-r53,,,244,593,,,,13384,
t245-sl3-p82-r53,,,249,621,,,,14045,
t245-sl3-p82-r53,,,250,696,,,,15796,
t245-sl3-p82-r53,,,251,728,,,,16559,
t245-sl3-p82-r53,12:28:00,12:28:00,252,780,,,,17760,
t245-sl3-p82-r53,,,253,909,,,,21417,
t245-sl3-p82-r53,,,438,969,,,,23092,
t245-sl3-p82-r53,12:33:00,12:33:00,265,1080,,,,26223,
t245-sl3-p82-r53,,,457,1153,,,,27464,
t245-sl3-p82-r53,,,417,1233,,,,28816,
t245-sl3-p82-r53,,,444,1308,,,,30086,
t245-sl3-p82-r53,,,445,1397,,,,31596,
t245-sl3-p82-r53,,,254,1462,,,,32693,
t245-sl3-p82-r53,,,255,1522,,,,33708,
t245-sl3-p82-r53,,,256,1567,,,,34471,
t245-sl3-p82-r53,,,257,1593,,,,34919,
t245-sl3-p82-r53,,,258,1692,,,,36588,
t245-sl3-p82-r53,,,259,1758,,,,37703,
t245-sl3-p82-r53,,,260,1800,,,,38423,
t245-sl3-p82-r53,,,261,1869,,,,39591,
t245-sl3-p82-r53,12:47:00,12:47:00,262,1920,,,,40443,
t245-sl3-p82-r53,,,263,2059,,,,41917,
t245-sl3-p82-r53,,,264,2143,,,,42816,
t245-sl3-p82-r53,,,200,2231,,,,43744,
t245-sl3-p82-r53,12:55:00,12:55:00,26,2400,,,,45533,1
t246-sl2-p79-r3,12:40:00,12:45:00,26,0,,,,0,
t246-sl2-p79-r3,,,239,97,,,,2110,
t246-sl2-p79-r3,,,240,146,,,,3168,
t246-sl2-p79-r3,,,241,166,,,,3602,
t246-sl2-p79-r3,,,242,241,,,,5222,
t246-sl2-p79-r3,12:50:00,12:50:00,243,300,,,,6494,
t246-sl2-p79-r3,,,245,363,,,,7991,
t246-sl2-p79-r3,,,246,412,,,,9141,
t246-sl2-p79-r3,,,247,456,,,,10161,
t246-sl2-p79-r3,,,248,542,,,,12185,
t246-sl2-p79-r3,,,244,593,,,,13384,
t246-sl2-p79-r3,,,249,621,,,,14045,
t246-sl2-p79-r3,,,250,696,,,,15796,
t246-sl2-p79-r3,,,251,728,,,,16559,
t246-sl2-p79-r3,12:58:00,12:58:00,252,780,,,,17760,
t246-sl2-p79-r3,,,253,909,,,,21417,
t246-sl2-p79-r3,,,438,969,,,,23092,
t246-sl2-p79-r3,13:03:00,13:03:00,265,1080,,,,26223,
t246-sl2-p79-r3,,,457,1153,,,,27464,
t246-sl2-p79-r3,,,417,1233,,,,28816,
t246-sl2-p79-r3,,,444,1308,,,,30086,
t246-sl2-p79-r3,,,445,1397,,,,31596,
t246-sl2-p79-r3,,,254,1462,,,,32693,
t246-sl2-p79-r3,,,255,1522,,,,33708,
t246-sl2-p79-r3,,,256,1567,,,,34471,
t246-sl2-p79-r3,,,257,1593,,,,34919,
t246-sl2-p79-r3,,,258,1692,,,,36588,
t246-sl2-p79-r3,,,259,1758,,,,37703,
t246-sl2-p79-r3,,,260,1800,,,,38423,
t246-sl2-p79-r3,,,261,1869,,,,39591,
t246-sl2-p79-r3,13:17:00,13:17:00,262,1920,,,,40443,
t246-sl2-p79-r3,,,263,2059,,,,41917,
t246-sl2-p79-r3,,,264,2143,,,,42816,
t246-sl2-p79-r3,,,200,2231,,,,43744,
t246-sl2-p79-r3,13:25:00,13:25:00,26,2400,,,,45533,1
t246-sl3-p82-r57,12:40:00,12:45:00,26,0,,,,0,
t246-sl3-p82-r57,,,239,97,,,,2110,
t246-sl3-p82-r57,,,240,146,,,,3168,
t246-sl3-p82-r57,,,241,166,,,,3602,
t246-sl3-p82-r57,,,242,241,,,,5222,
t246-sl3-p82-r57,12:50:00,12:50:00,243,300,,,,6494,
t246-sl3-p82-r57,,,245,363,,,,7991,
t246-sl3-p82-r57,,,246,412,,,,9141,
t246-sl3-p82-r57,,,247,456,,,,10161,
t246-sl3-p82-r57,,,248,542,,,,12185,
t246-sl3-p82-r57,,,244,593,,,,13384,
t246-sl3-p82-r57,,,249,621,,,,14045,
t246-sl3-p82-r57,,,250,696,,,,15796,
t246-sl3-p82-r57,,,251,728,,,,16559,
t246-sl3-p82-r57,12:58:00,12:58:00,252,780,,,,17760,
t246-sl3-p82-r57,,,253,909,,,,21417,
t246-sl3-p82-r57,,,438,969,,,,23092,
t246-sl3-p82-r57,13:03:00,13:03:00,265,1080,,,,26223,
t246-sl3-p82-r57,,,457,1153,,,,27464,
t246-sl3-p82-r57,,,417,1233,,,,28816,
t246-sl3-p82-r57,,,444,1308,,,,30086,
t246-sl3-p82-r57,,,445,1397,,,,31596,
t246-sl3-p82-r57,,,254,1462,,,,32693,
t246-sl3-p82-r57,,,255,1522,,,,33708,
t246-sl3-p82-r57,,,256,1567,,,,34471,
t246-sl3-p82-r57,,,257,1593,,,,34919,
t246-sl3-p82-r57,,,258,1692,,,,36588,
t246-sl3-p82-r57,,,259,1758,,,,37703,
t246-sl3-p82-r57,,,260,1800,,,,38423,
t246-sl3-p82-r57,,,261,1869,,,,39591,
t246-sl3-p82-r57,13:17:00,13:17:00,262,1920,,,,40443,
t246-sl3-p82-r57,,,263,2059,,,,41917,
t246-sl3-p82-r57,,,264,2143,,,,42816,
t246-sl3-p82-r57,,,200,2231,,,,43744,
t246-sl3-p82-r57,13:25:00,13:25:00,26,2400,,,,45533,1
t247-sl2-p80-r12,13:15:00,13:15:00,26,0,,,,0,
t247-sl2-p80-r12,,,239,116,,,,2110,
t247-sl2-p80-r12,,,240,175,,,,3168,
t247-sl2-p80-r12,,,241,199,,,,3602,
t247-sl2-p80-r12,,,242,289,,,,5222,
t247-sl2-p80-r12,13:21:00,13:21:00,243,360,,,,6494,
t247-sl2-p80-r12,,,245,455,,,,7991,
t247-sl2-p80-r12,,,246,529,,,,9141,
t247-sl2-p80-r12,,,247,594,,,,10161,
t247-sl2-p80-r12,,,248,723,,,,12185,
t247-sl2-p80-r12,,,244,800,,,,13384,
t247-sl2-p80-r12,,,249,842,,,,14045,
t247-sl2-p80-r12,,,250,954,,,,15796,
t247-sl2-p80-r12,,,251,1003,,,,16559,
t247-sl2-p80-r12,13:33:00,13:33:00,252,1080,,,,17760,
t247-sl2-p80-r12,,,253,1235,,,,21417,
t247-sl2-p80-r12,,,438,1306,,,,23092,
t247-sl2-p80-r12,13:39:00,13:39:00,265,1440,,,,26223,
t247-sl2-p80-r12,,,457,1523,,,,27464,
t247-sl2-p80-r12,,,417,1615,,,,28816,
t247-sl2-p80-r12,,,444,1700,,,,30086,
t247-sl2-p80-r12,,,445,1802,,,,31596,
t247-sl2-p80-r12,,,254,1876,,,,32693,
t247-sl2-p80-r12,,,255,1945,,,,33708,
t247-sl2-p80-r12,,,256,1996,,,,34471,
t247-sl2-p80-r12,,,257,2027,,,,34919,
t247-sl2-p80-r12,,,258,2139,,,,36588,
t247-sl2-p80-r12,,,259,2214,,,,37703,
t247-sl2-p80-r12,,,260,2263,,,,38423,
t247-sl2-p80-r12,,,261,2342,,,,39591,
t247-sl2-p80-r12,13:55:00,13:55:00,262,2400,,,,40443,
t247-sl2-p80-r12,,,263,2660,,,,41917,
t247-sl2-p80-r12,,,264,2819,,,,42816,
t247-sl2-p80-r12,,,200,2983,,,,43744,
t247-sl2-p80-r12,14:10:00,14:10:00,26,3300,,,,45533,1
t247-sl3-p82-r56,13:10:00,13:15:00,26,0,,,,0,
t247-sl3-p82-r56,,,239,97,,,,2110,
t247-sl3-p82-r56,,,240,146,,,,3168,
t247-sl3-p82-r56,,,241,166,,,,3602,
t247-sl3-p82-r56,,,242,241,,,,5222,
t247-sl3-p82-r56,13:20:00,13:20:00,243,300,,,,6494,
t247-sl3-p82-r56,,,245,363,,,,7991,
t247-sl3-p82-r56,,,246,412,,,,9141,
t247-sl3-p82-r56,,,247,456,,,,10161,
t247-sl3-p82-r56,,,248,542,,,,12185,
t247-sl3-p82-r56,,,244,593,,,,13384,
t247-sl3-p82-r56,,,249,621,,,,14045,
t247-sl3-p82-r56,,,250,696,,,,15796,
t247-sl3-p82-r56,,,251,728,,,,16559,
t247-sl3-p82-r56,13:28:00,13:28:00,252,780,,,,17760,
t247-sl3-p82-r56,,,253,909,,,,21417,
t247-sl3-p82-r56,,,438,969,,,,23092,
t247-sl3-p82-r56,13:33:00,13:33:00,265,1080,,,,26223,
t247-sl3-p82-r56,,,457,1153,,,,27464,
t247-sl3-p82-r56,,,417,1233,,,,28816,
t247-sl3-p82-r56,,,444,1308,,,,30086,
t247-sl3-p82-r56,,,445,1397,,,,31596,
t247-sl3-p82-r56,,,254,1462,,,,32693,
t247-sl3-p82-r56,,,255,1522,,,,33708,
t247-sl3-p82-r56,,,256,1567,,,,34471,
t247-sl3-p82-r56,,,257,1593,,,,34919,
t247-sl3-p82-r56,,,258,1692,,,,36588,
t247-sl3-p82-r56,,,259,1758,,,,37703,
t247-sl3-p82-r56,,,260,1800,,,,38423,
t247-sl3-p82-r56,,,261,1869,,,,39591,
t247-sl3-p82-r56,13:47:00,13:47:00,262,1920,,,,40443,
t247-sl3-p82-r56,,,263,2059,,,,41917,
t247-sl3-p82-r56,,,264,2143,,,,42816,
t247-sl3-p82-r56,,,200,2231,,,,43744,
t247-sl3-p82-r56,13:55:00,13:55:00,26,2400,,,,45533,1
t249-sl2-p80-r18,14:10:00,14:15:00,26,0,,,,0,
t249-sl2-p80-r18,,,239,116,,,,2110,
t249-sl2-p80-r18,,,240,175,,,,3168,
t249-sl2-p80-r18,,,241,199,,,,3602,
t249-sl2-p80-r18,,,242,289,,,,5222,
t249-sl2-p80-r18,14:21:00,14:21:00,243,360,,,,6494,
t249-sl2-p80-r18,,,245,455,,,,7991,
t249-sl2-p80-r18,,,246,529,,,,9141,
t249-sl2-p80-r18,,,247,594,,,,10161,
t249-sl2-p80-r18,,,248,723,,,,12185,
t249-sl2-p80-r18,,,244,800,,,,13384,
t249-sl2-p80-r18,,,249,842,,,,14045,
t249-sl2-p80-r18,,,250,954,,,,15796,
t249-sl2-p80-r18,,,251,1003,,,,16559,
t249-sl2-p80-r18,14:33:00,14:33:00,252,1080,,,,17760,
t249-sl2-p80-r18,,,253,1235,,,,21417,
t249-sl2-p80-r18,,,438,1306,,,,23092,
t249-sl2-p80-r18,14:39:00,14:39:00,265,1440,,,,26223,
t249-sl2-p80-r18,,,457,1523,,,,27464,
t249-sl2-p80-r18,,,417,1615,,,,28816,
t249-sl2-p80-r18,,,444,1700,,,,30086,
t249-sl2-p80-r18,,,445,1802,,,,31596,
t249-sl2-p80-r18,,,254,1876,,,,32693,
t249-sl2-p80-r18,,,255,1945,,,,33708,
t249-sl2-p80-r18,,,256,1996,,,,34471,
t249-sl2-p80-r18,,,257,2027,,,,34919,
t249-sl2-p80-r18,,,258,2139,,,,36588,
t249-sl2-p80-r18,,,259,2214,,,,37703,
t249-sl2-p80-r18,,,260,2263,,,,38423,
t249-sl2-p80-r18,,,261,2342,,,,39591,
t249-sl2-p80-r18,14:55:00,14:55:00,262,2400,,,,40443,
t249-sl2-p80-r18,,,263,2660,,,,41917,
t249-sl2-p80-r18,,,264,2819,,,,42816,
t249-sl2-p80-r18,,,200,2983,,,,43744,
t249-sl2-p80-r18,15:10:00,15:10:00,26,3300,,,,45533,1
t249-sl3-p82-r57,14:10:00,14:15:00,26,0,,,,0,
t249-sl3-p82-r57,,,239,97,,,,2110,
t249-sl3-p82-r57,,,240,146,,,,3168,
t249-sl3-p82-r57,,,241,166,,,,3602,
t249-sl3-p82-r57,,,242,241,,,,5222,
t249-sl3-p82-r57,14:20:00,14:20:00,243,300,,,,6494,
t249-sl3-p82-r57,,,245,363,,,,7991,
t249-sl3-p82-r57,,,246,412,,,,9141,
t249-sl3-p82-r57,,,247,456,,,,10161,
t249-sl3-p82-r57,,,248,542,,,,12185,
t249-sl3-p82-r57,,,244,593,,,,13384,
t249-sl3-p82-r57,,,249,621,,,,14045,
t249-sl3-p82-r57,,,250,696,,,,15796,
t249-sl3-p82-r57,,,251,728,,,,16559,
t249-sl3-p82-r57,14:28:00,14:28:00,252,780,,,,17760,
t249-sl3-p82-r57,,,253,909,,,,21417,
t249-sl3-p82-r57,,,438,969,,,,23092,
t249-sl3-p82-r57,14:33:00,14:33:00,265,1080,,,,26223,
