trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,last_stop_on_trip
t331-sl2-p86-r37,,,345,1392,,,,16445,
t331-sl2-p86-r37,,,346,1479,,,,17343,
t331-sl2-p86-r37,,,347,1641,,,,19022,
t331-sl2-p86-r37,07:58:00,07:58:00,348,1680,,,,19422,
t331-sl2-p86-r37,,,349,1731,,,,20126,
t331-sl2-p86-r37,,,350,1777,,,,20752,
t331-sl2-p86-r37,,,468,1810,,,,21197,
t331-sl2-p86-r37,,,260,1879,,,,22141,
t331-sl2-p86-r37,,,261,1964,,,,23309,
t331-sl2-p86-r37,,,262,2027,,,,24161,
t331-sl2-p86-r37,,,263,2135,,,,25635,
t331-sl2-p86-r37,,,264,2200,,,,26534,
t331-sl2-p86-r37,,,200,2268,,,,27461,
t331-sl2-p86-r37,08:10:00,08:10:00,26,2400,,,,29251,1
t332-sl2-p86-r27,07:55:00,08:00:00,26,0,,,,0,
t332-sl2-p86-r27,,,239,156,,,,2110,
t332-sl2-p86-r27,,,240,235,,,,3168,
t332-sl2-p86-r27,,,241,267,,,,3602,
t332-sl2-p86-r27,,,338,344,,,,4639,
t332-sl2-p86-r27,08:07:00,08:07:00,339,420,,,,5658,
t332-sl2-p86-r27,,,340,529,,,,6890,
t332-sl2-p86-r27,,,341,592,,,,7599,
t332-sl2-p86-r27,,,342,720,,,,9051,
t332-sl2-p86-r27,,,343,812,,,,10081,
t332-sl2-p86-r27,,,344,913,,,,11216,
t332-sl2-p86-r27,,,12,973,,,,11900,
t332-sl2-p86-r27,,,40,1026,,,,12490,
t332-sl2-p86-r27,08:20:00,08:20:00,351,1200,,,,14452,
t332-sl2-p86-r27,,,345,1392,,,,16445,
t332-sl2-p86-r27,,,346,1479,,,,17343,
t332-sl2-p86-r27,,,347,1641,,,,19022,
t332-sl2-p86-r27,08:28:00,08:28:00,348,1680,,,,19422,
t332-sl2-p86-r27,,,349,1731,,,,20126,
t332-sl2-p86-r27,,,350,1777,,,,20752,
t332-sl2-p86-r27,,,468,1810,,,,21197,
t332-sl2-p86-r27,,,260,1879,,,,22141,
t332-sl2-p86-r27,,,261,1964,,,,23309,
t332-sl2-p86-r27,,,262,2027,,,,24161,
t332-sl2-p86-r27,,,263,2135,,,,25635,
t332-sl2-p86-r27,,,264,2200,,,,26534,
t332-sl2-p86-r27,,,200,2268,,,,27461,
t332-sl2-p86-r27,08:40:00,08:40:00,26,2400,,,,29251,1
t333-sl2-p86-r23,08:25:00,08:30:00,26,0,,,,0,
t333-sl2-p86-r23,,,239,156,,,,2110,
t333-sl2-p86-r23,,,240,235,,,,3168,
t333-sl2-p86-r23,,,241,267,,,,3602,
t333-sl2-p86-r23,,,338,344,,,,4639,
t333-sl2-p86-r23,08:37:00,08:37:00,339,420,,,,5658,
t333-sl2-p86-r23,,,340,529,,,,6890,
t333-sl2-p86-r23,,,341,592,,,,7599,
t333-sl2-p86-r23,,,342,720,,,,9051,
t333-sl2-p86-r23,,,343,812,,,,10081,
t333-sl2-p86-r23,,,344,913,,,,11216,
t333-sl2-p86-r23,,,12,973,,,,11900,
t333-sl2-p86-r23,,,40,1026,,,,12490,
t333-sl2-p86-r23,08:50:00,08:50:00,351,1200,,,,14452,
t333-sl2-p86-r23,,,345,1392,,,,16445,
t333-sl2-p86-r23,,,346,1479,,,,17343,
t333-sl2-p86-r23,,,347,1641,,,,19022,
t333-sl2-p86-r23,08:58:00,08:58:00,348,1680,,,,19422,
t333-sl2-p86-r23,,,349,1731,,,,20126,
t333-sl2-p86-r23,,,350,1777,,,,20752,
t333-sl2-p86-r23,,,468,1810,,,,21197,
t333-sl2-p86-r23,,,260,1879,,,,22141,
t333-sl2-p86-r23,,,261,1964,,,,23309,
t333-sl2-p86-r23,,,262,2027,,,,24161,
t333-sl2-p86-r23,,,263,2135,,,,25635,
t333-sl2-p86-r23,,,264,2200,,,,26534,
t333-sl2-p86-r23,,,200,2268,,,,27461,
t333-sl2-p86-r23,09:10:00,09:10:00,26,2400,,,,29251,1
t333-sl3-p35-r53,08:25:00,08:30:00,26,0,,,,0,
t333-sl3-p35-r53,,,239,156,,,,2110,
t333-sl3-p35-r53,,,240,235,,,,3168,
t333-sl3-p35-r53,,,241,267,,,,3602,
t333-sl3-p35-r53,,,338,344,,,,4639,
t333-sl3-p35-r53,08:37:00,08:37:00,339,420,,,,5658,
t333-sl3-p35-r53,,,340,529,,,,6890,
t333-sl3-p35-r53,,,341,592,,,,7599,
t333-sl3-p35-r53,,,342,720,,,,9051,
t333-sl3-p35-r53,,,343,812,,,,10081,
t333-sl3-p35-r53,,,344,913,,,,11216,
t333-sl3-p35-r53,,,12,973,,,,11900,
t333-sl3-p35-r53,,,40,1026,,,,12490,
t333-sl3-p35-r53,08:50:00,08:50:00,351,1200,,,,14452,
t333-sl3-p35-r53,,,345,1392,,,,16445,
t333-sl3-p35-r53,,,346,1479,,,,17343,
t333-sl3-p35-r53,,,347,1641,,,,19022,
t333-sl3-p35-r53,08:58:00,08:58:00,348,1680,,,,19422,
t333-sl3-p35-r53,,,349,1731,,,,20126,
t333-sl3-p35-r53,,,350,1777,,,,20752,
t333-sl3-p35-r53,,,468,1810,,,,21197,
t333-sl3-p35-r53,,,260,1879,,,,22141,
t333-sl3-p35-r53,,,261,1964,,,,23309,
t333-sl3-p35-r53,,,262,2027,,,,24161,
t333-sl3-p35-r53,,,263,2135,,,,25635,
t333-sl3-p35-r53,,,264,2200,,,,26534,
t333-sl3-p35-r53,,,200,2268,,,,27461,
t333-sl3-p35-r53,09:10:00,09:10:00,26,2400,,,,29251,1
t334-sl2-p86-r37,08:55:00,09:00:00,26,0,,,,0,
t334-sl2-p86-r37,,,239,156,,,,2110,
t334-sl2-p86-r37,,,240,235,,,,3168,
t334-sl2-p86-r37,,,241,267,,,,3602,
t334-sl2-p86-r37,,,338,344,,,,4639,
t334-sl2-p86-r37,09:07:00,09:07:00,339,420,,,,5658,
t334-sl2-p86-r37,,,340,529,,,,6890,
t334-sl2-p86-r37,,,341,592,,,,7599,
t334-sl2-p86-r37,,,342,720,,,,9051,
t334-sl2-p86-r37,,,343,812,,,,10081,
t334-sl2-p86-r37,,,344,913,,,,11216,
t334-sl2-p86-r37,,,12,973,,,,11900,
t334-sl2-p86-r37,,,40,1026,,,,12490,
t334-sl2-p86-r37,09:20:00,09:20:00,351,1200,,,,14452,
t334-sl2-p86-r37,,,345,1392,,,,16445,
t334-sl2-p86-r37,,,346,1479,,,,17343,
t334-sl2-p86-r37,,,347,1641,,,,19022,
t334-sl2-p86-r37,09:28:00,09:28:00,348,1680,,,,19422,
t334-sl2-p86-r37,,,349,1731,,,,20126,
t334-sl2-p86-r37,,,350,1777,,,,20752,
t334-sl2-p86-r37,,,468,1810,,,,21197,
t334-sl2-p86-r37,,,260,1879,,,,22141,
t334-sl2-p86-r37,,,261,1964,,,,23309,
t334-sl2-p86-r37,,,262,2027,,,,24161,
t334-sl2-p86-r37,,,263,2135,,,,25635,
t334-sl2-p86-r37,,,264,2200,,,,26534,
t334-sl2-p86-r37,,,200,2268,,,,27461,
t334-sl2-p86-r37,09:40:00,09:40:00,26,2400,,,,29251,1
t335-sl2-p86-r27,09:25:00,09:30:00,26,0,,,,0,
t335-sl2-p86-r27,,,239,156,,,,2110,
t335-sl2-p86-r27,,,240,235,,,,3168,
t335-sl2-p86-r27,,,241,267,,,,3602,
t335-sl2-p86-r27,,,338,344,,,,4639,
t335-sl2-p86-r27,09:37:00,09:37:00,339,420,,,,5658,
t335-sl2-p86-r27,,,340,529,,,,6890,
t335-sl2-p86-r27,,,341,592,,,,7599,
t335-sl2-p86-r27,,,342,720,,,,9051,
t335-sl2-p86-r27,,,343,812,,,,10081,
t335-sl2-p86-r27,,,344,913,,,,11216,
t335-sl2-p86-r27,,,12,973,,,,11900,
t335-sl2-p86-r27,,,40,1026,,,,12490,
t335-sl2-p86-r27,09:50:00,09:50:00,351,1200,,,,14452,
t335-sl2-p86-r27,,,345,1392,,,,16445,
t335-sl2-p86-r27,,,346,1479,,,,17343,
t335-sl2-p86-r27,,,347,1641,,,,19022,
t335-sl2-p86-r27,09:58:00,09:58:00,348,1680,,,,19422,
t335-sl2-p86-r27,,,349,1731,,,,20126,
t335-sl2-p86-r27,,,350,1777,,,,20752,
t335-sl2-p86-r27,,,468,1810,,,,21197,
t335-sl2-p86-r27,,,260,1879,,,,22141,
t335-sl2-p86-r27,,,261,1964,,,,23309,
t335-sl2-p86-r27,,,262,2027,,,,24161,
t335-sl2-p86-r27,,,263,2135,,,,25635,
t335-sl2-p86-r27,,,264,2200,,,,26534,
t335-sl2-p86-r27,,,200,2268,,,,27461,
t335-sl2-p86-r27,10:10:00,10:10:00,26,2400,,,,29251,1
t335-sl3-p35-r55,09:25:00,09:30:00,26,0,,,,0,
t335-sl3-p35-r55,,,239,156,,,,2110,
t335-sl3-p35-r55,,,240,235,,,,3168,
t335-sl3-p35-r55,,,241,267,,,,3602,
t335-sl3-p35-r55,,,338,344,,,,4639,
t335-sl3-p35-r55,09:37:00,09:37:00,339,420,,,,5658,
t335-sl3-p35-r55,,,340,529,,,,6890,
t335-sl3-p35-r55,,,341,592,,,,7599,
t335-sl3-p35-r55,,,342,720,,,,9051,
t335-sl3-p35-r55,,,343,812,,,,10081,
t335-sl3-p35-r55,,,344,913,,,,11216,
t335-sl3-p35-r55,,,12,973,,,,11900,
t335-sl3-p35-r55,,,40,1026,,,,12490,
t335-sl3-p35-r55,09:50:00,09:50:00,351,1200,,,,14452,
t335-sl3-p35-r55,,,345,1392,,,,16445,
t335-sl3-p35-r55,,,346,1479,,,,17343,
t335-sl3-p35-r55,,,347,1641,,,,19022,
t335-sl3-p35-r55,09:58:00,09:58:00,348,1680,,,,19422,
t335-sl3-p35-r55,,,349,1731,,,,20126,
t335-sl3-p35-r55,,,350,1777,,,,20752,
t335-sl3-p35-r55,,,468,1810,,,,21197,
t335-sl3-p35-r55,,,260,1879,,,,22141,
t335-sl3-p35-r55,,,261,1964,,,,23309,
t335-sl3-p35-r55,,,262,2027,,,,24161,
t335-sl3-p35-r55,,,263,2135,,,,25635,
t335-sl3-p35-r55,,,264,2200,,,,26534,
t335-sl3-p35-r55,,,200,2268,,,,27461,
t335-sl3-p35-r55,10:10:00,10:10:00,26,2400,,,,29251,1
t336-sl2-p86-r1,09:55:00,10:00:00,26,0,,,,0,
t336-sl2-p86-r1,,,239,156,,,,2110,
t336-sl2-p86-r1,,,240,235,,,,3168,
t336-sl2-p86-r1,,,241,267,,,,3602,
t336-sl2-p86-r1,,,338,344,,,,4639,
t336-sl2-p86-r1,10:07:00,10:07:00,339,420,,,,5658,
t336-sl2-p86-r1,,,340,529,,,,6890,
t336-sl2-p86-r1,,,341,592,,,,7599,
t336-sl2-p86-r1,,,342,720,,,,9051,
t336-sl2-p86-r1,,,343,812,,,,10081,
t336-sl2-p86-r1,,,344,913,,,,11216,
t336-sl2-p86-r1,,,12,973,,,,11900,
t336-sl2-p86-r1,,,40,1026,,,,12490,
t336-sl2-p86-r1,10:20:00,10:20:00,351,1200,,,,14452,
t336-sl2-p86-r1,,,345,1392,,,,16445,
t336-sl2-p86-r1,,,346,1479,,,,17343,
t336-sl2-p86-r1,,,347,1641,,,,19022,
t336-sl2-p86-r1,10:28:00,10:28:00,348,1680,,,,19422,
t336-sl2-p86-r1,,,349,1731,,,,20126,
t336-sl2-p86-r1,,,350,1777,,,,20752,
t336-sl2-p86-r1,,,468,1810,,,,21197,
t336-sl2-p86-r1,,,260,1879,,,,22141,
t336-sl2-p86-r1,,,261,1964,,,,23309,
t336-sl2-p86-r1,,,262,2027,,,,24161,
t336-sl2-p86-r1,,,263,2135,,,,25635,
t336-sl2-p86-r1,,,264,2200,,,,26534,
t336-sl2-p86-r1,,,200,2268,,,,27461,
t336-sl2-p86-r1,10:40:00,10:40:00,26,2400,,,,29251,1
t336-sl4-p36-r78,10:00:00,10:00:00,26,0,,,,0,
t336-sl4-p36-r78,,,239,156,,,,2110,
t336-sl4-p36-r78,,,240,235,,,,3168,
t336-sl4-p36-r78,,,241,267,,,,3602,
t336-sl4-p36-r78,,,338,344,,,,4639,
t336-sl4-p36-r78,10:07:00,10:07:00,339,420,,,,5658,
t336-sl4-p36-r78,,,340,529,,,,6890,
t336-sl4-p36-r78,,,341,592,,,,7599,
t336-sl4-p36-r78,,,342,720,,,,9051,
t336-sl4-p36-r78,,,343,812,,,,10081,
t336-sl4-p36-r78,,,344,913,,,,11216,
t336-sl4-p36-r78,,,12,973,,,,11900,
t336-sl4-p36-r78,,,40,1026,,,,12490,
t336-sl4-p36-r78,10:20:00,10:20:00,351,1200,,,,14452,
t336-sl4-p36-r78,,,345,1392,,,,16445,
t336-sl4-p36-r78,,,346,1479,,,,17343,
t336-sl4-p36-r78,,,347,1641,,,,19022,
t336-sl4-p36-r78,10:28:00,10:28:00,348,1680,,,,19422,
t336-sl4-p36-r78,,,349,1731,,,,20126,
t336-sl4-p36-r78,,,350,1777,,,,20752,
t336-sl4-p36-r78,,,468,1810,,,,21197,
t336-sl4-p36-r78,,,260,1879,,,,22141,
t336-sl4-p36-r78,,,261,1964,,,,23309,
t336-sl4-p36-r78,,,262,2027,,,,24161,
t336-sl4-p36-r78,,,263,2135,,,,25635,
t336-sl4-p36-r78,,,264,2200,,,,26534,
t336-sl4-p36-r78,,,200,2268,,,,27461,
t336-sl4-p36-r78,10:40:00,10:40:00,26,2400,,,,29251,1
t337-sl2-p86-r13,10:25:00,10:30:00,26,0,,,,0,
t337-sl2-p86-r13,,,239,156,,,,2110,
t337-sl2-p86-r13,,,240,235,,,,3168,
t337-sl2-p86-r13,,,241,267,,,,3602,
t337-sl2-p86-r13,,,338,344,,,,4639,
t337-sl2-p86-r13,10:37:00,10:37:00,339,420,,,,5658,
t337-sl2-p86-r13,,,340,529,,,,6890,
t337-sl2-p86-r13,,,341,592,,,,7599,
t337-sl2-p86-r13,,,342,720,,,,9051,
t337-sl2-p86-r13,,,343,812,,,,10081,
t337-sl2-p86-r13,,,344,913,,,,11216,
t337-sl2-p86-r13,,,12,973,,,,11900,
t337-sl2-p86-r13,,,40,1026,,,,12490,
t337-sl2-p86-r13,10:50:00,10:50:00,351,1200,,,,14452,
t337-sl2-p86-r13,,,345,1392,,,,16445,
t337-sl2-p86-r13,,,346,1479,,,,17343,
t337-sl2-p86-r13,,,347,1641,,,,19022,
t337-sl2-p86-r13,10:58:00,10:58:00,348,1680,,,,19422,
t337-sl2-p86-r13,,,349,1731,,,,20126,
t337-sl2-p86-r13,,,350,1777,,,,20752,
t337-sl2-p86-r13,,,468,1810,,,,21197,
t337-sl2-p86-r13,,,260,1879,,,,22141,
t337-sl2-p86-r13,,,261,1964,,,,23309,
t337-sl2-p86-r13,,,262,2027,,,,24161,
t337-sl2-p86-r13,,,263,2135,,,,25635,
t337-sl2-p86-r13,,,264,2200,,,,26534,
t337-sl2-p86-r13,,,200,2268,,,,27461,
t337-sl2-p86-r13,11:10:00,11:10:00,26,2400,,,,29251,1
t337-sl3-p35-r57,10:25:00,10:30:00,26,0,,,,0,
t337-sl3-p35-r57,,,239,156,,,,2110,
t337-sl3-p35-r57,,,240,235,,,,3168,
t337-sl3-p35-r57,,,241,267,,,,3602,
t337-sl3-p35-r57,,,338,344,,,,4639,
t337-sl3-p35-r57,10:37:00,10:37:00,339,420,,,,5658,
t337-sl3-p35-r57,,,340,529,,,,6890,
t337-sl3-p35-r57,,,341,592,,,,7599,
t337-sl3-p35-r57,,,342,720,,,,9051,
t337-sl3-p35-r57,,,343,812,,,,10081,
t337-sl3-p35-r57,,,344,913,,,,11216,
t337-sl3-p35-r57,,,12,973,,,,11900,
t337-sl3-p35-r57,,,40,1026,,,,12490,
t337-sl3-p35-r57,10:50:00,10:50:00,351,1200,,,,14452,
t337-sl3-p35-r57,,,345,1392,,,,16445,
t337-sl3-p35-r57,,,346,1479,,,,17343,
t337-sl3-p35-r57,,,347,1641,,,,19022,
t337-sl3-p35-r57,10:58:00,10:58:00,348,1680,,,,19422,
t337-sl3-p35-r57,,,349,1731,,,,20126,
t337-sl3-p35-r57,,,350,1777,,,,20752,
t337-sl3-p35-r57,,,468,1810,,,,21197,
t337-sl3-p35-r57,,,260,1879,,,,22141,
t337-sl3-p35-r57,,,261,1964,,,,23309,
t337-sl3-p35-r57,,,262,2027,,,,24161,
t337-sl3-p35-r57,,,263,2135,,,,25635,
t337-sl3-p35-r57,,,264,2200,,,,26534,
t337-sl3-p35-r57,,,200,2268,,,,27461,
t337-sl3-p35-r57,11:10:00,11:10:00,26,2400,,,,29251,1
t338-sl2-p86-r39,10:55:00,11:00:00,26,0,,,,0,
t338-sl2-p86-r39,,,239,156,,,,2110,
t338-sl2-p86-r39,,,240,235,,,,3168,
t338-sl2-p86-r39,,,241,267,,,,3602,
t338-sl2-p86-r39,,,338,344,,,,4639,
t338-sl2-p86-r39,11:07:00,11:07:00,339,420,,,,5658,
t338-sl2-p86-r39,,,340,529,,,,6890,
t338-sl2-p86-r39,,,341,592,,,,7599,
t338-sl2-p86-r39,,,342,720,,,,9051,
t338-sl2-p86-r39,,,343,812,,,,10081,
t338-sl2-p86-r39,,,344,913,,,,11216,
t338-sl2-p86-r39,,,12,973,,,,11900,
t338-sl2-p86-r39,,,40,1026,,,,12490,
t338-sl2-p86-r39,11:20:00,11:20:00,351,1200,,,,14452,
t338-sl2-p86-r39,,,345,1392,,,,16445,
t338-sl2-p86-r39,,,346,1479,,,,17343,
t338-sl2-p86-r39,,,347,1641,,,,19022,
t338-sl2-p86-r39,11:28:00,11:28:00,348,1680,,,,19422,
t338-sl2-p86-r39,,,349,1731,,,,20126,
t338-sl2-p86-r39,,,350,1777,,,,20752,
t338-sl2-p86-r39,,,468,1810,,,,21197,
t338-sl2-p86-r39,,,260,1879,,,,22141,
t338-sl2-p86-r39,,,261,1964,,,,23309,
t338-sl2-p86-r39,,,262,2027,,,,24161,
t338-sl2-p86-r39,,,263,2135,,,,25635,
t338-sl2-p86-r39,,,264,2200,,,,26534,
t338-sl2-p86-r39,,,200,2268,,,,27461,
t338-sl2-p86-r39,11:40:00,11:40:00,26,2400,,,,29251,1
t338-sl4-p36-r71,10:55:00,11:00:00,26,0,,,,0,
t338-sl4-p36-r71,,,239,156,,,,2110,
t338-sl4-p36-r71,,,240,235,,,,3168,
t338-sl4-p36-r71,,,241,267,,,,3602,
t338-sl4-p36-r71,,,338,344,,,,4639,
t338-sl4-p36-r71,11:07:00,11:07:00,339,420,,,,5658,
t338-sl4-p36-r71,,,340,529,,,,6890,
t338-sl4-p36-r71,,,341,592,,,,7599,
t338-sl4-p36-r71,,,342,720,,,,9051,
t338-sl4-p36-r71,,,343,812,,,,10081,
t338-sl4-p36-r71,,,344,913,,,,11216,
t338-sl4-p36-r71,,,12,973,,,,11900,
t338-sl4-p36-r71,,,40,1026,,,,12490,
t338-sl4-p36-r71,11:20:00,11:20:00,351,1200,,,,14452,
t338-sl4-p36-r71,,,345,1392,,,,16445,
t338-sl4-p36-r71,,,346,1479,,,,17343,
t338-sl4-p36-r71,,,347,1641,,,,19022,
t338-sl4-p36-r71,11:28:00,11:28:00,348,1680,,,,19422,
t338-sl4-p36-r71,,,349,1731,,,,20126,
t338-sl4-p36-r71,,,350,1777,,,,20752,
t338-sl4-p36-r71,,,468,1810,,,,21197,
t338-sl4-p36-r71,,,260,1879,,,,22141,
t338-sl4-p36-r71,,,261,1964,,,,23309,
t338-sl4-p36-r71,,,262,2027,,,,24161,
t338-sl4-p36-r71,,,263,2135,,,,25635,
t338-sl4-p36-r71,,,264,2200,,,,26534,
t338-sl4-p36-r71,,,200,2268,,,,27461,
t338-sl4-p36-r71,11:40:00,11:40:00,26,2400,,,,29251,1
t339-sl2-p86-r1,11:25:00,11:30:00,26,0,,,,0,
t339-sl2-p86-r1,,,239,156,,,,2110,
t339-sl2-p86-r1,,,240,235,,,,3168,
t339-sl2-p86-r1,,,241,267,,,,3602,
t339-sl2-p86-r1,,,338,344,,,,4639,
t339-sl2-p86-r1,11:37:00,11:37:00,339,420,,,,5658,
t339-sl2-p86-r1,,,340,529,,,,6890,
t339-sl2-p86-r1,,,341,592,,,,7599,
t339-sl2-p86-r1,,,342,720,,,,9051,
t339-sl2-p86-r1,,,343,812,,,,10081,
t339-sl2-p86-r1,,,344,913,,,,11216,
t339-sl2-p86-r1,,,12,973,,,,11900,
t339-sl2-p86-r1,,,40,1026,,,,12490,
t339-sl2-p86-r1,11:50:00,11:50:00,351,1200,,,,14452,
t339-sl2-p86-r1,,,345,1392,,,,16445,
t339-sl2-p86-r1,,,346,1479,,,,17343,
t339-sl2-p86-r1,,,347,1641,,,,19022,
t339-sl2-p86-r1,11:58:00,11:58:00,348,1680,,,,19422,
t339-sl2-p86-r1,,,349,1731,,,,20126,
t339-sl2-p86-r1,,,350,1777,,,,20752,
t339-sl2-p86-r1,,,468,1810,,,,21197,
t339-sl2-p86-r1,,,260,1879,,,,22141,
t339-sl2-p86-r1,,,261,1964,,,,23309,
t339-sl2-p86-r1,,,262,2027,,,,24161,
t339-sl2-p86-r1,,,263,2135,,,,25635,
t339-sl2-p86-r1,,,264,2200,,,,26534,
t339-sl2-p86-r1,,,200,2268,,,,27461,
t339-sl2-p86-r1,12:10:00,12:10:00,26,2400,,,,29251,1
t339-sl3-p35-r53,11:25:00,11:30:00,26,0,,,,0,
t339-sl3-p35-r53,,,239,156,,,,2110,
t339-sl3-p35-r53,,,240,235,,,,3168,
t339-sl3-p35-r53,,,241,267,,,,3602,
t339-sl3-p35-r53,,,338,344,,,,4639,
t339-sl3-p35-r53,11:37:00,11:37:00,339,420,,,,5658,
t339-sl3-p35-r53,,,340,529,,,,6890,
t339-sl3-p35-r53,,,341,592,,,,7599,
t339-sl3-p35-r53,,,342,720,,,,9051,
t339-sl3-p35-r53,,,343,812,,,,10081,
t339-sl3-p35-r53,,,344,913,,,,11216,
t339-sl3-p35-r53,,,12,973,,,,11900,
t339-sl3-p35-r53,,,40,1026,,,,12490,
t339-sl3-p35-r53,11:50:00,11:50:00,351,1200,,,,14452,
t339-sl3-p35-r53,,,345,1392,,,,16445,
t339-sl3-p35-r53,,,346,1479,,,,17343,
t339-sl3-p35-r53,,,347,1641,,,,19022,
t339-sl3-p35-r53,11:58:00,11:58:00,348,1680,,,,19422,
t339-sl3-p35-r53,,,349,1731,,,,20126,
t339-sl3-p35-r53,,,350,1777,,,,20752,
t339-sl3-p35-r53,,,468,1810,,,,21197,
t339-sl3-p35-r53,,,260,1879,,,,22141,
t339-sl3-p35-r53,,,261,1964,,,,23309,
t339-sl3-p35-r53,,,262,2027,,,,24161,
t339-sl3-p35-r53,,,263,2135,,,,25635,
t339-sl3-p35-r53,,,264,2200,,,,26534,
t339-sl3-p35-r53,,,200,2268,,,,27461,
t339-sl3-p35-r53,12:10:00,12:10:00,26,2400,,,,29251,1
t34-sl2-p95-r30,12:00:00,12:00:00,26,0,,,,0,
t34-sl2-p95-r30,,,210,88,,,,1407,
t34-sl2-p95-r30,,,211,185,,,,2962,
t34-sl2-p95-r30,,,212,261,,,,4163,
t34-sl2-p95-r30,,,213,315,,,,5024,
t34-sl2-p95-r30,,,214,368,,,,5867,
t34-sl2-p95-r30,,,215,427,,,,6815,
t34-sl2-p95-r30,,,216,483,,,,7696,
t34-sl2-p95-r30,12:09:00,12:09:00,33,540,,,,8602,
t34-sl2-p95-r30,,,34,574,,,,9665,
t34-sl2-p95-r30,,,35,611,,,,10823,
t34-sl2-p95-r30,,,36,653,,,,12138,
t34-sl2-p95-r30,,,37,688,,,,13214,
t34-sl2-p95-r30,,,38,722,,,,14278,
t34-sl2-p95-r30,,,77,766,,,,15629,
t34-sl2-p95-r30,,,78,802,,,,16755,
t34-sl2-p95-r30,12:14:00,12:14:00,431,840,,,,17914,
t34-sl2-p95-r30,,,425,872,,,,18503,
t34-sl2-p95-r30,,,426,943,,,,19802,
t34-sl2-p95-r30,,,434,987,,,,20599,
t34-sl2-p95-r30,,,427,1049,,,,21733,
t34-sl2-p95-r30,,,429,1145,,,,23501,
t34-sl2-p95-r30,12:20:00,12:20:00,433,1200,,,,24487,
t34-sl2-p95-r30,,,57,1236,,,,25342,
t34-sl2-p95-r30,,,436,1285,,,,26497,
t34-sl2-p95-r30,,,437,1354,,,,28129,
t34-sl2-p95-r30,,,41,1395,,,,29119,
t34-sl2-p95-r30,,,225,1426,,,,29829,
t34-sl2-p95-r30,,,226,1459,,,,30622,
t34-sl2-p95-r30,,,230,1507,,,,31755,
t34-sl2-p95-r30,,,228,1536,,,,32429,
t34-sl2-p95-r30,,,229,1595,,,,33829,
t34-sl2-p95-r30,,,209,1635,,,,34775,
t34-sl2-p95-r30,12:28:00,12:28:00,49,1680,,,,35832,
t34-sl2-p95-r30,,,232,1763,,,,36831,
t34-sl2-p95-r30,,,39,1823,,,,37546,
t34-sl2-p95-r30,,,233,1911,,,,38593,
t34-sl2-p95-r30,,,234,1974,,,,39353,
t34-sl2-p95-r30,,,235,2053,,,,40299,
t34-sl2-p95-r30,,,236,2139,,,,41323,
t34-sl2-p95-r30,,,237,2194,,,,41983,
t34-sl2-p95-r30,,,238,2312,,,,43388,
t34-sl2-p95-r30,12:40:00,12:40:00,26,2400,,,,44436,1
t34-sl3-p99-r57,11:55:00,12:00:00,26,0,,,,0,
t34-sl3-p99-r57,,,210,88,,,,1407,
t34-sl3-p99-r57,,,211,185,,,,2962,
t34-sl3-p99-r57,,,212,261,,,,4163,
t34-sl3-p99-r57,,,213,315,,,,5024,
t34-sl3-p99-r57,,,214,368,,,,5867,
t34-sl3-p99-r57,,,215,427,,,,6815,
t34-sl3-p99-r57,,,216,483,,,,7696,
t34-sl3-p99-r57,12:09:00,12:09:00,33,540,,,,8602,
t34-sl3-p99-r57,,,34,574,,,,9665,
t34-sl3-p99-r57,,,35,611,,,,10823,
t34-sl3-p99-r57,,,36,653,,,,12138,
t34-sl3-p99-r57,,,37,688,,,,13214,
t34-sl3-p99-r57,,,38,722,,,,14278,
t34-sl3-p99-r57,,,77,766,,,,15629,
t34-sl3-p99-r57,,,78,802,,,,16755,
t34-sl3-p99-r57,12:14:00,12:14:00,431,840,,,,17914,
t34-sl3-p99-r57,,,425,872,,,,18503,
t34-sl3-p99-r57,,,426,943,,,,19802,
t34-sl3-p99-r57,,,434,987,,,,20599,
t34-sl3-p99-r57,,,427,1049,,,,21733,
t34-sl3-p99-r57,,,429,1145,,,,23501,
t34-sl3-p99-r57,12:20:00,12:20:00,433,1200,,,,24487,
t34-sl3-p99-r57,,,57,1236,,,,25342,
t34-sl3-p99-r57,,,436,1285,,,,26497,
t34-sl3-p99-r57,,,437,1354,,,,28129,
t34-sl3-p99-r57,,,41,1395,,,,29119,
t34-sl3-p99-r57,,,225,1426,,,,29829,
t34-sl3-p99-r57,,,226,1459,,,,30622,
t34-sl3-p99-r57,,,230,1507,,,,31755,
t34-sl3-p99-r57,,,228,1536,,,,32429,
t34-sl3-p99-r57,,,229,1595,,,,33829,
t34-sl3-p99-r57,,,209,1635,,,,34775,
t34-sl3-p99-r57,12:28:00,12:28:00,49,1680,,,,35832,
t34-sl3-p99-r57,,,232,1763,,,,36831,
t34-sl3-p99-r57,,,39,1823,,,,37546,
t34-sl3-p99-r57,,,233,1911,,,,38593,
t34-sl3-p99-r57,,,234,1974,,,,39353,
t34-sl3-p99-r57,,,235,2053,,,,40299,
t34-sl3-p99-r57,,,236,2139,,,,41323,
t34-sl3-p99-r57,,,237,2194,,,,41983,
t34-sl3-p99-r57,,,238,2312,,,,43388,
t34-sl3-p99-r57,12:40:00,12:40:00,26,2400,,,,44436,1
