route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
2,2,t1-sl2-p1-r17,1 Mendocino Ave,1,17,Rt1_Mendocino_Ave
2,2,t10-sl2-p1-r37,1 Mendocino Ave,1,37,Rt1_Mendocino_Ave
2,2,t11-sl2-p1-r5,1 Mendocino Ave,1,5,Rt1_Mendocino_Ave
2,2,t12-sl2-p1-r15,1 Mendocino Ave,1,15,Rt1_Mendocino_Ave
2,2,t13-sl2-p1-r17,1 Mendocino Ave,1,17,Rt1_Mendocino_Ave
2,2,t14-sl2-p1-r24,1 Mendocino Ave,1,24,Rt1_Mendocino_Ave
2,2,t15-sl2-p1-r8,1 Mendocino Ave,1,8,Rt1_Mendocino_Ave
2,2,t16-sl2-p1-r26,1 Mendocino Ave,1,26,Rt1_Mendocino_Ave
2,2,t17-sl2-p1-r24,1 Mendocino Ave,1,24,Rt1_Mendocino_Ave
2,2,t18-sl2-p1-r30,1 Mendocino Ave,1,30,Rt1_Mendocino_Ave
2,2,t19-sl2-p1-r14,1 Mendocino Ave,1,14,Rt1_Mendocino_Ave
2,2,t2-sl2-p1-r7,1 Mendocino Ave,1,7,Rt1_Mendocino_Ave
2,2,t20-sl2-p1-r6,1 Mendocino Ave,1,6,Rt1_Mendocino_Ave
2,2,t21-sl2-p1-r10,1 Mendocino Ave,1,10,Rt1_Mendocino_Ave
2,2,t22-sl2-p1-r14,1 Mendocino Ave,1,14,Rt1_Mendocino_Ave
2,2,t23-sl2-p1-r30,1 Mendocino Ave,1,30,Rt1_Mendocino_Ave
2,2,t24-sl2-p1-r10,1 Mendocino Ave,1,10,Rt1_Mendocino_Ave
2,2,t25-sl2-p1-r2,1 Mendocino Ave,1,2,Rt1_Mendocino_Ave
2,2,t26-sl2-p1-r38,1 Mendocino Ave,1,38,Rt1_Mendocino_Ave
2,2,t27-sl2-p1-r12,1 Mendocino Ave,1,12,Rt1_Mendocino_Ave
2,2,t3-sl2-p1-r15,1 Mendocino Ave,1,15,Rt1_Mendocino_Ave
2,2,t4-sl2-p1-r19,1 Mendocino Ave,1,19,Rt1_Mendocino_Ave
2,2,t5-sl2-p1-r11,1 Mendocino Ave,1,11,Rt1_Mendocino_Ave
2,2,t6-sl2-p1-r15,1 Mendocino Ave,1,15,Rt1_Mendocino_Ave
2,2,t7-sl2-p1-r7,1 Mendocino Ave,1,7,Rt1_Mendocino_Ave
2,2,t8-sl2-p1-r39,1 Mendocino Ave,1,39,Rt1_Mendocino_Ave
2,2,t9-sl2-p1-r3,1 Mendocino Ave,1,3,Rt1_Mendocino_Ave
2,3,t10-sl3-p2-r49,1 Mendocino Ave,1,605,Rt1_Mendocino_Ave
2,3,t12-sl3-p2-r52,1 Mendocino Ave,1,608,Rt1_Mendocino_Ave
2,3,t14-sl3-p2-r68,1 Mendocino Ave,1,624,Rt1_Mendocino_Ave
2,3,t16-sl3-p2-r50,1 Mendocino Ave,1,606,Rt1_Mendocino_Ave
2,3,t18-sl3-p2-r52,1 Mendocino Ave,1,608,Rt1_Mendocino_Ave
2,3,t20-sl3-p2-r68,1 Mendocino Ave,1,624,Rt1_Mendocino_Ave
2,3,t22-sl3-p2-r50,1 Mendocino Ave,1,606,Rt1_Mendocino_Ave
2,3,t4-sl3-p2-r49,1 Mendocino Ave,1,605,Rt1_Mendocino_Ave
2,3,t6-sl3-p2-r51,1 Mendocino Ave,1,607,Rt1_Mendocino_Ave
2,3,t8-sl3-p2-r67,1 Mendocino Ave,1,623,Rt1_Mendocino_Ave
3,2,t28-sl2-p3-r27,2 Bennett Vly,1,27,Rt2_Bennett_Valley
3,2,t29-sl2-p95-r1,2 Bennett Vly,1,1,Rt2_Bennett_Valley
3,2,t30-sl2-p95-r25,2 Bennett Vly,1,25,Rt2_Bennett_Valley
3,2,t31-sl2-p95-r3,2 Bennett Vly,1,3,Rt2_Bennett_Valley
3,2,t32-sl2-p95-r23,2 Bennett Vly,1,23,Rt2_Bennett_Valley
3,2,t33-sl2-p95-r17,2 Bennett Vly,1,17,Rt2_Bennett_Valley
3,2,t34-sl2-p95-r30,2 Bennett Vly,1,30,Rt2_Bennett_Valley
3,2,t35-sl2-p96-r22,2 Bennett Vly,1,22,Rt2_Bennett_Valley
3,2,t36-sl2-p96-r14,2 Bennett Vly,1,14,Rt2_Bennett_Valley
3,2,t37-sl2-p96-r22,2 Bennett Vly,1,22,Rt2_Bennett_Valley
3,2,t38-sl2-p96-r20,2 Bennett Vly,1,20,Rt2_Bennett_Valley
3,2,t39-sl2-p95-r28,2 Bennett Vly,1,28,Rt2_Bennett_Valley
3,2,t40-sl2-p95-r22,2 Bennett Vly,1,22,Rt2_Bennett_Valley
3,2,t41-sl2-p95-r24,2 Bennett Vly,1,24,Rt2_Bennett_Valley
3,3,t30-sl3-p99-r55,2 Bennett Vly,1,611,Rt2_Bennett_Valley
3,3,t31-sl3-p99-r57,2 Bennett Vly,1,613,Rt2_Bennett_Valley
3,3,t32-sl3-p99-r53,2 Bennett Vly,1,609,Rt2_Bennett_Valley
3,3,t33-sl3-p99-r55,2 Bennett Vly,1,611,Rt2_Bennett_Valley
