stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
820675,,,Huff @ Plymouth,8,37.416819,-122.082997,,,0,,
820668,,,N Whisman Rd  @ Middlefield Rd,8,37.396697,-122.059886,,,0,,
820671,,,Shoreline @ Charleston ,4,37.4193846115354,-122.077807676081,,,0,,
820683,,,Intuit Building #5,7,37.429339,-122.096981,,,0,,
820672,,,Stierlin Court @ LinkedIn #2019 Sidewalk,5,37.4231283318512,-122.073024201223,,,0,,
822196,,,Shoreline @ Charleston ,12,37.4196843738425,-122.078134710428,,,0,,
820687,,,Charleston @ Huff ,11,37.420756,-122.083244,,,0,,
820674,,,Charleston @ Shoreline,7,37.420694,-122.078997,,,0,,
820693,,,Middlefield @ N Whisman,2,37.3970611158688,-122.05930927109,,,0,,
820677,,,Shoreline @ Terra Bella ,10,37.4081744880165,-122.07819530763,,,0,,
820692,,,Google Quad (parking lot),7,37.3989472246553,-122.056954130531,,,0,,
820663,,,Symantec Parking Lot,3,37.4026073495894,-122.056821933098,,,0,,
820686,,,Charleston @ Landings,10,37.421475,-122.088786,,,0,,
820689,,,E Middlefield Rd @ Ellis St (Symantec & VTA),3,37.395497,-122.053216,,,0,,
820676,,,Shoreline @ Pear ,9,37.415261,-122.078206,,,0,,
820684,,,Intuit Building #7,8,37.430372,-122.096847,,,0,,
820667,,,E Middlefield Rd @ Ellis St (Symantec),7,37.396097141546,-122.054258536771,,,0,,
820666,,,VTA Middlefield Station,6,37.395431,-122.052678,,,0,,
820669,,,Shoreline @ Terra Bella ,2,37.4082669631811,-122.07794025417,,,0,,
820681,,,Salado @ Google West Campus,5,37.423917,-122.093614,,,0,,
820661,,,Mountain View Transit Center (MVTC),1,37.3945977790146,-122.077233401728,,,0,,
820673,,,1300 Crittenden Ln,6,37.4249767106885,-122.071377141098,,,0,,
820685,,,Intuit Building #8,9,37.431742,-122.096672,,,0,,
820664,,,Google Fairchild (parking lot),4,37.404392,-122.056522,,,0,,
820679,,,Charleston @ Huff ,3,37.4209,-122.082583,,,0,,
820670,,,Shoreline @ Pear ,3,37.4159782652875,-122.077923789061,,,0,,
820682,,,Intuit Building #1 (parking lot),6,37.4274545611355,-122.09636765024,,,0,,
820680,,,1950 Charleston,4,37.421314352541,-122.087880000472,,,0,,
820665,,,Clyde Ave @ Clyde Ct (Samsung),4,37.401594,-122.048864,,,0,,
