route_id,service_id,trip_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,bikes_allowed
3656,3630A5060,160945A3630B5060,,(Loop),0,2AM-WB,0,0
3656,3630A5060,160946A3630B5060,,(Loop),0,2AM-WB,1,0
3652,3630A5060,160876A3630B5060,,(Loop),0,2PM-EB,2,1
3652,3630A5060,160914A3630B5060,,(Loop),0,2PM-EB,2,1
3652,3630A5060,160910A3630B5060,,(Loop),0,1PM-EB,2,1
3652,3630A5060,160898A3630B5060,,(Loop),0,1AM-EB,2,1
3655,3630A5060,160976A3630B5060,,(Loop),0,1PM-EW,3,0
3654,3630A5060,160868A3630B5060,,Whisman/Clyde ,0,2AM-EW,4,0
3654,3630A5060,160963A3630B5060,,(Loop),0,2AM-EW,5,0
3656,3630A5060,160942A3630B5060,,(Loop),0,1AM-WB,1,0
3656,3630A5060,161335A3630B5060,,(Loop),0,1PM-WB,6,0
3654,3630A5060,160961A3630B5060,,(Loop),0,1AM-EW,5,0
3652,3630A5060,160909A3630B5060,,(Loop),0,1PM-EB,2,1
3655,3630A5060,160973A3630B5060,,(Loop),0,2PM-EW,3,0
3656,3630A5060,160944A3630B5060,,(Loop),0,2AM-WB,1,0
3655,3630A5060,160874A3630B5060,,(Loop),0,2PM-EW,3,0
3652,3630A5060,160908A3630B5060,,(Loop),0,1PM-EB,2,1
3655,3630A5060,160977A3630B5060,,(Loop),0,1PM-EW,3,0
3652,3630A5060,160895A3630B5060,,(Loop),0,1AM-EB,2,1
3652,3630A5060,160902A3630B5060,,(Loop),0,2AM-EB,2,1
3655,3630A5060,160974A3630B5060,,(Loop),0,2PM-EW,3,0
3656,3630A5060,161334A3630B5060,,(Loop),0,2PM-WB,1,0
3656,3630A5060,160943A3630B5060,,(Loop),0,1AM-WB,1,0
3652,3630A5060,160901A3630B5060,,(Loop),0,2AM-EB,2,1
3654,3630A5060,160959A3630B5060,,(Loop),0,1AM-EW,5,0
3656,3630A5060,160872A3630B5060,,Salado/Garcia,0,2AM-WB,7,0
3652,3630A5060,160900A3630B5060,,(Loop),0,2AM-EB,2,1
3652,3630A5060,160899A3630B5060,,Crittenden/Huff,0,1AM-EB,8,1
3652,3630A5060,160896A3630B5060,,(Loop),0,1AM-EB,2,1
3654,3630A5060,160962A3630B5060,,(Loop),0,2AM-EW,5,0
3654,3630A5060,160965A3630B5060,,(Loop),0,2AM-EW,5,0
3654,3630A5060,160957A3630B5060,,(Loop),0,1AM-EW,5,0
3652,3630A5060,160913A3630B5060,,MV Transit Center,0,2PM-EB,9,1
3655,3630A5060,160978A3630B5060,,(Loop),0,1PM-EW,3,0
3656,3630A5060,160940A3630B5060,,(Loop),0,1AM-WB,1,0
3652,3630A5060,160906A3630B5060,,MV Transit Center,0,1PM-EB,9,1
3652,3630A5060,166664A3630B5060,,MV Transit Center,0,PM Sweeper,9,1
3656,3630A5060,160941A3630B5060,,(Loop),0,1AM-WB,1,0
3654,3630A5060,160964A3630B5060,,(Loop),0,2AM-EW,5,0
3652,3630A5060,160911A3630B5060,,(Loop),0,1PM-EB,2,1
3652,3630A5060,160870A3630B5060,,Crittenden/Huff,0,2AM-EB,8,1
3654,3630A5060,160958A3630B5060,,(Loop),0,1AM-EW,5,0
3656,3630A5060,161336A3630B5060,,(Loop),0,1PM-WB,6,0
3655,3630A5060,160969A3630B5060,,MV Transit Center,0,2PM-EW,10,0
3655,3630A5060,160970A3630B5060,,(Loop),0,2PM-EW,3,0
3652,3630A5060,160894A3630B5060,,(Loop),0,1AM-EB,2,1
3656,3630A5060,161331A3630B5060,,(Loop),0,1PM-WB,1,0
3652,3630A5060,160897A3630B5060,,(Loop),0,1AM-EB,2,1
3656,3630A5060,160947A3630B5060,,(Loop),0,2AM-WB,1,0
3655,3630A5060,160972A3630B5060,,(Loop),0,2PM-EW,3,0
3652,3630A5060,160916A3630B5060,,(Loop),0,2PM-EB,2,1
3656,3630A5060,160950A3630B5060,,MV Transit Center,0,2PM-WB,11,0
3656,3630A5060,160949A3630B5060,,(Loop),0,1PM-WB,1,0
3655,3630A5060,160873A3630B5060,,(Loop),0,1PM-EW,3,0
3652,3630A5060,160904A3630B5060,,(Loop),0,2AM-EB,2,1
3655,3630A5060,160979A3630B5060,,(Loop),0,1PM-EW,3,0
3652,3630A5060,160875A3630B5060,,(Loop),0,1PM-EB,2,1
3652,3630A5060,160907A3630B5060,,(Loop),0,1PM-EB,2,1
3654,3630A5060,160960A3630B5060,,(Loop),0,1AM-EW,5,0
3654,3630A5060,160867A3630B5060,,Whisman/Clyde ,0,1AM-EW,4,0
3655,3630A5060,160971A3630B5060,,(Loop),0,2PM-EW,3,0
3656,3630A5060,160939A3630B5060,,(Loop),0,1AM-WB,1,0
3652,3630A5060,160915A3630B5060,,(Loop),0,2PM-EB,2,1
3656,3630A5060,161333A3630B5060,,(Loop),0,2PM-WB,6,0
3656,3630A5060,161332A3630B5060,,(Loop),0,2PM-WB,6,0
3656,3630A5060,160948A3630B5060,,MV Transit Center,0,1PM-WB,11,0
3656,3630A5060,160954A3630B5060,,(Loop),0,2PM-WB,1,0
3654,3630A5060,160966A3630B5060,,(Loop),0,2AM-EW,5,0
3655,3630A5060,160975A3630B5060,,MV Transit Center,0,1PM-EW,10,0
3656,3630A5060,161337A3630B5060,,(Loop),0,1PM-WB,1,0
3656,3630A5060,161338A3630B5060,,MV Transit Center,0,PM Sweeper,12,0
3656,3630A5060,160871A3630B5060,,Salado/Garcia,0,1AM-WB,7,0
