shstReferenceId,shstGeometryId,roadwaylongname,roadtype,from,to,dir,tollclass_segid_old,tollclass_segid_new,highway,lanes,oneWay,bridge,name,tunnel,tomtom_lanes,tomtom_name,tomtom_rtedir,sfcta_STREETNAME,bridge_detail
217253518a29aa69c40a4114d557d24d,85439a06751a946069d3a86973c9a64a,Benicia-Martinez Bridge Toll Plaza,Bridge_Pass,NA,NA,NB,1,11,"['motorway', 'motorway']","['2', '2']","[True, True]","['yes', 'nan']","['Senator Daniel E Boatwright Highway', 'Senator Daniel E Boatwright Highway']","['nan', 'nan']",5,I-680 N,N,nan,Benicia General Purpose
42540cb7ed261fa5074bc659ba8caee2,b7a3ca9dba5ac610ccdb0c2f749be7d5,Benicia-Martinez Bridge Toll Plaza,Bridge_Pass,NA,NA,NB,1,11,"['motorway', 'motorway', 'motorway', 'motorway']","['9', '6', '5', '5']","[True, True, True, True]","['nan', 'nan', 'nan', 'nan']","['Senator Daniel E Boatwright Highway', 'Senator Daniel E Boatwright Highway', 'Senator Daniel E Boatwright Highway', 'Senator Daniel E Boatwright Highway']","['nan', 'nan', 'nan', 'nan']",NA,nan,nan,nan,Benicia Bridge HOV
44e88bf3d040195167b31388d839122e,fe15327cd5f6f94baa0db215d25b1212,Benicia-Martinez Bridge Toll Plaza,Bridge_Pass,NA,NA,NB,1,11,"['motorway', 'motorway']","['1', '1']","[True, True]","['yes', 'nan']","['Senator Daniel E Boatwright Highway', 'Senator Daniel E Boatwright Highway']","['nan', 'nan']",NA,nan,nan,nan,Benicia Fastrak
1fb8993130d2c5535812ede12d2d15c4,2a87460e9c3e081f217b0cc42723cebd,Carquinez Bridge Toll Plaza,Bridge_Pass,NA,NA,NB,2,12,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['8', '10', '11', '12', '12']","[True, True, True, True, True]","['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']",2,I-80 E,E,nan,NA
7bb59b6716c8d22b38f90e1696461e5e,fa1a32e75dfc822c58c05b978638209f,Golden Gate Bridge Toll Plaza,Bridge_Pass,NA,NA,SB,4,14,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '3', '8', '8', '8']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'nan', 'nan']","['Redwood Highway', 'Golden Gate Bridge', 'Golden Gate Bridge', 'Golden Gate Bridge', 'Presidio Parkway']","['nan', 'nan', 'nan', 'nan', 'nan']",6,Golden Gate Brg S,S,HWY 101 SOUTHBOUND,NA
a1be9886a94386cc8d028bfd5a076ba4,5a5d03d446a05e9bdfbdabf484f3272b,Bay Bridge Toll Plaza,Bridge_Pass,NA,NA,WB,5,15,"['motorway', 'motorway']","['2', '2']","[True, True]","['yes', 'nan']","['nan', 'nan']","['nan', 'nan']",2,I-80 W,W,nan,Bay Bridge HOV
6efbc4296c278e94b543481fbbf1ac3f,72fc359c7646431d672e1fa42a19541e,San Mateo Bridge Toll Plaza,Bridge_Pass,NA,NA,WB,6,16,"['motorway', '']","['4', '']","[True, True]","['nan', '']","['nan', '']","['nan', '']",4,CA-92 W,W,nan,NA
2abb410a0cf3abe04cb7c622077ea717,b658b9a2e4659331daf332d3ef2938b0,Dumbarton Bridge Toll Plaza,Bridge_Pass,NA,NA,WB,7,17,"['motorway', 'motorway', 'motorway']","['3', '3', '3']","[True, True, True]","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']","['nan', 'building_passage', 'nan']",6,CA-84 W,W,nan,NA
be0b25b3c93a1c072193df8ae693fd74,0ce877135985f1a2e18d953dbf8d541d,Dumbarton Bridge Toll Plaza,Bridge_Pass,NA,NA,WB,7,17,motorway,3,True,nan,nan,nan,4,CA-84 W,W,nan,NA
005a078054386cb7659bcbbdacf61c63,02221fc1139598143c11527b1aed64c2,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-80 W,W,nan,NA
07c1815feab000de951dcf9b0e2062ec,26cda755355263197d30b3661aeb74ca,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
08b3fc209af528c0aceaa74d61934006,5b35ccd77278f5a71e5ec981c60d3a6a,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
0a3c4db5ea8e12371dbff7c0f1d343fd,744177e9d4d92dc73b772f6949ad17b6,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Linus F. Claeys Freeway,nan,4,I-80 W,W,nan,NA
0b1d05865a11f3fede12a617103ac595,1019a91135c0b040dbb73f437d620a1a,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
1578e83951e6d7859622e62619e2d0f6,a3382dbe061496ec8f11e1fec6f6a1d6,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
1601b9f7d896ba4cdf6940b364736b76,53be59fd83bb8056d480e076364ea459,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['8', '7']","[True, True]","['nan', 'nan']","['nan', 'nan']","['nan', 'nan']",1,I-80 W,W,nan,NA
1bc133ed1f3ff61fb78aa0ec15008c86,f464e9b646d2759aef5a06030edabeb7,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,6,True,nan,Eastshore Freeway,nan,6,I-580 E,E,nan,NA
27593541d10b1bcfcd7048c063ca6866,f4626f64458582a3c2fc7fc0048aa746,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
303b4ab50cc1d78ff51eb68f11518904,5ecd4855f308a57c70a20c267f704e62,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['6', '6']","[True, True]","['yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-580 E,E,nan,NA
37fca9fe4ac78ac912a52463c6ff0c0b,c3b8cf2fe5099a3f2cb6aee93497fc0e,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['6', '6']","[True, True]","['yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",6,I-580 E,E,nan,NA
389d8c56d06c57675657f50a61b6f27e,63ce448d97885b42ba07aa7355a7ac3b,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
39f9c69a53156a898a5b8eff25d4e629,f6edc06bca54fc9f9af8d93edaec2b20,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
3edae59b4832e9ee827008ded7bb9fce,acb7eebf4d4757afd0f39c96df6d5ab1,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4', '4']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
3fe69a55506d7a078c327d075af084c8,f1d15c1424032c598afb43135b112b6f,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,5,I-580 E,E,nan,NA
453df067c2d393b58b97f8df55088e6e,f197a6cd33ad330924acfca00ed4a0bd,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
497444262033963896b3261d9ffb9ceb,af2acd6276f33343c8a9698ece2f1ec2,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['6', '7', '7', '6', '6']","[True, True, True, True, True]","['nan', 'nan', 'nan', 'nan', 'yes']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",1,NA,NA,nan,NA
529a625729bc5d16fe2f0facf350ac06,55a3c6ef08c0779151f6d6a588cb4bee,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
563e35ea87497e9648ef302396c985b0,1cffc2816a8a85fb6d972616d4b514f8,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
5bcbb4a6b2d8ddf5801c4ed88e077613,b3164852784146a45c488f6a5f37f60e,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
5c31a0c1729cd20dca4358440559f6b5,536bf2eddc3bf52bea47f60191f7e1fd,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,1,NA,NA,nan,NA
613afe87ee6b14b7235fcecbd1c4ae2a,2713e3e5236388fea6bff2084d0f5700,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4', '4', '4']","[True, True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan', 'yes']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
7b80b9e43d552ba8283aaa0141b990df,81776e07a48093feddb4d174e8896ba0,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
7e7c2bd15e83faee157c20cd8bb37c84,39be7d56a2440fdf99e47137e5119f1d,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['yes', 'nan']","['Carquinez Bridge', 'Eastshore Freeway']","['nan', 'nan']",4,I-80 W,W,nan,NA
7eaedb2979c3664fd029de6465c3202b,5fe95b504f402767f922e6f85e23018b,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,1,NA,NA,nan,NA
83d38bc991c21d7deb1b3347bf47828e,6e834bfd77e7cada9627bff6552caebe,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,5,I-580 E,E,nan,NA
870957b7cb96c96e87359694296e3494,daa331fb12ffd94619e526b3da09a5be,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan']",4,I-80 W,W,nan,NA
8aa3a1d82cd8e2fc781c5e8eee7fc5a6,0b421c159678a5e74f3a734d8002d5d0,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
9086c119f22283579ba4d24afe0c5a3b,8094aed2435e70368480285c86221dd2,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
98cd3e70b79f17ba0cec5feef1bcb1b9,a18f8dbc36d947e8cd5c7b71e940baf0,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
98f4aa1b227ab7f4b27dfb2be22b9aed,4eeab14d2d300d923213ee2072c4f4bc,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
9a035e0ca2b93de40510f53e0eccf2a4,073379dfd76e075d13a808774fb32a6e,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,5,True,nan,Eastshore Freeway,nan,5,I-580 E,E,nan,NA
9faa6cb9dbf5fe6c685a433f881c877a,4f15f40c3602ed43f8ebc8d74ae3a6f7,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,7,True,nan,Eastshore Freeway,nan,6,I-580 E,E,nan,NA
a00d5a3c6be6c9670b1d7159ffc899e8,6ecb57952108d2c12fd88aa8a00a9aeb,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['5', '5']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-580 E,E,nan,NA
a175cd5ce61d46642eaee69171c8b4f4,47575e678bd7efaefce740a6135dd413,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
a3f569380ff4b190d141f4906ff1ae71,c512dc83d1595353cc3bd5c8d8d4fc74,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-80 W,W,nan,NA
aadc8d27204b84278760b55e967150c7,9b1bb3fe85fcdc60a4023991f747ff3a,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['6', '5', '5']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",5,I-580 E,E,nan,NA
b9e6ee091df65866e1b4e6348022c3df,04b803350493af95ed2dede7914ee45d,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Linus F. Claeys Freeway,nan,1,NA,NA,nan,NA
c50f51079662b3b7e540777531e13e59,1ec484322eb430a810f7a41064702a2a,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 W,W,nan,NA
cac65a86de6b5eea70e9b82155e14dbd,c64d7f4226d405749dc071aaf0c05ad1,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4', '4']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
cd32266b39516dd9ce41bb6e0d70a282,efb20267f9dc6544a3d0ca8dab5f0bdd,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'yes']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",4,I-80 W,W,nan,NA
d66f03dd2d27fd3155c38801b521b1de,1786574ab5b96ece07273142530be6cd,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'yes']","['nan', 'Carquinez Bridge']","['nan', 'nan']",4,I-80 W,W,nan,NA
ded007549a292997457d284dd3e01f7c,419c54d3dfe6d92c07a6d951e8c166d3,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway', 'motorway']","['5', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 W,W,nan,NA
f1b246798164116c136213fe50fa1afc,7c834adf3e6628362dede326c475215a,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,3,True,nan,nan,nan,1,I-80 W,W,nan,NA
f278b4aca20da2c831169c28f84d7620,42422d627619b63af69f2e62eeb9fca9,I-80 WB,HOV_Lane,Carquinez Bridge,Bay Bridge,WB,1,21,motorway,4,True,nan,Eastshore Freeway,nan,5,I-80 W,W,nan,NA
f30dcff458c14bb7c63f6a6b7ecf4fb6,6bedca4798cef088b0643f70171c7819,I-80 WB,NA,Carquinez Bridge,Bay Bridge,WB,1,21,"['motorway', 'motorway']","['1', '1']","[True, True]","['nan', 'yes']","['nan', 'nan']","['nan', 'nan']",1,I-80 W,W,nan,Bay Bridge HOV
0a156241983e4c8b817b1d773b8f6c1e,5b780a35c7f692f89e8eacba09f5095e,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
0fadc13d44eb79f75cebf2a2a10ef8d3,942b0be549118408c295a31c2286c1bd,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,6,True,nan,Eastshore Freeway,nan,6,I-80 E,E,nan,NA
14263cdabeeca02b5ac40c7e933987e1,9609bf76c574039455149dde99af8114,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,5,True,nan,Eastshore Freeway,nan,5,I-80 E,E,nan,NA
187ba28b079398c4bf0f231c781975b3,9de55ad866418ae1c037e8d1e0046f29,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['3', '4']","[True, True]","['nan', 'nan']","['Linus F. Claeys Freeway', 'Eastshore Freeway']","['nan', 'nan']",4,I-80 E,E,nan,NA
1e6813c0643f0aadaeefcc6691b520cb,47a856dbcfa1f8c72220ffb0cbb48a61,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 E,E,nan,NA
1eaba0fd38dff784c7f9d7c82d6fe4e9,334bdf271c7730306e0078dc2ff323e1,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
3946aed5adac87ffb7f6c4a4c2a696f9,82ed1fec0ae34e1ed6ffadbb5604864f,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '5', '5']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",4,I-80 E,E,nan,NA
3a983e6e9345f7b477a89d0d22064661,0ce6d20584d2c9180e67a874ea597fc5,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
41fb39618114cb551150e571ddf246d8,7a05030b30a5690c4974286689950ae7,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,6,True,nan,Eastshore Freeway,nan,6,I-580 W,W,nan,NA
429ad1b953a519ba1a2760dab2bf1619,76c44d3b419ffe666f8f2a2dfdb139bd,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
45ddbc600a6ace4f16453b6860f3a252,04de13c5a355d17b3bfeac8b560a09c7,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway', 'motorway']","['3', '3', '3', '3']","[True, True, True, True]","['yes', 'yes', 'nan', 'nan']","['Nimitz Freeway', 'Nimitz Freeway', 'Nimitz Freeway', 'Nimitz Freeway']","['nan', 'nan', 'nan', 'nan']",2,I-580 E,E,nan,NA
4672a47d8d03d400e57cf507dba04e0d,9864251d209b8880505e8fb9e76604b4,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '3', '4']","[True, True, True, True]","['yes', 'nan', 'yes', 'nan']","['Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan', 'nan', 'nan']",2,NA,NA,nan,NA
5282b78ba8ab58f32dde41cd7e58b968,7c87eb66f53adf3af3ddd8746d8b16e1,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",4,I-80 E,E,nan,NA
5471f14ba73e1ba5ed31071b433972f6,2e33b60cb6bf78ace74481e9ca6f398e,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['4', '4']","[True, True]","['yes', 'nan']","['Linus F. Claeys Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan']",4,I-80 E,E,nan,NA
653d9eb97fe4fec97526627d5065ad84,d1d3f5bd74cd0f8df8838060f4eb3ac3,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,3,True,nan,Linus F. Claeys Freeway,nan,4,I-80 E,E,nan,NA
6e6ffb07cce3ceb9e67079ba89dcfc7f,c50c3f0a753c64f173dd991b2a85f852,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
70a7be8ad9aff976ad23443085e6b9be,0c121173672a8d7bf833df526cff2874,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-80 E,E,nan,NA
73a52ffdee1fc50afddf48421051f33b,f6078f6ede86c361da57e08adfd491a8,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['3', '3']","[True, True]","['nan', 'yes']","['Eastshore Freeway', 'Carquinez Bridge']","['nan', 'nan']",3,I-80 E,E,nan,NA
7c6654c36a4939dce965eef85711586a,4117b518a91817f463a25bc91f455731,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,4,True,nan,Eastshore Freeway,nan,4,I-80 E,E,nan,NA
7fd7f8e275dbfef0fcebf3a3fb0df2ca,09cd9e149d3064272d292c4558a9502e,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4', '5']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",5,I-80 E,E,nan,NA
800e69cfe21e15866102d91b8dcbe6d5,65e8519231a1c75763cbfd35866c132d,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '6', '6']","[True, True, True, True]","['nan', 'nan', 'nan', 'yes']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway', 'Linus F. Claeys Freeway']","['nan', 'nan', 'nan', 'nan']",4,I-80 E,E,nan,NA
8764d933f7fcb4a84d1222ae3678ea9f,07348c7bf07fb6a568e5dc9f83810dc9,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,NB,2,22,"['motorway', 'motorway', 'motorway']","['2', '2', '3']","[True, True, True]","['nan', 'yes', 'yes']","['Nimitz Freeway', 'Nimitz Freeway', 'Nimitz Freeway']","['nan', 'nan', 'nan']",2,NA,NA,nan,NA
89484a50bb9bb4ae7a6f4143b6178fdd,1ded3bab1a68c3befe031a8d7c47b094,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['6', '5']","[True, True]","['nan', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",5,I-580 W,W,nan,NA
972a90b16856add368756c45e95529f6,d27b754166f723ae8877d4c1611b3611,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,5,True,nan,Eastshore Freeway,nan,5,I-80 E,E,nan,NA
984447dd2048893830a0679f82b71eb2,f385b0dd90ebce2a802de0bc0afac821,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway', 'motorway']","['5', '5', '5']","[True, True, True]","['nan', 'yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan', 'nan']",6,I-580 W,W,nan,NA
99562493587e28e7b04ec8264f00f665,5bc1b769924a0292d7a94a08055d6dde,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,motorway,5,True,nan,Eastshore Freeway,nan,5,I-580 W,W,nan,NA
a22de57f56330cdf97aaad9a36328630,1660f64a73b95b584cfbaab94afde266,I-80 EB,HOV_Lane,Bay Bridge,Carquinez Bridge,EB,2,22,"['motorway', 'motorway']","['6', '6']","[True, True]","['yes', 'nan']","['Eastshore Freeway', 'Eastshore Freeway']","['nan', 'nan']",6,I-580 W,W,nan,NA
