shstReferenceId,shstGeometryId,roadwaylongname,roadtype,from,to,dir,tollclass_segid_old,tollclass_segid_new,highway,lanes,oneWay,bridge,name,tunnel,tomtom_lanes,tomtom_name,tomtom_rtedir,sfcta_STREETNAME,bridge_detail
3c507c7de05ed23384fc518a74bf7fd9,b61f4efdde0647a59f86bcca483a1592,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
3d17c3bd827eab360ddca25d7a9a0fee,d3a8c08a1407ea0671381746e986981a,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['5', '5', '5']","[True, True, True]","['nan', 'yes', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan']",5,US-101 S,S,nan,NA
40843f8c76934afafaa530e84bf48f89,ae53210762c6896a5b2ec9cab88a4b4f,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
46044e9104ed6a58e6bb035ae60deb9b,ed7fbb930edc63702c91ee63056d46fc,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4']","[True, True, True, True]","['nan', 'nan', 'yes', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan', 'nan']",4,US-101 S,S,nan,NA
46099b7a63e7899922f72a8544426b97,5b2097bdc8a7ca3d4a43a07f3eda3d25,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
4746a657695276f54d1199e9e73a8331,8da644e6db9707e7304ab0d805792a45,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
483268fcf092599b4b8d7678123aa860,f9fa6e958d7ae743d14684818e388e32,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,6,US-101 S,S,nan,NA
4a7cd997b20a59b539226a01f522d17b,7984db7ecee09fe1ca54782b01650504,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
4be6360ea2a70b8ccd9440e43b2e4ad8,99f995566d88665479b0beaf648dd66d,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,6,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
56c17c0fa8d4ab068cbc03d29d0bd811,a64d0c67b843a565a119cfe967f12ac8,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['4', '5']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",4,US-101 S,S,nan,NA
56ddac8781eaf6765aadc517010350af,dacc2ba68208237945ba8a50a461c64e,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
57118a28303295afb6787fabe16b3f2a,086b8ba79839b457d5dad52ec988527c,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
57baa2ee8a70e757b59e9f8819641042,dd85a3d42ec908efb36d9b4466d919e2,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
5b473fd8d913efb3d99fae38398f892d,1a160fee7c213d23c3911bb6de2453e6,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
6402adbd43f72747f876875dd1201d70,daf122a23c1e0422d51edfd79de0c148,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['5', '4']","[True, True]","['nan', 'nan']","['nan', 'nan']","['nan', 'nan']",6,US-101 S,S,nan,NA
6b86fbf3ef71d49156fdade92506c23f,8a7f68b08dffaac45c753e16fc9e2b41,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",4,US-101 S,S,nan,NA
6ccd2e3f6ccfedd11ae4f08225d5cc24,527b879411253e8a2b929fa75fc8569b,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4', '4', '4']","[True, True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan']",4,US-101 S,S,nan,NA
7182be83f5dbc433a1dd9c84d5f24b61,2b6254b21cee5ed9d917139df3b8f2a5,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
72b08fd9ee3aebf4f0220e326740a6c4,8317efd381a1d64c78144450d68e533c,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4']","[True, True, True, True]","['nan', 'yes', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']",4,US-101 S,S,nan,NA
73908b703b05255dd9fe00a20914205f,79d879bc5ebd93cb04f0c61606d1fe30,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",4,US-101 S,S,nan,NA
793869ab75956072928ec1d4caf1fb9d,6f794047fa7deebefa2ac7aa6aa9393e,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
799b5d4620617efab3cdc60c74d187d4,81e4ea2a028e2ba60f40feab42d0420e,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
7dc48aa303c48fb6eea805245d5af370,3153a4d70ee570f9a1cbfd092c0f6fa6,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
80637497fe13bf6ecad259dfb0e28576,3eb05fd4df5a41fab7833b4cf7653804,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['5', '5', '4']","[True, True, True]","['nan', 'yes', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan']",5,US-101 S,S,nan,NA
818970f66c819e341cbec70f5a0a8030,da0972f587abe11bd6d94975c2eea6a8,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['4', '5']","[True, True]","['nan', 'nan']","['nan', 'nan']","['nan', 'nan']",5,US-101 S,S,nan,NA
878824107e383733904799cede647ddd,7c39b83723d456000335475920d7e1ee,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,nan,nan,4,US-101 S,S,nan,NA
88cb38fec1d842a4eea0d781e36f31b5,42b2327a0be96260ae4493e2af46f4d4,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['4', '6', '6']","[True, True, True]","['nan', 'yes', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan']",5,US-101 S,S,nan,NA
8ba1a4b82c379bd6683fe213a04efdce,2844a76eaf40c69ea8dc7c64fff5b295,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
8eba032573532b02a245bf0543df6c1a,5aa7d768a867cadbcfcc928b32cbe156,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
8f23c7e81b886bc838e686a05ad7b18a,46db7e56cbe5aa778132d3e94b2dc349,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['6', '6', '5']","[True, True, True]","['yes', 'nan', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",6,US-101 S,S,nan,NA
8f319dbb65225f611de6de57e1e96ade,a10777a693715c427b50cd6f9f476662,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
93fec1ad87da4a6194773aede1a25f7a,85e43242933a85f173a36a08af9a1f6f,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['5', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",5,US-101 S,S,nan,NA
9bea6abfd22614c590521ea1c6e7b17d,c2e9361ea9deb87dda6ac4f2f0311796,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway']","['5', '5', '4']","[True, True, True]","['nan', 'nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan']",5,US-101 S,S,nan,NA
a55faf169381b0a4aed41eda53c6cdfe,094bc4a6a24089f47ef611b57ff3cb3f,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,6,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
a6c0459ea9e299d51d113325bf419eee,35102beaaa24ec3b6027f67486c98513,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,nan,nan,5,US-101 S,S,nan,NA
b058d23f4a994aad69b797b200d6fad6,f6d49c91f00858c0518ea74bef3169e0,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
b1f73cb988c21fde015c83f378ab7fc2,e8fd99c203c72d7634123679b44fa993,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,6,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
b638c32df10b558df568f0ec0b5c5aa9,6c5fc4aba06496754b5207720620d7d2,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
b6da8579b42929bbd8ba2185b331e40e,4bb2c9f8687e9384cd88fe34ddcac842,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['5', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",4,US-101 S,S,nan,NA
b755acc99a2226c67e165ba48a92fbe5,9ce4e52953c7e1d39a84140d120dd559,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
ba2ac20bfb68651615b87f18cf4996e9,94362ee4e49f3a04424c018670c257d4,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '4', '4']","[True, True, True, True]","['nan', 'nan', 'yes', 'nan']","['Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan', 'nan', 'nan']",4,US-101 S,S,nan,NA
bf05ee9a49ff6346c59eb114f02c1d3f,68ff915338b2c6edf4e0be9b5bd70453,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['6', '6']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",6,US-101 S,S,nan,NA
c56a5cae2ef2e6d4ca4895668fd34c0f,e4f695014eaa9ecb6521878f0f62c110,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,6,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
c5f22b96e62ef2c6cc75c1e80839a567,1217700b2356af271e2dd6c0dc68e9bb,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,1,NA,NA,nan,NA
c8dced2187841f9290e15cd38187ff46,d0747a315454e7ee47acb5f0603f301b,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
d247535631c34a2444904ea0f69c4c9b,c988570d1c0a79bfb0c861ebbbf9afe7,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
d36fc519546aa78bcc910dbf091a6e29,6244bc74d31558a7b6469ef9fd8fae5e,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,5,US-101 S,S,nan,NA
de7ef7e27589748a5c271d2a2060b294,cc686aba7eb731bd5cb17390f9c4d4a8,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",4,US-101 S,S,nan,NA
dfaa6d283c2992ce8a6a4e25b7cbd36b,0cfab043e86c395b281775b6946aa55d,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
e5e92bbe9e241a1e991f3b6edf8f454a,1f778255c1a00c3342310dfee066a18d,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway', 'motorway', 'motorway']","['6', '6', '5', '4']","[True, True, True, True]","['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan']",1,NA,NA,nan,NA
e9f85c5a916129d1110938c9a89ea959,838c5d1e796e9c292172aefa0b5b91bb,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,nan,nan,4,US-101 S,S,nan,NA
edd807a5d19a396e0b43dd3942557cea,d2218710c55c832f5db889909edd2157,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['5', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",5,US-101 S,S,nan,NA
ef5dd1b35b06571d26e590ccd7466a42,7754fa7dc3884d480474841dab3d7423,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,5,True,nan,Bayshore Freeway,nan,6,US-101 S,S,nan,NA
f0f230f813d199c305e21cce68cc07e9,4b7976de7a9bd7360245d1eaf06cfe10,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
f4ead960e021aeaefd0efe3daaa2ef0c,0478c8b6706fdd101f3f84449dd214e5,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
f73fa5a596c52aa659cb2ec8640bfd07,82d27cc80885a44ab5e9b4f6796e890d,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['7', '6']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'Bayshore Freeway']","['nan', 'nan']",6,US-101 S,S,nan,NA
f856a167756e72d2122c81ce7fbd8e00,be4981af9277659cd9e0904d29418963,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,"['motorway', 'motorway']","['4', '4']","[True, True]","['nan', 'nan']","['Bayshore Freeway', 'nan']","['nan', 'nan']",4,US-101 S,S,nan,NA
fa2ea685168bc660c433f5840790304e,04c59896072b08f27fdadbf09de2a7ba,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
fd035c9697920643a8abdd558b1601a9,22448075c484ceb311cfb877f4979cd8,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
fdb0f8fb4769ae94fbdf0b1b2e88f6d3,4fbcc85ddd58690c92d9ead0f7af1cfb,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,4,True,nan,Bayshore Freeway,nan,4,US-101 S,S,nan,NA
ff65a747a1564ff90aae42f7669f3caf,17f1218fabd2b4b10be747ad46e87e6f,US 101 SB,HOV_Lane,CA 85,Cochran Road,SB,18,218,motorway,6,True,nan,Bayshore Freeway,nan,6,US-101 S,S,nan,NA
000619909cfedfdc3ae846759247e09f,09b36813ddcca3d155eb75acaabdf063,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway']","['3', '4']","[True, True]","['nan', 'nan']","['nan', 'nan']","['nan', 'nan']",3,CA-85 N,N,nan,NA
01248bbf4c897c845921a9c93c8d609d,e5bb0d13dd1e988584b35c4ea9f7f4fe,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
05029675c0225b80a37278e13035dc9b,b2611c29f560784b51b8000f27586aa6,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway']","['3', '3']","[True, True]","['yes', 'nan']","['nan', 'nan']","['nan', 'nan']",3,CA-85 N,N,nan,NA
0c5209f19692d3d61b32481247eec01d,9ad71d6cd04ec347a411b8f5bbfbb0bd,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,4,CA-85 N,N,nan,NA
141f2a3235c7e1cf949a6280d1a49f56,daeb0328adce235cc4688f0068571d97,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
159bbbbd33f107dc1fc4050ad997dcdb,234abeec41461d19abeff369dca6a64f,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,4,CA-85 N,N,nan,NA
15c76e84c0cd4758aa8288f0688d5850,ae3d9a138d8ee18ac4896a0bc2ac4ca3,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway_link', 'motorway_link', 'motorway_link']","['1', '1', '1']","[True, True, True]","['nan', 'yes', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",1,CA-85 N,N,nan,NA
161a2d20bb34d784b59e1f80869eaf17,c966232ea9dfef2a1c3185222a1185b0,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
25c7faf230acac5b95be6c406be9f4bb,0e5e58b5898449b4fe83ec75065abf95,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway']","['3', '3', '3']","[True, True, True]","['nan', 'yes', 'nan']","['West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway']","['nan', 'nan', 'nan']",4,CA-85 N,N,nan,NA
27b7bf5caaa7cf140f5884a0fa8c2ee3,84a12c8bf00de297544a3ad77b7c51d2,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,4,CA-85 N,N,nan,NA
2bb14318145a1f20dce79d1240cef825,3823c2f7bcca1979b316a765da4db274,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway']","['3', '3', '3']","[True, True, True]","['nan', 'yes', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",4,CA-85 N,N,nan,NA
3083571b723048cf79bbc8ac2ae47dcf,037d2634d891819a94332648df6e20ac,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '3', '3', '3']","[True, True, True, True, True]","['nan', 'nan', 'nan', 'yes', 'nan']","['nan', 'nan', 'nan', 'West Valley Freeway', 'West Valley Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",4,CA-85 N,N,nan,NA
364f8fa790c2826e903d1b3c357e127a,fcfeb7023a75770dcb0a64bb02c67284,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,4,CA-85 N,N,nan,NA
3b8ebd7ac36488011c7407c0c07ab981,abd447714112afa9486304634637c025,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,4,CA-85 N,N,nan,NA
47f0cf94ff462f60869c23a230bb3531,1b58e30bf5a0014569b93dc5766d4459,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway']","['3', '3']","[True, True]","['nan', 'yes']","['nan', 'nan']","['nan', 'nan']",3,CA-85 N,N,nan,NA
5132af4cec827e1e335c151c32dba186,84da922f8e2e7c901d4fc035a31c7620,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['4', '4', '3', '3', '3', '3', '3']","[True, True, True, True, True, True, True]","['nan', 'nan', 'nan', 'yes', 'nan', 'yes', 'nan']","['West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway']","['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']",4,CA-85 N,N,nan,NA
52cdf5241cddd80098661c317187424e,f379894635c31ac56f0f0b47dc7024b3,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,3,CA-85 N,N,nan,NA
5e7660989cb3c3e5e7ce9464063992a4,dea23b1853fcbfb650b79584e5f01b06,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,3,CA-85 N,N,nan,NA
63fa3516a80ba069e5a789dadfa63946,25adf2d41c148c4ea87677579cd38ca3,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,4,CA-85 N,N,nan,NA
6adaa8f37958423ae3f7be8fe709d184,eab40207549a89346a414b4fc8b56136,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['3', '3', '3', '3', '3']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']",4,CA-85 N,N,nan,NA
6c9afb2ca10aeb4430b0f669634c9795,6f52101d85d08f4134e65c6b1e56df57,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,4,CA-85 N,N,nan,NA
6f267efdb97ea9e511652e2ffeb81eeb,47e4df60f8f669bb10cdbca8b8163c33,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['3', '3', '3', '3', '3']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway']","['nan', 'nan', 'nan', 'nan', 'nan']",3,CA-85 N,N,nan,NA
6faa1dc6e477badde317095fbb343708,6c00533e0944f2c8e5e17702d1b7b554,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,4,CA-85 N,N,nan,NA
79b97df610fe4e919c9290b3aaf0b4d6,f7bda2085759d3624273339e6ff047b0,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway']","['4', '4', '4']","[True, True, True]","['nan', 'yes', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",1,NA,NA,nan,NA
7c5d176909d530c1efa119a9f7af281c,33bc2f96d027691faf02dfa87cb4276d,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
7de3351c6597a1b3cced0171380f9ff9,d5de64ebc35c5804a68c73f3e8ae3f31,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway', 'motorway', 'motorway']","['3', '3', '3', '3', '3']","[True, True, True, True, True]","['nan', 'yes', 'nan', 'yes', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']","['nan', 'nan', 'nan', 'nan', 'nan']",3,CA-85 N,N,nan,NA
87b35ae5c8db5ba82ae233d566251984,2465dc7cb013450c940f24b27a2d19fa,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway']","['3', '3', '3']","[True, True, True]","['nan', 'yes', 'nan']","['West Valley Freeway', 'West Valley Freeway', 'West Valley Freeway']","['nan', 'nan', 'nan']",3,CA-85 N,N,nan,NA
89856fbe58adbcf12c661f2e33fdbd3c,837e062f7c1cce5d1c2e0f9a8e850212,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,3,CA-85 N,N,nan,NA
959d67f15ff9257737554d5fdf846f1f,2ff92ade0b3325faa268f7136e49b411,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
a5c8d4241243ab59629826ea98b2c04e,f575d9e2e419424042c6a0f842565a8d,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,nan,nan,3,CA-85 N,N,nan,NA
a876c8abae2afd0c2e7f8c22d7079169,be51e6b02467b027fee1f95839753453,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway']","['3', '3']","[True, True]","['nan', 'yes']","['nan', 'nan']","['nan', 'nan']",4,CA-85 N,N,nan,NA
aaf42f40fdd693c1f13a4ca76a0e14b6,934b4b35788fb5ab371e7ead553b5126,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,3,CA-85 N,N,nan,NA
b11de6291c9abf57ed7c903d4bb00881,047ee26ed95a0b65537b3e8a7823221a,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,motorway,3,True,nan,West Valley Freeway,nan,3,CA-85 N,N,nan,NA
b14b6e8f67f71c22eb9f2c98dc080fef,0dd61746dea2e6be50fb2dd07d1fc98b,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway', 'motorway']","['3', '3', '3']","[True, True, True]","['nan', 'yes', 'nan']","['nan', 'nan', 'nan']","['nan', 'nan', 'nan']",3,CA-85 N,N,nan,NA
b5e400fd2aef3304af529fd427e01f84,d576259bcbe4c2c6b0feae54ba921d4d,CA 85 NB,HOV_Lane,US 101,US 101,NB,19,219,"['motorway', 'motorway']","['4', '3']","[True, True]","['yes', 'nan']","['nan', 'nan']","['nan', 'nan']",3,CA-85 N,N,nan,NA
