trip_id,arrival_time,departure_time,stop_id,stop_sequence
WD0600,06:00:00,06:00:00,12149044,1
WD0600,07:10:00,07:10:00,890001,2
WD0630,06:30:00,06:30:00,12149044,1
WD0630,07:30:00,07:30:00,890001,2
WD0700,07:00:00,07:00:00,12149044,1
WD0700,08:00:00,08:00:00,890001,2
WD0745,07:45:00,07:45:00,12149044,1
WD0745,08:45:00,08:45:00,890001,2
WD0830,08:30:00,08:30:00,12149044,1
WD0830,09:40:00,09:40:00,890001,2
WD1200,12:00:00,12:00:00,12149044,1
WD1200,13:10:00,13:10:00,890001,2
WD1500,15:00:00,15:00:00,12149044,1
WD1500,16:10:00,16:10:00,890001,2
WD1600,16:00:00,16:00:00,12149044,1
WD1600,17:00:00,17:00:00,890001,2
WD1645,16:45:00,16:45:00,12149044,1
WD1645,17:45:00,17:45:00,890001,2
WD1845,18:45:00,18:45:00,12149044,1
WD1845,19:55:00,19:55:00,890001,2
RTD6919419,07:00:00,07:00:00,890001,1
RTD6919419,07:25:00,07:25:00,12048536,2
RTD6919421,08:00:00,08:00:00,890001,1
RTD6919421,08:25:00,08:25:00,12048536,2
RTD6919422,16:35:00,16:35:00,890001,1
RTD6919422,17:00:00,17:00:00,12048536,2
RTD6919417,17:35:00,17:35:00,890001,1
RTD6919417,18:00:00,18:00:00,12048536,2
RTD6919833,18:00:00,18:00:00,890001,1
RTD6919833,18:25:00,18:25:00,12048536,2
RTD6919420,18:35:00,18:35:00,890001,1
RTD6919420,19:00:00,19:00:00,12048536,2
RTD6919418,19:35:00,19:35:00,890001,1
RTD6919418,20:00:00,20:00:00,12048536,2
RTD6919428,06:30:00,06:30:00,12048536,1
RTD6919428,06:55:00,06:55:00,890001,2
RTD6919423,07:30:00,07:30:00,12048536,1
RTD6919423,07:55:00,07:55:00,890001,2
RTD6919427,08:30:00,08:30:00,12048536,1
RTD6919427,08:55:00,08:55:00,890001,2
RTD6919425,17:05:00,17:05:00,12048536,1
RTD6919425,17:30:00,17:30:00,890001,2
RTD6919426,18:05:00,18:05:00,12048536,1
RTD6919426,18:30:00,18:30:00,890001,2
RTD6919424,19:05:00,19:05:00,12048536,1
RTD6919424,19:30:00,19:30:00,890001,2
RTD6919433,10:50:00,10:50:00,12030044,1
RTD6919433,11:00:00,11:00:00,12030043,2
RTD6919433,11:30:00,11:30:00,890001,3
RTD6919433,11:45:00,11:45:00,12048538,4
RTD9087424,11:10:00,11:10:00,12030044,1
RTD9087424,11:25:00,11:25:00,12030043,2
RTD9087424,11:50:00,11:50:00,890001,3
RTD9087424,12:10:00,12:10:00,12048538,4
RTD9087404,11:35:00,11:35:00,12030044,1
RTD9087404,11:45:00,11:45:00,12030043,2
RTD9087404,12:15:00,12:15:00,890001,3
RTD9087404,12:30:00,12:30:00,12048538,4
RTD9087426,11:50:00,11:50:00,12030044,1
RTD9087426,12:05:00,12:05:00,12030043,2
RTD9087426,12:30:00,12:30:00,890001,3
RTD9087426,12:50:00,12:50:00,12048538,4
RTD9087428,13:35:00,13:35:00,12030044,1
RTD9087428,13:50:00,13:50:00,12030043,2
RTD9087428,14:20:00,14:20:00,890001,3
RTD9087428,14:40:00,14:40:00,12048538,4
RTD9087430,14:35:00,14:35:00,12030044,1
RTD9087430,14:50:00,14:50:00,12030043,2
RTD9087430,15:20:00,15:20:00,890001,3
RTD9087430,15:40:00,15:40:00,12048538,4
RTD9087432,17:55:00,17:55:00,12030044,1
RTD9087432,18:10:00,18:10:00,12030043,2
RTD9087432,18:30:00,18:30:00,890001,3
RTD9087432,18:50:00,18:50:00,12048538,4
RTD9087482,16:30:00,16:30:00,890001,1
RTD9087482,16:45:00,16:45:00,12030042,2
RTD9087482,17:00:00,17:00:00,12030043,3
RTD9087484,17:20:00,17:20:00,890001,1
RTD9087484,17:40:00,17:40:00,12030042,2
RTD9087484,17:50:00,17:50:00,12030043,3
RTD6919436,17:40:00,17:40:00,890001,1
RTD6919436,18:00:00,18:00:00,12030042,2
RTD6919436,18:15:00,18:15:00,12030043,3
RTD9087412,18:05:00,18:05:00,890001,1
RTD9087412,18:35:00,18:35:00,12030042,2
RTD9087412,18:45:00,18:45:00,12030043,3
RTD6919438,18:25:00,18:25:00,890001,1
RTD6919438,18:45:00,18:45:00,12030042,2
RTD6919438,18:55:00,18:55:00,12030043,3
RTD9087414,18:55:00,18:55:00,890001,1
RTD9087414,19:15:00,19:15:00,12030042,2
RTD9087414,19:25:00,19:25:00,12030043,3
RTD6919437,19:25:00,19:25:00,890001,1
RTD6919437,19:45:00,19:45:00,12030042,2
RTD6919437,19:55:00,19:55:00,12030043,3
RTD9087416,21:30:00,21:30:00,890001,1
RTD9087416,21:50:00,21:50:00,12030042,2
RTD9087416,22:00:00,22:00:00,12030043,3
RTD6919444,06:30:00,06:30:00,12030043,1
RTD6919444,06:40:00,06:40:00,12030042,2
RTD6919444,07:00:00,07:00:00,890001,3
RTD6919442,07:00:00,07:00:00,12030043,1
RTD6919442,07:15:00,07:15:00,12030042,2
RTD6919442,07:35:00,07:35:00,890001,3
RTD6919440,07:35:00,07:35:00,12030043,1
RTD6919440,07:45:00,07:45:00,12030042,2
RTD6919440,08:05:00,08:05:00,890001,3
RTD9087486,08:10:00,08:10:00,12030043,1
RTD9087486,08:20:00,08:20:00,12030042,2
RTD9087486,08:40:00,08:40:00,890001,3
RTD6919441,08:40:00,08:40:00,12030043,1
RTD6919441,08:50:00,08:50:00,12030042,2
RTD6919441,09:10:00,09:10:00,890001,3
RTD6919448,10:15:00,10:15:00,12048538,1
RTD6919448,10:30:00,10:30:00,890001,2
RTD6919448,10:50:00,10:50:00,12030042,3
RTD6919448,11:00:00,11:00:00,12030043,4
RTD9087450,10:35:00,10:35:00,12048538,1
RTD9087450,10:50:00,10:50:00,890001,2
RTD9087450,11:05:00,11:05:00,12030042,3
RTD9087450,11:20:00,11:20:00,12030043,4
RTD9087410,11:00:00,11:00:00,12048538,1
RTD9087410,11:15:00,11:15:00,890001,2
RTD9087410,11:35:00,11:35:00,12030042,3
RTD9087410,11:45:00,11:45:00,12030043,4
RTD9087456,11:15:00,11:15:00,12048538,1
RTD9087456,11:30:00,11:30:00,890001,2
RTD9087456,11:45:00,11:45:00,12030042,3
RTD9087456,12:00:00,12:00:00,12030043,4
RTD9087458,13:00:00,13:00:00,12048538,1
RTD9087458,13:15:00,13:15:00,890001,2
RTD9087458,13:30:00,13:30:00,12030042,3
RTD9087458,13:45:00,13:45:00,12030043,4
RTD6919454,13:45:00,13:45:00,12048538,1
RTD6919454,14:00:00,14:00:00,890001,2
RTD6919454,14:20:00,14:20:00,12030042,3
RTD6919454,14:35:00,14:35:00,12030043,4
RTD9087460,14:00:00,14:00:00,12048538,1
RTD9087460,14:15:00,14:15:00,890001,2
RTD9087460,14:30:00,14:30:00,12030042,3
RTD9087460,14:45:00,14:45:00,12030043,4
RTD6919844,14:55:00,14:55:00,12048538,1
RTD6919844,15:15:00,15:15:00,890001,2
RTD6919844,15:30:00,15:30:00,12030042,3
RTD6919844,15:45:00,15:45:00,12030043,4
RTD9087462,15:50:00,15:50:00,12048538,1
RTD9087462,16:05:00,16:05:00,890001,2
RTD9087462,16:20:00,16:20:00,12030042,3
RTD9087462,16:35:00,16:35:00,12030043,4
RTD9087464,17:20:00,17:20:00,12048538,1
RTD9087464,17:35:00,17:35:00,890001,2
RTD9087464,17:50:00,17:50:00,12030042,3
RTD9087464,18:05:00,18:05:00,12030043,4
RTD9087466,18:55:00,18:55:00,12048538,1
RTD9087466,19:10:00,19:10:00,890001,2
RTD9087466,19:25:00,19:25:00,12030042,3
RTD9087466,19:40:00,19:40:00,12030043,4
RTD6919446,20:05:00,20:05:00,12048538,1
RTD6919446,20:25:00,20:25:00,890001,2
RTD6919446,20:45:00,20:45:00,12030042,3
RTD6919446,20:55:00,20:55:00,12030043,4
RTD6919459,09:15:00,09:15:00,12030043,1
RTD6919459,09:25:00,09:25:00,12030042,2
RTD6919459,09:45:00,09:45:00,890001,3
RTD6919459,10:00:00,10:00:00,12048538,4
RTD9087402,10:15:00,10:15:00,12030043,1
RTD9087402,10:25:00,10:25:00,12030042,2
RTD9087402,10:45:00,10:45:00,890001,3
RTD9087402,11:00:00,11:00:00,12048538,4
RTD6919462,06:25:00,06:25:00,890001,1
RTD6919462,07:00:00,07:00:00,12030043,2
RTD6919462,07:10:00,07:10:00,12030044,3
RTD6919465,07:00:00,07:00:00,890001,1
RTD6919465,07:35:00,07:35:00,12030043,2
RTD6919465,07:45:00,07:45:00,12030044,3
RTD9087406,07:45:00,07:45:00,890001,1
RTD9087406,08:10:00,08:10:00,12030043,2
RTD9087406,08:20:00,08:20:00,12030044,3
RTD6919464,08:05:00,08:05:00,890001,1
RTD6919464,08:40:00,08:40:00,12030043,2
RTD6919464,08:50:00,08:50:00,12030044,3
RTD6919463,08:40:00,08:40:00,890001,1
RTD6919463,09:15:00,09:15:00,12030043,2
RTD6919463,09:25:00,09:25:00,12030044,3
RTD9087408,09:40:00,09:40:00,890001,1
RTD9087408,10:15:00,10:15:00,12030043,2
RTD9087408,10:25:00,10:25:00,12030044,3
RTD9087418,09:45:00,09:45:00,12030043,1
RTD9087418,10:00:00,10:00:00,12030042,2
RTD9087418,10:25:00,10:25:00,12048538,3
RTD9087418,10:45:00,10:45:00,12048537,4
RTD9087478,15:30:00,15:30:00,12048538,1
RTD9087478,16:10:00,16:10:00,12030042,2
RTD9087478,16:20:00,16:20:00,12030043,3
RTD9087480,16:15:00,16:15:00,12048538,1
RTD9087480,16:40:00,16:40:00,12030042,2
RTD9087480,16:55:00,16:55:00,12030043,3
RTD6919837,14:25:00,14:25:00,12030044,1
RTD6919837,14:40:00,14:40:00,12030043,2
RTD6919837,15:05:00,15:05:00,890001,3
RTD6919840,15:35:00,15:35:00,12030044,1
RTD6919840,15:50:00,15:50:00,12030043,2
RTD6919840,16:20:00,16:20:00,890001,3
RTD6919455,16:50:00,16:50:00,12030044,1
RTD6919455,17:05:00,17:05:00,12030043,2
RTD6919455,17:30:00,17:30:00,890001,3
RTD6919457,17:40:00,17:40:00,12030044,1
RTD6919457,17:55:00,17:55:00,12030043,2
RTD6919457,18:20:00,18:20:00,890001,3
WD2SF1815,18:05:00,18:05:00,12030044,1
WD2SF1815,18:20:00,18:20:00,12030043,2
WD2SF1815,18:50:00,18:50:00,890001,3
RTD6919456,18:45:00,18:45:00,12030044,1
RTD6919456,18:55:00,18:55:00,12030043,2
RTD6919456,19:20:00,19:20:00,890001,3
WD2SF1945,19:45:00,19:45:00,12030044,1
WD2SF1945,19:55:00,19:55:00,12030043,2
WD2SF1945,20:25:00,20:25:00,890001,3
WD2SF2045,20:45:00,20:45:00,12030044,1
WD2SF2045,20:55:00,20:55:00,12030043,2
WD2SF2045,21:25:00,21:25:00,890001,3
WD2SF0600,06:00:00,06:00:00,12030042,1
WD2SF0600,06:20:00,06:20:00,890001,2
WK2P411625,16:25:00,16:25:00,12030042,1
WK2P411625,16:40:00,16:40:00,12030043,2
WK2P411625,17:10:00,17:10:00,12048538,3
WK2P411930,19:30:00,19:30:00,12030042,1
WK2P411930,19:45:00,19:45:00,12030043,2
WK2P411930,20:20:00,20:20:00,12048538,3
WE2EB0900,09:00:00,09:00:00,12048538,1
WE2EB0900,09:15:00,09:15:00,890001,2
WE2EB0900,09:40:00,09:40:00,12030043,3
WE2EB0900,09:55:00,09:55:00,12030044,4
