fare_id,price,currency_type,payment_method,transfers,transfer_duration
178837,4.50,USD,1,0,
178838,5.50,USD,1,0,
178839,9.50,USD,1,0,
178840,10.75,USD,1,0,
178841,13.75,USD,1,0,
178842,5.25,USD,1,0,
178843,9.00,USD,1,0,
178844,10.25,USD,1,0,
178845,12.75,USD,1,0,
178846,5.25,USD,1,0,
178847,9.00,USD,1,0,
178848,10.25,USD,1,0,
178849,4.00,USD,1,0,
178850,5.25,USD,1,0,
178851,9.00,USD,1,0,
178852,5.25,USD,1,0,
178853,4.00,USD,1,0,
