stop_id,stop_name,stop_lat,stop_lon,zone_id
12010387,Summerfield Road at Wyoming/Hoen,38.4441787475,-122.6636793794,
12010388,4th St & Alderbrook Dr,38.4494562181,-122.698345761,
12010389,4th St & Clyde Ave,38.4499131545,-122.6981914191,
12010390,4th St & College Ave,38.4454551183,-122.7040561638,
12010391,8th St & Donahue St,38.4396892868,-122.7239709803,
12010392,5th St & Morgan St,38.4389435692,-122.7193749984,
12010393,4th St & Talbot Ave,38.4474994879,-122.700923953,
12010394,4th St at Safeway,38.4498099155,-122.6907094127,
12010395,Townview Ave & Neotomas Ave,38.4337636407,-122.6872890471,
12010396,Transit Mall,38.438689,-122.713711,
12010397,Transit Mall,38.438689,-122.713711,
12010398,Tupper St & Hendley St,38.4368875551,-122.7081921818,
12010399,Ventura Ave & Administration Dr,38.4641006414,-122.7243780727,
12010400,Vista Sonoma,38.4355856694,-122.6856505657,
12010401,W 3rd & Valley West Dr,38.4369813222,-122.7585092784,
12010402,W 3rd St & Arboleda Dr,38.436281628,-122.7560771473,
12010403,W 3rd St & Brittian Ln,38.4353584278,-122.7533457928,
12010404,W 3rd St & Chadwick Pl,38.4347759095,-122.7494276675,
12010405,W 3rd St & Darla Dr,38.438012525,-122.7668014337,
12010406,W 3rd St & Dutton Ave,38.433935034,-122.7275403166,
12010407,W 3rd St & Dutton Ave,38.4340219219,-122.7268531128,
12010408,W 3rd St & Fulton Rd,38.4380169387,-122.7701476944,
12010409,W 3rd St & Roberts Ave,38.4351344001,-122.7228437105,
12010410,W 3rd St & Rusch Ct,38.4329824971,-122.7332604776,
12010411,W 3rd St & Senna Dr,38.4379620633,-122.7617770228,
12010412,W 3rd St & Stony Point Rd,38.43386098,-122.7426837439,
12010413,W 3rd St & Surrey Dr,38.4333753477,-122.7358316728,
12010414,W 3rd St & Westbrook Dr,38.4336963456,-122.740057521,
12010415,W 3rd St & Westbrook Dr (Stony Point Rd),38.4337200423,-122.7412265573,
12010416,W 9th St  &  Dutton Ave,38.4416218936,-122.7288717099,
12010417,W 9th St & Kingwood Dr,38.4416948299,-122.7315016876,
12010418,W 9th St & Link Ln,38.4417574366,-122.733918956,
12010419,W 9th St & Simpson St,38.4415501338,-122.7378132976,
12010420,W 9th St & Stony Point Rd,38.4405894072,-122.7444599202,
12010421,W 9th St & W 8th St,38.4414159962,-122.741258676,
12010422,W College Ave & Cleveland Ave,38.4458855625,-122.7262591224,
12010423,W College Ave & Clover Dr (G & G Center),38.4454157665,-122.7394841336,
12010424,W College Ave & Dorrit Ave,38.4452917703,-122.7632458989,
12010425,W College Ave & Fulton Rd,38.4453374688,-122.7694020121,
12010426,W College Ave & Link Ln,38.4456441806,-122.7342220008,
12010427,W College Ave & Maxell Ct,38.4458281689,-122.730103932,
12010428,W College Ave & Monroe Hall,38.4452196515,-122.7436331305,
12010429,W College Ave & Putney Dr,38.445292305,-122.7587280632,
12010430,W College Ave & Putney Dr/Stony Point Rd,38.4452361087,-122.7543397938,
12010431,W College Ave & Ridley,38.4452400364,-122.7460107025,
12010432,W Steele Ln & Apache St,38.4597883967,-122.7454500883,
12010433,W Steele Ln & Coffee Ln,38.459903142,-122.7411072378,
12010434,W Steele Ln & Coffey Ln,38.4599663331,-122.7411783279,
12010435,W Steele Ln & Dorado,38.4599467456,-122.7370158891,
12010436,W Steele Ln & HardiesLn,38.4600033691,-122.7348999989,
12010437,W Steele Ln & Heidi Pl,38.4600015899,-122.737013252,
12010438,W Steele Ln & Range Ave,38.4599444998,-122.7327426106,
12010439,W Steele Ln & Rochelle St,38.4597603582,-122.7503110384,
12010440,W. 3rd St & Wilson St/Pierson St,38.4355192377,-122.7224187669,
12010442,West Ave & Leo Dr,38.4184863091,-122.7275229038,
12010445,West Ave & South Ave,38.4231257473,-122.7280851534,
12010447,West Ave & Valerie Wy,38.4162607703,-122.7271764494,
12010448,West Steele Ln at Comstock J.H.S.,38.4597297285,-122.7459750226,
12010449,Westside Transfer Center,38.4449913409,-122.7514573549,
12081128,Westside Transfer Center,38.4449913409,-122.7514573549,
12010450,Wilson St & 6th St,38.4388062339,-122.7217095117,
12010451,Yolanda Ave & Goodwill Industries,38.4133057525,-122.705448538,
12010452,Yolanda Ave & Santa Rosa Ave,38.4132233337,-122.7134856488,
12010453,Yulupa Ave & Bennett Valley Shops,38.4266876276,-122.6675108615,
12010454,Yulupa Ave & Claremont Dr,38.4466632833,-122.6770842557,
12010455,Yulupa Ave & Douglas,38.4381875932,-122.6705564879,
12010456,Yulupa Ave & Hoen Ave,38.439705403,-122.6717060352,
12010457,Yulupa Ave & Mayette Ave,38.4420445699,-122.6735113377,
12010458,Yulupa Ave & Princeton Dr,38.4435513738,-122.6746727874,
12010459,Yulupa Ave & Sacramento Ave,38.4361259818,-122.6689214168,
12010460,Yulupa Ave & Tachevah Dr,38.4317523208,-122.6682941169,
