trip_id,stop_id
3634,89310
3635,89195
3635,89211
3635,89213
3635,89140
3635,89220
3635,89225
3635,89001
3635,89199
3635,89214
3635,89230
3635,89113
3635,89076
3635,89238
3635,89310
3636,89195
3636,89211
3636,89213
3636,89140
3636,89220
3636,89225
3636,89001
3636,89199
3636,89214
3636,89230
3636,89113
3636,89076
3636,89238
3636,89310
3637,89195
3637,89211
3637,89213
3637,89140
3637,89220
3637,89225
3637,89001
3637,89199
3637,89214
3637,89230
3637,89113
3637,89076
3637,89238
3637,89310
3638,89195
3638,89211
3638,89213
3638,89140
3638,89220
3638,89225
3638,89001
3638,89199
3638,89214
3638,89230
3638,89113
3638,89076
3638,89238
3638,89310
3639,89195
3639,89211
3639,89213
3639,89140
3639,89220
3639,89225
3639,89001
3639,89199
3639,89214
3639,89230
3639,89113
3639,89076
3639,89238
3639,89310
3640,89195
3640,89211
3640,89213
3640,89140
3640,89220
3640,89225
3640,89001
3640,89199
3640,89214
3640,89230
3640,89113
3640,89076
3640,89238
3640,89310
3641,89195
3641,89211
3641,89213
3641,89140
3641,89220
3641,89225
3641,89001
3641,89199
3641,89214
3641,89230
3641,89113
3641,89076
3641,89238
3641,89310
3642,89195
3642,89211
3642,89213
3642,89140
3642,89220
3642,89225
3642,89001
3642,89199
3642,89214
3642,89230
3642,89113
3642,89076
3642,89238
3642,89310
3643,89195
3643,89211
3643,89213
3643,89140
3643,89220
3643,89225
3643,89001
3643,89199
3643,89214
3643,89230
3643,89113
3643,89076
3643,89238
3643,89310
3644,89195
3644,89211
3644,89213
3644,89140
3644,89220
3644,89225
3644,89001
3644,89199
3644,89214
3644,89230
3644,89113
3644,89076
3644,89238
3644,89310
3645,89195
3645,89211
3645,89213
3645,89220
3645,89225
3645,89001
3645,89199
3645,89214
3645,89230
3645,89076
3645,89310
3646,89195
3646,89211
3646,89213
3646,89220
3646,89225
3646,89001
3646,89199
3646,89214
3646,89230
3646,89076
3646,89310
3647,89195
3647,89211
3647,89213
3647,89220
3647,89225
3647,89001
3647,89199
3647,89214
3647,89230
3647,89076
3647,89310
3648,89195
3648,89211
3648,89213
3648,89220
3648,89225
3648,89001
3648,89199
3648,89214
3648,89230
3648,89076
3648,89310
3649,89195
3649,89196
3649,89211
3649,89213
3649,89187
3649,89051
3649,89212
3649,89001
3649,89204
3649,89227
3649,89200
3649,89210
3649,89113
3649,89183
3649,89309
3650,89195
3650,89196
3650,89211
3650,89213
3650,89187
3650,89051
3650,89212
3650,89001
3650,89204
3650,89227
3650,89200
3650,89210
3650,89113
3650,89183
3650,89309
3651,89195
3651,89196
3651,89211
3651,89213
3651,89187
3651,89051
3651,89212
3651,89001
3651,89204
3651,89227
3651,89200
3651,89210
3651,89113
3651,89183
3651,89309
3652,89195
3652,89196
3652,89211
3652,89213
3652,89187
3652,89051
3652,89212
3652,89001
3652,89204
3652,89227
3652,89200
3652,89210
3652,89113
3652,89183
3652,89309
3653,89195
3653,89196
3653,89211
3653,89213
3653,89187
3653,89051
3653,89212
3653,89001
3653,89204
3653,89227
3653,89200
3653,89210
3653,89113
3653,89183
3653,89309
3654,89195
3654,89196
3654,89211
3654,89213
3654,89187
3654,89051
3654,89212
3654,89001
3654,89204
3654,89227
3654,89200
3654,89210
3654,89113
3654,89183
3654,89309
3655,89195
3655,89196
3655,89211
3655,89213
3655,89187
3655,89051
3655,89212
3655,89001
3655,89204
3655,89227
3655,89200
3655,89210
3655,89113
3655,89183
3655,89309
3656,89195
3656,89196
3656,89211
3656,89213
3656,89187
3656,89051
3656,89212
3656,89001
3656,89204
3656,89227
3656,89200
3656,89210
3656,89113
3656,89183
3656,89309
3657,89195
3657,89196
3657,89211
3657,89213
3657,89187
3657,89051
3657,89212
3657,89001
3657,89204
3657,89227
3657,89200
3657,89210
3657,89113
3657,89183
3657,89309
3658,89195
3658,89196
3658,89211
3658,89213
3658,89187
3658,89051
3658,89212
3658,89001
3658,89204
3658,89227
3658,89200
3658,89210
3658,89113
3658,89183
3658,89309
3659,89195
3659,89196
3659,89211
3659,89213
3659,89187
3659,89051
3659,89212
3659,89001
3659,89204
3659,89227
3659,89200
3659,89210
3659,89113
3659,89183
3659,89309
3660,89195
3660,89196
3660,89211
3660,89213
3660,89187
3660,89051
3660,89212
3660,89001
3660,89204
3660,89227
3660,89200
3660,89210
3660,89113
3660,89183
3660,89309
3661,89195
3661,89196
3661,89211
3661,89213
3661,89187
3661,89051
3661,89212
3661,89001
3661,89204
3661,89227
3661,89200
3661,89210
3661,89113
3661,89183
3661,89309
3662,89195
3662,89196
3662,89211
3662,89213
3662,89187
3662,89051
3662,89212
3662,89001
3662,89204
3662,89227
3662,89200
3662,89210
3662,89113
3662,89183
3662,89309
3663,89195
3663,89196
3663,89211
3663,89213
3663,89187
3663,89051
3663,89212
3663,89001
3663,89204
3663,89227
3663,89200
3663,89210
3663,89113
3663,89183
3663,89309
3664,89195
3664,89196
3664,89211
3664,89213
3664,89187
3664,89051
3664,89212
3664,89001
3664,89204
3664,89227
3664,89200
3664,89210
3664,89113
3664,89183
3664,89309
3665,89195
3665,89196
3665,89211
3665,89213
3665,89187
3665,89051
3665,89212
3665,89001
3665,89204
3665,89227
3665,89200
3665,89210
3665,89113
3665,89183
3665,89309
3666,89195
3666,89196
3666,89211
3666,89213
3666,89187
3666,89051
3666,89212
3666,89001
3666,89204
3666,89227
3666,89200
3666,89210
3666,89113
3666,89183
3666,89309
3667,89195
3667,89196
3667,89211
3667,89213
3667,89187
3667,89051
3667,89212
3667,89001
3667,89204
3667,89227
3667,89200
3667,89210
3667,89113
3667,89183
3667,89309
3668,89004
3668,89023
3668,89019
3668,89001
3668,89031
3668,89036
3669,89004
3669,89023
3669,89019
3669,89001
3669,89031
3669,89036
3670,89004
3670,89023
3670,89019
3670,89001
3670,89031
3670,89036
3671,89004
3671,89023
3671,89019
3671,89001
3671,89031
3671,89036
3672,89004
3672,89023
3672,89019
3672,89001
3672,89031
3672,89036
3673,89004
3673,89023
3673,89019
3673,89001
3673,89031
3673,89036
3674,89004
3674,89023
3674,89019
3674,89001
3674,89031
3674,89036
3675,89004
3675,89023
3675,89019
3675,89001
3675,89031
3675,89036
3676,89004
3676,89023
3676,89019
3676,89001
3676,89031
3676,89036
3677,89004
3677,89023
3677,89019
3677,89001
3677,89031
3677,89036
3678,89004
3678,89023
3678,89019
3678,89001
3678,89031
3678,89036
3679,89004
3679,89023
3679,89019
3679,89001
3679,89031
3679,89036
3680,89004
3680,89023
3680,89019
3680,89001
3680,89031
3680,89036
3681,89004
3681,89023
3681,89019
3681,89001
3681,89031
3681,89036
3682,89004
3682,89023
3682,89019
3682,89001
3682,89031
3682,89036
3683,89004
3683,89023
3683,89019
3683,89001
3683,89031
3683,89036
3684,89004
3684,89023
3684,89019
3684,89001
3684,89031
3684,89036
3685,89004
3685,89023
3685,89019
3685,89001
3685,89031
3685,89036
3686,89004
3686,89023
3686,89019
3686,89001
3686,89031
3686,89036
3687,89004
3687,89023
3687,89019
3687,89001
3687,89031
3687,89036
3688,89004
3688,89023
3688,89019
3688,89001
3688,89031
3688,89036
3689,89004
3689,89023
3689,89019
3689,89001
3689,89031
3689,89036
3690,89004
3690,89023
3690,89019
3690,89001
3690,89031
3690,89036
3691,89004
3691,89023
3691,89019
3691,89001
3691,89031
3691,89036
3692,89001
3692,89305
3692,89306
3692,89307
3693,89001
3693,89305
3693,89306
3693,89307
3694,89195
3694,89001
3694,89305
3694,89306
3694,89307
3695,89195
3695,89001
3695,89305
3695,89306
3695,89307
3696,89195
3696,89001
3696,89305
3696,89306
3696,89307
3697,89195
3697,89001
3697,89305
3697,89306
3697,89307
3698,89195
3698,89001
3698,89305
3698,89306
3698,89307
3699,89195
3699,89001
3699,89305
3699,89306
3699,89311
3700,89195
3700,89001
3700,89305
3700,89306
3700,89311
3701,89195
3701,89001
3701,89305
3701,89306
3701,89311
3702,89195
3702,89001
3702,89305
3702,89306
3702,89311
3703,89195
3703,89001
3703,89305
3703,89306
3703,89311
3704,89195
3704,89001
3704,89305
3704,89306
3704,89311
3705,89195
3705,89001
3705,89305
3705,89306
3705,89311
3706,89269
3706,89001
3706,89050
3706,89047
3707,89269
3707,89001
3707,89050
3707,89047
3708,89269
3708,89001
3708,89050
3708,89047
3709,89269
3709,89001
3709,89050
3709,89047
3710,89269
3710,89001
3710,89050
3710,89047
3711,89269
3711,89001
3711,89050
3711,89047
3712,89269
3712,89001
3712,89050
3712,89047
3713,89269
3713,89001
3713,89075
3713,89268
3714,89269
3714,89001
3714,89075
3714,89268
3715,89269
3715,89001
3715,89075
3715,89268
3716,89269
3716,89001
3716,89075
3716,89268
3717,89269
3717,89001
3717,89075
3717,89268
3718,89269
3718,89001
3718,89075
3718,89268
3719,89269
3719,89001
3719,89075
3719,89268
3720,89195
3720,89213
3720,89166
3720,89160
3720,89001
3720,89265
3720,89267
3720,89113
3720,89263
3721,89195
3721,89213
3721,89166
3721,89160
3721,89001
3721,89265
3721,89267
3721,89113
3721,89263
3722,89195
3722,89213
3722,89001
3722,89265
3722,89267
3723,89195
3723,89213
3723,89001
3723,89265
3723,89267
3724,89195
3724,89213
3724,89001
3724,89265
3724,89267
3725,89195
3725,89213
3725,89001
3725,89265
3725,89267
3726,89195
3726,89213
3726,89166
3726,89160
3726,89001
3726,89265
3726,89267
3726,89113
3726,89263
3727,89195
3727,89213
3727,89166
3727,89160
3727,89001
3727,89265
3727,89267
3727,89113
3727,89263
3728,89195
3728,89213
3728,89166
3728,89160
3728,89001
3728,89265
3728,89267
3728,89113
3728,89263
3729,89213
3729,89001
3729,89265
3729,89267
3729,89113
3730,89213
3730,89001
3730,89265
3730,89267
3730,89113
3731,89213
3731,89264
3731,89001
3731,89267
3731,89113
3732,89213
3732,89160
3732,89264
3732,89001
3732,89267
3732,89113
3732,89263
3732,89302
3733,89213
3733,89264
3733,89001
3733,89267
3733,89113
3734,89213
3734,89264
3734,89001
3734,89267
3734,89113
3735,89195
3735,89160
3735,89001
3735,89113
3735,89263
3735,89302
3736,89195
3736,89213
3736,89264
3736,89001
3736,89267
3737,89195
3737,89160
3737,89001
3737,89113
3737,89263
3737,89302
3738,89195
3738,89213
3738,89264
3738,89001
3738,89267
3739,89195
3739,89213
3739,89264
3739,89001
3739,89267
3740,89195
3740,89213
3740,89264
3740,89001
3740,89267
3741,89195
3741,89213
3741,89264
3741,89001
3741,89267
3742,89195
3742,89213
3742,89264
3742,89001
3742,89267
3743,89195
3743,89213
3743,89160
3743,89264
3743,89001
3743,89267
3743,89113
3743,89263
3743,89302
3744,89160
3744,89001
3744,89113
3744,89263
3744,89302
3745,89160
3745,89001
3745,89113
3745,89263
3745,89302
3746,89045
3746,89056
3746,89001
3746,89050
3746,89040
3746,89038
3747,89045
3747,89056
3747,89001
3747,89050
3747,89040
3747,89038
3748,89045
3748,89056
3748,89001
3748,89050
3748,89040
3748,89038
3749,89045
3749,89056
3749,89001
3749,89050
3749,89040
3749,89038
3750,89045
3750,89056
3750,89001
3750,89050
3750,89040
3750,89038
3751,89045
3751,89056
3751,89001
3751,89050
3751,89040
3751,89038
3752,89045
3752,89056
3752,89001
3752,89050
3752,89040
3752,89038
3753,89045
3753,89056
3753,89001
3753,89050
3753,89040
3753,89038
3754,89045
3754,89056
3754,89001
3754,89050
3754,89040
3754,89038
3755,89045
3755,89056
3755,89001
3755,89050
3755,89040
3755,89038
3756,89045
3756,89056
3756,89001
3756,89050
3756,89040
3756,89038
3757,89045
3757,89056
3757,89001
3757,89050
3757,89040
3757,89038
3758,89045
3758,89056
3758,89001
3758,89050
3758,89040
3758,89038
3759,89045
3759,89056
3759,89001
3759,89050
3759,89040
3759,89038
3760,89045
3760,89056
3760,89001
3760,89050
3760,89040
3760,89038
3761,89045
3761,89056
3761,89001
3761,89050
3761,89040
3761,89038
3762,89045
3762,89056
3762,89001
3762,89050
3762,89040
3762,89038
3763,89045
3763,89056
3763,89001
3763,89050
3763,89040
3763,89038
3764,89045
3764,89056
3764,89001
3764,89050
3764,89040
3764,89038
3765,89045
3765,89056
3765,89001
3765,89050
3765,89040
3765,89038
3766,89045
3766,89056
3766,89001
3766,89050
3766,89040
3766,89038
3767,89045
3767,89056
3767,89001
3767,89050
3767,89040
3767,89038
3768,89045
3768,89056
3768,89001
3768,89050
3768,89040
3768,89038
3769,89045
3769,89056
3769,89001
3769,89050
3769,89040
3769,89038
3770,89069
3770,89065
3770,89072
3770,89001
3770,89075
3770,89062
3771,89069
3771,89065
3771,89072
3771,89001
3771,89075
3771,89062
3772,89069
3772,89065
3772,89072
3772,89001
3772,89075
3772,89062
3773,89069
3773,89065
3773,89072
3773,89001
3773,89075
3773,89062
3774,89069
3774,89065
3774,89072
3774,89001
3774,89075
3774,89062
3774,89301
3775,89069
3775,89065
3775,89072
3775,89001
3775,89075
3775,89062
3776,89069
3776,89065
3776,89072
3776,89001
3776,89075
3776,89062
3777,89069
3777,89065
3777,89072
3777,89001
3777,89075
3777,89062
3778,89069
3778,89065
3778,89072
3778,89001
3778,89075
3778,89062
3779,89069
3779,89065
3779,89072
3779,89001
3779,89075
3779,89062
3780,89069
3780,89065
3780,89072
3780,89001
3780,89075
3780,89062
3781,89069
3781,89065
3781,89072
3781,89001
3781,89075
3781,89062
3782,89069
3782,89065
3782,89072
3782,89001
3782,89075
3782,89062
3783,89069
3783,89065
3783,89072
3783,89001
3783,89075
3783,89062
3784,89069
3784,89065
3784,89072
3784,89001
3784,89075
3784,89062
3785,89069
3785,89065
3785,89072
3785,89001
3785,89075
3785,89062
3785,89301
3786,89069
3786,89065
3786,89072
3786,89001
3786,89075
3786,89062
3787,89069
3787,89065
3787,89072
3787,89001
3787,89075
3787,89062
3788,89069
3788,89065
3788,89072
3788,89001
3788,89075
3788,89062
3789,89069
3789,89065
3789,89072
3789,89001
3789,89075
3789,89062
3790,89069
3790,89065
3790,89072
3790,89001
3790,89075
3790,89062
3791,89069
3791,89065
3791,89072
3791,89001
3791,89075
3791,89062
3792,89069
3792,89065
3792,89072
3792,89001
3792,89075
3792,89062
3793,89069
3793,89065
3793,89072
3793,89001
3793,89075
3793,89062
3794,89082
3794,89116
3794,89001
3794,89100
3794,89087
3794,89090
3795,89082
3795,89116
3795,89001
3795,89100
3795,89087
3795,89090
3796,89082
3796,89116
3796,89001
3796,89100
3796,89087
3796,89090
3797,89082
3797,89116
3797,89001
3797,89100
3797,89087
3797,89090
3798,89082
3798,89116
3798,89001
3798,89100
3798,89087
3798,89090
3799,89082
3799,89116
3799,89001
3799,89100
3799,89087
3799,89090
3800,89082
3800,89116
3800,89001
3800,89100
3800,89087
3800,89090
3801,89082
3801,89116
3801,89001
3801,89100
3801,89087
3801,89090
3802,89082
3802,89116
3802,89001
3802,89100
3802,89087
3802,89090
3803,89082
3803,89116
3803,89001
3803,89100
3803,89087
3803,89090
3804,89082
3804,89116
3804,89001
3804,89100
3804,89087
3804,89090
3805,89082
3805,89116
3805,89001
3805,89100
3805,89087
3805,89090
3806,89082
3806,89116
3806,89001
3806,89100
3806,89087
3806,89090
3807,89082
3807,89116
3807,89001
3807,89100
3807,89087
3807,89090
3808,89082
3808,89116
3808,89001
3808,89100
3808,89087
3808,89090
3809,89082
3809,89116
3809,89001
3809,89100
3809,89087
3809,89090
3810,89082
3810,89116
3810,89001
3810,89100
3810,89087
3810,89090
3811,89082
3811,89116
3811,89001
3811,89100
3811,89087
3811,89090
3812,89082
3812,89116
3812,89001
3812,89100
3812,89087
3812,89090
3813,89082
3813,89116
3813,89001
3813,89100
3813,89087
3813,89090
3814,89082
3814,89116
3814,89001
3814,89100
3814,89087
3814,89090
3815,89082
3815,89116
3815,89001
3815,89100
3815,89087
3815,89090
3816,89082
3816,89116
3816,89001
3816,89100
3816,89087
3816,89090
3817,89082
3817,89116
3817,89001
3817,89100
3817,89087
3817,89090
3818,89129
3818,89139
3818,89111
3818,89124
3818,89090
3818,89113
3819,89129
3819,89139
3819,89111
3819,89124
3819,89090
3819,89113
3820,89129
3820,89139
3820,89111
3820,89124
3820,89090
3820,89113
3821,89129
3821,89139
3821,89111
3821,89124
3821,89090
3821,89113
3822,89129
3822,89139
3822,89111
3822,89124
3822,89090
3822,89113
3823,89129
3823,89139
3823,89111
3823,89124
3823,89090
3823,89113
3824,89129
3824,89139
3824,89111
3824,89124
3824,89090
3824,89113
3825,89129
3825,89139
3825,89111
3825,89124
3825,89090
3825,89113
3826,89129
3826,89139
3826,89111
3826,89124
3826,89090
3826,89113
3827,89129
3827,89139
3827,89111
3827,89124
3827,89090
3827,89113
3828,89129
3828,89139
3828,89111
3828,89124
3828,89090
3828,89113
3829,89129
3829,89139
3829,89111
3829,89124
3829,89090
3829,89113
3830,89129
3830,89139
3830,89111
3830,89124
3830,89090
3830,89113
3831,89129
3831,89139
3831,89111
3831,89124
3831,89090
3831,89113
3832,89129
3832,89139
3832,89111
3832,89124
3832,89090
3832,89113
3833,89129
3833,89139
3833,89111
3833,89124
3833,89090
3833,89113
3834,89151
3834,89156
3834,89111
3834,89144
3834,89113
3835,89151
3835,89156
3835,89111
3835,89144
3835,89113
3836,89151
3836,89156
3836,89111
3836,89144
3836,89113
3837,89151
3837,89156
3837,89111
3837,89144
3837,89113
3838,89151
3838,89156
3838,89111
3838,89144
3838,89113
3839,89151
3839,89156
3839,89111
3839,89144
3839,89113
3840,89151
3840,89156
3840,89111
3840,89144
3840,89113
3841,89151
3841,89156
3841,89111
3841,89144
3841,89113
3842,89151
3842,89156
3842,89111
3842,89144
3842,89113
3843,89151
3843,89156
3843,89111
3843,89144
3843,89113
3844,89151
3844,89156
3844,89111
3844,89144
3844,89113
3845,89151
3845,89156
3845,89111
3845,89144
3845,89113
3846,89151
3846,89156
3846,89111
3846,89144
3846,89113
3847,89151
3847,89156
3847,89111
3847,89144
3847,89113
3848,89151
3848,89156
3848,89111
3848,89144
3848,89113
3849,89151
3849,89156
3849,89111
3849,89144
3849,89113
3850,89151
3850,89156
3850,89111
3850,89144
3850,89113
3851,89151
3851,89156
3851,89111
3851,89144
3851,89113
3852,89151
3852,89156
3852,89111
3852,89144
3852,89113
3853,89151
