trip_id,stop_id,realtime_stop_id
3580,89300,89300
3580,89299,89299
3580,89013,89013
3580,89295,89295
3580,89304,89304
3580,89298,89298
3581,89004,89004
3581,89006,89006
3581,89015,89015
3581,89001,89001
3581,89014,89014
3581,89005,89005
3581,89002,89002
3581,89003,89003
3581,89016,89016
3581,89017,89017
3581,89010,89010
3581,89011,89011
3581,89007,89007
3581,89297,89297
3581,89294,89294
3581,89296,89296
3581,89300,89300
3581,89299,89299
3581,89013,89013
3581,89295,89295
3581,89304,89304
3581,89298,89298
3582,89004,89004
3582,89006,89006
3582,89015,89015
3582,89001,89001
3582,89014,89014
3582,89005,89005
3582,89002,89002
3582,89003,89003
3582,89016,89016
3582,89017,89017
3582,89010,89010
3582,89011,89011
3582,89007,89007
3582,89297,89297
3582,89294,89294
3582,89296,89296
3582,89300,89300
3582,89299,89299
3582,89013,89013
3582,89295,89295
3582,89304,89304
3582,89298,89298
3583,89175,89175
3583,89166,89166
3583,89160,89160
3583,89248,89248
3583,89001,89001
3583,89258,89258
3583,89261,89261
3583,89253,89253
3583,89260,89260
3583,89257,89257
3583,89259,89259
3583,89262,89262
3583,89252,89252
3583,89254,89254
3583,89256,89256
3583,89250,89250
3583,89113,89113
3583,89251,89251
3583,89241,89241
3583,89243,89243
3583,89244,89244
3583,89246,89246
3583,89242,89242
3583,89235,89235
3583,89232,89232
3583,89237,89237
3583,89233,89233
3583,89236,89236
3583,89234,89234
3583,89238,89238
3583,89112,89112
3583,89092,89092
3583,89239,89239
3583,89240,89240
3583,89183,89183
3583,89249,89249
3583,89247,89247
3583,89245,89245
3584,89175,89175
3584,89166,89166
3584,89160,89160
3584,89248,89248
3584,89001,89001
3584,89258,89258
3584,89261,89261
3584,89253,89253
3584,89260,89260
3584,89257,89257
3584,89259,89259
3584,89262,89262
3584,89252,89252
3584,89254,89254
3584,89256,89256
3584,89250,89250
3584,89113,89113
3584,89251,89251
3584,89241,89241
3584,89243,89243
3584,89244,89244
3584,89246,89246
3584,89242,89242
3584,89235,89235
3584,89232,89232
3584,89237,89237
3584,89233,89233
3584,89236,89236
3584,89234,89234
3584,89238,89238
3584,89112,89112
3584,89092,89092
3584,89239,89239
3584,89240,89240
3584,89183,89183
3584,89249,89249
3584,89247,89247
3584,89245,89245
3585,89175,89175
3585,89166,89166
3585,89160,89160
3585,89248,89248
3585,89001,89001
3585,89258,89258
3585,89261,89261
3585,89253,89253
3585,89260,89260
3585,89257,89257
3585,89259,89259
3585,89262,89262
3585,89252,89252
3585,89254,89254
3585,89256,89256
3585,89250,89250
3585,89113,89113
3585,89251,89251
3585,89241,89241
3585,89243,89243
3585,89244,89244
3585,89246,89246
3585,89242,89242
3585,89235,89235
3585,89232,89232
3585,89237,89237
3585,89233,89233
3585,89236,89236
3585,89234,89234
3585,89238,89238
3585,89112,89112
3585,89092,89092
3585,89239,89239
3585,89240,89240
3585,89183,89183
3585,89249,89249
3585,89247,89247
3585,89245,89245
3586,89175,89175
3586,89166,89166
3586,89160,89160
3586,89248,89248
3586,89001,89001
3586,89258,89258
3586,89261,89261
3586,89253,89253
3586,89260,89260
3586,89257,89257
3586,89259,89259
3586,89262,89262
3586,89252,89252
3586,89254,89254
3586,89256,89256
3586,89250,89250
3586,89113,89113
3586,89251,89251
3586,89241,89241
3586,89243,89243
3586,89244,89244
3586,89246,89246
3586,89242,89242
3586,89235,89235
3586,89232,89232
3586,89237,89237
3586,89233,89233
3586,89236,89236
3586,89234,89234
3586,89238,89238
3586,89112,89112
3586,89092,89092
3586,89239,89239
3586,89240,89240
3586,89183,89183
3586,89249,89249
3586,89247,89247
3586,89245,89245
3587,89175,89175
3587,89166,89166
3587,89160,89160
3587,89248,89248
3587,89001,89001
3587,89258,89258
3587,89261,89261
3587,89253,89253
3587,89260,89260
3587,89257,89257
3587,89259,89259
3587,89262,89262
3587,89252,89252
3587,89254,89254
3587,89256,89256
3587,89250,89250
3587,89113,89113
3587,89251,89251
3587,89241,89241
3587,89243,89243
3587,89244,89244
3587,89246,89246
3587,89242,89242
3587,89235,89235
3587,89232,89232
3587,89237,89237
3587,89233,89233
3587,89236,89236
3587,89234,89234
3587,89238,89238
3587,89112,89112
3587,89092,89092
3587,89239,89239
3587,89240,89240
3587,89183,89183
3587,89249,89249
3587,89247,89247
3587,89245,89245
3588,89195,89195
3588,89175,89175
3588,89166,89166
3588,89160,89160
3588,89248,89248
3588,89001,89001
3588,89258,89258
3588,89261,89261
3588,89253,89253
3588,89260,89260
3588,89257,89257
3588,89259,89259
3588,89262,89262
3588,89252,89252
3588,89254,89254
3588,89256,89256
3588,89250,89250
3588,89113,89113
3588,89251,89251
3588,89241,89241
3588,89243,89243
3588,89244,89244
3588,89246,89246
3588,89242,89242
3588,89235,89235
3588,89232,89232
3588,89237,89237
3588,89233,89233
3588,89231,89231
3588,89236,89236
3588,89077,89077
3588,89078,89078
3588,89234,89234
3588,89076,89076
3588,89238,89238
3588,89112,89112
3588,89092,89092
3588,89239,89239
3588,89240,89240
3588,89183,89183
3588,89249,89249
3588,89247,89247
3588,89245,89245
3589,89195,89195
3589,89175,89175
3589,89166,89166
3589,89160,89160
3589,89248,89248
3589,89001,89001
3589,89258,89258
3589,89261,89261
3589,89253,89253
3589,89260,89260
3589,89257,89257
3589,89259,89259
3589,89262,89262
3589,89252,89252
3589,89254,89254
3589,89256,89256
3589,89250,89250
3589,89113,89113
3589,89251,89251
3589,89241,89241
3589,89243,89243
3589,89244,89244
3589,89246,89246
3589,89242,89242
3589,89235,89235
3589,89232,89232
3589,89237,89237
3589,89233,89233
3589,89231,89231
3589,89236,89236
3589,89077,89077
3589,89078,89078
3589,89234,89234
3589,89076,89076
3589,89238,89238
3589,89112,89112
3589,89092,89092
3589,89239,89239
3589,89240,89240
3589,89183,89183
3589,89249,89249
3589,89247,89247
3589,89245,89245
3590,89195,89195
3590,89175,89175
3590,89166,89166
3590,89160,89160
3590,89248,89248
3590,89001,89001
3590,89258,89258
3590,89261,89261
3590,89253,89253
3590,89260,89260
3590,89257,89257
3590,89259,89259
3590,89262,89262
3590,89252,89252
3590,89254,89254
3590,89256,89256
3590,89250,89250
3590,89113,89113
3590,89251,89251
3590,89241,89241
3590,89243,89243
3590,89244,89244
3590,89246,89246
3590,89242,89242
3590,89235,89235
3590,89232,89232
3590,89237,89237
3590,89233,89233
3590,89231,89231
3590,89236,89236
3590,89077,89077
3590,89078,89078
3590,89234,89234
3590,89076,89076
3590,89238,89238
3590,89112,89112
3590,89092,89092
3590,89239,89239
3590,89240,89240
3590,89183,89183
3590,89249,89249
3590,89247,89247
3590,89245,89245
3591,89195,89195
3591,89175,89175
3591,89166,89166
3591,89160,89160
3591,89248,89248
3591,89001,89001
3591,89258,89258
3591,89261,89261
3591,89253,89253
3591,89260,89260
3591,89257,89257
3591,89259,89259
3591,89262,89262
3591,89252,89252
3591,89254,89254
3591,89256,89256
3591,89250,89250
3591,89113,89113
3591,89251,89251
3591,89241,89241
3591,89243,89243
3591,89244,89244
3591,89246,89246
3591,89242,89242
3591,89235,89235
3591,89232,89232
3591,89237,89237
3591,89233,89233
3591,89231,89231
3591,89236,89236
3591,89077,89077
3591,89078,89078
3591,89234,89234
3591,89076,89076
3591,89238,89238
3591,89112,89112
3591,89092,89092
3591,89239,89239
3591,89240,89240
3591,89183,89183
3591,89249,89249
3591,89247,89247
3591,89245,89245
3592,89195,89195
3592,89001,89001
3592,89113,89113
3592,89235,89235
3592,89232,89232
3592,89237,89237
3592,89233,89233
3592,89231,89231
3592,89236,89236
3592,89077,89077
3592,89078,89078
3592,89234,89234
3592,89076,89076
3592,89238,89238
3592,89112,89112
3592,89092,89092
3592,89239,89239
3592,89240,89240
3592,89183,89183
3593,89195,89195
3593,89175,89175
3593,89166,89166
3593,89160,89160
3593,89248,89248
3593,89001,89001
3593,89258,89258
3593,89261,89261
3593,89253,89253
3593,89260,89260
3593,89257,89257
3593,89259,89259
3593,89262,89262
3593,89252,89252
3593,89254,89254
3593,89256,89256
3593,89250,89250
3593,89113,89113
3593,89251,89251
3593,89241,89241
3593,89243,89243
3593,89244,89244
3593,89246,89246
3593,89242,89242
3593,89235,89235
3593,89232,89232
3593,89237,89237
3593,89233,89233
3593,89231,89231
3593,89236,89236
3593,89077,89077
3593,89078,89078
3593,89234,89234
3593,89076,89076
3593,89238,89238
3593,89112,89112
3593,89092,89092
3593,89239,89239
3593,89240,89240
3593,89183,89183
3593,89249,89249
3593,89247,89247
3593,89245,89245
3594,89195,89195
3594,89175,89175
3594,89166,89166
3594,89160,89160
3594,89248,89248
3594,89001,89001
3594,89258,89258
3594,89261,89261
3594,89253,89253
3594,89260,89260
3594,89257,89257
3594,89259,89259
3594,89262,89262
3594,89252,89252
3594,89254,89254
3594,89256,89256
3594,89250,89250
3594,89113,89113
3594,89251,89251
3594,89241,89241
3594,89243,89243
3594,89244,89244
3594,89246,89246
3594,89242,89242
3594,89235,89235
3594,89232,89232
3594,89237,89237
3594,89233,89233
3594,89231,89231
3594,89236,89236
3594,89077,89077
3594,89078,89078
3594,89234,89234
3594,89076,89076
3594,89238,89238
3594,89112,89112
3594,89092,89092
3594,89239,89239
3594,89240,89240
3594,89183,89183
3594,89249,89249
3594,89247,89247
3594,89245,89245
3595,89195,89195
3595,89001,89001
3595,89113,89113
3595,89235,89235
3595,89232,89232
3595,89237,89237
3595,89233,89233
3595,89231,89231
3595,89236,89236
3595,89077,89077
3595,89078,89078
3595,89234,89234
3595,89076,89076
3595,89238,89238
3595,89112,89112
3595,89092,89092
3595,89239,89239
3595,89240,89240
3595,89183,89183
3596,89195,89195
3596,89175,89175
3596,89166,89166
3596,89160,89160
3596,89248,89248
3596,89001,89001
3596,89258,89258
3596,89261,89261
3596,89253,89253
3596,89260,89260
3596,89257,89257
3596,89259,89259
3596,89262,89262
3596,89252,89252
3596,89254,89254
3596,89256,89256
3596,89250,89250
3596,89113,89113
3596,89251,89251
3596,89241,89241
3596,89243,89243
3596,89244,89244
3596,89246,89246
3596,89242,89242
3596,89235,89235
3596,89232,89232
3596,89237,89237
3596,89233,89233
3596,89231,89231
3596,89236,89236
3596,89077,89077
3596,89078,89078
3596,89234,89234
3596,89076,89076
3596,89238,89238
3596,89112,89112
3596,89092,89092
3596,89239,89239
3596,89240,89240
3596,89183,89183
3596,89249,89249
3596,89247,89247
3596,89245,89245
3597,89195,89195
3597,89175,89175
3597,89166,89166
3597,89160,89160
3597,89248,89248
3597,89001,89001
3597,89258,89258
3597,89261,89261
3597,89253,89253
3597,89260,89260
3597,89257,89257
3597,89259,89259
3597,89262,89262
3597,89252,89252
3597,89254,89254
3597,89256,89256
3597,89250,89250
3597,89113,89113
3597,89251,89251
3597,89241,89241
3597,89243,89243
3597,89244,89244
3597,89246,89246
3597,89242,89242
3597,89235,89235
3597,89232,89232
3597,89237,89237
3597,89233,89233
3597,89231,89231
3597,89236,89236
3597,89077,89077
3597,89078,89078
3597,89234,89234
3597,89076,89076
3597,89238,89238
3597,89112,89112
3597,89092,89092
3597,89239,89239
3597,89240,89240
3597,89183,89183
3597,89249,89249
3597,89247,89247
3597,89245,89245
3598,89195,89195
3598,89175,89175
3598,89166,89166
3598,89160,89160
3598,89248,89248
3598,89001,89001
3598,89258,89258
3598,89261,89261
3598,89253,89253
3598,89260,89260
3598,89257,89257
3598,89259,89259
3598,89262,89262
3598,89252,89252
3598,89254,89254
3598,89256,89256
3598,89250,89250
3598,89113,89113
3598,89251,89251
3598,89241,89241
3598,89243,89243
3598,89244,89244
3598,89246,89246
3598,89242,89242
3598,89235,89235
3598,89232,89232
3598,89237,89237
3598,89233,89233
3598,89231,89231
3598,89236,89236
3598,89077,89077
3598,89078,89078
3598,89234,89234
3598,89076,89076
3598,89238,89238
3598,89112,89112
3598,89092,89092
3598,89239,89239
3598,89240,89240
3598,89183,89183
3598,89249,89249
3598,89247,89247
3598,89245,89245
3599,89195,89195
3599,89175,89175
3599,89166,89166
3599,89160,89160
3599,89248,89248
3599,89001,89001
3599,89258,89258
3599,89261,89261
3599,89253,89253
3599,89260,89260
3599,89257,89257
3599,89259,89259
3599,89262,89262
3599,89252,89252
3599,89254,89254
3599,89256,89256
3599,89250,89250
3599,89113,89113
3599,89251,89251
3599,89241,89241
3599,89243,89243
3599,89244,89244
3599,89246,89246
3599,89242,89242
3599,89235,89235
3599,89232,89232
3599,89237,89237
3599,89233,89233
3599,89231,89231
3599,89236,89236
3599,89077,89077
3599,89078,89078
3599,89234,89234
3599,89076,89076
3599,89238,89238
3599,89112,89112
3599,89092,89092
3599,89239,89239
3599,89240,89240
3599,89183,89183
3599,89249,89249
3599,89247,89247
3599,89245,89245
3600,89195,89195
3600,89175,89175
3600,89166,89166
3600,89160,89160
3600,89248,89248
3600,89001,89001
3600,89258,89258
3600,89261,89261
3600,89253,89253
3600,89260,89260
3600,89257,89257
3600,89259,89259
3600,89262,89262
3600,89252,89252
3600,89254,89254
3600,89256,89256
3600,89250,89250
3600,89113,89113
3600,89251,89251
3600,89241,89241
3600,89243,89243
3600,89244,89244
3600,89246,89246
3600,89242,89242
3600,89235,89235
3600,89232,89232
3600,89237,89237
3600,89233,89233
3600,89231,89231
3600,89236,89236
3600,89077,89077
3600,89078,89078
3600,89234,89234
3600,89076,89076
3600,89238,89238
3600,89112,89112
3600,89092,89092
3600,89239,89239
3600,89240,89240
3600,89183,89183
3600,89249,89249
3600,89247,89247
3600,89245,89245
3601,89195,89195
3601,89175,89175
3601,89166,89166
3601,89160,89160
3601,89248,89248
3601,89001,89001
3601,89258,89258
3601,89261,89261
3601,89253,89253
3601,89260,89260
3601,89257,89257
3601,89259,89259
3601,89262,89262
3601,89252,89252
3601,89254,89254
3601,89256,89256
3601,89250,89250
3601,89113,89113
3601,89251,89251
3601,89241,89241
3601,89243,89243
3601,89244,89244
3601,89246,89246
3601,89242,89242
3601,89235,89235
3601,89232,89232
3601,89237,89237
3601,89233,89233
3601,89231,89231
3601,89236,89236
3601,89077,89077
3601,89078,89078
3601,89234,89234
3601,89076,89076
3601,89238,89238
3601,89112,89112
3601,89092,89092
3601,89239,89239
3601,89240,89240
3601,89183,89183
3601,89249,89249
3601,89247,89247
3601,89245,89245
3602,89195,89195
3602,89175,89175
3602,89166,89166
3602,89160,89160
3602,89248,89248
3602,89001,89001
3602,89258,89258
3602,89261,89261
3602,89253,89253
3602,89260,89260
3602,89257,89257
3602,89259,89259
3602,89262,89262
3602,89252,89252
3602,89254,89254
3602,89256,89256
3602,89250,89250
3602,89113,89113
3602,89251,89251
3602,89241,89241
3602,89243,89243
3602,89244,89244
3602,89246,89246
3602,89242,89242
3602,89235,89235
3602,89232,89232
3602,89237,89237
3602,89233,89233
3602,89231,89231
3602,89236,89236
3602,89077,89077
3602,89078,89078
3602,89234,89234
3602,89076,89076
3602,89238,89238
3602,89112,89112
3602,89092,89092
3602,89239,89239
3602,89240,89240
3602,89183,89183
3602,89249,89249
3602,89247,89247
3602,89245,89245
3603,89195,89195
3603,89175,89175
3603,89166,89166
3603,89160,89160
3603,89248,89248
3603,89001,89001
3603,89258,89258
3603,89261,89261
3603,89253,89253
3603,89260,89260
3603,89257,89257
3603,89259,89259
3603,89262,89262
3603,89252,89252
3603,89254,89254
3603,89256,89256
3603,89250,89250
3603,89113,89113
3603,89251,89251
3603,89241,89241
3603,89243,89243
3603,89244,89244
3603,89246,89246
3603,89242,89242
3603,89235,89235
3603,89232,89232
3603,89237,89237
3603,89233,89233
3603,89231,89231
3603,89236,89236
3603,89077,89077
3603,89078,89078
3603,89234,89234
3603,89076,89076
3603,89238,89238
3603,89112,89112
3603,89092,89092
3603,89239,89239
3603,89240,89240
3603,89183,89183
3603,89249,89249
3603,89247,89247
3603,89245,89245
3604,89195,89195
3604,89175,89175
3604,89166,89166
3604,89160,89160
3604,89248,89248
3604,89001,89001
3604,89258,89258
3604,89261,89261
3604,89253,89253
3604,89260,89260
3604,89257,89257
3604,89259,89259
3604,89262,89262
3604,89252,89252
3604,89254,89254
3604,89256,89256
3604,89250,89250
3604,89113,89113
3604,89251,89251
3604,89241,89241
3604,89243,89243
3604,89244,89244
3604,89246,89246
3604,89242,89242
3604,89235,89235
3604,89232,89232
3604,89237,89237
3604,89233,89233
3604,89231,89231
3604,89236,89236
3604,89077,89077
3604,89078,89078
3604,89234,89234
3604,89076,89076
3604,89238,89238
3604,89112,89112
3604,89092,89092
3604,89239,89239
3604,89240,89240
3604,89183,89183
3604,89249,89249
3604,89247,89247
3604,89245,89245
3605,89195,89195
3605,89175,89175
3605,89166,89166
3605,89160,89160
3605,89248,89248
3605,89001,89001
3605,89258,89258
3605,89261,89261
3605,89253,89253
3605,89260,89260
3605,89257,89257
3605,89259,89259
3605,89262,89262
3605,89252,89252
3605,89254,89254
3605,89256,89256
3605,89250,89250
3605,89113,89113
3605,89251,89251
3605,89241,89241
3605,89243,89243
3605,89244,89244
3605,89246,89246
3605,89242,89242
3605,89235,89235
3605,89232,89232
3605,89237,89237
3605,89233,89233
3605,89231,89231
3605,89236,89236
3605,89077,89077
3605,89078,89078
3605,89234,89234
3605,89076,89076
3605,89238,89238
3605,89112,89112
3605,89092,89092
3605,89239,89239
3605,89240,89240
3605,89183,89183
3605,89249,89249
3605,89247,89247
3605,89245,89245
3606,89195,89195
3606,89175,89175
3606,89166,89166
3606,89160,89160
3606,89248,89248
3606,89001,89001
3606,89258,89258
3606,89261,89261
3606,89253,89253
3606,89260,89260
3606,89257,89257
3606,89259,89259
3606,89262,89262
3606,89252,89252
3606,89254,89254
3606,89256,89256
3606,89250,89250
3606,89113,89113
3606,89251,89251
3606,89241,89241
3606,89243,89243
3606,89244,89244
3606,89246,89246
3606,89242,89242
3606,89235,89235
3606,89232,89232
3606,89237,89237
3606,89233,89233
3606,89231,89231
3606,89236,89236
3606,89077,89077
3606,89078,89078
3606,89234,89234
3606,89076,89076
3606,89238,89238
3606,89112,89112
3606,89092,89092
3606,89239,89239
3606,89240,89240
3606,89183,89183
3606,89249,89249
3606,89247,89247
3606,89245,89245
3607,89195,89195
3607,89187,89187
3607,89175,89175
3607,89160,89160
3607,89163,89163
3607,89170,89170
3607,89171,89171
3607,89051,89051
3607,89001,89001
3607,89164,89164
3607,89168,89168
3607,89161,89161
3607,89162,89162
3607,89165,89165
3607,89167,89167
3607,89169,89169
3607,89113,89113
3607,89181,89181
3607,89182,89182
3607,89177,89177
3607,89178,89178
3607,89176,89176
3607,89179,89179
3607,89180,89180
3607,89189,89189
3607,89194,89194
3607,89190,89190
3607,89192,89192
3607,89188,89188
3607,89193,89193
3607,89191,89191
3607,89255,89255
3607,89185,89185
3607,89114,89114
3607,89184,89184
3607,89186,89186
3607,89183,89183
3607,89172,89172
3607,89174,89174
3607,89173,89173
3608,89195,89195
3608,89187,89187
3608,89175,89175
3608,89160,89160
3608,89163,89163
3608,89170,89170
3608,89171,89171
3608,89051,89051
3608,89001,89001
3608,89164,89164
3608,89168,89168
3608,89161,89161
3608,89162,89162
3608,89165,89165
3608,89167,89167
3608,89169,89169
3608,89113,89113
3608,89181,89181
3608,89182,89182
3608,89177,89177
3608,89178,89178
3608,89176,89176
3608,89179,89179
3608,89180,89180
3608,89189,89189
3608,89194,89194
3608,89190,89190
3608,89192,89192
3608,89188,89188
3608,89193,89193
3608,89191,89191
3608,89255,89255
3608,89185,89185
3608,89114,89114
3608,89184,89184
3608,89186,89186
3608,89183,89183
3608,89172,89172
3608,89174,89174
3608,89173,89173
3609,89195,89195
3609,89187,89187
3609,89175,89175
3609,89160,89160
3609,89163,89163
3609,89170,89170
3609,89171,89171
3609,89051,89051
3609,89001,89001
3609,89164,89164
3609,89168,89168
3609,89161,89161
3609,89162,89162
3609,89165,89165
3609,89167,89167
3609,89169,89169
3609,89113,89113
3609,89181,89181
3609,89182,89182
3609,89177,89177
3609,89178,89178
3609,89176,89176
3609,89179,89179
3609,89180,89180
3609,89189,89189
3609,89194,89194
3609,89190,89190
3609,89192,89192
3609,89188,89188
3609,89193,89193
3609,89191,89191
3609,89255,89255
3609,89185,89185
3609,89114,89114
3609,89184,89184
3609,89186,89186
3609,89183,89183
3609,89172,89172
3609,89174,89174
3609,89173,89173
3610,89195,89195
3610,89187,89187
3610,89175,89175
3610,89160,89160
3610,89163,89163
3610,89170,89170
3610,89171,89171
3610,89051,89051
3610,89001,89001
3610,89164,89164
3610,89168,89168
3610,89161,89161
3610,89162,89162
3610,89165,89165
3610,89167,89167
3610,89169,89169
3610,89113,89113
3610,89181,89181
3610,89182,89182
3610,89177,89177
3610,89178,89178
3610,89176,89176
3610,89179,89179
3610,89180,89180
3610,89189,89189
3610,89194,89194
3610,89190,89190
3610,89192,89192
3610,89188,89188
3610,89193,89193
3610,89191,89191
3610,89255,89255
3610,89185,89185
3610,89114,89114
3610,89184,89184
3610,89186,89186
3610,89183,89183
3610,89172,89172
3610,89174,89174
3610,89173,89173
3611,89195,89195
3611,89187,89187
3611,89175,89175
3611,89160,89160
3611,89163,89163
3611,89170,89170
3611,89171,89171
3611,89051,89051
3611,89001,89001
3611,89164,89164
3611,89168,89168
3611,89161,89161
3611,89162,89162
3611,89165,89165
3611,89167,89167
3611,89169,89169
3611,89113,89113
3611,89181,89181
3611,89182,89182
3611,89177,89177
3611,89178,89178
3611,89176,89176
3611,89179,89179
3611,89180,89180
3611,89189,89189
3611,89194,89194
3611,89190,89190
3611,89192,89192
3611,89188,89188
3611,89193,89193
3611,89191,89191
3611,89255,89255
3611,89185,89185
3611,89114,89114
3611,89184,89184
3611,89186,89186
3611,89183,89183
3611,89172,89172
3611,89174,89174
3611,89173,89173
3612,89195,89195
3612,89187,89187
3612,89175,89175
3612,89160,89160
3612,89163,89163
3612,89170,89170
3612,89171,89171
3612,89051,89051
3612,89001,89001
3612,89164,89164
3612,89168,89168
3612,89161,89161
3612,89162,89162
3612,89165,89165
3612,89167,89167
3612,89169,89169
3612,89113,89113
3612,89181,89181
3612,89182,89182
3612,89177,89177
3612,89178,89178
3612,89176,89176
3612,89179,89179
3612,89180,89180
3612,89189,89189
3612,89194,89194
3612,89190,89190
3612,89192,89192
3612,89188,89188
3612,89193,89193
3612,89191,89191
3612,89255,89255
3612,89185,89185
3612,89114,89114
3612,89184,89184
3612,89186,89186
3612,89183,89183
3612,89172,89172
3612,89174,89174
3612,89173,89173
3613,89195,89195
3613,89187,89187
3613,89175,89175
3613,89160,89160
3613,89163,89163
3613,89170,89170
3613,89171,89171
3613,89051,89051
3613,89001,89001
3613,89164,89164
3613,89168,89168
3613,89161,89161
3613,89162,89162
3613,89165,89165
3613,89167,89167
3613,89169,89169
3613,89113,89113
3613,89181,89181
3613,89182,89182
3613,89177,89177
3613,89178,89178
3613,89176,89176
