trip_id,stop_id,realtime_stop_id
3665,89198,89198
3665,89227,89227
3665,89203,89203
3665,89206,89206
3665,89200,89200
3665,89210,89210
3665,89113,89113
3665,89201,89201
3665,89189,89189
3665,89194,89194
3665,89190,89190
3665,89192,89192
3665,89188,89188
3665,89193,89193
3665,89191,89191
3665,89185,89185
3665,89114,89114
3665,89184,89184
3665,89186,89186
3665,89183,89183
3665,89209,89209
3665,89309,89309
3666,89195,89195
3666,89196,89196
3666,89211,89211
3666,89213,89213
3666,89187,89187
3666,89202,89202
3666,89051,89051
3666,89212,89212
3666,89001,89001
3666,89204,89204
3666,89208,89208
3666,89197,89197
3666,89198,89198
3666,89227,89227
3666,89203,89203
3666,89206,89206
3666,89200,89200
3666,89210,89210
3666,89113,89113
3666,89201,89201
3666,89189,89189
3666,89194,89194
3666,89190,89190
3666,89192,89192
3666,89188,89188
3666,89193,89193
3666,89191,89191
3666,89185,89185
3666,89114,89114
3666,89184,89184
3666,89186,89186
3666,89183,89183
3666,89209,89209
3666,89309,89309
3667,89195,89195
3667,89196,89196
3667,89211,89211
3667,89213,89213
3667,89187,89187
3667,89202,89202
3667,89051,89051
3667,89212,89212
3667,89001,89001
3667,89204,89204
3667,89208,89208
3667,89197,89197
3667,89198,89198
3667,89227,89227
3667,89203,89203
3667,89206,89206
3667,89200,89200
3667,89210,89210
3667,89113,89113
3667,89201,89201
3667,89189,89189
3667,89194,89194
3667,89190,89190
3667,89192,89192
3667,89188,89188
3667,89193,89193
3667,89191,89191
3667,89185,89185
3667,89114,89114
3667,89184,89184
3667,89186,89186
3667,89183,89183
3667,89209,89209
3667,89309,89309
3668,89004,89004
3668,89023,89023
3668,89019,89019
3668,89001,89001
3668,89002,89002
3668,89003,89003
3668,89018,89018
3668,89028,89028
3668,89026,89026
3668,89027,89027
3668,89037,89037
3668,89031,89031
3668,89033,89033
3668,89021,89021
3668,89022,89022
3668,89020,89020
3668,89025,89025
3668,89024,89024
3668,89029,89029
3668,89032,89032
3668,89030,89030
3668,89034,89034
3668,89035,89035
3668,89036,89036
3669,89004,89004
3669,89023,89023
3669,89019,89019
3669,89001,89001
3669,89002,89002
3669,89003,89003
3669,89018,89018
3669,89028,89028
3669,89026,89026
3669,89027,89027
3669,89037,89037
3669,89031,89031
3669,89033,89033
3669,89021,89021
3669,89022,89022
3669,89020,89020
3669,89025,89025
3669,89024,89024
3669,89029,89029
3669,89032,89032
3669,89030,89030
3669,89034,89034
3669,89035,89035
3669,89036,89036
3670,89004,89004
3670,89023,89023
3670,89019,89019
3670,89001,89001
3670,89002,89002
3670,89003,89003
3670,89018,89018
3670,89028,89028
3670,89026,89026
3670,89027,89027
3670,89037,89037
3670,89031,89031
3670,89033,89033
3670,89021,89021
3670,89022,89022
3670,89020,89020
3670,89025,89025
3670,89024,89024
3670,89029,89029
3670,89032,89032
3670,89030,89030
3670,89034,89034
3670,89035,89035
3670,89036,89036
3671,89004,89004
3671,89023,89023
3671,89019,89019
3671,89001,89001
3671,89002,89002
3671,89003,89003
3671,89018,89018
3671,89028,89028
3671,89026,89026
3671,89027,89027
3671,89037,89037
3671,89031,89031
3671,89033,89033
3671,89021,89021
3671,89022,89022
3671,89020,89020
3671,89025,89025
3671,89024,89024
3671,89029,89029
3671,89032,89032
3671,89030,89030
3671,89034,89034
3671,89035,89035
3671,89036,89036
3672,89004,89004
3672,89023,89023
3672,89019,89019
3672,89001,89001
3672,89002,89002
3672,89003,89003
3672,89018,89018
3672,89028,89028
3672,89026,89026
3672,89027,89027
3672,89037,89037
3672,89031,89031
3672,89033,89033
3672,89021,89021
3672,89022,89022
3672,89020,89020
3672,89025,89025
3672,89024,89024
3672,89029,89029
3672,89032,89032
3672,89030,89030
3672,89034,89034
3672,89035,89035
3672,89036,89036
3673,89004,89004
3673,89023,89023
3673,89019,89019
3673,89001,89001
3673,89002,89002
3673,89003,89003
3673,89018,89018
3673,89028,89028
3673,89026,89026
3673,89027,89027
3673,89037,89037
3673,89031,89031
3673,89033,89033
3673,89021,89021
3673,89022,89022
3673,89020,89020
3673,89025,89025
3673,89024,89024
3673,89029,89029
3673,89032,89032
3673,89030,89030
3673,89034,89034
3673,89035,89035
3673,89036,89036
3674,89004,89004
3674,89023,89023
3674,89019,89019
3674,89001,89001
3674,89002,89002
3674,89003,89003
3674,89018,89018
3674,89028,89028
3674,89026,89026
3674,89027,89027
3674,89037,89037
3674,89031,89031
3674,89033,89033
3674,89021,89021
3674,89022,89022
3674,89020,89020
3674,89025,89025
3674,89024,89024
3674,89029,89029
3674,89032,89032
3674,89030,89030
3674,89034,89034
3674,89035,89035
3674,89036,89036
3675,89004,89004
3675,89023,89023
3675,89019,89019
3675,89001,89001
3675,89002,89002
3675,89003,89003
3675,89018,89018
3675,89028,89028
3675,89026,89026
3675,89027,89027
3675,89037,89037
3675,89031,89031
3675,89033,89033
3675,89021,89021
3675,89022,89022
3675,89020,89020
3675,89025,89025
3675,89024,89024
3675,89029,89029
3675,89032,89032
3675,89030,89030
3675,89034,89034
3675,89035,89035
3675,89036,89036
3676,89004,89004
3676,89023,89023
3676,89019,89019
3676,89001,89001
3676,89002,89002
3676,89003,89003
3676,89018,89018
3676,89028,89028
3676,89026,89026
3676,89027,89027
3676,89037,89037
3676,89031,89031
3676,89033,89033
3676,89021,89021
3676,89022,89022
3676,89020,89020
3676,89025,89025
3676,89024,89024
3676,89029,89029
3676,89032,89032
3676,89030,89030
3676,89034,89034
3676,89035,89035
3676,89036,89036
3677,89004,89004
3677,89023,89023
3677,89019,89019
3677,89001,89001
3677,89002,89002
3677,89003,89003
3677,89018,89018
3677,89028,89028
3677,89026,89026
3677,89027,89027
3677,89037,89037
3677,89031,89031
3677,89033,89033
3677,89021,89021
3677,89022,89022
3677,89020,89020
3677,89025,89025
3677,89024,89024
3677,89029,89029
3677,89032,89032
3677,89030,89030
3677,89034,89034
3677,89035,89035
3677,89036,89036
3678,89004,89004
3678,89023,89023
3678,89019,89019
3678,89001,89001
3678,89002,89002
3678,89003,89003
3678,89018,89018
3678,89028,89028
3678,89026,89026
3678,89027,89027
3678,89037,89037
3678,89031,89031
3678,89033,89033
3678,89021,89021
3678,89022,89022
3678,89020,89020
3678,89025,89025
3678,89024,89024
3678,89029,89029
3678,89032,89032
3678,89030,89030
3678,89034,89034
3678,89035,89035
3678,89036,89036
3679,89004,89004
3679,89023,89023
3679,89019,89019
3679,89001,89001
3679,89002,89002
3679,89003,89003
3679,89018,89018
3679,89028,89028
3679,89026,89026
3679,89027,89027
3679,89037,89037
3679,89031,89031
3679,89033,89033
3679,89021,89021
3679,89022,89022
3679,89020,89020
3679,89025,89025
3679,89024,89024
3679,89029,89029
3679,89032,89032
3679,89030,89030
3679,89034,89034
3679,89035,89035
3679,89036,89036
3680,89004,89004
3680,89023,89023
3680,89019,89019
3680,89001,89001
3680,89002,89002
3680,89003,89003
3680,89018,89018
3680,89028,89028
3680,89026,89026
3680,89027,89027
3680,89037,89037
3680,89031,89031
3680,89033,89033
3680,89021,89021
3680,89022,89022
3680,89020,89020
3680,89025,89025
3680,89024,89024
3680,89029,89029
3680,89032,89032
3680,89030,89030
3680,89034,89034
3680,89035,89035
3680,89036,89036
3681,89004,89004
3681,89023,89023
3681,89019,89019
3681,89001,89001
3681,89002,89002
3681,89003,89003
3681,89018,89018
3681,89028,89028
3681,89026,89026
3681,89027,89027
3681,89037,89037
3681,89031,89031
3681,89033,89033
3681,89021,89021
3681,89022,89022
3681,89020,89020
3681,89025,89025
3681,89024,89024
3681,89029,89029
3681,89032,89032
3681,89030,89030
3681,89034,89034
3681,89035,89035
3681,89036,89036
3682,89004,89004
3682,89023,89023
3682,89019,89019
3682,89001,89001
3682,89002,89002
3682,89003,89003
3682,89018,89018
3682,89028,89028
3682,89026,89026
3682,89027,89027
3682,89037,89037
3682,89031,89031
3682,89033,89033
3682,89021,89021
3682,89022,89022
3682,89020,89020
3682,89025,89025
3682,89024,89024
3682,89029,89029
3682,89032,89032
3682,89030,89030
3682,89034,89034
3682,89035,89035
3682,89036,89036
3683,89004,89004
3683,89023,89023
3683,89019,89019
3683,89001,89001
3683,89002,89002
3683,89003,89003
3683,89018,89018
3683,89028,89028
3683,89026,89026
3683,89027,89027
3683,89037,89037
3683,89031,89031
3683,89033,89033
3683,89021,89021
3683,89022,89022
3683,89020,89020
3683,89025,89025
3683,89024,89024
3683,89029,89029
3683,89032,89032
3683,89030,89030
3683,89034,89034
3683,89035,89035
3683,89036,89036
3684,89004,89004
3684,89023,89023
3684,89019,89019
3684,89001,89001
3684,89002,89002
3684,89003,89003
3684,89018,89018
3684,89028,89028
3684,89026,89026
3684,89027,89027
3684,89037,89037
3684,89031,89031
3684,89033,89033
3684,89021,89021
3684,89022,89022
3684,89020,89020
3684,89025,89025
3684,89024,89024
3684,89029,89029
3684,89032,89032
3684,89030,89030
3684,89034,89034
3684,89035,89035
3684,89036,89036
3685,89004,89004
3685,89023,89023
3685,89019,89019
3685,89001,89001
3685,89002,89002
3685,89003,89003
3685,89018,89018
3685,89028,89028
3685,89026,89026
3685,89027,89027
3685,89037,89037
3685,89031,89031
3685,89033,89033
3685,89021,89021
3685,89022,89022
3685,89020,89020
3685,89025,89025
3685,89024,89024
3685,89029,89029
3685,89032,89032
3685,89030,89030
3685,89034,89034
3685,89035,89035
3685,89036,89036
3686,89004,89004
3686,89023,89023
3686,89019,89019
3686,89001,89001
3686,89002,89002
3686,89003,89003
3686,89018,89018
3686,89028,89028
3686,89026,89026
3686,89027,89027
3686,89037,89037
3686,89031,89031
3686,89033,89033
3686,89021,89021
3686,89022,89022
3686,89020,89020
3686,89025,89025
3686,89024,89024
3686,89029,89029
3686,89032,89032
3686,89030,89030
3686,89034,89034
3686,89035,89035
3686,89036,89036
3687,89004,89004
3687,89023,89023
3687,89019,89019
3687,89001,89001
3687,89002,89002
3687,89003,89003
3687,89018,89018
3687,89028,89028
3687,89026,89026
3687,89027,89027
3687,89037,89037
3687,89031,89031
3687,89033,89033
3687,89021,89021
3687,89022,89022
3687,89020,89020
3687,89025,89025
3687,89024,89024
3687,89029,89029
3687,89032,89032
3687,89030,89030
3687,89034,89034
3687,89035,89035
3687,89036,89036
3688,89004,89004
3688,89023,89023
3688,89019,89019
3688,89001,89001
3688,89002,89002
3688,89003,89003
3688,89018,89018
3688,89028,89028
3688,89026,89026
3688,89027,89027
3688,89037,89037
3688,89031,89031
3688,89033,89033
3688,89021,89021
3688,89022,89022
3688,89020,89020
3688,89025,89025
3688,89024,89024
3688,89029,89029
3688,89032,89032
3688,89030,89030
3688,89034,89034
3688,89035,89035
3688,89036,89036
3689,89004,89004
3689,89023,89023
3689,89019,89019
3689,89001,89001
3689,89002,89002
3689,89003,89003
3689,89018,89018
3689,89028,89028
3689,89026,89026
3689,89027,89027
3689,89037,89037
3689,89031,89031
3689,89033,89033
3689,89021,89021
3689,89022,89022
3689,89020,89020
3689,89025,89025
3689,89024,89024
3689,89029,89029
3689,89032,89032
3689,89030,89030
3689,89034,89034
3689,89035,89035
3689,89036,89036
3690,89004,89004
3690,89023,89023
3690,89019,89019
3690,89001,89001
3690,89002,89002
3690,89003,89003
3690,89018,89018
3690,89028,89028
3690,89026,89026
3690,89027,89027
3690,89037,89037
3690,89031,89031
3690,89033,89033
3690,89021,89021
3690,89022,89022
3690,89020,89020
3690,89025,89025
3690,89024,89024
3690,89029,89029
3690,89032,89032
3690,89030,89030
3690,89034,89034
3690,89035,89035
3690,89036,89036
3691,89004,89004
3691,89023,89023
3691,89019,89019
3691,89001,89001
3691,89002,89002
3691,89003,89003
3691,89018,89018
3691,89028,89028
3691,89026,89026
3691,89027,89027
3691,89037,89037
3691,89031,89031
3691,89033,89033
3691,89021,89021
3691,89022,89022
3691,89020,89020
3691,89025,89025
3691,89024,89024
3691,89029,89029
3691,89032,89032
3691,89030,89030
3691,89034,89034
3691,89035,89035
3691,89036,89036
3692,89001,89001
3692,89227,89227
3692,89305,89305
3692,89306,89306
3692,89307,89307
3693,89001,89001
3693,89227,89227
3693,89305,89305
3693,89306,89306
3693,89307,89307
3694,89195,89195
3694,89001,89001
3694,89227,89227
3694,89305,89305
3694,89306,89306
3694,89307,89307
3695,89195,89195
3695,89001,89001
3695,89227,89227
3695,89305,89305
3695,89306,89306
3695,89307,89307
3696,89195,89195
3696,89001,89001
3696,89227,89227
3696,89305,89305
3696,89306,89306
3696,89307,89307
3697,89195,89195
3697,89001,89001
3697,89227,89227
3697,89305,89305
3697,89306,89306
3697,89307,89307
3698,89195,89195
3698,89001,89001
3698,89227,89227
3698,89305,89305
3698,89306,89306
3698,89307,89307
3699,89195,89195
3699,89001,89001
3699,89199,89199
3699,89305,89305
3699,89306,89306
3699,89311,89311
3700,89195,89195
3700,89001,89001
3700,89199,89199
3700,89305,89305
3700,89306,89306
3700,89311,89311
3701,89195,89195
3701,89001,89001
3701,89199,89199
3701,89305,89305
3701,89306,89306
3701,89311,89311
3702,89195,89195
3702,89001,89001
3702,89199,89199
3702,89305,89305
3702,89306,89306
3702,89311,89311
3703,89195,89195
3703,89001,89001
3703,89199,89199
3703,89305,89305
3703,89306,89306
3703,89311,89311
3704,89195,89195
3704,89001,89001
3704,89199,89199
3704,89305,89305
3704,89306,89306
3704,89311,89311
3705,89195,89195
3705,89001,89001
3705,89199,89199
3705,89305,89305
3705,89306,89306
3705,89311,89311
3706,89269,89269
3706,89001,89001
3706,89050,89050
3706,89047,89047
3707,89269,89269
3707,89001,89001
3707,89050,89050
3707,89047,89047
3708,89269,89269
3708,89001,89001
3708,89050,89050
3708,89047,89047
3709,89269,89269
3709,89001,89001
3709,89050,89050
3709,89047,89047
3710,89269,89269
3710,89001,89001
3710,89050,89050
3710,89047,89047
3711,89269,89269
3711,89001,89001
3711,89050,89050
3711,89047,89047
3712,89269,89269
3712,89001,89001
3712,89050,89050
3712,89047,89047
3713,89269,89269
3713,89001,89001
3713,89075,89075
3713,89268,89268
3714,89269,89269
3714,89001,89001
3714,89075,89075
3714,89268,89268
3715,89269,89269
3715,89001,89001
3715,89075,89075
3715,89268,89268
3716,89269,89269
3716,89001,89001
3716,89075,89075
3716,89268,89268
3717,89269,89269
3717,89001,89001
3717,89075,89075
3717,89268,89268
3718,89269,89269
3718,89001,89001
3718,89075,89075
3718,89268,89268
3719,89269,89269
3719,89001,89001
3719,89075,89075
3719,89268,89268
3720,89195,89195
3720,89213,89213
3720,89166,89166
3720,89160,89160
3720,89001,89001
3720,89265,89265
3720,89267,89267
3720,89113,89113
3720,89263,89263
3721,89195,89195
3721,89213,89213
3721,89166,89166
3721,89160,89160
3721,89001,89001
3721,89265,89265
3721,89267,89267
3721,89113,89113
3721,89263,89263
3722,89195,89195
3722,89213,89213
3722,89001,89001
3722,89265,89265
3722,89267,89267
3723,89195,89195
3723,89213,89213
3723,89001,89001
3723,89265,89265
3723,89267,89267
3724,89195,89195
3724,89213,89213
3724,89001,89001
3724,89265,89265
3724,89267,89267
3725,89195,89195
3725,89213,89213
3725,89001,89001
3725,89265,89265
3725,89267,89267
3726,89195,89195
3726,89213,89213
3726,89166,89166
3726,89160,89160
3726,89001,89001
3726,89265,89265
3726,89267,89267
3726,89113,89113
3726,89263,89263
3727,89195,89195
3727,89213,89213
3727,89166,89166
3727,89160,89160
3727,89001,89001
3727,89265,89265
3727,89267,89267
3727,89113,89113
3727,89263,89263
3728,89195,89195
3728,89213,89213
3728,89166,89166
3728,89160,89160
3728,89001,89001
3728,89265,89265
3728,89267,89267
3728,89113,89113
3728,89263,89263
3729,89213,89213
3729,89001,89001
3729,89265,89265
3729,89267,89267
3729,89113,89113
3730,89213,89213
3730,89001,89001
3730,89265,89265
3730,89267,89267
3730,89113,89113
3731,89213,89213
3731,89264,89264
3731,89001,89001
3731,89267,89267
3731,89113,89113
3732,89213,89213
3732,89160,89160
3732,89264,89264
3732,89001,89001
3732,89267,89267
3732,89113,89113
3732,89263,89263
3732,89302,89302
3733,89213,89213
3733,89264,89264
3733,89001,89001
3733,89267,89267
3733,89113,89113
3734,89213,89213
3734,89264,89264
3734,89001,89001
3734,89267,89267
3734,89113,89113
3735,89195,89195
3735,89160,89160
3735,89001,89001
3735,89113,89113
3735,89263,89263
3735,89302,89302
3736,89195,89195
3736,89213,89213
3736,89264,89264
3736,89001,89001
3736,89267,89267
3737,89195,89195
3737,89160,89160
3737,89001,89001
3737,89113,89113
3737,89263,89263
3737,89302,89302
3738,89195,89195
3738,89213,89213
3738,89264,89264
3738,89001,89001
3738,89267,89267
3739,89195,89195
3739,89213,89213
3739,89264,89264
3739,89001,89001
3739,89267,89267
3740,89195,89195
3740,89213,89213
3740,89264,89264
3740,89001,89001
3740,89267,89267
3741,89195,89195
3741,89213,89213
3741,89264,89264
3741,89001,89001
3741,89267,89267
3742,89195,89195
3742,89213,89213
3742,89264,89264
3742,89001,89001
3742,89267,89267
3743,89195,89195
3743,89213,89213
3743,89160,89160
3743,89264,89264
3743,89001,89001
3743,89267,89267
3743,89113,89113
3743,89263,89263
3743,89302,89302
3744,89160,89160
3744,89001,89001
3744,89113,89113
3744,89263,89263
3744,89302,89302
3745,89160,89160
3745,89001,89001
3745,89113,89113
3745,89263,89263
3745,89302,89302
3746,89045,89045
3746,89056,89056
3746,89051,89051
3746,89001,89001
3746,89002,89002
3746,89003,89003
3746,89058,89058
3746,89057,89057
3746,89054,89054
3746,89055,89055
3746,89053,89053
3746,89043,89043
3746,89044,89044
3746,89050,89050
3746,89040,89040
3746,89052,89052
3746,89049,89049
3746,89046,89046
3746,89048,89048
3746,89047,89047
3746,89038,89038
3746,89039,89039
3746,89042,89042
3746,89041,89041
3747,89045,89045
3747,89056,89056
3747,89051,89051
3747,89001,89001
3747,89002,89002
3747,89003,89003
3747,89058,89058
3747,89057,89057
3747,89054,89054
3747,89055,89055
3747,89053,89053
3747,89043,89043
3747,89044,89044
3747,89050,89050
3747,89040,89040
3747,89052,89052
3747,89049,89049
3747,89046,89046
3747,89048,89048
3747,89047,89047
3747,89038,89038
3747,89039,89039
3747,89042,89042
3747,89041,89041
3748,89045,89045
3748,89056,89056
3748,89051,89051
3748,89001,89001
3748,89002,89002
3748,89003,89003
3748,89058,89058
3748,89057,89057
3748,89054,89054
3748,89055,89055
3748,89053,89053
3748,89043,89043
3748,89044,89044
3748,89050,89050
3748,89040,89040
3748,89052,89052
3748,89049,89049
3748,89046,89046
3748,89048,89048
3748,89047,89047
3748,89038,89038
3748,89039,89039
3748,89042,89042
3748,89041,89041
3749,89045,89045
3749,89056,89056
3749,89051,89051
3749,89001,89001
3749,89002,89002
3749,89003,89003
3749,89058,89058
3749,89057,89057
3749,89054,89054
3749,89055,89055
3749,89053,89053
3749,89043,89043
3749,89044,89044
3749,89050,89050
3749,89040,89040
3749,89052,89052
3749,89049,89049
3749,89046,89046
3749,89048,89048
3749,89047,89047
3749,89038,89038
3749,89039,89039
3749,89042,89042
3749,89041,89041
3750,89045,89045
3750,89056,89056
3750,89051,89051
3750,89001,89001
3750,89002,89002
3750,89003,89003
3750,89058,89058
3750,89057,89057
3750,89054,89054
3750,89055,89055
3750,89053,89053
3750,89043,89043
3750,89044,89044
3750,89050,89050
3750,89040,89040
3750,89052,89052
3750,89049,89049
3750,89046,89046
3750,89048,89048
3750,89047,89047
3750,89038,89038
3750,89039,89039
3750,89042,89042
3750,89041,89041
3751,89045,89045
3751,89056,89056
3751,89051,89051
3751,89001,89001
3751,89002,89002
3751,89003,89003
3751,89058,89058
3751,89057,89057
3751,89054,89054
3751,89055,89055
3751,89053,89053
3751,89043,89043
3751,89044,89044
3751,89050,89050
3751,89040,89040
3751,89052,89052
3751,89049,89049
3751,89046,89046
3751,89048,89048
3751,89047,89047
3751,89038,89038
3751,89039,89039
3751,89042,89042
3751,89041,89041
3752,89045,89045
3752,89056,89056
3752,89051,89051
3752,89001,89001
3752,89002,89002
3752,89003,89003
3752,89058,89058
3752,89057,89057
3752,89054,89054
3752,89055,89055
3752,89053,89053
3752,89043,89043
3752,89044,89044
3752,89050,89050
3752,89040,89040
3752,89052,89052
3752,89049,89049
3752,89046,89046
3752,89048,89048
3752,89047,89047
3752,89038,89038
3752,89039,89039
3752,89042,89042
3752,89041,89041
3753,89045,89045
3753,89056,89056
3753,89051,89051
3753,89001,89001
3753,89002,89002
3753,89003,89003
3753,89058,89058
3753,89057,89057
3753,89054,89054
3753,89055,89055
3753,89053,89053
3753,89043,89043
3753,89044,89044
3753,89050,89050
3753,89040,89040
3753,89052,89052
3753,89049,89049
3753,89046,89046
3753,89048,89048
3753,89047,89047
3753,89038,89038
3753,89039,89039
3753,89042,89042
3753,89041,89041
3754,89045,89045
3754,89056,89056
3754,89051,89051
3754,89001,89001
3754,89002,89002
3754,89003,89003
3754,89058,89058
3754,89057,89057
3754,89054,89054
3754,89055,89055
3754,89053,89053
3754,89043,89043
3754,89044,89044
3754,89050,89050
3754,89040,89040
3754,89052,89052
3754,89049,89049
3754,89046,89046
3754,89048,89048
3754,89047,89047
3754,89038,89038
3754,89039,89039
3754,89042,89042
3754,89041,89041
3755,89045,89045
3755,89056,89056
3755,89051,89051
3755,89001,89001
3755,89002,89002
3755,89003,89003
3755,89058,89058
3755,89057,89057
3755,89054,89054
3755,89055,89055
3755,89053,89053
3755,89043,89043
3755,89044,89044
3755,89050,89050
3755,89040,89040
3755,89052,89052
3755,89049,89049
3755,89046,89046
3755,89048,89048
3755,89047,89047
3755,89038,89038
3755,89039,89039
3755,89042,89042
3755,89041,89041
3756,89045,89045
3756,89056,89056
3756,89051,89051
3756,89001,89001
3756,89002,89002
3756,89003,89003
3756,89058,89058
3756,89057,89057
3756,89054,89054
3756,89055,89055
3756,89053,89053
3756,89043,89043
3756,89044,89044
3756,89050,89050
3756,89040,89040
3756,89052,89052
3756,89049,89049
3756,89046,89046
3756,89048,89048
3756,89047,89047
3756,89038,89038
3756,89039,89039
3756,89042,89042
3756,89041,89041
3757,89045,89045
3757,89056,89056
3757,89051,89051
3757,89001,89001
3757,89002,89002
3757,89003,89003
3757,89058,89058
3757,89057,89057
3757,89054,89054
3757,89055,89055
3757,89053,89053
3757,89043,89043
3757,89044,89044
3757,89050,89050
3757,89040,89040
3757,89052,89052
3757,89049,89049
3757,89046,89046
3757,89048,89048
3757,89047,89047
3757,89038,89038
3757,89039,89039
3757,89042,89042
3757,89041,89041
3758,89045,89045
3758,89056,89056
3758,89051,89051
3758,89001,89001
3758,89002,89002
3758,89003,89003
3758,89058,89058
3758,89057,89057
3758,89054,89054
3758,89055,89055
3758,89053,89053
3758,89043,89043
3758,89044,89044
3758,89050,89050
3758,89040,89040
3758,89052,89052
3758,89049,89049
3758,89046,89046
3758,89048,89048
3758,89047,89047
3758,89038,89038
3758,89039,89039
3758,89042,89042
3758,89041,89041
3759,89045,89045
3759,89056,89056
3759,89051,89051
3759,89001,89001
3759,89002,89002
3759,89003,89003
3759,89058,89058
3759,89057,89057
3759,89054,89054
3759,89055,89055
3759,89053,89053
3759,89043,89043
3759,89044,89044
3759,89050,89050
3759,89040,89040
3759,89052,89052
3759,89049,89049
3759,89046,89046
3759,89048,89048
3759,89047,89047
3759,89038,89038
3759,89039,89039
3759,89042,89042
3759,89041,89041
3760,89045,89045
3760,89056,89056
3760,89051,89051
3760,89001,89001
3760,89002,89002
3760,89003,89003
3760,89058,89058
3760,89057,89057
3760,89054,89054
3760,89055,89055
3760,89053,89053
3760,89043,89043
3760,89044,89044
3760,89050,89050
3760,89040,89040
3760,89052,89052
3760,89049,89049
3760,89046,89046
3760,89048,89048
3760,89047,89047
3760,89038,89038
3760,89039,89039
3760,89042,89042
3760,89041,89041
3761,89045,89045
3761,89056,89056
3761,89051,89051
3761,89001,89001
3761,89002,89002
3761,89003,89003
3761,89058,89058
3761,89057,89057
3761,89054,89054
3761,89055,89055
3761,89053,89053
3761,89043,89043
3761,89044,89044
3761,89050,89050
3761,89040,89040
3761,89052,89052
3761,89049,89049
3761,89046,89046
3761,89048,89048
3761,89047,89047
3761,89038,89038
3761,89039,89039
3761,89042,89042
3761,89041,89041
3762,89045,89045
3762,89056,89056
3762,89051,89051
3762,89001,89001
3762,89002,89002
3762,89003,89003
3762,89058,89058
3762,89057,89057
3762,89054,89054
3762,89055,89055
3762,89053,89053
3762,89043,89043
3762,89044,89044
3762,89050,89050
3762,89040,89040
3762,89052,89052
3762,89049,89049
3762,89046,89046
3762,89048,89048
3762,89047,89047
3762,89038,89038
3762,89039,89039
3762,89042,89042
3762,89041,89041
3763,89045,89045
3763,89056,89056
3763,89051,89051
3763,89001,89001
3763,89002,89002
3763,89003,89003
3763,89058,89058
3763,89057,89057
3763,89054,89054
3763,89055,89055
3763,89053,89053
3763,89043,89043
3763,89044,89044
3763,89050,89050
3763,89040,89040
3763,89052,89052
3763,89049,89049
3763,89046,89046
3763,89048,89048
3763,89047,89047
3763,89038,89038
3763,89039,89039
3763,89042,89042
3763,89041,89041
3764,89045,89045
3764,89056,89056
3764,89051,89051
3764,89001,89001
3764,89002,89002
3764,89003,89003
3764,89058,89058
3764,89057,89057
3764,89054,89054
3764,89055,89055
3764,89053,89053
3764,89043,89043
3764,89044,89044
3764,89050,89050
3764,89040,89040
3764,89052,89052
3764,89049,89049
3764,89046,89046
3764,89048,89048
3764,89047,89047
3764,89038,89038
3764,89039,89039
3764,89042,89042
3764,89041,89041
3765,89045,89045
3765,89056,89056
3765,89051,89051
3765,89001,89001
3765,89002,89002
3765,89003,89003
3765,89058,89058
3765,89057,89057
3765,89054,89054
3765,89055,89055
3765,89053,89053
3765,89043,89043
3765,89044,89044
3765,89050,89050
3765,89040,89040
3765,89052,89052
3765,89049,89049
3765,89046,89046
3765,89048,89048
3765,89047,89047
3765,89038,89038
3765,89039,89039
3765,89042,89042
3765,89041,89041
3766,89045,89045
3766,89056,89056
3766,89051,89051
3766,89001,89001
3766,89002,89002
3766,89003,89003
3766,89058,89058
3766,89057,89057
3766,89054,89054
3766,89055,89055
3766,89053,89053
3766,89043,89043
3766,89044,89044
3766,89050,89050
3766,89040,89040
3766,89052,89052
3766,89049,89049
3766,89046,89046
3766,89048,89048
3766,89047,89047
3766,89038,89038
3766,89039,89039
3766,89042,89042
3766,89041,89041
3767,89045,89045
3767,89056,89056
3767,89051,89051
3767,89001,89001
3767,89002,89002
3767,89003,89003
3767,89058,89058
3767,89057,89057
3767,89054,89054
3767,89055,89055
3767,89053,89053
3767,89043,89043
3767,89044,89044
3767,89050,89050
3767,89040,89040
3767,89052,89052
3767,89049,89049
3767,89046,89046
3767,89048,89048
3767,89047,89047
3767,89038,89038
3767,89039,89039
3767,89042,89042
3767,89041,89041
3768,89045,89045
3768,89056,89056
3768,89051,89051
3768,89001,89001
3768,89002,89002
3768,89003,89003
3768,89058,89058
3768,89057,89057
3768,89054,89054
3768,89055,89055
3768,89053,89053
3768,89043,89043
3768,89044,89044
3768,89050,89050
3768,89040,89040
3768,89052,89052
3768,89049,89049
3768,89046,89046
3768,89048,89048
3768,89047,89047
3768,89038,89038
3768,89039,89039
3768,89042,89042
3768,89041,89041
3769,89045,89045
3769,89056,89056
3769,89051,89051
3769,89001,89001
3769,89002,89002
3769,89003,89003
3769,89058,89058
3769,89057,89057
3769,89054,89054
3769,89055,89055
3769,89053,89053
3769,89043,89043
3769,89044,89044
3769,89050,89050
3769,89040,89040
3769,89052,89052
3769,89049,89049
3769,89046,89046
3769,89048,89048
3769,89047,89047
3769,89038,89038
3769,89039,89039
3769,89042,89042
3769,89041,89041
3770,89069,89069
3770,89065,89065
3770,89072,89072
3770,89001,89001
3770,89059,89059
3770,89060,89060
3770,89075,89075
3770,89068,89068
3770,89073,89073
3770,89074,89074
3770,89066,89066
3770,89067,89067
3770,89064,89064
3770,89063,89063
