trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
RTD8997373,11:20:00,11:20:00,12030043,4,,0,0,24739.4332074,0
RTD8997374,11:15:00,11:15:00,12048538,1,,0,0,0.0000000,0
RTD8997374,11:30:00,11:30:00,890001,2,,0,0,2338.5208319,0
RTD8997374,11:45:00,11:45:00,12030042,3,,0,0,12959.4941875,0
RTD8997374,12:00:00,12:00:00,12030043,4,,0,0,24739.4332074,0
RTD8997375,13:00:00,13:00:00,12048538,1,,0,0,0.0000000,0
RTD8997375,13:15:00,13:15:00,890001,2,,0,0,2338.5208319,0
RTD8997375,13:30:00,13:30:00,12030042,3,,0,0,12959.4941875,0
RTD8997375,13:45:00,13:45:00,12030043,4,,0,0,24739.4332074,0
RTD8997376,14:00:00,14:00:00,12048538,1,,0,0,0.0000000,0
RTD8997376,14:15:00,14:15:00,890001,2,,0,0,2338.5208319,0
RTD8997376,14:30:00,14:30:00,12030042,3,,0,0,12959.4941875,0
RTD8997376,14:45:00,14:45:00,12030043,4,,0,0,24739.4332074,0
RTD8997377,15:50:00,15:50:00,12048538,1,,0,0,0.0000000,0
RTD8997377,16:05:00,16:05:00,890001,2,,0,0,2338.5208319,0
RTD8997377,16:20:00,16:20:00,12030042,3,,0,0,12959.4941875,0
RTD8997377,16:35:00,16:35:00,12030043,4,,0,0,24739.4332074,0
RTD8997378,17:20:00,17:20:00,12048538,1,,0,0,0.0000000,0
RTD8997378,17:35:00,17:35:00,890001,2,,0,0,2338.5208319,0
RTD8997378,17:50:00,17:50:00,12030042,3,,0,0,12959.4941875,0
RTD8997378,18:05:00,18:05:00,12030043,4,,0,0,24739.4332074,0
RTD8997379,18:55:00,18:55:00,12048538,1,,0,0,0.0000000,0
RTD8997379,19:10:00,19:10:00,890001,2,,0,0,2338.5208319,0
RTD8997379,19:25:00,19:25:00,12030042,3,,0,0,12959.4941875,0
RTD8997379,19:40:00,19:40:00,12030043,4,,0,0,24739.4332074,0
RTD8997382,09:00:00,09:00:00,12048538,1,,0,0,0.0000000,0
RTD8997382,09:15:00,09:15:00,890001,2,,0,0,2338.5208319,0
RTD8997382,09:40:00,09:40:00,12030043,3,,0,0,14118.4598518,0
RTD8997382,09:55:00,09:55:00,12030044,4,,0,0,24739.4332074,0
RTD8997388,11:10:00,11:10:00,12030044,1,,0,0,0.0000000,0
RTD8997388,11:25:00,11:25:00,12030043,2,,0,0,1347.9331522,0
RTD8997388,11:50:00,11:50:00,890001,3,,0,0,10000.0200602,0
RTD8997388,12:10:00,12:10:00,12048538,4,,0,0,20620.9934158,0
RTD8997389,11:50:00,11:50:00,12030044,1,,0,0,0.0000000,0
RTD8997389,12:05:00,12:05:00,12030043,2,,0,0,1347.9331522,0
RTD8997389,12:30:00,12:30:00,890001,3,,0,0,10000.0200602,0
RTD8997389,12:50:00,12:50:00,12048538,4,,0,0,20620.9934158,0
RTD8997390,13:35:00,13:35:00,12030044,1,,0,0,0.0000000,0
RTD8997390,13:50:00,13:50:00,12030043,2,,0,0,1347.9331522,0
RTD8997390,14:20:00,14:20:00,890001,3,,0,0,10000.0200602,0
RTD8997390,14:40:00,14:40:00,12048538,4,,0,0,20620.9934158,0
RTD8997391,14:35:00,14:35:00,12030044,1,,0,0,0.0000000,0
RTD8997391,14:50:00,14:50:00,12030043,2,,0,0,1347.9331522,0
RTD8997391,15:20:00,15:20:00,890001,3,,0,0,10000.0200602,0
RTD8997391,15:40:00,15:40:00,12048538,4,,0,0,20620.9934158,0
RTD8997392,17:55:00,17:55:00,12030044,1,,0,0,0.0000000,0
RTD8997392,18:10:00,18:10:00,12030043,2,,0,0,1347.9331522,0
RTD8997392,18:30:00,18:30:00,890001,3,,0,0,10000.0200602,0
RTD8997392,18:50:00,18:50:00,12048538,4,,0,0,20620.9934158,0
RTD8997395,16:40:00,16:40:00,12030044,1,,0,0,0.0000000,0
RTD8997395,40:25:00,40:25:00,12030043,2,,0,0,1525.1820648,0
RTD8997395,41:10:00,41:10:00,12048538,3,,0,0,14305.6867031,0
RTD8997396,19:45:00,19:45:00,12030044,1,,0,0,0.0000000,0
RTD8997396,43:30:00,43:30:00,12030043,2,,0,0,1525.1820648,0
RTD8997396,44:20:00,44:20:00,12048538,3,,0,0,14305.6867031,0
RTD9018759,10:00:00,10:00:00,12048601,1,,0,0,0.0000000,0
RTD9018759,11:00:00,11:00:00,890001,2,,0,0,35633.7974513,0
RTD9018759,11:10:00,11:10:00,890001,3,,0,0,71267.5949025,0
RTD9018759,11:20:00,11:20:00,12048538,4,,0,0,106097.8396688,0
RTD9018759,11:30:00,11:30:00,12048538,5,,0,0,140928.0844350,0
RTD9018759,12:30:00,12:30:00,12048601,6,,0,0,140928.0844350,0
RTD9020164,14:30:00,14:30:00,12048601,1,,0,0,0.0000000,0
RTD9020164,15:30:00,15:30:00,890001,2,,0,0,35633.7974513,0
RTD9020164,15:40:00,15:40:00,890001,3,,0,0,71267.5949025,0
RTD9020164,15:50:00,15:50:00,12048538,4,,0,0,106097.8396688,0
RTD9020164,16:00:00,16:00:00,12048538,5,,0,0,140928.0844350,0
RTD9020164,17:00:00,17:00:00,12048601,6,,0,0,140928.0844350,0
RTD9022274,11:30:00,11:30:00,12048601,1,,0,0,0.0000000,0
RTD9022274,12:30:00,12:30:00,890001,2,,0,0,35633.7974513,0
RTD9022274,12:45:00,12:45:00,890001,3,,0,0,71267.5949025,0
RTD9022274,13:45:00,13:45:00,12048601,4,,0,0,71267.5949025,0
RTD9022276,15:30:00,15:30:00,12048601,1,,0,0,0.0000000,0
RTD9022276,16:30:00,16:30:00,890001,2,,0,0,35633.7974513,0
RTD9022276,16:40:00,16:40:00,890001,3,,0,0,71267.5949025,0
RTD9022276,17:40:00,17:40:00,12048601,4,,0,0,71267.5949025,0
RTD9039089,17:15:00,17:15:00,12048601,1,,0,0,0.0000000,0
RTD9039089,18:15:00,18:15:00,12048538,2,,0,0,34830.2447662,0
RTD9039089,18:30:00,18:30:00,12048538,3,,0,0,69660.4895324,0
RTD9039089,18:45:00,18:45:00,890001,4,,0,0,105294.2869837,0
RTD9039089,19:00:00,19:00:00,890001,5,,0,0,140928.0844350,0
RTD9039089,20:00:00,20:00:00,12048601,6,,0,0,140928.0844350,0
RTD9039800,10:00:00,10:00:00,12048601,1,,0,0,0.0000000,0
RTD9039800,11:00:00,11:00:00,890001,2,,0,0,35633.7974513,0
RTD9039800,11:10:00,11:10:00,890001,3,,0,0,71267.5949025,0
RTD9039800,11:20:00,11:20:00,12048538,4,,0,0,106097.8396688,0
RTD9039800,11:30:00,11:30:00,12048538,5,,0,0,140928.0844350,0
RTD9039800,12:30:00,12:30:00,12048601,6,,0,0,140928.0844350,0
RTD9039804,14:30:00,14:30:00,12048601,1,,0,0,0.0000000,0
RTD9039804,15:30:00,15:30:00,890001,2,,0,0,35633.7974513,0
RTD9039804,15:40:00,15:40:00,890001,3,,0,0,71267.5949025,0
RTD9039804,15:50:00,15:50:00,12048538,4,,0,0,106097.8396688,0
RTD9039804,16:00:00,16:00:00,12048538,5,,0,0,140928.0844350,0
RTD9039804,17:00:00,17:00:00,12048601,6,,0,0,140928.0844350,0
RTD9039945,11:30:00,11:30:00,12048601,1,,0,0,0.0000000,0
RTD9039945,12:30:00,12:30:00,890001,2,,0,0,35633.7974513,0
RTD9039945,12:45:00,12:45:00,890001,3,,0,0,71267.5949025,0
RTD9039945,13:45:00,13:45:00,12048601,4,,0,0,71267.5949025,0
RTD9087400,06:00:00,06:00:00,12030042,1,,0,0,0.0000000,0
RTD9087400,06:20:00,06:20:00,890001,2,,0,0,8652.0869080,0
RTD9087402,10:15:00,10:15:00,12030043,1,,0,0,0.0000000,0
RTD9087402,10:25:00,10:25:00,12030042,2,,0,0,1502.1059809,0
RTD9087402,10:45:00,10:45:00,890001,3,,0,0,10352.5632722,0
RTD9087402,11:00:00,11:00:00,12048538,4,,0,0,14074.3536181,0
RTD9087404,11:35:00,11:35:00,12030044,1,,0,0,0.0000000,0
RTD9087404,11:45:00,11:45:00,12030043,2,,0,0,1347.9331522,0
RTD9087404,12:15:00,12:15:00,890001,3,,0,0,10000.0200602,0
RTD9087404,12:30:00,12:30:00,12048538,4,,0,0,20620.9934158,0
RTD9087406,07:35:00,07:35:00,890001,1,,0,0,0.0000000,0
RTD9087406,08:10:00,08:10:00,12030043,2,,0,0,9890.4419281,0
RTD9087406,08:20:00,08:20:00,12030044,3,,0,0,18542.5288361,0
RTD9087408,09:40:00,09:40:00,890001,1,,0,0,0.0000000,0
RTD9087408,10:15:00,10:15:00,12030043,2,,0,0,9890.4419281,0
RTD9087408,10:25:00,10:25:00,12030044,3,,0,0,18542.5288361,0
RTD9087410,11:00:00,11:00:00,12048538,1,,0,0,0.0000000,0
RTD9087410,11:15:00,11:15:00,890001,2,,0,0,2338.5208319,0
RTD9087410,11:35:00,11:35:00,12030042,3,,0,0,12959.4941875,0
RTD9087410,11:45:00,11:45:00,12030043,4,,0,0,24739.4332074,0
RTD9087412,18:05:00,18:05:00,890001,1,,0,0,0.0000000,0
RTD9087412,18:35:00,18:35:00,12030042,2,,0,0,8652.0869080,0
RTD9087412,18:45:00,18:45:00,12030043,3,,0,0,18542.5288361,0
RTD9087414,18:55:00,18:55:00,890001,1,,0,0,0.0000000,0
RTD9087414,19:15:00,19:15:00,12030042,2,,0,0,8652.0869080,0
RTD9087414,19:25:00,19:25:00,12030043,3,,0,0,18542.5288361,0
RTD9087416,21:30:00,21:30:00,890001,1,,0,0,0.0000000,0
RTD9087416,21:50:00,21:50:00,12030042,2,,0,0,8652.0869080,0
RTD9087416,22:00:00,22:00:00,12030043,3,,0,0,18542.5288361,0
RTD9087418,08:55:00,08:55:00,12030043,1,,0,0,0.0000000,0
RTD9087418,09:10:00,09:10:00,12030042,2,,0,0,1347.9331522,0
RTD9087418,09:40:00,09:40:00,12048538,3,,0,0,13127.8721721,0
RTD9087418,10:15:00,10:15:00,12048537,4,,0,0,23018.3141002,0
RTD9087420,10:10:00,10:10:00,12030044,1,,0,0,0.0000000,0
RTD9087420,10:30:00,10:30:00,12030043,2,,0,0,1347.9331522,0
RTD9087420,10:55:00,10:55:00,890001,3,,0,0,10000.0200602,0
RTD9087420,11:10:00,11:10:00,12048538,4,,0,0,20620.9934158,0
RTD9087422,10:40:00,10:40:00,12030044,1,,0,0,0.0000000,0
RTD9087422,11:00:00,11:00:00,12030043,2,,0,0,1347.9331522,0
RTD9087422,11:25:00,11:25:00,890001,3,,0,0,10000.0200602,0
RTD9087422,11:40:00,11:40:00,12048538,4,,0,0,20620.9934158,0
RTD9087424,11:25:00,11:25:00,12030044,1,,0,0,0.0000000,0
RTD9087424,11:45:00,11:45:00,12030043,2,,0,0,1347.9331522,0
RTD9087424,12:10:00,12:10:00,890001,3,,0,0,10000.0200602,0
RTD9087424,12:25:00,12:25:00,12048538,4,,0,0,20620.9934158,0
RTD9087426,12:10:00,12:10:00,12030044,1,,0,0,0.0000000,0
RTD9087426,12:30:00,12:30:00,12030043,2,,0,0,1347.9331522,0
RTD9087426,12:55:00,12:55:00,890001,3,,0,0,10000.0200602,0
RTD9087426,13:10:00,13:10:00,12048538,4,,0,0,20620.9934158,0
RTD9087428,13:10:00,13:10:00,12030044,1,,0,0,0.0000000,0
RTD9087428,13:30:00,13:30:00,12030043,2,,0,0,1347.9331522,0
RTD9087428,13:55:00,13:55:00,890001,3,,0,0,10000.0200602,0
RTD9087428,14:10:00,14:10:00,12048538,4,,0,0,20620.9934158,0
RTD9087430,13:55:00,13:55:00,12030044,1,,0,0,0.0000000,0
RTD9087430,14:15:00,14:15:00,12030043,2,,0,0,1347.9331522,0
RTD9087430,14:40:00,14:40:00,890001,3,,0,0,10000.0200602,0
RTD9087430,14:55:00,14:55:00,12048538,4,,0,0,20620.9934158,0
RTD9087432,14:55:00,14:55:00,12030044,1,,0,0,0.0000000,0
RTD9087432,15:15:00,15:15:00,12030043,2,,0,0,1347.9331522,0
RTD9087432,15:40:00,15:40:00,890001,3,,0,0,10000.0200602,0
RTD9087432,15:55:00,15:55:00,12048538,4,,0,0,20620.9934158,0
RTD9087434,15:55:00,15:55:00,12030044,1,,0,0,0.0000000,0
RTD9087434,16:15:00,16:15:00,12030043,2,,0,0,1347.9331522,0
RTD9087434,16:40:00,16:40:00,890001,3,,0,0,10000.0200602,0
RTD9087434,16:55:00,16:55:00,12048538,4,,0,0,20620.9934158,0
RTD9087436,16:55:00,16:55:00,12030044,1,,0,0,0.0000000,0
RTD9087436,17:15:00,17:15:00,12030043,2,,0,0,1347.9331522,0
RTD9087436,17:40:00,17:40:00,890001,3,,0,0,10000.0200602,0
RTD9087436,17:55:00,17:55:00,12048538,4,,0,0,20620.9934158,0
RTD9087438,17:40:00,17:40:00,12030044,1,,0,0,0.0000000,0
RTD9087438,18:00:00,18:00:00,12030043,2,,0,0,1347.9331522,0
RTD9087438,18:25:00,18:25:00,890001,3,,0,0,10000.0200602,0
RTD9087438,18:40:00,18:40:00,12048538,4,,0,0,20620.9934158,0
RTD9087440,18:40:00,18:40:00,12030044,1,,0,0,0.0000000,0
RTD9087440,19:00:00,19:00:00,12030043,2,,0,0,1347.9331522,0
